split,scope,snr_db,n_evaluated,n_blind,position_n,position_mae,position_rmse,position_median,position_p75,position_p90,position_p95,position_p99,position_max,velocity_n,velocity_mae,velocity_rmse,velocity_median,velocity_p75,velocity_p90,velocity_p95,velocity_p99,velocity_max,vx_n,vx_mae,vx_rmse,vx_median,vx_p75,vx_p90,vx_p95,vx_p99,vx_max,vy_n,vy_mae,vy_rmse,vy_median,vy_p75,vy_p90,vy_p95,vy_p99,vy_max
train,scene_1,10.0,25413,0,25413,0.03444653621864713,0.04217743411602846,0.02894713019110972,0.04415513846385741,0.06426125275610003,0.0815892276847009,0.12376501750607517,0.28106792526456187,25413,0.07302059562914862,0.08878904117433944,0.062038329851631616,0.09333659011171731,0.1347915861331495,0.16997042752192731,0.25669836818503383,0.4648094077299637,25413,0.025675810144043663,0.035647385281427496,0.018730915767413592,0.03440842042758163,0.05606013413986232,0.07585723033484912,0.11824557734368177,0.2685554887625443,25413,0.017558634713153755,0.022543288828593477,0.01414998912261467,0.0250005948166363,0.037025320594590024,0.0452460322828287,0.0623531846590567,0.11574633094384268
val,overall,-10.0,4779,0,4779,0.3910991770794849,0.533835038090639,0.2983547902543333,0.4717325340572547,0.7407776870543714,0.9822331340086243,1.9626762966592448,5.655988725618193,4779,0.7962026455143489,1.0018217707866233,0.6437814878446,1.0068103105534538,1.493938841803409,2.0184988999985327,3.109869604322676,4.7187308754153685,4779,0.2649414803609145,0.3862527575663458,0.17579567299165078,0.3453828243327184,0.5963978231136778,0.8230704686694046,1.399203005359892,2.7056350421658806,4779,0.23182491219911605,0.3684951223091396,0.15842175918875867,0.2925684734287297,0.4557070106302504,0.6194920498748056,1.6960352965501664,4.966864955172845
val,overall,-5.0,4779,0,4779,0.21992783745081285,0.30021307112206225,0.16777069358907007,0.26532823062248034,0.41674388141389185,0.5530875064660381,1.1042320331258124,3.1835030141415284,4779,0.4829460371794039,0.67021355960136,0.36203061485202853,0.5715150514752422,0.9003939173744246,1.2658954345621602,2.7071920012010744,4.044730655936097,4779,0.14900125323482485,0.21727773851373036,0.09886472200053831,0.19374450759654316,0.33518726465545184,0.46227573987924325,0.7899846443035371,1.5504303374651727,4779,0.13035248510628986,0.20716725711101025,0.08906340380946176,0.16493036614086432,0.2562260064439172,0.34891359923623916,0.9529417980352263,2.7804419090705395
val,overall,0.0,4779,0,4779,0.1237000053728408,0.16886741846600534,0.09453509831756472,0.1493266303329665,0.2346475193521169,0.31149121815885633,0.6213244024361151,1.7916883549533564,4779,0.3072839664427614,0.5227698870272084,0.20340625777262242,0.32118414356560143,0.5122279616940333,0.8317979860055138,2.6787634342919655,3.925227366622028,4779,0.08381336225239881,0.12223473366922191,0.05550439737749713,0.10899730986470679,0.18819050749968724,0.26045082231285765,0.4456164342135984,0.8812985654405736,4779,0.07331373696376356,0.11651126513855793,0.050130432671895875,0.09282272444467576,0.14392544061012272,0.1960530619095479,0.5357798878707478,1.5599551275045869
val,overall,5.0,4779,0,4779,0.06961026670183569,0.09504200417354058,0.05320925758175039,0.0839288512243884,0.13207619839748896,0.17538074506802434,0.3498684128413783,1.009031172030563,4779,0.20868624623940982,0.46619713660942735,0.11444611869904277,0.18043333856753996,0.28803237852568114,0.49974339241851184,2.6720649851224305,3.858108895553802,4779,0.04716684654395797,0.06879791877356274,0.031280673300438266,0.06127486232067625,0.10589292847356262,0.14667051333221598,0.2506736908429918,0.4991221889608255,4779,0.04125462747416963,0.06557308083161542,0.02815881272270815,0.05230549604891088,0.08101102670072745,0.11018304775258483,0.30154660316709825,0.8769383938546227
val,overall,10.0,4779,0,4779,0.03923092007225569,0.05358879901522915,0.029973026714805305,0.04729785134551753,0.07435811444196361,0.09878859891892106,0.19752505936791231,0.569716030480129,4779,0.15331990999637934,0.4466140293672498,0.06445941311497946,0.10151252166770945,0.16209232492576897,0.2812017893454491,2.6735579426590363,3.820463256941793,4779,0.026583873680686453,0.03878464320468897,0.017647370808566265,0.03458432344815421,0.05972967140604055,0.08272504525918511,0.1413090017527371,0.2827829291444175,4779,0.02324972405265966,0.036979870624159826,0.0158814569023491,0.02946333364992526,0.04571955240859982,0.062096387352597135,0.17016232634589437,0.49458080267084625
val,scene_0,-10.0,2464,0,2464,0.39619699113631013,0.5766648228964351,0.29064176207612546,0.45270745971404547,0.7230740237954317,1.0582342814656231,2.466199240532387,5.655988725618193,2464,0.7713583149465769,0.9789194855508417,0.6195839328078631,0.951388366416403,1.4398990182422078,1.9159539302854418,3.072573905248123,4.257402600986476,2464,0.23533230038128583,0.3477841573363463,0.16149860297470164,0.3009168041548843,0.48840826700881296,0.7063274073323021,1.281246354003945,2.7056350421658806,2464,0.27639647849750776,0.45998749751707846,0.1687429680908492,0.32392613962821204,0.5787303792289961,0.9012850326350872,2.002552991855272,4.966864955172845
val,scene_0,-5.0,2464,0,2464,0.22282607328604928,0.3243308318491478,0.16371318466696144,0.2542307954871771,0.40634866734812725,0.5952456549435161,1.3866348072909656,3.1835030141415284,2464,0.502078823148693,0.7474660195992681,0.3491013534504632,0.5418146423035686,0.9174193251239473,1.5308916034544433,2.920366011437416,4.044730655936097,2464,0.13238011026754373,0.19575515759171527,0.09078879026420239,0.16879468474358905,0.2743871754648391,0.398212972857715,0.7238826927185503,1.5504303374651727,2464,0.15544099188245286,0.2585931297699204,0.09504514799833252,0.18222798992666434,0.32526068304720257,0.5068464234797116,1.1291731112409191,2.7804419090705395
val,scene_0,0.0,2464,0,2464,0.12533828456348772,0.18244754656948134,0.09229245610595888,0.142993334654233,0.2283814027908167,0.3348879002734699,0.779945316579922,1.7916883549533564,2464,0.3515798373320905,0.6566739993140958,0.1965011927787313,0.3047426377549097,0.5363478567599289,1.4432061759023356,2.890893131559528,3.925227366622028,2464,0.07447063695069996,0.11016591776598933,0.0511532772252421,0.09508120745683346,0.15437756868812136,0.22422213884044712,0.407304302694102,0.8812985654405736,2464,0.08743514582570396,0.14543238226750033,0.053536447194364456,0.10251223922495889,0.18308047020644846,0.2851063145733756,0.6353650769940945,1.5599551275045869
val,scene_0,5.0,2464,0,2464,0.0705381569673529,0.10270074301298082,0.0519646933079507,0.08048573000353662,0.12848340250097753,0.18856146998781492,0.4391014313823667,1.009031172030563,2464,0.26728486561754455,0.6247166701353031,0.11067228966580067,0.17142092442627666,0.3015934606376084,1.4241953611531322,2.846376687817074,3.858108895553802,2464,0.04191102726754186,0.062022913396564266,0.028792536574505867,0.05352300158524681,0.08692555549019815,0.1262331657833998,0.22930484911584958,0.4991221889608255,2464,0.04921008882687772,0.08185719778504891,0.030152623221054498,0.05768150279046136,0.1031089685346267,0.16048837844767372,0.3573472917750626,0.8769383938546227
