split,scope,speed_bin_mps,snr_db,n,mean_true_speed_mps,position_rmse_m,velocity_rmse_mps,velocity_error_median_mps,velocity_error_p95_mps,n_ge2bs,position_rmse_m_ge2bs,velocity_rmse_mps_ge2bs,velocity_error_over_speed_median,velocity_error_over_speed_p95,direction_angle_median_deg,direction_flip_fraction
val,overall,"[20,inf)",-10.0,899,22.021582707700965,0.5086525410180951,1.0842820599991885,0.6819822473612237,2.073132676986516,887,0.4752250247897687,0.9966797035259758,0.030474641389657674,0.100021489120304,0.49341037798941934,0.0
val,overall,"[20,inf)",-5.0,899,22.021582707700965,0.28593314083182214,0.7047077678884441,0.3831054410570745,1.166365796259177,887,0.26712074684826564,0.5603987966280047,0.01712013462198891,0.056233816536521146,0.2773195141023495,0.0
val,overall,"[20,inf)",0.0,899,22.021582707700965,0.16079393099276754,0.5299279564286423,0.21535022973797832,0.6561171721357895,887,0.1502056112075992,0.31513048180845565,0.009622360333224668,0.031620135291957695,0.15600764312402868,0.0
val,overall,"[20,inf)",5.0,899,22.021582707700965,0.09047395754233443,0.46039355193561304,0.12096479897254518,0.369103905330759,887,0.08450759339312526,0.17724276059986935,0.005410328632233061,0.01778341702805843,0.08757433856658743,0.0
val,overall,"[20,inf)",10.0,899,22.021582707700965,0.050985152588811644,0.43569719440676385,0.06804569192914514,0.207733869724059,887,0.04760978317944433,0.09974028752540635,0.0030439240260340815,0.010006202853706552,0.049338815839928093,0.0
val,scene_0,"[0,0.5)",-10.0,221,0.22977930600170793,0.2752914312458468,0.6328386870844088,0.5210615047487158,1.1004291081720956,221,0.2752914312458468,0.6328386870844088,,,,
val,scene_0,"[0,0.5)",-5.0,221,0.22977930600170793,0.15482998197203052,0.3559764626103268,0.29328640326547406,0.6186681434473695,221,0.15482998197203052,0.3559764626103268,,,,
val,scene_0,"[0,0.5)",0.0,221,0.22977930600170793,0.08708922832335247,0.200225449474733,0.1645556040134213,0.347878379158876,221,0.08708922832335247,0.200225449474733,,,,
val,scene_0,"[0,0.5)",5.0,221,0.22977930600170793,0.04900748559863425,0.11263004608230975,0.09224857044603148,0.19565500810355835,221,0.04900748559863425,0.11263004608230975,,,,
val,scene_0,"[0,0.5)",10.0,221,0.22977930600170793,0.02761682747304837,0.06338434940671704,0.05181584721295793,0.1100977438336327,221,0.02761682747304837,0.06338434940671704,,,,
val,scene_0,"[0.5,1)",-10.0,65,0.7276692467533997,0.34924886440116687,0.6574873332363576,0.5566281590912648,1.08226434491983,65,0.34924886440116687,0.6574873332363576,,,,
val,scene_0,"[0.5,1)",-5.0,65,0.7276692467533997,0.19635166630561973,0.369806992482349,0.3128082361084575,0.608667493234179,65,0.19635166630561973,0.369806992482349,,,,
val,scene_0,"[0.5,1)",0.0,65,0.7276692467533997,0.11042037742764431,0.20799426820033096,0.17585194404916918,0.3423154671719404,65,0.11042037742764431,0.20799426820033096,,,,
val,scene_0,"[0.5,1)",5.0,65,0.7276692467533997,0.06212543255444778,0.11699695274825084,0.09889073595013564,0.1925444098318169,65,0.06212543255444778,0.11699695274825084,,,,
