selection,seed,validation_split,origin,snr_db,gnn_epoch,relation_D_epoch,ade_targets,fde_targets,gnn_ADE,relation_D_ADE,delta_ADE_relation_minus_gnn,gnn_FDE,relation_D_FDE,delta_FDE_relation_minus_gnn,gnn_scene_J,relation_D_scene_J,delta_scene_J_relation_minus_gnn,gnn_source,relation_D_source
best_J,2026,V_select,15,10,97,85,8,8,0.7809264659881592,1.0119774341583252,0.23105096817016602,1.2250468730926514,1.9816933870315552,0.7566465139389038,1.3934499025344849,2.002824127674103,0.6093742251396179,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,15,15,97,85,8,8,0.7802051305770874,1.0128785371780396,0.23267340660095215,1.223525047302246,1.9829871654510498,0.7594621181488037,1.3919676542282104,2.0043721199035645,0.612404465675354,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,15,20,97,85,8,8,0.7802916765213013,1.0129320621490479,0.23264038562774658,1.2238409519195557,1.983402132987976,0.7595611810684204,1.392212152481079,2.004633128643036,0.6124209761619568,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,16,5,97,85,8,8,0.01153438538312912,0.0122434813529253,0.0007090959697961807,0.013693001121282578,0.014779821038246155,0.0010868199169635773,0.01838088594377041,0.019633391872048378,0.0012525059282779694,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,16,10,97,85,8,8,0.012240803800523281,0.012807645834982395,0.0005668420344591141,0.014967070892453194,0.015015005134046078,4.7934241592884064e-05,0.019724339246749878,0.020315148402005434,0.0005908091552555561,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,16,15,97,85,8,8,0.01265180017799139,0.013285823166370392,0.0006340229883790016,0.014543634839355946,0.01618647761642933,0.0016428427770733833,0.019923617597669363,0.021379061974585056,0.0014554443769156933,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,16,20,97,85,8,8,0.012651987373828888,0.01328574400395155,0.0006337566301226616,0.014544708654284477,0.016186431050300598,0.001641722396016121,0.019924341700971127,0.02137895952910185,0.001454617828130722,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,17,5,97,85,8,8,0.01358584314584732,0.014268140308558941,0.0006822971627116203,0.01569742150604725,0.018214406445622444,0.0025169849395751953,0.021434553898870945,0.023375343531370163,0.001940789632499218,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,17,10,97,85,8,8,0.013585671782493591,0.014267555437982082,0.0006818836554884911,0.015697728842496872,0.018213113769888878,0.002515384927392006,0.021434536203742027,0.02337411232292652,0.001939576119184494,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,17,15,97,85,8,8,0.013585099019110203,0.01426740176975727,0.000682302750647068,0.015698960050940514,0.01821161061525345,0.002512650564312935,0.02143457904458046,0.023373207077383995,0.0019386280328035355,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,17,20,97,85,8,8,0.013583840802311897,0.014266609214246273,0.0006827684119343758,0.015693634748458862,0.018213437870144844,0.0025198031216859818,0.02143065817654133,0.023373328149318695,0.0019426699727773666,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
best_J,2026,V_select,18,5,97,85,8,8,0.01181094441562891,0.012546787038445473,0.0007358426228165627,0.014255908317863941,0.014530553482472897,0.0002746451646089554,0.01893889857456088,0.01981206377968192,0.0008731652051210403,project/results/qgat_extend100/seed2026/gnn/validation_epoch_97.json,project/results/qgat_extend100/seed2026/relation_D/validation_epoch_85.json
