model,seed,epoch,execution_stage,loss,ADE,FDE,J,gradient_norm,graph_gradient_norm,elapsed_seconds,source_history
gnn,2026,38,parent_1_40,1.2444554287413259,0.5978656321164453,1.2228969856159528,1.2093141249244217,4.4640913009643555,2.68167781829834,1448.9612643178552,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,39,parent_1_40,1.2335591631164249,0.5838786101748701,1.185523112459923,1.1766401664048316,4.1046953201293945,2.2045702934265137,1482.3924344182014,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,40,parent_1_40,1.2267032969984026,0.5806464175239671,1.1756041373847983,1.1684484862163662,6.364168643951416,3.2157955169677734,1515.694593405351,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,41,continuation_41_100,1.2281827005658585,0.6010618286690441,1.227012752671726,1.2145682050049071,5.572880744934082,2.331557273864746,1534.4370111692697,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,42,continuation_41_100,1.2176450922867696,0.5776623821939575,1.1631386328249937,1.1592316986064544,4.026008129119873,1.8136922121047974,1552.9339611399919,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,43,continuation_41_100,1.2078769027402667,0.5786686182598351,1.173870858089649,1.1656040473046596,4.802452564239502,1.7622880935668945,1571.2885657120496,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,44,continuation_41_100,1.1980363488691437,0.589925016038469,1.2007615986664313,1.1903058153716848,5.344054222106934,3.080573558807373,1589.733830479905,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,45,continuation_41_100,1.1939126600508518,0.5836987414414762,1.1903240257647123,1.1788607543238323,5.739311695098877,3.068722724914551,1608.168280608952,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,46,continuation_41_100,1.1881426854442103,0.5758500818687026,1.1607941112614935,1.1562471374994492,5.534904479980469,2.250467300415039,1626.4759262762964,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,47,continuation_41_100,1.1882154372473583,0.5805673732556169,1.1687552202166989,1.1649449833639665,5.520442962646484,2.587897300720215,1645.074951613322,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,48,continuation_41_100,1.1763261819792388,0.5852229347120739,1.1912252758670365,1.1808355726455921,3.424741506576538,2.1383070945739746,1663.5072324927896,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,49,continuation_41_100,1.1719685849852983,0.5841955395572586,1.1884603275661358,1.1784257033403265,3.2789218425750732,1.2636871337890625,1681.817258162424,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,50,continuation_41_100,1.1620891241151634,0.5760838085401337,1.1702930263895541,1.161230321734911,8.694953918457031,3.124183177947998,1700.1634786669165,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,51,continuation_41_100,1.158859483936624,0.5683919502445497,1.1503580143966248,1.143570957442862,5.849241733551025,2.5682289600372314,1718.6613849587739,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,52,continuation_41_100,1.150335354383066,0.5774685271174531,1.175181245188578,1.165059149711742,7.594059467315674,2.8787121772766113,1736.8955579344183,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,53,continuation_41_100,1.1539378909296465,0.5751083664293402,1.1673922921309714,1.1588045124948259,4.494148254394531,1.6521735191345215,1755.253584947437,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,54,continuation_41_100,1.1421285027275216,0.5775351028819569,1.1715346188069087,1.1633024122854112,7.899379253387451,4.305929183959961,1773.552327701822,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,55,continuation_41_100,1.136033768416697,0.5805825052660657,1.1859287998091896,1.1735469051706606,5.647333145141602,2.005082130432129,1791.9019540771842,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,56,continuation_41_100,1.1303221193771789,0.57542861926544,1.1677704860194353,1.1593138622751575,7.105296611785889,1.954904317855835,1810.3450229447335,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,57,continuation_41_100,1.121910515261633,0.5779725200001848,1.178047753283172,1.1669963966417707,4.883095741271973,2.487454891204834,1828.7668229080737,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,58,continuation_41_100,1.1138730707587927,0.5701010607223724,1.1513824799051506,1.1457923006749478,5.447048664093018,1.7947036027908325,1847.3110575266182,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,59,continuation_41_100,1.1124196049113986,0.5823216310987482,1.1860752484557453,1.175359255326621,4.439282417297363,1.433721661567688,1865.6931258086115,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,60,continuation_41_100,1.1103442129433145,0.5698523617605679,1.1617206012865062,1.150712662403821,4.505885601043701,2.0084147453308105,1884.0007340610027,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,61,continuation_41_100,1.1051533404052267,0.5819499389675912,1.1871974033722654,1.1755486406537239,2.81597900390625,0.8462048172950745,1902.5177132654935,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,62,continuation_41_100,1.09134756734638,0.5711725068127271,1.1606327455374412,1.1514888795814477,8.867875099182129,4.559786319732666,1920.8918013609946,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,63,continuation_41_100,1.0918038739107991,0.5743569596396991,1.1776390221557813,1.1631764707175898,5.2700910568237305,2.786520004272461,1939.3411553371698,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,64,continuation_41_100,1.0815474898197732,0.5704300369077828,1.1664101909549207,1.1536351323852432,3.285811185836792,1.0344815254211426,1957.8058444987983,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,65,continuation_41_100,1.074028703173467,0.5704734250664478,1.1641377673106035,1.1525423087217495,6.371875762939453,3.575737476348877,1976.0896452013403,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,66,continuation_41_100,1.0766300563233073,0.5624208290435491,1.1416632888934692,1.1332524734902836,4.701552391052246,1.2450940608978271,1994.4237990956753,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,67,continuation_41_100,1.0636970063741624,0.5808604320581071,1.1886368815420427,1.1751788728291284,3.4185140132904053,1.397779941558838,2012.8662243951112,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,68,continuation_41_100,1.0620542932660928,0.5649774807377252,1.1549619408353466,1.1424584511553986,5.22197151184082,1.595127820968628,2031.309406477958,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,69,continuation_41_100,1.0617666116253195,0.5581763165706071,1.142588194665732,1.129470413903473,4.4632158279418945,1.795013666152954,2049.8692867998034,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,70,continuation_41_100,1.0598188676282423,0.581131413851399,1.1936205415421863,1.1779416846224922,20.291427612304688,11.107940673828125,2068.1538744084537,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,71,continuation_41_100,1.0548359885862828,0.5711445322277723,1.171384800366359,1.1568369324109518,6.380439758300781,2.63326358795166,2086.6558459699154,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,72,continuation_41_100,1.044638084772364,0.5703012918360764,1.1676813010883054,1.154141942380229,4.623092174530029,1.9808286428451538,2104.98377424106,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,73,continuation_41_100,1.0422983158814152,0.5761546116269892,1.1811356296838496,1.166722426468914,5.735130786895752,2.338428258895874,2123.3722748402506,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,74,continuation_41_100,1.039444253366903,0.5647276230953867,1.1554301824077267,1.14244271429925,4.985694408416748,1.9663609266281128,2142.0461004450917,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,75,continuation_41_100,1.0333253253492327,0.5667695719350013,1.1606889150384814,1.147114029454242,4.760725975036621,2.580399751663208,2160.488092891872,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,76,continuation_41_100,1.0299779795208241,0.576783992589335,1.1894780121091753,1.1715229986439226,9.606452941894531,3.796006202697754,2178.900598919019,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,77,continuation_41_100,1.0218972411428964,0.5692939181681141,1.1614447965432193,1.1500163164397237,2.999532699584961,1.1957569122314453,2197.2819847855717,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,78,continuation_41_100,1.0205957518008018,0.5674659229023382,1.1646232177352067,1.1497775317699417,5.0172810554504395,2.942139148712158,2215.6535029150546,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,79,continuation_41_100,1.0182235033517701,0.5743219295475865,1.1721509407646955,1.1603973999299342,4.152310848236084,1.587485432624817,2234.2059701643884,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,80,continuation_41_100,1.0103947638627495,0.5624521570821526,1.1599245843465904,1.1424144492554478,4.761440277099609,1.2149616479873657,2252.674835909158,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,81,continuation_41_100,1.0077798624987386,0.5624822962394683,1.1494980991928605,1.1372313458358985,5.504854202270508,1.4219225645065308,2271.145531732589,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,82,continuation_41_100,1.0014931831645157,0.5657944465579932,1.1552382670727093,1.143413580094348,6.99862003326416,2.2515625953674316,2289.543000884354,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,83,continuation_41_100,0.9969383654110624,0.5732060308300424,1.1784722458280157,1.1624421537440504,7.991500377655029,3.009014129638672,2307.9518219195306,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,84,continuation_41_100,0.9970465124265678,0.5621411986835301,1.153237256446737,1.1387598269068986,4.310953140258789,1.0953437089920044,2326.228854363784,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,85,continuation_41_100,0.9919321280188294,0.5681574611354153,1.1642446250736247,1.1502797736722277,5.3506388664245605,1.4253098964691162,2344.5334010683,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,86,continuation_41_100,0.987354757034321,0.5642597738816403,1.1545017220801674,1.1415106349217239,6.159668922424316,2.7735445499420166,2363.0467183962464,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,87,continuation_41_100,0.9860406807788451,0.5569917084614281,1.143213385072304,1.1285984009975802,5.286245346069336,1.3903127908706665,2381.4846597071737,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,88,continuation_41_100,0.9800047828799262,0.562540544088115,1.1447128884895938,1.1348969883329119,4.982616901397705,1.6558908224105835,2400.129767548293,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,89,continuation_41_100,0.9765874830897509,0.5606481521303067,1.1377186804875965,1.1295074923741049,5.185343265533447,2.5962424278259277,2418.5160473547876,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,90,continuation_41_100,0.9728471282194876,0.5595461415802128,1.1455138447874924,1.1323030639739589,4.813957214355469,1.4058797359466553,2436.772979354486,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,91,continuation_41_100,0.965883751767544,0.5609915229288163,1.1462350419117138,1.1341090438846733,4.0375823974609375,1.5379135608673096,2455.1473593953997,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,92,continuation_41_100,0.9670488696245272,0.5625944014394191,1.147875435052556,1.1365321189656972,6.9727301597595215,2.9277608394622803,2473.5826205518097,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,93,continuation_41_100,0.9577854682162208,0.5510337719880045,1.1231801788223674,1.1126238613991881,4.206645488739014,1.4508432149887085,2492.1436754614115,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,94,continuation_41_100,0.9563284633309589,0.5653378026993596,1.1639883729675784,1.1473319891831488,4.353317737579346,2.0733046531677246,2510.4871980026364,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,95,continuation_41_100,0.9545540593512145,0.561604490740574,1.1520995548309294,1.1376542681560387,4.895462512969971,2.3232295513153076,2529.104160664603,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,96,continuation_41_100,0.9436077499393946,0.5666854649485321,1.1648454978337395,1.1491082138654019,6.120705604553223,2.0174050331115723,2547.249005606398,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,97,continuation_41_100,0.944966243782394,0.5516128726955504,1.1216386450035496,1.112432195197325,5.242123126983643,1.5658200979232788,2565.639320326969,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,98,continuation_41_100,0.9406819705018741,0.5623657904606079,1.150621266065282,1.1376764234932488,5.519942283630371,2.692809820175171,2583.88614240475,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,99,continuation_41_100,0.9382258327635887,0.5574915073483135,1.1421180333633674,1.1285505240299973,4.856338977813721,1.6672472953796387,2602.388797847554,project/results/qgat_extend100/seed2026/gnn/history.json
gnn,2026,100,continuation_41_100,0.9305215198019643,0.5625825820909813,1.1572409458918265,1.1412030550368946,5.415081024169922,1.7104943990707397,2620.9332058709115,project/results/qgat_extend100/seed2026/gnn/history.json
relation_D,2026,1,parent_1_40,1.919038190822434,0.7791611283627572,1.6282651048508705,1.5932936807881926,1.4724764823913574,0.5816566944122314,253.0671331193298,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,2,parent_1_40,1.8294740125280464,0.7553158970439108,1.5702660518791527,1.540448922983487,1.717577576637268,0.5130823254585266,499.0789702255279,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,3,parent_1_40,1.7855672943091114,0.750656456768047,1.5624527258065062,1.5318828196713001,4.132706165313721,1.453079104423523,745.2835286408663,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,4,parent_1_40,1.756810251057113,0.7471769076096825,1.5571066531800897,1.5257302341997274,4.2919697761535645,2.018695592880249,993.2109199855477,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,5,parent_1_40,1.7253423232837282,0.7243004918866791,1.4971112034877296,1.472856093630544,3.019083261489868,1.6866739988327026,1244.9031690694392,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,6,parent_1_40,1.7005808502815833,0.7172613263363019,1.477533061807044,1.4560278572398238,4.358173370361328,1.9216500520706177,1493.199606474489,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,7,parent_1_40,1.67330324933286,0.7130599656823324,1.466576453866437,1.446348192615551,4.390256404876709,3.542081356048584,1743.8186501972377,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,8,parent_1_40,1.6462879608250829,0.6985859914141475,1.4256413967977277,1.4114066898130113,2.1748037338256836,1.312989354133606,1990.0534072872251,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,9,parent_1_40,1.620448721203685,0.6924613037490053,1.4124523158522788,1.3986874616751446,3.9327104091644287,3.04858136177063,2238.6023279577494,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,10,parent_1_40,1.6036181809454666,0.6802762571984203,1.3804663819505367,1.3705094481736886,8.267975807189941,4.486063480377197,2483.708649069071,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,11,parent_1_40,1.5787112096186602,0.6808544461196288,1.3818632888118736,1.3717860905255654,4.7603960037231445,3.057439088821411,2728.120177930221,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,12,parent_1_40,1.564664037178166,0.6770690782158636,1.3700179226952605,1.3620780395634937,3.346120595932007,2.0998568534851074,2979.146588627249,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,13,parent_1_40,1.553087145740468,0.6714803214161656,1.3513066081539729,1.347133625493152,4.736268520355225,3.9259068965911865,3226.0953119322658,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,14,parent_1_40,1.5332217098952714,0.6623105045064586,1.3277537659101655,1.3261873874615413,5.352371692657471,3.4663970470428467,3472.6469517573714,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,15,parent_1_40,1.5212450588071995,0.662378069399856,1.3292311184643766,1.3269936286320443,4.0772929191589355,2.6549134254455566,3717.995356215164,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,16,parent_1_40,1.5105287313308908,0.6625661832030164,1.3322580402879975,1.3286952033470152,3.3863368034362793,2.692100763320923,3966.4730186499655,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,17,parent_1_40,1.497886930583127,0.6645140823925613,1.3374592203542126,1.3332436925696676,4.043975830078125,2.6409828662872314,4211.559799503535,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,18,parent_1_40,1.4871497199801664,0.6534341319621308,1.3056504339829553,1.3062593489536085,4.898885250091553,3.4251179695129395,4456.82683712244,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,19,parent_1_40,1.4704851955662124,0.657554986946634,1.329157956931158,1.3221339654122128,3.885634422302246,2.4347288608551025,4704.981502816081,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,20,parent_1_40,1.4665689838848435,0.6475548918975983,1.2910195610130903,1.2930646724041435,4.541499137878418,2.570892333984375,4953.1636076159775,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,21,parent_1_40,1.4561041152642817,0.6345741265214746,1.2562637309916316,1.2627059920172905,5.639305591583252,3.423196315765381,5201.299470692873,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,22,parent_1_40,1.4461317678747652,0.6446452421112917,1.2988127602962778,1.2940516222594307,4.610400676727295,2.749744415283203,5451.215835727751,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,23,parent_1_40,1.432770574923083,0.632848182611051,1.2768862395724865,1.2712913023972943,4.894610404968262,3.190462350845337,5697.64663185738,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,24,parent_1_40,1.420882980048621,0.6220407132874243,1.2469826464826474,1.2455320365287479,3.9576165676116943,2.655989408493042,5942.686899608001,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,25,parent_1_40,1.4135254108639705,0.6325155758694746,1.2611226377112323,1.2630768947250908,6.408959865570068,3.4619295597076416,6185.327968360856,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,26,parent_1_40,1.4021110840829565,0.6233414322487079,1.2448669257864822,1.245774895141949,5.820040702819824,3.257793664932251,6430.0117726977915,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,27,parent_1_40,1.3978313234570752,0.6178915561758913,1.2315247677743901,1.2336539400630864,7.303806781768799,5.49376106262207,6681.031157488003,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,28,parent_1_40,1.38498306025211,0.616949548064731,1.230946106723859,1.2324226014266606,6.090641975402832,4.159801006317139,6927.9252209905535,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,29,parent_1_40,1.3686835500914358,0.6081096416900982,1.215301395363058,1.2157603393716272,7.101140975952148,3.2927916049957275,7174.611412912607,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,30,parent_1_40,1.3591941111578605,0.6136028312525014,1.233143948831712,1.2301748056683572,6.861947059631348,4.698892593383789,7422.665438897908,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,31,parent_1_40,1.3563985003023846,0.6103304323204792,1.2333115326135886,1.2269861986272734,6.954868316650391,5.759562969207764,7670.045587576926,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,32,parent_1_40,1.3487692626900092,0.6112876473771758,1.2186506265139905,1.220612960634171,6.161215782165527,3.2761030197143555,7914.682647906244,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,33,parent_1_40,1.3416450280918704,0.6022564702067758,1.2166341092513175,1.2105735248324345,6.2705488204956055,3.949899196624756,8162.760780002922,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,34,parent_1_40,1.3317534710599654,0.609036743149627,1.223175383908674,1.220624435103964,22.952281951904297,18.320415496826172,8411.704670878127,project/results/qgat_extend100/seed2026/relation_D/history.json
relation_D,2026,35,parent_1_40,1.323351787447031,0.5974107717134757,1.2028683067619568,1.1988449250944542,9.409538269042969,7.250631332397461,8654.662467474118,project/results/qgat_extend100/seed2026/relation_D/history.json
