scene_type,scene,snr_ref_db,target,bs,range_bin,received_snr_db,peak_to_noise_db,g_emp_db,peak_power,noise_floor,cfar_score
synthetic,count3_r280_norm_b40,0.0,2,0,225-300,-17.922143053433558,23.252823028072164,41.17496608150572,1386.53230050347,6.55613199254564,15.335299961925486
synthetic,count3_r280_norm_b40,0.0,2,2,150-225,-12.380089632525106,24.04923370979666,36.429323342321766,899.695186300893,3.5413758869374052,18.4218543153654
synthetic,count3_r280_norm_b40,5.0,0,0,225-300,-12.922143053433558,23.55466783641594,36.4768108898495,4395.344236444794,19.387691938256012,16.43905150453057
synthetic,count3_r280_norm_b40,5.0,0,2,225-300,-9.548290670316803,24.237983206187405,33.78627387650421,1711.7294339160044,6.451144918466879,19.24014289176661
synthetic,count3_r280_norm_b40,5.0,1,0,225-300,-12.88632125368877,23.55466783641594,36.44098909010471,4395.344236444794,19.387691938256012,16.43905150453057
synthetic,count3_r280_norm_b40,5.0,1,2,150-225,-8.472204403989679,25.30366571640033,33.77587012039001,2298.521415332891,6.7776943966292595,24.591020062970223
synthetic,count3_r280_norm_b40,5.0,2,0,225-300,-12.922143053433558,23.55466783641594,36.4768108898495,4395.344236444794,19.387691938256012,16.43905150453057
synthetic,count3_r280_norm_b40,5.0,2,2,150-225,-7.380089632525106,24.550491377212357,31.930581009737462,2844.3746719738697,9.975568726729458,20.675647069631893
synthetic,count3_r280_norm_b40,10.0,0,0,225-300,-7.922143053433558,23.6621379073965,31.584280960830057,13919.458188271481,59.89747846428266,16.85092568239925
synthetic,count3_r280_norm_b40,10.0,0,2,225-300,-4.548290670316803,24.5036149754173,29.051905645734102,5413.353412305441,19.19132161292166,20.453680609982325
synthetic,count3_r280_norm_b40,10.0,1,0,225-300,-7.88632125368877,23.6621379073965,31.54845916108527,13919.458188271481,59.89747846428266,16.85092568239925
synthetic,count3_r280_norm_b40,10.0,1,2,150-225,-3.4722044039896787,25.541830249443063,29.01403465343274,7251.402393038229,20.24132698257199,25.977239441962805
synthetic,count3_r280_norm_b40,10.0,2,0,225-300,-7.922143053433558,23.6621379073965,31.584280960830057,13919.458188271481,59.89747846428266,16.85092568239925
synthetic,count3_r280_norm_b40,10.0,2,2,150-225,-2.380089632525106,24.736328140569075,27.11641777309418,8994.242237291983,30.222596013884058,21.57956999893009
synthetic,count3_r280_norm_b40,15.0,0,0,225-300,-2.922143053433558,23.70102885614014,26.6231719095737,44054.09379737097,187.88122645672976,17.002502920104952
synthetic,count3_r280_norm_b40,15.0,0,2,225-300,0.4517093296831973,24.594146007630076,24.14243667794688,17120.281384798272,59.44239476519397,20.88452361432122
synthetic,count3_r280_norm_b40,15.0,1,0,225-300,-2.88632125368877,23.70102885614014,26.58735010982891,44054.09379737097,187.88122645672976,17.002502920104952
synthetic,count3_r280_norm_b40,15.0,1,2,150-225,1.5277955960103213,25.6161535381964,24.08835794218608,22900.968563814342,62.840335750856156,26.425628564938357
synthetic,count3_r280_norm_b40,15.0,2,0,225-300,-2.922143053433558,23.70102885614014,26.6231719095737,44054.09379737097,187.88122645672976,17.002502920104952
synthetic,count3_r280_norm_b40,15.0,2,2,150-225,2.619910367474894,24.805036944162353,22.18512657668746,28442.277527524675,94.07206454752769,21.923690725397062
synthetic,count3_r280_norm_b40,20.0,0,0,225-300,2.077856946566442,23.7158711797144,21.63801423314796,139377.9522046871,592.3889670902055,17.060709592198144
synthetic,count3_r280_norm_b40,20.0,0,2,225-300,5.451709329683197,24.624889046646846,19.17317971696365,54143.265816066516,186.66184035590777,21.03288644708241
synthetic,count3_r280_norm_b40,20.0,1,0,225-300,2.11367874631123,23.7158711797144,21.60219243340317,139377.9522046871,592.3889670902055,17.060709592198144
synthetic,count3_r280_norm_b40,20.0,1,2,150-225,6.527795596010321,25.637687719086387,19.109892123076065,72366.44682939036,197.59159980227963,26.55698353985112
synthetic,count3_r280_norm_b40,20.0,2,0,225-300,2.077856946566442,23.7158711797144,21.63801423314796,139377.9522046871,592.3889670902055,17.060709592198144
synthetic,count3_r280_norm_b40,20.0,2,2,150-225,7.619910367474894,24.831658606883828,17.211748239408934,89943.15901806354,295.66660618216054,22.058492712955697
synthetic,count3_r280_norm_b65,-10.0,0,0,225-300,-27.922143053433558,20.99798519080168,48.92012824423524,145.64018178796312,1.1573979086086486,9.124487731337844
synthetic,count3_r280_norm_b65,-10.0,0,2,75-150,-15.66297245411948,23.83851105271451,39.50148350683399,432.51131817766986,1.7870897813742834,17.5493517068979
synthetic,count3_r280_norm_b65,-10.0,1,0,225-300,-27.88632125368877,20.99798519080168,48.88430644449045,145.64018178796312,1.1573979086086486,9.124487731337844
synthetic,count3_r280_norm_b65,-10.0,1,1,150-225,-18.027737345929605,22.989742825423516,41.01748017135312,247.68772733731097,1.2443146253782895,14.43391870858875
synthetic,count3_r280_norm_b65,-10.0,1,2,75-150,-13.871529381717135,24.42466634574953,38.29619572746667,658.9761304889764,2.3790471494216185,20.085220647643567
synthetic,count3_r280_norm_b65,-10.0,2,0,225-300,-27.922143053433558,20.99798519080168,48.92012824423524,145.64018178796312,1.1573979086086486,9.124487731337844
synthetic,count3_r280_norm_b65,-10.0,2,1,150-225,-19.460850754160976,22.654211074750826,42.115061828911806,186.91425005980082,1.0144281801482673,13.360757451360007
synthetic,count3_r280_norm_b65,-10.0,2,2,75-150,-12.067332874096651,24.215254804504696,36.282587678601345,975.394038100638,3.695341814414986,19.13971439700223
synthetic,count3_r280_norm_b65,-5.0,0,0,225-300,-22.922143053433558,22.634730485860093,45.55687353929365,464.5967711487061,2.532813070181166,13.300961031226711
synthetic,count3_r280_norm_b65,-5.0,0,2,75-150,-10.66297245411948,25.049296816301727,35.7122692704212,1376.116857349156,4.302547100856499,23.19207752720217
synthetic,count3_r280_norm_b65,-5.0,1,0,225-300,-22.88632125368877,22.634730485860093,45.52105173954887,464.5967711487061,2.532813070181166,13.300961031226711
synthetic,count3_r280_norm_b65,-5.0,1,1,150-225,-13.027737345929605,24.528339992774086,37.55607733870369,786.9495057731338,2.7740409494004883,20.570458493882253
synthetic,count3_r280_norm_b65,-5.0,1,2,75-150,-8.871529381717135,25.22686345443459,34.098392836151724,2085.125306072763,6.258147770011647,24.159965953447223
synthetic,count3_r280_norm_b65,-5.0,2,0,225-300,-22.922143053433558,22.634730485860093,45.55687353929365,464.5967711487061,2.532813070181166,13.300961031226711
synthetic,count3_r280_norm_b65,-5.0,2,1,150-225,-14.460850754160976,24.63785179814795,39.09870255230892,586.6401950623797,2.016446187553735,21.095758850185554
synthetic,count3_r280_norm_b65,-5.0,2,2,75-150,-7.0673328740966515,24.708035558121274,31.775368432217924,3078.7377640340624,10.412838747823848,21.439444489578964
synthetic,count3_r280_norm_b65,0.0,0,0,225-300,-17.922143053433558,23.272000598752285,41.19414365218584,1477.493387666624,6.955454052930185,15.40316729562548
synthetic,count3_r280_norm_b65,0.0,0,2,75-150,-5.662972454119481,25.527571330257743,31.190543784377223,4367.558052592043,12.231551640634835,25.892089855555053
synthetic,count3_r280_norm_b65,0.0,1,0,225-300,-17.88632125368877,23.272000598752285,41.158321852441055,1477.493387666624,6.955454052930185,15.40316729562548
synthetic,count3_r280_norm_b65,0.0,1,1,150-225,-8.027737345929605,25.128572031433087,33.15630937736269,2495.7941954482276,7.662166185097501,23.619308334980133
synthetic,count3_r280_norm_b65,0.0,1,2,75-150,-3.871529381717135,25.52165551480161,29.393184896518743,6596.937037111702,18.500215512048776,25.856844519586584
synthetic,count3_r280_norm_b65,0.0,2,0,225-300,-17.922143053433558,23.272000598752285,41.19414365218584,1477.493387666624,6.955454052930185,15.40316729562548
synthetic,count3_r280_norm_b65,0.0,2,1,150-225,-9.460850754160976,25.505633401709986,34.96648415587096,1847.9661359239815,5.201524738255582,25.76162847283271
synthetic,count3_r280_norm_b65,0.0,2,2,75-150,-2.067332874096652,24.877671221228034,26.945004095324688,9726.69848968414,31.637221243861454,22.293440356495353
synthetic,count3_r280_norm_b65,5.0,0,0,225-300,-12.922143053433558,23.473107585204165,36.39525063863772,4688.142216400135,21.0712363827829,16.1332079241846
synthetic,count3_r280_norm_b65,5.0,0,2,75-150,-0.6629724541194806,25.699163417860333,26.362135871979813,13840.660106312205,37.259795054366705,26.935578926696873
synthetic,count3_r280_norm_b65,5.0,1,0,225-300,-12.88632125368877,23.473107585204165,36.35942883889294,4688.142216400135,21.0712363827829,16.1332079241846
synthetic,count3_r280_norm_b65,5.0,1,1,150-225,-3.027737345929605,25.322797990983435,28.35053533691304,7905.947077807664,23.209944596087553,24.699591554201643
synthetic,count3_r280_norm_b65,5.0,1,2,75-150,1.128470618282865,25.62319209452225,24.494721476239384,20867.974211171262,57.16906401363384,26.46849097439859
synthetic,count3_r280_norm_b65,5.0,2,0,225-300,-12.922143053433558,23.473107585204165,36.39525063863772,4688.142216400135,21.0712363827829,16.1332079241846
synthetic,count3_r280_norm_b65,5.0,2,1,150-225,-4.460850754160976,25.81030597880909,30.271156732970066,5831.794754626495,15.302825749601803,27.633797475132017
synthetic,count3_r280_norm_b65,5.0,2,2,75-150,2.932667125903348,24.93336316472378,22.000696038820433,30743.356873533034,98.72223297049115,22.58116213093681
synthetic,count3_r280_norm_b65,10.0,0,0,225-300,-7.922143053433558,23.52707225152529,31.449215304958848,14854.59973101721,65.94072666324286,16.33492698759456
synthetic,count3_r280_norm_b65,10.0,0,2,75-150,4.337027545880519,25.760080285179036,21.423052739298516,43820.951374995784,116.32519080356239,27.316056416768948
synthetic,count3_r280_norm_b65,10.0,1,0,225-300,-7.88632125368877,23.52707225152529,31.41339350521406,14854.59973101721,65.94072666324286,16.33492698759456
synthetic,count3_r280_norm_b65,10.0,1,1,150-225,1.972262654070395,25.378263954490304,23.40600130041991,25025.57627828717,72.53668292313806,25.017065632962495
synthetic,count3_r280_norm_b65,10.0,1,2,75-150,6.128470618282865,25.658082220951222,19.529611602668357,66003.06594224452,179.3725109036386,26.681988618993675
synthetic,count3_r280_norm_b65,10.0,2,0,225-300,-7.922143053433558,23.52707225152529,31.449215304958848,14854.59973101721,65.94072666324286,16.33492698759456
synthetic,count3_r280_norm_b65,10.0,2,1,150-225,0.5391492458390239,25.90475664457234,25.365607398733317,18421.170392440625,47.29786694913067,28.241361953558282
synthetic,count3_r280_norm_b65,10.0,2,2,75-150,7.9326671259033485,24.951460358371126,17.01879323246778,97193.12660123466,310.8060881697481,22.675454899002588
synthetic,count3_r280_norm_b65,15.0,0,0,225-300,-2.922143053433558,23.537856853485092,26.45999990691865,47027.75811311231,208.24212669028645,16.375541042232655
synthetic,count3_r280_norm_b65,15.0,0,2,75-150,9.33702754588052,25.782517835689845,16.445490289809324,138669.12374384058,366.2081350963547,27.457548289195003
synthetic,count3_r280_norm_b65,15.0,1,0,225-300,-2.88632125368877,23.537856853485092,26.424178107173862,47027.75811311231,208.24212669028645,16.375541042232655
synthetic,count3_r280_norm_b65,15.0,1,1,150-225,6.972262654070395,25.39160844220094,18.419345788130546,79182.55595055963,228.80666556108997,25.09405333519863
synthetic,count3_r280_norm_b65,15.0,1,2,75-150,11.128470618282865,25.67046462099004,14.541994002707174,208743.6229456397,565.6746993400916,26.758171603272988
synthetic,count3_r280_norm_b65,15.0,2,0,225-300,-2.922143053433558,23.537856853485092,26.45999990691865,47027.75811311231,208.24212669028645,16.375541042232655
synthetic,count3_r280_norm_b65,15.0,2,1,150-225,5.539149245839024,25.931261720060768,20.392112474221744,58216.9845616147,148.5674039903675,28.414246549355738
synthetic,count3_r280_norm_b65,15.0,2,2,75-150,12.932667125903349,24.957384144439175,12.024717018535826,307306.6509766136,981.371734503621,22.70640537168131
synthetic,count3_r280_norm_b65,20.0,0,0,225-300,2.077856946566442,23.537686602324772,21.45982965575833,148810.8913160601,658.9706284449979,16.374899104484477
synthetic,count3_r280_norm_b65,20.0,0,2,75-150,14.33702754588052,25.791333786632578,11.454306240752057,438680.3651207358,1156.1516880232894,27.51334228709028
synthetic,count3_r280_norm_b65,20.0,1,0,225-300,2.11367874631123,23.537686602324772,21.424007856013542,148810.8913160601,658.9706284449979,16.374899104484477
synthetic,count3_r280_norm_b65,20.0,1,1,150-225,11.972262654070395,25.393404318349383,13.421141664278988,250477.4550578281,723.4827991626872,25.10443226763433
synthetic,count3_r280_norm_b65,20.0,1,2,75-150,16.128470618282865,25.67511501537055,9.546644397087686,660148.2180876948,1787.0222249868546,26.786839408748087
synthetic,count3_r280_norm_b65,20.0,2,0,225-300,2.077856946566442,23.537686602324772,21.45982965575833,148810.8913160601,658.9706284449979,16.374899104484477
synthetic,count3_r280_norm_b65,20.0,2,1,150-225,10.539149245839024,25.937521709986857,15.398372464147833,184035.21382490857,468.97399253942746,28.455232829542357
synthetic,count3_r280_norm_b65,20.0,2,2,75-150,17.932667125903347,24.959362607190187,7.02669548128684,971709.9937028731,3101.7044176942823,22.71675181018195
synthetic,count5_r40_norm_b0,-10.0,0,0,10-75,0.7640288494978105,12.878459583598374,12.114430734100564,19408.570097194908,1000.3398780639659,1.4068763557348978
synthetic,count5_r40_norm_b0,-10.0,0,1,150-225,-21.97746532693069,18.94503936166813,40.92250468859882,89.4989816071797,1.141074913227183,5.6874017680286455
synthetic,count5_r40_norm_b0,-10.0,1,0,10-75,4.315898645964118,11.34156127683141,7.025662630867291,60611.91261054616,4450.4288341379215,0.9875659331067518
synthetic,count5_r40_norm_b0,-10.0,1,1,150-225,-20.853253005273473,21.986092138351925,42.839345143625394,131.7958756336638,0.8342430667610946,11.455635492080697
synthetic,count5_r40_norm_b0,-10.0,2,0,10-75,5.917600346881503,10.4297955155611,4.512195168679597,61465.28815811749,5567.37366046162,0.8005519579724149
synthetic,count5_r40_norm_b0,-10.0,2,1,150-225,-19.746806037788392,22.028150890386318,41.77495692817471,169.1739121351789,1.0605186331710381,11.567115217907443
synthetic,count5_r40_norm_b0,-10.0,3,1,150-225,-18.688066930222973,22.642364043706188,41.33043097392916,218.67470721897485,1.1900416169040555,13.324360577941736
synthetic,count5_r40_norm_b0,-10.0,4,0,10-75,0.7640288494978105,13.21157987471949,12.44755102522168,18662.33740009326,890.8571077485831,1.5190356275990835
synthetic,count5_r40_norm_b0,-10.0,4,1,150-225,-17.71676698063228,22.989252808413628,40.70601978904591,268.566587932479,1.3493564854756843,14.432290212953076
synthetic,count5_r40_norm_b0,-5.0,0,0,10-75,5.7640288494978105,12.87189017153584,7.10786132203803,61332.85701784259,3165.9509231853153,1.4047498346463156
synthetic,count5_r40_norm_b0,-5.0,0,1,150-225,-16.97746532693069,21.262958819201163,38.24042414613186,283.2051153453539,2.117411227300939,9.6985286800969
synthetic,count5_r40_norm_b0,-5.0,1,0,10-75,9.315898645964118,11.335349814189176,2.019451168225057,191531.05053416596,14083.292822976318,0.986154484301858
synthetic,count5_r40_norm_b0,-5.0,1,1,150-225,-15.853253005273473,24.359035694233988,40.21228869950746,418.6409283400708,1.5343983236737888,19.783974424101228
synthetic,count5_r40_norm_b0,-5.0,2,0,10-75,10.917600346881503,10.438467570631058,-0.47913277625044515,194594.51636802586,17590.72911056741,0.8021521087789182
synthetic,count5_r40_norm_b0,-5.0,2,1,150-225,-14.746806037788392,23.996501785922995,38.74330782371139,533.6527475130631,2.1262218221047533,18.199529100759715
synthetic,count5_r40_norm_b0,-5.0,3,1,150-225,-13.688066930222972,24.501560802649248,38.18962773287222,690.9667128322002,2.4507614794964514,20.444008495648433
synthetic,count5_r40_norm_b0,-5.0,4,0,10-75,5.7640288494978105,13.215786820525366,7.451757971027556,59050.10688068887,2816.0606624642614,1.520507807656585
synthetic,count5_r40_norm_b0,-5.0,4,1,150-225,-12.716766980632277,24.434231592770928,37.15099857340321,848.5789790362089,3.056814677375087,20.12950668642366
synthetic,count5_r40_norm_b0,0.0,0,0,10-75,10.76402884949781,12.867811382151267,2.1037825326534563,193876.7270679741,10017.158401870098,1.4034311467039104
synthetic,count5_r40_norm_b0,0.0,0,1,150-225,-11.97746532693069,22.370333253596336,34.34779858052703,897.1365314242457,5.197867638246306,12.515358599391298
synthetic,count5_r40_norm_b0,0.0,1,0,10-75,14.315898645964118,11.331775109981914,-2.9841235359822047,605424.9889495225,44553.60308403479,0.9853431085377735
synthetic,count5_r40_norm_b0,0.0,1,1,150-225,-10.853253005273473,25.434663523901744,36.28791652917522,1328.0814126680361,3.799779069100143,25.344067984099013
synthetic,count5_r40_norm_b0,0.0,2,0,10-75,15.917600346881503,10.443284299414955,-5.474316047466548,615761.8575423285,55601.22419525773,0.8030422634396415
synthetic,count5_r40_norm_b0,0.0,2,1,150-225,-9.746806037788392,24.876023033539152,34.622829071327544,1685.9331817152606,5.485775808286588,22.284981395110815
synthetic,count5_r40_norm_b0,0.0,3,1,150-225,-8.688066930222972,25.315107152626233,34.003174082849206,2184.9760891528804,6.4259297505697965,24.65589022376637
synthetic,count5_r40_norm_b0,0.0,4,0,10-75,10.76402884949781,13.21774555732556,2.45371670782775,186795.2895818777,8904.127388692701,1.5211937353962697
synthetic,count5_r40_norm_b0,0.0,4,1,150-225,-7.716766980632277,25.001065965867145,32.71783294649942,2682.8357674361378,8.481789521924307,22.935941333269675
synthetic,count5_r40_norm_b0,5.0,0,0,10-75,15.76402884949781,12.86539633925801,-2.8986325102398,612959.6907106147,31687.81410053952,1.402650937801446
synthetic,count5_r40_norm_b0,5.0,0,1,150-225,-6.977465326930689,22.795090948480468,29.772556275411155,2841.010090316957,14.926695771931211,13.801270479780019
synthetic,count5_r40_norm_b0,5.0,1,0,10-75,19.31589864596412,11.329739096057402,-7.986159549906716,1914079.1975759936,140924.33486709962,0.9848812785606238
synthetic,count5_r40_norm_b0,5.0,1,1,150-225,-5.853253005273473,25.805445682357888,31.65869868763136,4208.175756815154,11.054759577517062,27.602889110536637
synthetic,count5_r40_norm_b0,5.0,2,0,10-75,20.917600346881503,10.445973957186672,-10.471626389694832,1947922.476590158,175781.94805753318,0.8035397548715378
synthetic,count5_r40_norm_b0,5.0,2,1,150-225,-4.746806037788392,25.20082273466056,29.94762877244895,5329.225314872125,16.09095457221393,24.015533893508962
synthetic,count5_r40_norm_b0,5.0,3,1,150-225,-3.6880669302229716,25.612952630326582,29.301019560549555,6910.321553156532,18.97592667524446,26.40615909384388
synthetic,count5_r40_norm_b0,5.0,4,0,10-75,15.76402884949781,13.218718260820664,-2.5453105886771468,590810.5370491549,28156.353314654785,1.5215344802688142
synthetic,count5_r40_norm_b0,5.0,4,1,150-225,-2.7167669806322774,25.1893547071914,27.906121687823678,8483.436745540203,25.68244432245956,23.952201867128778
synthetic,count5_r40_norm_b0,10.0,0,0,10-75,20.764028849497812,12.863999925360721,-7.900028924137091,1938114.0344402085,100225.75440145207,1.4022000072728535
synthetic,count5_r40_norm_b0,10.0,0,1,150-225,-1.9774653269306892,22.942479093464883,24.919944420395574,8992.43828435546,45.66984698942138,14.277687817084256
synthetic,count5_r40_norm_b0,10.0,1,0,10-75,24.31589864596412,11.328586006599036,-12.987312639365083,6052063.342294604,445702.28862732486,0.9846198187637741
synthetic,count5_r40_norm_b0,10.0,1,1,150-225,-0.8532530052734728,25.91103261858029,26.764285623853763,13323.286560267854,34.15923271815154,28.282202947077746
synthetic,count5_r40_norm_b0,10.0,2,0,10-75,25.917600346881503,10.447480451849824,-15.47011989503168,6161140.034050117,555792.9512672699,0.8038185376751555
synthetic,count5_r40_norm_b0,10.0,2,1,150-225,0.2531939622116077,25.31152006140536,25.058326099193753,16849.36895856916,49.59428508876772,24.635533895049733
synthetic,count5_r40_norm_b0,10.0,3,1,150-225,1.3119330697770284,25.71455973294983,24.402626663172803,21854.728369242,58.62588877842669,27.03123858750688
synthetic,count5_r40_norm_b0,10.0,4,0,10-75,20.764028849497812,13.219224522725199,-7.5448043267726135,1868506.9711264658,89037.35912364871,1.5217118575726274
synthetic,count5_r40_norm_b0,10.0,4,1,150-225,2.2832330193677226,25.24631603623429,22.96308301686657,26826.85298808154,80.15638557735838,24.268424117612113
synthetic,count5_r40_norm_b0,15.0,0,0,10-75,25.764028849497812,12.863202549898814,-12.900826299598998,6128438.005074359,316978.3074992361,1.4019425834993011
synthetic,count5_r40_norm_b0,15.0,0,1,150-225,3.022534673069311,22.99246770759418,19.96993303452487,28452.716009182834,142.8489190449816,14.442977784987022
synthetic,count5_r40_norm_b0,15.0,1,0,10-75,29.31589864596412,11.327934999298538,-17.98796364666558,19136906.745940477,1409542.7127161957,0.9844722353435845
synthetic,count5_r40_norm_b0,15.0,1,1,150-225,4.146746994726527,25.93460759557486,21.787860600848333,42161.05098437984,107.51044731319942,28.43614578296208
synthetic,count5_r40_norm_b0,15.0,2,0,10-75,30.917600346881503,10.448325714039102,-20.4692746328424,19485492.147062935,1757433.1247412318,0.803974999147403
synthetic,count5_r40_norm_b0,15.0,2,1,150-225,5.253193962211608,25.348639230210857,20.09544526799925,53277.55882509026,155.48209874794904,24.846996311319803
synthetic,count5_r40_norm_b0,15.0,3,1,150-225,6.311933069777028,25.74889753815104,19.436964468374015,69115.85282240706,183.94497036318756,27.24581016225357
synthetic,count5_r40_norm_b0,15.0,4,0,10-75,25.764028849497812,13.219496334167676,-12.544532515330136,5909094.425507229,281560.22041391,1.5218070997771922
synthetic,count5_r40_norm_b0,15.0,4,1,150-225,7.283233019367723,25.262045069502804,17.978812050135083,84834.37138764987,252.56161103955753,24.35647748818089
synthetic,count5_r40_norm_b0,20.0,0,0,10-75,30.764028849497812,12.862750323431658,-17.901278526066154,19379082.227303572,1002439.5044456627,1.4017966082312296
synthetic,count5_r40_norm_b0,20.0,0,1,150-225,8.02253467306931,23.009723892090086,14.987189219020776,90005.30588628756,450.0862266035587,14.500479434378674
synthetic,count5_r40_norm_b0,20.0,1,0,10-75,34.31589864596412,11.327568096162308,-22.98833054980181,60513727.46080128,4457558.9504367905,0.9843890681129713
synthetic,count5_r40_norm_b0,20.0,1,1,150-225,9.146746994726527,25.93629255010071,16.789545555374183,133377.6370141944,339.9803087517616,28.447180440407298
synthetic,count5_r40_norm_b0,20.0,2,0,10-75,35.9176003468815,10.448800438224437,-25.46879990865706,61622550.7391672,5557246.068324362,0.8040628858816362
synthetic,count5_r40_norm_b0,20.0,2,1,150-225,10.253193962211608,25.36129671572801,15.108102753516402,168470.58139518724,490.22381236091474,24.919518357882783
synthetic,count5_r40_norm_b0,20.0,3,0,10-75,34.31589864596412,4.729492426007974,-29.586406219956146,4.786581534701017,1.6109283275824662,0.2154563087294831
synthetic,count5_r40_norm_b0,20.0,3,1,150-225,11.311933069777028,25.76077599741792,14.448842927640891,218573.56005402698,580.1229225901641,27.320432626416988
synthetic,count5_r40_norm_b0,20.0,4,0,10-75,30.764028849497812,13.219645111704478,-17.544383737793332,18686832.28173884,890371.3490825477,1.521859233663157
synthetic,count5_r40_norm_b0,20.0,4,1,150-225,12.283233019367723,25.265657540837925,12.982424521470202,268271.2165583284,798.0099835013066,24.376745689710457
synthetic,count5_r40_norm_b40,-10.0,0,0,10-75,0.7640288494978122,25.575269081414106,24.811240231916294,19093.62278784731,52.88852196380463,26.178025151423498
synthetic,count5_r40_norm_b40,-10.0,0,1,150-225,-18.788823346882896,14.72152227625376,33.51034562313666,410.7403041920495,13.848894051373817,2.1506126703190374
synthetic,count5_r40_norm_b40,-10.0,1,0,10-75,4.315898645964118,8.544097119195495,4.228198473231377,39838.48324643505,5570.485953308598,0.5185846820212315
synthetic,count5_r40_norm_b40,-10.0,1,1,150-225,-18.854747978776107,14.72152227625376,33.57627025502987,410.7403041920495,13.848894051373817,2.1506126703190374
synthetic,count5_r40_norm_b40,-10.0,2,0,10-75,5.917600346881509,10.317750249372066,4.400149902490558,58625.26757375476,5448.912236764031,0.7801623673285236
synthetic,count5_r40_norm_b40,-10.0,2,1,150-225,-19.11942212274345,10.885259542157925,30.004681664901376,168.68872933481927,13.75815229887136,0.8890699399533369
synthetic,count5_r40_norm_b40,-10.0,3,0,10-75,4.315898645964118,8.547508507366961,4.231609861402843,40132.53385607508,5607.195907554226,0.5189921909163269
synthetic,count5_r40_norm_b40,-10.0,3,1,150-225,-19.5654329700599,10.885259542157925,30.450692512217824,168.68872933481927,13.75815229887136,0.8890699399533369
synthetic,count5_r40_norm_b40,-10.0,4,1,150-225,-20.16605205583064,17.32658576693526,37.4926378227659,156.32707100525394,2.8931810655272128,3.9180371465644765
synthetic,count5_r40_norm_b40,-5.0,0,0,10-75,5.764028849497812,25.60886819406589,19.84483934456808,60473.44191084548,166.21792951420906,26.381336403962404
synthetic,count5_r40_norm_b40,-5.0,0,1,150-225,-13.788823346882896,14.893159367925158,28.681982714808054,1299.5876020485664,42.12012222591862,2.2373086889210665
synthetic,count5_r40_norm_b40,-5.0,1,0,10-75,9.315898645964118,8.549078326615364,-0.7668203193487546,126088.11052119642,17610.281736448072,0.5191798219430962
synthetic,count5_r40_norm_b40,-5.0,1,1,150-225,-13.854747978776107,14.893159367925158,28.747907346701265,1299.5876020485664,42.12012222591862,2.2373086889210665
synthetic,count5_r40_norm_b40,-5.0,2,0,10-75,10.917600346881509,10.31858755357877,-0.5990127933027392,185443.03252555282,17232.638009677405,0.7803127943391945
synthetic,count5_r40_norm_b40,-5.0,2,1,150-225,-14.119422122743451,11.071799059530727,25.191221182274177,534.7364953258667,41.77918072824208,0.92808954095399
synthetic,count5_r40_norm_b40,-5.0,3,0,10-75,9.315898645964118,8.542657631695223,-0.7732410142688959,126818.28861626741,17738.468660267907,0.5184128234096883
synthetic,count5_r40_norm_b40,-5.0,3,1,150-225,-14.565432970059899,11.071799059530727,25.637232029590628,534.7364953258667,41.77918072824208,0.92808954095399
synthetic,count5_r40_norm_b40,-5.0,4,1,150-225,-15.166052055830638,17.89134086300896,33.0573929188396,494.4092840534287,8.03438300574693,4.462148903930648
synthetic,count5_r40_norm_b40,0.0,0,0,10-75,10.764028849497812,25.619300306410985,14.855271456913172,191401.9718971851,524.827250928183,26.444782725236674
synthetic,count5_r40_norm_b40,0.0,0,1,150-225,-8.788823346882896,14.9620380239329,23.750861370815798,4111.843247174827,131.169465127383,2.2730750491928413
synthetic,count5_r40_norm_b40,0.0,1,0,10-75,14.315898645964118,8.551811394535493,-5.764087251428625,398917.9830036436,55680.41647887286,0.5195066509384791
synthetic,count5_r40_norm_b40,0.0,1,1,150-225,-8.854747978776107,14.9620380239329,23.81678600270901,4111.843247174827,131.169465127383,2.2730750491928413
synthetic,count5_r40_norm_b40,0.0,2,0,10-75,15.917600346881509,10.318989219234052,-5.598611127647457,586518.6363469547,54498.29234281075,0.7803849664153371
synthetic,count5_r40_norm_b40,0.0,2,1,150-225,-9.119422122743451,11.14867753893217,20.26809966167562,1694.0715435028999,130.03611726941938,0.9446647855634048
synthetic,count5_r40_norm_b40,0.0,3,0,10-75,14.315898645964118,8.539857495903798,-5.776041150060321,400872.07128828636,56107.3879040651,0.5180786818327479
synthetic,count5_r40_norm_b40,0.0,3,1,150-225,-9.565432970059899,11.14867753893217,20.714110508992068,1694.0715435028999,130.03611726941938,0.9446647855634048
synthetic,count5_r40_norm_b40,0.0,4,1,150-225,-10.166052055830638,18.072242281827958,28.238294337658594,1564.4794905337587,24.386285051937723,4.651941028789739
synthetic,count5_r40_norm_b40,5.0,0,0,10-75,15.764028849497812,25.622473240223176,9.858444390725364,605566.0231954065,1659.2589770328034,26.46411021095099
synthetic,count5_r40_norm_b40,5.0,0,1,150-225,-3.7888233468828965,14.99150173677279,18.780325083655686,13007.597084248824,412.14202663220465,2.288548634559517
synthetic,count5_r40_norm_b40,5.0,1,0,10-75,19.31589864596412,8.553326770197645,-10.762571875766474,1261832.2414719244,176063.34268718617,0.5196879530572922
synthetic,count5_r40_norm_b40,5.0,1,1,150-225,-3.854747978776107,14.99150173677279,18.846249715548897,13007.597084248824,412.14202663220465,2.288548634559517
