scene_type,scene,snr_ref_db,target,bs,range_bin,received_snr_db,peak_to_noise_db,g_emp_db,peak_power,noise_floor,cfar_score
synthetic,count1_r140_norm_b0,-5.0,0,2,225-300,-21.300424048027313,20.805956284056663,42.10638033208397,118.45163996213192,0.9838875146722077,8.72982626774663
synthetic,count1_r140_norm_b0,0.0,0,0,75-150,-5.84512142712952,25.749925139417996,31.595046566547516,4244.464434863234,11.293547555696982,27.2522576633866
synthetic,count1_r140_norm_b0,0.0,0,2,225-300,-16.300424048027313,22.854363838798925,39.15478788682624,366.7988457674465,1.9010414072731692,13.990922676058453
synthetic,count1_r140_norm_b0,5.0,0,0,75-150,-0.84512142712952,25.891527679257422,26.736649106386942,13410.459534900123,34.53749953737153,28.155467341396776
synthetic,count1_r140_norm_b0,5.0,0,2,225-300,-11.300424048027313,23.821759919178128,35.122183967205444,1147.0112684823623,4.757641268084525,17.48179263422525
synthetic,count1_r140_norm_b0,10.0,0,0,75-150,4.15487857287048,25.939143181167022,21.784264608296542,42387.61018852655,107.97534829949251,28.465858788698668
synthetic,count1_r140_norm_b0,10.0,0,2,225-300,-6.300424048027313,24.19779694486589,30.498220992893202,3605.136301591298,13.71330055348239,19.06293060811707
synthetic,count1_r140_norm_b0,15.0,0,0,75-150,9.15487857287048,25.955340708830533,16.800462135960053,134006.6984123328,340.08888362165374,28.572223811552924
synthetic,count1_r140_norm_b0,15.0,0,2,225-300,-1.3004240480273133,24.33295519680383,25.633379244831143,11362.186436176424,41.89540484165031,19.665522606634504
synthetic,count1_r140_norm_b0,20.0,0,0,75-150,14.15487857287048,25.96105282067223,11.80617424780175,423705.5395143985,1073.8876797281653,28.609828506604607
synthetic,count1_r140_norm_b0,20.0,0,2,225-300,3.6995759519726867,24.381441500098965,20.68186554812628,35863.282436532965,130.76932633083925,19.886306214180507
synthetic,count1_r140_norm_b40,-10.0,0,0,75-150,-15.84512142712952,23.985060375258268,39.830181802387784,413.992437971673,1.6538128833514192,18.15164586740817
synthetic,count1_r140_norm_b40,-10.0,0,1,10-75,-4.640357428594938,25.188660874661256,29.829018303256195,5477.081078080635,16.5837629942298,23.948375548796612
synthetic,count1_r140_norm_b40,-10.0,0,2,150-225,-18.58163952837662,21.303962764151194,39.885602292527814,199.92619969312713,1.4807216772214562,9.790531045905807
synthetic,count1_r140_norm_b40,-5.0,0,0,75-150,-10.84512142712952,24.973563212523715,35.818684639653235,1311.8557523654758,4.173782009155679,22.79115284965835
synthetic,count1_r140_norm_b40,-5.0,0,1,10-75,0.35964257140506195,25.314599134403814,24.954956562998753,17308.45330968309,50.90944323337741,24.653006256901186
synthetic,count1_r140_norm_b40,-5.0,0,2,150-225,-13.581639528376622,22.75022640901409,36.33186593739071,637.1938351675997,3.3825866028655835,13.659431148755507
synthetic,count1_r140_norm_b40,0.0,0,0,75-150,-5.84512142712952,25.334805359222834,31.179926786352354,4154.197169603347,12.162043980363453,24.767975443386323
synthetic,count1_r140_norm_b40,0.0,0,1,10-75,5.359642571405062,25.361360866554193,20.001718295149132,54714.77647763344,159.20934026496414,24.919886453625253
synthetic,count1_r140_norm_b40,0.0,0,2,150-225,-8.581639528376622,23.342689044712053,31.924328573088673,2025.2520121121834,9.380158305063459,15.65593022007077
synthetic,count1_r140_norm_b40,5.0,0,0,75-150,-0.84512142712952,25.453152054917805,26.298273482047325,13147.890693920855,37.45768036444588,25.45219125473736
synthetic,count1_r140_norm_b40,5.0,0,1,10-75,10.359642571405061,25.379724817147114,15.020082245742053,172990.15548011352,501.243677109661,25.025482190358908
synthetic,count1_r140_norm_b40,5.0,0,2,150-225,-3.5816395283766216,23.557719745948752,27.139359274325372,6424.09603611915,28.316531156234607,16.450607748583565
synthetic,count1_r140_norm_b40,10.0,0,0,75-150,4.15487857287048,25.489951364523677,21.335072791653197,41598.08643063575,117.51091731864977,25.668772976700797
synthetic,count1_r140_norm_b40,10.0,0,1,10-75,15.359642571405061,25.387502217322307,10.027859645917246,546985.2020346284,1582.0687621141874,25.07033829089636
