condition,miss_probability,false_alarm_rate,snr_db,method,association_f1,track_decision_accuracy,identity_f1,id_switches,id_switches_per_1000_detections,position_rmse_m
miss_0.05__far_1.50,0.05,1.5,5,gated_hungarian_ekf_legacy,0.9645359019264449,0.9535326688815061,0.9424372597784308,770,70.48700109849872,1.242503581626479
miss_0.05__far_1.50,0.05,1.5,5,gated_hungarian_ekf,0.9775765620555609,0.9615282392026578,0.9679406411871763,134,12.26656902233614,0.8382549037936661
miss_0.05__far_1.50,0.05,1.5,5,edge_mlp,0.9963771503365744,0.9937320044296788,0.9958262624409485,23,2.1054558769681435,0.6650052054607754
miss_0.05__far_1.50,0.05,1.5,5,association_gnn,0.9978404753288898,0.9963898117386489,0.9979849789338707,16,1.4646649578908824,0.60417767848505
miss_0.05__far_1.50,0.05,1.5,10,gated_hungarian_ekf_legacy,0.9709992971621483,0.960110741971207,0.9098557148672485,1137,104.17811984606927,1.7610899685838015
miss_0.05__far_1.50,0.05,1.5,10,gated_hungarian_ekf,0.9789153042526356,0.9611960132890366,0.9674122004970226,97,8.887667216419278,0.8262331052920752
miss_0.05__far_1.50,0.05,1.5,10,edge_mlp,0.9986104137230403,0.9973864894795127,0.9990832416574991,4,0.3665017408832692,0.49157740078144135
miss_0.05__far_1.50,0.05,1.5,10,association_gnn,0.9994165830435695,0.9989590254706534,0.9994960370183718,5,0.4581271761040865,0.4943283310936896
miss_0.05__far_1.50,0.05,1.5,15,gated_hungarian_ekf_legacy,0.9714832183060457,0.9605980066445182,0.9361856747059092,820,75.2915251124782,1.4779004426188893
miss_0.05__far_1.50,0.05,1.5,15,gated_hungarian_ekf,0.9784493022812784,0.9602436323366556,0.974277280607225,55,5.050041318519879,0.7429263923240156
miss_0.05__far_1.50,0.05,1.5,15,edge_mlp,0.998960972249787,0.9980287929125139,0.998897565457051,6,0.5509135983839868,0.49589291454619505
miss_0.05__far_1.50,0.05,1.5,15,association_gnn,0.9996032764696273,0.9992691029900332,0.9995867958312291,4,0.3672757322559912,0.4758816051297381
miss_0.05__far_1.50,0.05,1.5,20,gated_hungarian_ekf_legacy,0.9726939650206236,0.9617718715393134,0.8514150943396227,1784,164.00073542930687,2.8550191906230196
miss_0.05__far_1.50,0.05,1.5,20,gated_hungarian_ekf,0.9752814898042121,0.9542635658914729,0.9660929026173073,84,7.722007722007722,1.016677286375376
miss_0.05__far_1.50,0.05,1.5,20,edge_mlp,0.9994397889871852,0.998936877076412,1.0,0,0.0,0.3834481166088216
miss_0.05__far_1.50,0.05,1.5,20,association_gnn,0.9997783248357854,0.9995791805094131,1.0,0,0.0,0.3834481166088216
miss_0.10__far_1.50,0.1,1.5,5,gated_hungarian_ekf_legacy,0.939072497233848,0.9224806201550387,0.897051897899595,1349,130.19978766528328,1.694777256045321
miss_0.10__far_1.50,0.1,1.5,5,gated_hungarian_ekf,0.9676705160137872,0.9473311184939092,0.9464735827608363,297,28.665186758034938,0.9988666397521542
miss_0.10__far_1.50,0.1,1.5,5,edge_mlp,0.9947961624781119,0.9913399778516058,0.9925875684317621,36,3.474568091883023,0.7177356327794469
miss_0.10__far_1.50,0.1,1.5,5,association_gnn,0.996687967101294,0.9947065337763012,0.9971988795518208,21,2.026831386931763,0.6126140839651872
miss_0.10__far_1.50,0.1,1.5,10,gated_hungarian_ekf_legacy,0.9492128777765753,0.9323145071982282,0.8330656589513462,2025,196.08792485717052,2.540060350613264
miss_0.10__far_1.50,0.1,1.5,10,gated_hungarian_ekf,0.9722117059135308,0.9519158361018826,0.9483164056636814,183,17.720538394499854,1.022157757771036
miss_0.10__far_1.50,0.1,1.5,10,edge_mlp,0.998078675764219,0.9965669988925803,0.9986436737066459,9,0.8715018882540913,0.4986174668831469
miss_0.10__far_1.50,0.1,1.5,10,association_gnn,0.9992124433943689,0.9985825027685493,0.9988864681675138,12,1.1620025176721216,0.5024365997432731
miss_0.10__far_1.50,0.1,1.5,15,gated_hungarian_ekf_legacy,0.9498382460824283,0.9329125138427464,0.8678977272727272,1615,156.18955512572535,2.2083179687592334
