candidate,split,scope,subset,snr_db,a_range,a_bearing,a_radial_velocity,position_mae,position_rmse,position_median,position_p95,velocity_mae,velocity_rmse,velocity_median,velocity_p95,vx_mae,vx_rmse,vx_median,vx_p95,vy_mae,vy_rmse,vy_median,vy_p95,quality_mean,quality_median,quality_p05,quality_min,n
A_light,val,overall,all,-10.0,0.05,0.002,0.08,0.25329987094172435,0.34215095530079226,0.1963696441090743,0.6941289976680125,0.5324633695781346,0.8094656683727692,0.31866988948001995,1.498132487999813,0.37202385100803864,0.563941339532336,0.23583246504400357,1.2663325670316907,0.31544552656809766,0.5806934077812907,0.1641426156825343,0.9881850465590789,60.519620147272065,67.30783854828638,19.244374998415516,2.5167258648681443,111
A_light,val,overall,all,-5.0,0.05,0.002,0.08,0.1424846953600894,0.19248660231320855,0.11114294935050889,0.3904379549272051,0.37383364015384785,0.7024619566411259,0.17914660571316374,1.2553312884524384,0.2512221052854452,0.43655705163545067,0.1336182269486219,0.8384621058903061,0.23990184947704365,0.5503369342461409,0.09249007287505151,1.0100241273817394,72.49783486137386,80.03344134005307,26.307871565452025,2.5737335371727337,111
A_light,val,overall,all,0.0,0.05,0.002,0.08,0.08020220588683183,0.10837211756015094,0.06278527880105221,0.21982094862409435,0.28530418146521463,0.6657507584160158,0.10074744576176281,1.2419038998256373,0.1833523192916676,0.38652820577960356,0.0751815960867237,0.7667776468149343,0.1974328588203294,0.5420516750903929,0.052079656759772774,1.022769797378455,80.61876911061594,88.2194843617224,28.494637918961594,2.596745578029757,111
A_light,val,overall,all,5.0,0.05,0.002,0.08,0.045236708789518146,0.06116483754748216,0.035501102522577085,0.12410382997647557,0.23576440523153336,0.6540985344328059,0.05669744525037998,1.247350413978555,0.14522144172857707,0.36860510389512124,0.0423330882633568,0.7355455404654041,0.17356492463930026,0.5403472680874879,0.02932602467941514,1.0300929149965778,85.71322553214522,93.18090872204638,28.601559954580495,2.606688877610095,111
A_light,val,overall,all,10.0,0.05,0.002,0.08,0.02567656958529236,0.03478553652446894,0.020210527723963125,0.07065665450908967,0.20802003244054032,0.6505826844904811,0.03196987828632289,1.2521464870008425,0.12381747102836849,0.36235023078940365,0.023897231838514443,0.7205549768534354,0.160165551681287,0.5403333597009413,0.016535478519456248,1.034275789242094,88.76022722870351,96.08290639553569,28.548558550116354,2.611291714520245,111
A_light,val,overall,ge2,-10.0,0.05,0.002,0.08,0.2086601180294228,0.2523351266588124,0.18872665887607273,0.4293781186109024,0.392491080048408,0.5000230396006377,0.29982442692593664,0.9286601069602378,0.30043257205686147,0.4336847584515012,0.1929375013567718,0.9212715121855162,0.19218138817807118,0.2488786258767994,0.14333678582835585,0.5286080255345134,64.922340385783,69.19025792371555,38.32819934351444,17.93562098985304,101
A_light,val,overall,ge2,-5.0,0.05,0.002,0.08,0.11736940794790694,0.14194397198902653,0.10613521488332206,0.24148641794887915,0.22065343456254727,0.28111283845314294,0.16853649852977287,0.5205160952966275,0.16887630056152428,0.24374401146528443,0.10881875839565058,0.5162803688106532,0.1080865131943303,0.14004743774162434,0.08059532168933714,0.2993787716441787,77.76869171307813,81.31828745707375,58.41989810295827,38.03903832555158,101
A_light,val,overall,ge2,0.0,0.05,0.002,0.08,0.06605453594429217,0.07988738959594496,0.05973420115157183,0.135933853421051,0.12409255358385995,0.15809669726827566,0.09477609688594302,0.2922114359417372,0.0949661402094038,0.13705690871851417,0.06130899081436558,0.2898011559309399,0.060801078594622214,0.07880335944400894,0.04532842128096437,0.16907300338994702,86.54785922574024,89.02576387134945,73.95074519983967,58.05326995113077,101
A_light,val,overall,ge2,5.0,0.05,0.002,0.08,0.0372370324927741,0.0450353019294384,0.03369126328576942,0.07671365986595446,0.0698370831509346,0.08897572860136992,0.05333642836776185,0.16426459532608903,0.05344228231267903,0.07712648076300146,0.034538467862645916,0.1628958313545663,0.03422354775527085,0.044364245122158905,0.025508897650241558,0.0953892167555992,92.09261185608247,93.66521272094069,84.39409885558791,73.62189887201089,101
A_light,val,overall,ge2,10.0,0.05,0.002,0.08,0.021100497323323426,0.025518299042689086,0.019125193743026958,0.04362653765138043,0.03938098967959112,0.05017532205155086,0.030076123169352938,0.09253368349989882,0.03013409516199318,0.04348948720598704,0.019486964970257592,0.09175207230190452,0.019302445427552314,0.02502453686958333,0.014380703833182906,0.053835989195729184,95.42301621090121,96.36943204462622,90.87894580547398,84.12016411522241,101
A_light,val,overall,eq3,-10.0,0.05,0.002,0.08,0.13353311131992973,0.1578988295170213,0.11744411452400014,0.274265746728728,0.3418816232508942,0.42318404951129296,0.27058994045272766,0.7779364467020805,0.23498696986507916,0.3487835205496824,0.1555555691638304,0.6740878133032844,0.1881784959079529,0.23965557693019718,0.1516065043653505,0.37616793856953556,69.67945820408994,72.98068647961844,45.673518634037826,26.141332869037782,41
A_light,val,overall,eq3,-5.0,0.05,0.002,0.08,0.07508604048757762,0.08878094831982683,0.06601700338400557,0.1539383401600004,0.19207904881768495,0.237752113171211,0.1520317636768541,0.4378514138144575,0.13202302684842732,0.1958606906639291,0.08750857216815788,0.3786771681152583,0.10576666783170907,0.13477632273520823,0.08526224915121716,0.21223157463828368,81.18990639505978,83.75359953186181,64.33521891618874,47.049262469419915,41
A_light,val,overall,eq3,0.0,0.05,0.002,0.08,0.0422548946743301,0.0499577531901632,0.03713801880108995,0.0865253085507032,0.10798439842614525,0.13365922526403104,0.08547663966074098,0.24639848619280932,0.07422176126082235,0.11007913010703141,0.04923299488382682,0.21287230513504873,0.059474706263939615,0.07581143457988539,0.04795963500696132,0.11959405402211054,88.77595396987887,90.50131946511753,78.01982019900726,65.44655168421542,41
A_light,val,overall,eq3,5.0,0.05,0.002,0.08,0.023828640687366363,0.028167474305613473,0.020918410217967295,0.04873503197317963,0.06076059964771273,0.0752058185746609,0.04808311322918177,0.138717878133168,0.041762945147839244,0.06192780281860187,0.02771613522100047,0.11977730034227996,0.03347097891863323,0.04267156413286458,0.02699292429212008,0.06737383896854965,93.45888316538873,94.52967142200254,86.958242576916,78.77629620766193,41
A_light,val,overall,eq3,10.0,0.05,0.002,0.08,0.013521360952460978,0.015975144413056114,0.011825474550808873,0.027589506180989914,0.03426106414873747,0.04240431480004271,0.0270440357466822,0.07823862568502933,0.0235485667171944,0.03491283480137303,0.015636337079538265,0.06754471512558524,0.01887751931071901,0.024066987343520124,0.01522045326541388,0.038000771760632546,96.23332347096458,96.86537493935947,92.41990221662564,87.41366762253246,41
A_light,val,scene_0,all,-10.0,0.05,0.002,0.08,0.257698145179903,0.37849055892970446,0.18437275457245864,0.8780193734680971,0.5699098784121492,0.9446203286743594,0.28280004231459743,2.304530361930339,0.32166226798073644,0.5542392009945468,0.17503611171950784,1.1848852300157116,0.435642901221318,0.7649356008356396,0.1994026460940712,1.9491078570756177,61.195973848617854,71.10035071532644,9.881884410648482,2.5167258648681443,60
A_light,val,scene_0,all,-5.0,0.05,0.002,0.08,0.14499035111167705,0.21296357789142842,0.10380591178316317,0.4938400131780895,0.45823656339696534,0.9010040382384188,0.158685264414757,2.310759093898226,0.25873102720874813,0.513582147700647,0.1012398363895739,1.2561433764613688,0.36061352793496854,0.7402983550468883,0.11228509671934317,1.93891203978373,71.310949559214,82.57801903698973,9.9057883804479,2.5737335371727337,60
A_light,val,scene_0,all,0.0,0.05,0.002,0.08,0.08163191378978936,0.11992862537822731,0.058422844470977155,0.27808610128456945,0.39658777307088305,0.8876927589870832,0.08927121119662207,2.3146263984001076,0.2233521608102182,0.4983158866622336,0.05686192777926524,1.2727441454358304,0.31844382728156073,0.7346289617610595,0.0632082548985835,1.933058615860388,77.76737671547758,89.8114459860023,9.893701152961924,2.596745578029757,60
A_light,val,scene_0,all,5.0,0.05,0.002,0.08,0.04606604298615333,0.06772742857249785,0.032838058017314375,0.15711940002964117,0.3623168555952612,0.8839621139644264,0.05024824812350115,2.316912771454961,0.20346838156563452,0.49240994757007783,0.03197854574950587,1.2820698244051936,0.29474665373555076,0.7341127041936347,0.0355966653918256,1.9297652615363692,81.64739467464359,94.13175757799218,9.878829920914656,2.606688877610095,60
A_light,val,scene_0,all,10.0,0.05,0.002,0.08,0.02618434714490398,0.038585830023143156,0.0184694114053412,0.08967900973910337,0.34319635730985915,0.8830671774760779,0.028335595972480112,2.3182242000038724,0.19230474849215387,0.4899732094975491,0.018027582032122735,1.2872996528057816,0.28144288189469624,0.7346658382627013,0.020089365169204232,1.92790843020978,83.90570567907302,96.64148309343207,9.868019351908572,2.611291714520245,60
