split,scene_id,frame,timestamp,vehicle_id,snr_db,n_bs,rank,condition_ratio,x_hat,y_hat,vx_hat,vy_hat,x_true,y_true,vx_true,vy_true,position_error,velocity_error,vx_error,vy_error,quality
train,0,148,14.814814814814815,6,5.0,2,2,0.2666015562049474,33.63568611090277,-10.092194260378623,17.068669230605607,-13.884362051149692,33.65413,-10.163424,17.106623,-13.7808,0.07357888862683479,0.11029772005610186,-0.03795376939439166,-0.10356205114969264,87.58263133091594
train,0,148,14.814814814814815,6,10.0,2,2,0.266457423311428,33.64371960337674,-10.123136851440421,17.085283232516893,-13.839028273058148,33.65413,-10.163424,17.106623,-13.7808,0.04161046379115706,0.06201546145573127,-0.02133976748310573,-0.05822827305814826,92.80388847729635
train,0,149,14.914914914914915,6,-10.0,2,2,0.25284873999584223,34.91577665518007,-11.485144649593634,17.48578637272205,-13.402130372726262,35.365816,-11.54346,17.1028,-13.813768,0.4538018201582859,0.5622491421766214,0.38298637272205127,0.41163762727373765,48.55187715377886
train,0,149,14.914914914914915,6,-5.0,2,2,0.25128897704562286,35.11192486135713,-11.510557822291004,17.318175141280086,-13.581679319961847,35.365816,-11.54346,17.1028,-13.813768,0.25601418628538497,0.316625341505177,0.21537514128008795,0.23208868003815297,66.55249424346881
train,0,149,14.914914914914915,6,0.0,2,2,0.2504139827392153,35.22276651811223,-11.524915826787193,17.223925096203583,-13.683051962256592,35.365816,-11.54346,17.1028,-13.813768,0.1442464579409371,0.1782076638466027,0.1211250962035848,0.130716037743408,79.5113339683744
train,0,149,14.914914914914915,6,5.0,2,2,0.24992272797306697,35.285256461592084,-11.533001440684314,17.170933435700547,-13.740177665685795,35.365816,-11.54346,17.1028,-13.813768,0.08123558759224044,0.10028809682528217,0.06813343570054897,0.07359033431420414,87.89197323137094
train,0,149,14.914914914914915,6,10.0,2,2,0.24964693040513355,35.32042492346384,-11.53753809558894,17.141149721841686,-13.772324840888455,35.365816,-11.54346,17.1028,-13.813768,0.04577574446107346,0.056464472037552636,0.03834972184168706,0.0414431591115445,92.98902068766702
train,0,307,30.73073073073073,7,-10.0,2,2,0.2486127531089566,-34.67434892972251,-32.34687791442551,-1.7815785221068012,-12.772125158310478,-34.958196,-31.79929,-2.559274,-12.631489,0.6167833358076372,0.7903092972753518,0.7776954778931986,-0.14063615831047827,36.696011911916614
train,0,307,30.73073073073073,11,-10.0,3,2,0.5012113169064452,-26.96518626361133,8.837400560235377,-1.8220772262171037,-10.798365689244358,-27.157824,8.637535,-1.507182,-11.833878,0.2775887959719425,1.0823330121643757,-0.31489522621710364,1.0355123107556423,32.7141298387842
train,0,307,30.73073073073073,12,-10.0,3,2,0.37888513916248073,-29.445782349015523,32.65219955016433,5.206729998343945,-11.699977674349027,-29.419874,32.626923,5.45297,-11.577584,0.03619594641559094,0.27498063556590613,-0.24624000165605509,-0.12239367434902704,75.77872108435247
train,0,307,30.73073073073073,13,-10.0,2,2,0.23577619547122294,37.75869221089935,-9.889149947984906,-12.226718475575431,8.01676592134197,38.10423,-9.051211,-11.491726,8.709573,0.9063873588298872,1.0100473193822046,-0.7349924755754316,-0.6928070786580314,25.740491961617558
train,0,307,30.73073073073073,14,-10.0,2,2,0.20725206429828316,42.48329655072148,-9.213633453516033,-17.67284185193102,14.050504717966895,42.730501,-8.559904,-17.509898,14.853714,0.6989078895945221,0.8195705275485784,-0.162943851931022,-0.8032092820331052,34.05780386047649
train,0,307,30.73073073073073,15,-10.0,1,1,2.8466275370597876e-17,75.96386497837946,-36.45372042444643,-16.433933239922162,10.742084720561158,74.782965,-37.836636,-14.364461,12.972474,1.8185104476040987,3.0425896354329756,-2.0694722399221614,-2.2303892794388425,2.887959062443248
train,0,307,30.73073073073073,7,-5.0,2,2,0.24962311475503005,-34.79851398640834,-32.1009412524873,-2.1234352485545225,-12.7114185886849,-34.958196,-31.79929,-2.559274,-12.631489,0.341308985512903,0.4431073869942701,0.43583875144547735,-0.07992958868489985,57.15990909463628
train,0,307,30.73073073073073,11,-5.0,3,2,0.5013613416540491,-27.04909547915272,8.74962528870159,-1.6841116465218762,-11.25138932869008,-27.157824,8.637535,-1.507182,-11.833878,0.156160571421995,0.6087669110774282,-0.17692964652187615,0.5824886713099211,53.34035832358657
train,0,307,30.73073073073073,12,-5.0,3,2,0.3785847157269581,-29.461561064565302,32.65298004099132,5.326594694388174,-11.644144551739247,-29.419874,32.626923,5.45297,-11.577584,0.049160764205765914,0.14283215645055355,-0.12637530561182597,-0.06656055173924713,85.97998601195478
train,0,307,30.73073073073073,13,-5.0,2,2,0.23544471903060957,37.91018673457446,-9.522340541753694,-11.903258181948775,8.317430547647085,38.10423,-9.051211,-11.491726,8.709573,0.5095251063196521,0.5684491531499355,-0.4115321819487754,-0.3921424523529158,46.608800150233016
train,0,307,30.73073073073073,14,-5.0,2,2,0.20706257889202054,42.590705110888536,-8.926188977619981,-17.600305409775654,14.400770185707797,42.730501,-8.559904,-17.509898,14.853714,0.392055576981803,0.46187833749583085,-0.0904074097756542,-0.4529438142922029,54.5617236776763
train,0,307,30.73073073073073,15,-5.0,1,1,3.6008999484331475e-17,75.44931556738132,-37.061246339340116,-16.194909949240284,10.73021279060717,74.782965,-37.836636,-14.364461,12.972474,1.0223757648280052,2.8945256410891664,-1.8304489492402833,-2.2422612093928294,4.643150746266164
train,0,307,30.73073073073073,7,0.0,2,2,0.2501605877367042,-34.86832002621406,-31.967006103575127,-2.314619486646556,-12.676707844550604,-34.958196,-31.79929,-2.559274,-12.631489,0.1902797468528759,0.24879826126141263,0.2446545133534439,-0.045218844550603876,73.10888353296686
train,0,307,30.73073073073073,11,0.0,3,2,0.5014448604114982,-27.096543678188254,8.700476914769103,-1.6066321861536286,-11.506245403227389,-27.157824,8.637535,-1.507182,-11.833878,0.08784624338099135,0.34239371780737426,-0.09945018615362855,0.32763259677261125,70.22377426156126
train,0,307,30.73073073073073,12,0.0,3,2,0.3785897828669202,-29.455515238327543,32.647069125651576,5.387890526061807,-11.61394747162218,-29.419874,32.626923,5.45297,-11.577584,0.04094098494528291,0.07454958079351655,-0.06507947393819258,-0.03636347162218101,91.84647306626205
train,0,307,30.73073073073073,13,0.0,2,2,0.23524877278125367,37.99517630140351,-9.316170430183016,-11.722590624992515,8.488240696684691,38.10423,-9.051211,-11.491726,8.709573,0.28652435990763936,0.3198225501177092,-0.23086462499251503,-0.22133230331530918,65.09007963728203
train,0,307,30.73073073073073,14,0.0,2,2,0.20694653786204928,42.651626070929,-8.765502800417202,-17.560350773813493,14.598593779491402,42.730501,-8.559904,-17.509898,14.853714,0.22020926676447544,0.2600611645321752,-0.050452773813493224,-0.25512022050859784,71.12227444271831
train,0,307,30.73073073073073,15,0.0,1,1,4.555467702281669e-17,75.15850868104022,-37.40117529617633,-16.060836972454766,10.722392362184836,74.782965,-37.836636,-14.364461,12.972474,0.5750296348396621,2.817899717299184,-1.6963759724547653,-2.250081637815164,5.636130072349041
train,0,307,30.73073073073073,7,5.0,2,2,0.2504529503820932,-34.907634395189554,-31.893038550607525,-2.4218041140735935,-12.657007617248563,-34.958196,-31.79929,-2.559274,-12.631489,0.10651416160313897,0.1398183441573309,0.1374698859264063,-0.025518617248563302,83.88124551336806
train,0,307,30.73073073073073,11,5.0,3,2,0.5014916490384544,-27.12330210812633,8.672905873153884,-1.5631020725836933,-11.649579384544591,-27.157824,8.637535,-1.507182,-11.833878,0.049425293992099696,0.19259551961701077,-0.05592007258369325,0.18429861545540938,81.96840240984015
train,0,307,30.73073073073073,12,5.0,3,2,0.37867275437613,-29.444805096896495,32.64048619170379,5.418924090084982,-11.597599503513473,-29.419874,32.626923,5.45297,-11.577584,0.028381680035831615,0.03949359901097116,-0.03404590991501788,-0.020015503513473476,95.25297097105707
train,0,307,30.73073073073073,13,5.0,2,2,0.23513560571559242,38.0428969925069,-9.200292800634047,-11.621392822431211,8.584834952778206,38.10423,-9.051211,-11.491726,8.709573,0.16120521420983527,0.17992516573318507,-0.12966682243121141,-0.12473804722179516,78.53871245983349
train,0,307,30.73073073073073,14,5.0,2,2,0.20687831707019236,42.68604025370374,-8.675481669876994,-17.538142532197902,14.710104710910604,42.730501,-8.559904,-17.509898,14.853714,0.12383438833949129,0.1463604506410115,-0.028244532197902572,-0.14360928908939563,82.55384629078144
train,0,307,30.73073073073073,15,5.0,1,1,2.882419945460439e-17,74.99460276420263,-37.59167305757259,-15.985569462522403,10.717619303373787,74.782965,-37.836636,-14.364461,12.972474,0.3237242443799614,2.7771140326171406,-1.6211084625224021,-2.2548546966262126,6.105877179294151
train,0,307,30.73073073073073,7,10.0,2,2,0.25061400994831967,-34.92978551527323,-31.8518846362655,-2.4819599531103296,-12.645874814953716,-34.958196,-31.79929,-2.559274,-12.631489,0.05977751589276907,0.07864104220024483,0.07731404688967025,-0.014385814953715936,90.59407253031296
train,0,307,30.73073073073073,11,10.0,3,2,0.5015179436272363,-27.138360187762252,8.657425926378522,-1.5386439201950737,-11.730161683002079,-27.157824,8.637535,-1.507182,-11.833878,0.027829641374300055,0.10838324055855936,-0.031461920195073656,0.10371631699792161,89.41344423824087
train,0,307,30.73073073073073,12,10.0,3,2,0.3787521098271751,-29.435694955101706,32.6353827387322,5.434789816851961,-11.588685072505696,-29.419874,32.626923,5.45297,-11.577584,0.01794073018991325,0.021301475772184324,-0.018180183148039042,-0.011101072505695697,97.2534233031085
train,0,307,30.73073073073073,13,10.0,2,2,0.23507106815220197,38.06968882060717,-9.135206417683987,-11.564626395263566,8.639311932844135,38.10423,-9.051211,-11.491726,8.709573,0.09082028003565726,0.10124764287362562,-0.07290039526356651,-0.07026106715586522,87.28316954019725
train,0,307,30.73073073073073,14,10.0,2,2,0.20683903518891764,42.70542442783559,-8.625028778047215,-17.525731801747508,14.772885438849155,42.730501,-8.559904,-17.509898,14.853714,0.06978589533147667,0.08236483215241394,-0.015833801747508147,-0.08082856115084525,89.76690102902248
train,0,307,30.73073073073073,15,10.0,1,1,3.651154661303432e-17,74.90246351858121,-37.698383254648434,-15.943315444338543,10.7147915141617,74.782965,-37.836636,-14.364461,12.972474,0.18273947997175782,2.754979412494506,-1.5788544443385426,-2.2576824858383002,6.322639820564711
train,0,308,30.83083083083083,7,-10.0,2,2,0.24042603579613134,-34.67323897602389,-33.626794037443666,-2.7404050898490335,-12.718363192553776,-35.220108,-33.066388,-2.557793,-12.635439,0.7830202144184376,0.20055821366806972,-0.18261208984903332,-0.08292419255377581,44.56162462396248
train,0,308,30.83083083083083,11,-10.0,3,2,0.505457033188192,-27.43644457125681,7.451191828465081,-1.1517683464462205,-11.56821218746709,-27.332838,7.453031,-1.652458,-11.876865,0.10362289399320819,0.5881808292185999,0.5006896535537795,0.30865281253291066,55.03290131057241
train,0,308,30.83083083083083,12,-10.0,3,2,0.3571747918034748,-28.84341010332162,31.351824904968208,4.77724501198625,-12.028237725840434,-28.887693,31.462172,5.046999,-11.65265,0.11890103582468545,0.46242118663758414,-0.2697539880137496,-0.3755877258404343,62.03553073052062
train,0,308,30.83083083083083,13,-10.0,2,2,0.2427168912603474,37.348385591046544,-7.68665000816099,-11.123662042631212,8.553309376001572,36.957162,-8.184867,-11.375388,8.604648,0.6334635499762147,0.2569077887633702,0.25172595736878733,-0.05133862399842748,50.48079992391139
train,0,308,30.83083083083083,14,-10.0,2,2,0.2184725862525253,41.16700530432528,-6.755435377098726,-17.298654751424287,14.248276299172934,40.96564,-7.070623,-17.57189,14.834937,0.3740203516069254,0.6471694360514374,0.2732352485757126,-0.5866607008270659,47.356058683299146
train,0,308,30.83083083083083,15,-10.0,1,1,0.0,73.26759555605378,-36.66213477754562,-16.601815972902603,11.167342001271107,73.344051,-36.537154,-14.396475,12.985061,0.1465115342385021,2.857906780338184,-2.2053409729026026,-1.8177189987288926,5.7173784580951414
train,0,308,30.83083083083083,7,-5.0,2,2,0.24088723804353326,-34.91280883411228,-33.382026800613076,-2.6605641288302633,-12.681605546559725,-35.220108,-33.066388,-2.557793,-12.635439,0.4405231319780466,0.11266434636697531,-0.10277112883026307,-0.046166546559724964,63.46370784025377
train,0,308,30.83083083083083,11,-5.0,3,2,0.5055959664052008,-27.389938385365333,7.451117771865787,-1.3707766425985632,-11.70321111598109,-27.332838,7.453031,-1.652458,-11.876865,0.05713242906408974,0.3309079306126848,0.28168135740143674,0.17365388401891124,71.4763348953534
train,0,308,30.83083083083083,12,-5.0,3,2,0.35817463171147224,-28.86630226688955,31.404708906445673,4.8972034704527765,-11.867504111036352,-28.887693,31.462172,5.046999,-11.65265,0.061315337264305596,0.261917906416408,-0.14979552954722308,-0.21485411103635244,76.41438801939267
train,0,308,30.83083083083083,13,-5.0,2,2,0.2435947513031136,37.17678584522458,-7.904185488194992,-11.23394690252968,8.575105831812865,36.957162,-8.184867,-11.375388,8.604648,0.3563940858942196,0.1444933346379862,0.1414410974703184,-0.02954216818713462,68.07424225933629
train,0,308,30.83083083083083,14,-5.0,2,2,0.21884749615208454,41.078238847724144,-6.893845097807037,-17.418708449493582,14.504942094511298,40.96564,-7.070623,-17.57189,14.834937,0.20959228805600125,0.36381482249084823,0.15318155050641735,-0.3299949054887019,65.71327615506762
train,0,308,30.83083083083083,15,-5.0,1,1,0.0,73.30106982417846,-36.60745473681057,-16.31021144277896,10.959054141421257,73.344051,-36.537154,-14.396475,12.985061,0.08239887785103882,2.7869501185755685,-1.9137364427789603,-2.026006858578743,6.153384355748245
train,0,308,30.83083083083083,7,0.0,2,2,0.24114056568773448,-35.04733845758678,-33.24407381479509,-2.615609208679946,-12.66125497889958,-35.220108,-33.066388,-2.557793,-12.635439,0.247833741780788,0.06331807603415132,-0.057816208679945635,-0.02581597889957976,77.4301198317529
train,0,308,30.83083083083083,11,0.0,3,2,0.5056722869502747,-27.364604326937396,7.451663845584375,-1.494004945587066,-11.779179291794122,-27.332838,7.453031,-1.652458,-11.876865,0.03179573302016765,0.18614475023613253,0.1584530544129339,0.09768570820587819,82.79183250547175
train,0,308,30.83083083083083,12,0.0,3,2,0.35867702058900136,-28.876626162991467,31.431108603663183,4.963252328846489,-11.77449344631138,-28.887693,31.462172,5.046999,-11.65265,0.03297589230561439,0.1478490119626389,-0.0837466711535102,-0.12184344631138089,85.94335122455136
train,0,308,30.83083083083083,13,0.0,2,2,0.24408375622995843,37.08056345734967,-8.026831808029971,-11.295885045202757,8.587817691382098,36.957162,-8.184867,-11.375388,8.604648,0.2005069614178693,0.08126487008336444,0.0795029547972419,-0.01683030861790158,80.54539056775764
train,0,308,30.83083083083083,14,0.0,2,2,0.21905506845728395,41.028764229232124,-6.971357546678287,-17.48589230450768,14.64932867739116,40.96564,-7.070623,-17.57189,14.834937,0.11763629771169659,0.20456307841753088,0.0859976954923205,-0.18560832260883942,78.98001660576465
train,0,308,30.83083083083083,15,0.0,1,1,-4.5556937524913476e-17,73.3198767528223,-36.57670556068122,-16.14612568828093,10.842050903470678,73.344051,-36.537154,-14.396475,12.985061,0.04635428975756716,2.766544741157919,-1.7496506882809282,-2.1430100965293217,6.285448073633675
train,0,308,30.83083083083083,7,5.0,2,2,0.24128107968919404,-35.1229026787922,-33.16642180201307,-2.590309767966561,-12.649914720497268,-35.220108,-33.066388,-2.557793,-12.635439,0.1394834614436465,0.03559335166721702,-0.03251676796656078,-0.014475720497268085,86.59282758355492
train,0,308,30.83083083083083,11,5.0,3,2,0.5057144715257552,-27.350643604826306,7.452159193316168,-1.5633183112301023,-11.821910097629061,-27.332838,7.453031,-1.652458,-11.876865,0.01782693496158531,0.10471831458056265,0.08913968876989764,0.05495490237093925,89.9222408677077
train,0,308,30.83083083083083,12,5.0,3,2,0.3589437471851159,-28.88175680973019,31.445064264877047,5.000036175226568,-11.72148239397793,-28.887693,31.462172,5.046999,-11.65265,0.018108367015179493,0.08332709866203782,-0.0469628247734315,-0.06883239397792984,91.82624596484565
train,0,308,30.83083083083083,13,5.0,2,2,0.24435720302138264,37.026552776020914,-8.095872828135475,-11.330688012546732,8.595106930233205,36.957162,-8.184867,-11.375388,8.604648,0.11284964520386333,0.04570690200196322,0.0446999874532672,-0.009541069766793697,88.5365680767654
train,0,308,30.83083083083083,14,5.0,2,2,0.21917072891219877,41.001087399353516,-7.014847948172168,-17.52356385541341,14.73053369287854,40.96564,-7.070623,-17.57189,14.834937,0.06608611448197703,0.11504549877549268,0.04832614458658924,-0.10440330712146029,87.57490516600721
train,0,308,30.83083083083083,15,5.0,1,1,0.0,73.33044088922836,-36.5594236979981,-16.053829370761072,10.776303031169816,73.344051,-36.537154,-14.396475,12.985061,0.026099321143331022,2.7614190690932205,-1.6573543707610714,-2.2087579688301844,6.319422212298235
train,0,308,30.83083083083083,7,10.0,2,2,0.24135943952705752,-35.16532039916863,-33.12277236435353,-2.5760743266562023,-12.643573954438205,-35.220108,-33.066388,-2.557793,-12.635439,0.07861855854955183,0.020009607393010886,-0.01828132665620208,-0.008134954438205,92.20784442633028
train,0,308,30.83083083083083,11,10.0,3,2,0.5057378393599651,-27.342923855066697,7.4524912344882885,-1.6022879564803367,-11.845933410811634,-27.332838,7.453031,-1.652458,-11.876865,0.010100288076786734,0.05893892157549854,0.050170043519663254,0.03093158918836636,94.19546987249177
train,0,308,30.83083083083083,12,10.0,3,2,0.35908913200222964,-28.884451799932393,31.452651397372637,5.020615387417825,-11.691475123730777,-28.887693,31.462172,5.046999,-11.65265,0.01005719902688483,0.04694129573836314,-0.026383612582174365,-0.03882512373077773,95.31275077886596
train,0,308,30.83083083083083,13,10.0,2,2,0.24451040293788956,36.99623408741458,-8.13467176238753,-11.350247622507533,8.599244532003656,36.957162,-8.184867,-11.375388,8.604648,0.06360966824237545,0.025714510433823213,0.025140377492466115,-0.005403467996343281,93.36901099516814
train,0,308,30.83083083083083,14,10.0,2,2,0.21923537531069523,40.985578184381524,-7.039274819420736,-17.544704951474934,14.77618981734697,40.96564,-7.070623,-17.57189,14.834937,0.03715157630655466,0.06473220475913635,0.02718504852506598,-0.058747182653030805,92.80814611809289
train,0,308,30.83083083083083,15,10.0,1,1,0.0,73.33636651816857,-36.5497257328269,-16.001935251364863,10.73935964553213,73.344051,-36.537154,-14.396475,12.985061,0.014734304438565576,2.7605574060633757,-1.6054602513648621,-2.2457013544678706,6.325401168710856
train,0,309,30.93093093093093,7,-10.0,2,2,0.2342065316630312,-34.98544551126909,-34.41718910716775,-3.002336925214039,-12.152098701198232,-35.480264,-34.3377,-2.551062,-12.634755,0.501162503533799,0.6607618034511058,-0.4512749252140389,0.48265629880176775,43.634633383995606
train,0,309,30.93093093093093,11,-10.0,3,2,0.5086638031927864,-27.607938724629086,5.85392511982824,-2.010417638985809,-12.394392360205437,-27.52527,6.260131,-1.779143,-11.919933,0.4145326707485362,0.5278253907539581,-0.23127463898580913,-0.47445936020543655,51.1122486154018
train,0,309,30.93093093093093,12,-10.0,3,2,0.34548615694082746,-28.692618288225784,30.62605518836159,4.186413745858306,-12.001791854378999,-28.396561,30.290195,4.634587,-11.725676,0.4477186438354879,0.5264021568795096,-0.44817325414169407,-0.27611585437899855,50.104928734939016
train,0,309,30.93093093093093,13,-10.0,2,2,0.2551986504021644,35.767013971272334,-7.349645421794866,-11.240478487247527,8.856625977988541,35.821442,-7.330405,-11.256349,8.500704,0.05772871159157926,0.35627563429218867,0.015870512752472976,0.3559219779885403,69.70331316065803
train,0,309,30.93093093093093,14,-10.0,2,2,0.23433239792052607,39.01107835246802,-5.2973546460623036,-17.31796395345541,15.078079813283013,39.195152,-5.58291,-17.625137,14.812684,0.33974250231345987,0.40594361459645456,0.30717304654458744,0.2653958132830123,58.898559347610956
train,0,309,30.93093093093093,15,-10.0,1,1,2.84686670717242e-17,72.2630804093443,-36.024340159996044,-15.754053169085184,10.60290180991864,71.900531,-35.234761,-14.428439,12.996498,0.8688367649426202,2.7361570946222025,-1.3256141690851848,-2.393596190081361,5.665417435248102
train,0,309,30.93093093093093,7,-5.0,2,2,0.23349305948548751,-35.201839343787505,-34.382595087489,-2.8045656535394956,-12.362407547257904,-35.480264,-34.3377,-2.551062,-12.634755,0.2820210241589985,0.37207154872817266,-0.25350365353949567,0.27234745274209615,62.69578981495223
train,0,309,30.93093093093093,11,-5.0,3,2,0.5085036344540678,-27.57221824787575,6.031743804015006,-1.9099505402899561,-12.186818095576323,-27.52527,6.260131,-1.779143,-11.919933,0.23316270985835413,0.2972175412681613,-0.13080754028995623,-0.26688509557632223,68.53945234865893
train,0,309,30.93093093093093,12,-5.0,3,2,0.34287158452753536,-28.566225835426632,30.480623236587476,4.38478690359667,-11.880634782269853,-28.396561,30.290195,4.634587,-11.725676,0.2550471910650307,0.293959712147207,-0.24980009640333023,-0.15495878226985305,67.76120192663515
train,0,309,30.93093093093093,13,-5.0,2,2,0.2550328320331258,35.79025263295941,-7.340612886930806,-11.2475474147496,8.700797484226094,35.821442,-7.330405,-11.256349,8.500704,0.032817336454757144,0.20028696995226053,0.008801585250399313,0.20009348422609285,81.63127306749146
train,0,309,30.93093093093093,14,-5.0,2,2,0.23363182153353704,39.091720519616864,-5.422148151203919,-17.452217454830134,14.961932457795468,39.195152,-5.58291,-17.625137,14.812684,0.1911607783060669,0.22842125832785007,0.17291954516986507,0.14924845779546736,74.24075936745785
