model,samples,snr_ref_db,scene,range_class,count,bs,target_index,visible,matched,false_alarms_bs,r_gt_m,u_gt,r_hat_m,u_hat,vr_hat_mps,range_abs_m,u_abs,xy_abs_m,peak_to_noise_db,gt_rd_snr_db
B16,16,5.0,count1_r40_norm_b0,near,1,1,0,True,True,1,175.25489256570543,0.6102558395972497,175.24791693550895,0.6099346716015994,4.764627443324013,0.006975630196478733,0.0003211679956502955,0.07135084052789908,22.627969872203913,53.047412971396504
B12,12,5.0,count1_r40_norm_b0,near,1,0,0,True,True,0,40.0,0.0,39.99741047479609,-2.235385817847333e-05,-8.003290508182914,0.0025895252039092043,2.235385817847333e-05,0.002756638233832564,24.26965942436356,51.92850546322167
B12,12,5.0,count1_r40_norm_b0,near,1,1,0,True,True,0,175.25489256570543,0.6102558395972497,175.248356177388,0.6097448763271734,4.916083469178383,0.006536388317442743,0.0005109632700762701,0.11315044519461624,22.453817002339754,51.92850546322167
B8,8,5.0,count1_r40_norm_b0,near,1,0,0,True,True,0,40.0,0.0,39.9972525691496,-2.6814203322344998e-05,-8.048686763498404,0.0027474308503983025,2.6814203322344998e-05,0.0029665718398729614,24.831860596737435,50.252609185696286
B8,8,5.0,count1_r40_norm_b0,near,1,1,0,True,True,1,175.25489256570543,0.6102558395972497,175.24562081677055,0.6094777217749325,4.8939013937010944,0.009271748934878588,0.0007781178223171814,0.1722488712750231,21.770297163040553,50.252609185696286
E0,256,10.0,count1_r40_norm_b0,near,1,0,0,True,True,1,40.0,0.0,39.99749062640632,-2.9610730282366067e-06,-7.9381128939032735,0.002509373593682085,2.9610730282366067e-06,0.002531940467211912,25.303654518853428,70.42943054584742
E0,256,10.0,count1_r40_norm_b0,near,1,1,0,True,True,1,175.25489256570543,0.6102558395972497,175.2498471393667,0.6101551217809115,4.503940001301807,0.005045426338739389,0.00010071781633824717,0.02283557342716068,23.983902518564605,70.42943054584742
B64,64,10.0,count1_r40_norm_b0,near,1,0,0,True,True,0,40.0,0.0,39.997529879180185,-9.122778621579597e-06,-7.937561005751451,0.002470120819815236,9.122778621579597e-06,0.002515834531618196,25.323182234479606,64.43205267663545
B64,64,10.0,count1_r40_norm_b0,near,1,1,0,True,True,1,175.25489256570543,0.6102558395972497,175.24793263431502,0.6102021129628086,4.5251180273511515,0.006959931390412066,5.372663444114245e-05,0.013770277895525635,24.932330939528782,64.43205267663545
B32,32,10.0,count1_r40_norm_b0,near,1,0,0,True,True,0,40.0,0.0,39.997548935929274,-1.1379591122259278e-05,-7.938263422219333,0.002451064070726261,1.1379591122259278e-05,0.0025113788342880227,25.319605758166723,61.423471189063974
B32,32,10.0,count1_r40_norm_b0,near,1,1,0,True,True,1,175.25489256570543,0.6102558395972497,175.24903841915693,0.6102447128751918,4.519156743115977,0.005854146548500694,1.1126722057941407e-05,0.0063523807752266055,23.652199534399806,61.423471189063974
B24,24,10.0,count1_r40_norm_b0,near,1,0,0,True,True,0,40.0,0.0,39.997536377038685,-1.5306841780191117e-05,-7.905721844708352,0.0024636229613150817,1.5306841780191117e-05,0.002556322140363666,24.86252298570588,60.08526105370053
B24,24,10.0,count1_r40_norm_b0,near,1,1,0,True,True,1,175.25489256570543,0.6102558395972497,175.249809546901,0.6102097799864064,4.581675310874022,0.005083018804441508,4.6059610843363075e-05,0.011383848693965238,23.456313947878375,60.08526105370053
B16,16,10.0,count1_r40_norm_b0,near,1,0,0,True,True,0,40.0,0.0,39.99753049732303,-2.1949357603185073e-05,-7.9386820695484825,0.002469502676973434,2.1949357603185073e-05,0.00263704326181142,23.598866978364967,58.047412971396504
B16,16,10.0,count1_r40_norm_b0,near,1,1,0,True,True,1,175.25489256570543,0.6102558395972497,175.24979262854458,0.6100590061868827,4.675690392793261,0.005099937160849777,0.0001968334103670255,0.04381984863566385,23.885415275907977,58.047412971396504
