model,samples,snr_ref_db,scene,range_class,count,bs,target_index,visible,matched,false_alarms_bs,r_gt_m,u_gt,r_hat_m,u_hat,vr_hat_mps,range_abs_m,u_abs,xy_abs_m,peak_to_noise_db,gt_rd_snr_db
B12,12,5.0,count3_r140_norm_b0,medium,3,0,1,True,False,1,140.0,0.0,,,,,,,,
B12,12,5.0,count3_r140_norm_b0,medium,3,0,2,True,False,1,141.15239990875108,0.127601823017734,,,,,,,,
B12,12,5.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03410731730119,0.9174054616591863,0.4679368345352326,0.0021788994273919116,3.533452830206674e-05,0.008877523865372251,24.257250113818483,
B12,12,5.0,count3_r140_norm_b0,medium,3,2,0,True,True,1,270.8090334006439,-0.8561497801157568,270.7921455289645,-0.8541351464185093,-7.100059234077546,0.01688787167938699,0.0020146336972475254,1.052375319290917,17.31006914381744,
B12,12,5.0,count3_r140_norm_b0,medium,3,2,1,True,True,1,255.5704285470271,-0.8367732712985915,255.5471541286296,-0.8363997085264189,-8.110170586492412,0.02327441839750577,0.0003735627721725976,0.17577776029625283,18.145898281690727,
B12,12,5.0,count3_r140_norm_b0,medium,3,2,2,True,True,1,240.7134298788314,-0.8136472875693949,240.73890167804552,-0.8156141449608224,-8.12843431722254,0.025471799214130897,0.0019668573914275456,0.8165864440334444,19.722488903255773,
B8,8,5.0,count3_r140_norm_b0,medium,3,0,0,True,True,1,141.15239990875108,-0.127601823017734,140.8114235728195,-0.1489200324290671,-8.412596226817856,0.34097633593157184,0.021318209411333083,3.05185129082442,21.9712787869981,
B8,8,5.0,count3_r140_norm_b0,medium,3,0,1,True,False,1,140.0,0.0,,,,,,,,
B8,8,5.0,count3_r140_norm_b0,medium,3,0,2,True,False,1,141.15239990875108,0.127601823017734,,,,,,,,
B8,8,5.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03609201342792,0.9174329996134708,0.48028694054759374,0.00019420330066566294,7.796574017615576e-06,0.001908851202139088,24.19070546544233,
B8,8,5.0,count3_r140_norm_b0,medium,3,2,0,True,True,2,270.8090334006439,-0.8561497801157568,270.7949460841584,-0.8543736765309228,-6.68257356916678,0.014087316485472456,0.0017761035848340434,0.9281188750041726,16.257734822523048,
B8,8,5.0,count3_r140_norm_b0,medium,3,2,1,True,True,2,255.5704285470271,-0.8367732712985915,255.5502411101198,-0.8360348141386885,-7.981720305687299,0.020187436907292522,0.0007384571599029499,0.3448349014527566,17.29812242165491,
B8,8,5.0,count3_r140_norm_b0,medium,3,2,2,True,True,2,240.7134298788314,-0.8136472875693949,240.7448249292497,-0.8163195441035781,-7.8928864336358435,0.03139505041829693,0.002672256534183237,1.1103182317112996,18.800478559811054,
E0,256,10.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.8151854788743,-0.14820481557753135,-8.327197668959377,0.33721442987678074,0.020602992559797334,2.950223886231774,21.728052528452196,
E0,256,10.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
E0,256,10.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
E0,256,10.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03534617585925,0.9175807563754727,0.3835378159980083,0.0009400408693380768,0.00013996018798423382,0.034115925874744414,23.490419331448148,
E0,256,10.0,count3_r140_norm_b0,medium,3,2,0,True,True,0,270.8090334006439,-0.8561497801157568,270.8061915481226,-0.8561992971923121,-6.695549562739749,0.0028418525212714485,4.9517076555316564e-05,0.0261038425623161,24.32475223764339,
E0,256,10.0,count3_r140_norm_b0,medium,3,2,1,True,True,0,255.5704285470271,-0.8367732712985915,255.56741192704916,-0.8367636838832586,-7.280386009848482,0.0030166199779273484,9.587415332856786e-06,0.005396320161729944,23.351030668250786,
E0,256,10.0,count3_r140_norm_b0,medium,3,2,2,True,True,0,240.7134298788314,-0.8136472875693949,240.71702352154645,-0.8136611470041214,-7.874751967194612,0.0035936427150602412,1.38594347265375e-05,0.006770383157942309,25.879504596554224,
B64,64,10.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.80690569801178,-0.14841713613460356,-8.337099843808131,0.34549421073930375,0.020815313116869544,2.9811380057175016,22.673776627263678,
B64,64,10.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
B64,64,10.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
B64,64,10.0,count3_r140_norm_b0,medium,3,1,2,True,True,1,97.03628621672858,0.9174407961874884,97.0352821961264,0.9175603989199212,0.38392333106373283,0.0010040206021812992,0.00011960273243283304,0.029158211911162916,24.397004600448025,
B64,64,10.0,count3_r140_norm_b0,medium,3,2,0,True,True,1,270.8090334006439,-0.8561497801157568,270.8061271381842,-0.8558665369774302,-6.71955179780287,0.0029062624597031572,0.0002832431383266165,0.14837840239645728,23.39191964408382,
B64,64,10.0,count3_r140_norm_b0,medium,3,2,1,True,True,1,255.5704285470271,-0.8367732712985915,255.56247833227306,-0.8367634370766026,-7.314982970981899,0.007950214754032459,9.834221988858083e-06,0.009180976352909638,23.49481736097267,
B64,64,10.0,count3_r140_norm_b0,medium,3,2,2,True,True,1,240.7134298788314,-0.8136472875693949,240.7139667974174,-0.8139360801280174,-7.902157612070304,0.000536918586021784,0.0002887925586225748,0.11959258665714156,25.252678617540518,
B32,32,10.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.80545590359873,-0.14850023934003817,-8.330969860068837,0.346944005152352,0.02089841632230416,2.9930501683653037,22.7065462332907,
B32,32,10.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
B32,32,10.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
B32,32,10.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03489088512677,0.9175074175308835,0.3740303112813815,0.0013953316018131545,6.662134339507908e-05,0.01628960930881739,24.43525289497544,
B32,32,10.0,count3_r140_norm_b0,medium,3,2,0,True,True,2,270.8090334006439,-0.8561497801157568,270.8051493019912,-0.8555750274324411,-6.7817754109189,0.0038840986526906818,0.000574752683315749,0.30091362754438383,22.932788469455115,
B32,32,10.0,count3_r140_norm_b0,medium,3,2,1,True,True,2,255.5704285470271,-0.8367732712985915,255.5610091704125,-0.8367158365159668,-7.387712605417142,0.009419376614602015,5.743478262465462e-05,0.02840780483075877,22.899872812901382,
B32,32,10.0,count3_r140_norm_b0,medium,3,2,2,True,True,2,240.7134298788314,-0.8136472875693949,240.71742975862446,-0.8142931951399394,-7.975169018786447,0.003999879793070704,0.0006459075705445017,0.2676227136101507,24.58292483087569,
B24,24,10.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.80498627348047,-0.1485269307139645,-8.293051050671464,0.34741363527061253,0.02092510769623049,2.9968765829386768,22.49283798674963,
B24,24,10.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
B24,24,10.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
B24,24,10.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03466686239284,0.9174900858072071,0.3749249470865186,0.0016193543357445606,4.9289619718728694e-05,0.012115789725935331,24.436356032903035,
B24,24,10.0,count3_r140_norm_b0,medium,3,2,0,True,True,2,270.8090334006439,-0.8561497801157568,270.80271373102534,-0.8554678846365897,-6.751919973267455,0.006319669618562784,0.0006818954791670828,0.35697208389837615,21.888265900711346,
B24,24,10.0,count3_r140_norm_b0,medium,3,2,1,True,True,2,255.5704285470271,-0.8367732712985915,255.55928979203549,-0.8368169359382535,-7.4875475773787,0.011138754991605992,4.366463966198886e-05,0.02322416724457491,22.269106451046664,
B24,24,10.0,count3_r140_norm_b0,medium,3,2,2,True,True,2,240.7134298788314,-0.8136472875693949,240.72034961001694,-0.8144872441838413,-7.960422894174068,0.006919731185547562,0.0008399566144464687,0.34813777935513335,23.882489633943553,
B16,16,10.0,count3_r140_norm_b0,medium,3,0,0,True,True,1,141.15239990875108,-0.127601823017734,140.80563100124002,-0.14854233964247662,-8.308176819435676,0.3467689075110627,0.02094051662474261,2.998989037797245,21.58941495344223,
B16,16,10.0,count3_r140_norm_b0,medium,3,0,1,True,False,1,140.0,0.0,,,,,,,,
B16,16,10.0,count3_r140_norm_b0,medium,3,0,2,True,False,1,141.15239990875108,0.127601823017734,,,,,,,,
B16,16,10.0,count3_r140_norm_b0,medium,3,1,2,True,True,1,97.03628621672858,0.9174407961874884,97.03437156242802,0.9174816269378021,0.4028894581525606,0.0019146543005632566,4.0830750313691766e-05,0.01012907616972053,24.423714358953056,
B16,16,10.0,count3_r140_norm_b0,medium,3,2,0,True,True,1,270.8090334006439,-0.8561497801157568,270.8001626392895,-0.8551365667636479,-6.868511208257829,0.008870761354387469,0.0010132133521089104,0.5301251431747207,20.89494956033949,
B16,16,10.0,count3_r140_norm_b0,medium,3,2,1,True,True,1,255.5704285470271,-0.8367732712985915,255.56037785925133,-0.8366613610989727,-7.720313720440637,0.01005068777575957,0.00011191019961875881,0.05317412484980057,20.993969328228957,
B16,16,10.0,count3_r140_norm_b0,medium,3,2,2,True,True,1,240.7134298788314,-0.8136472875693949,240.72500451909337,-0.8148268111099917,-8.001270806467538,0.011574640261983404,0.0011795235405968052,0.4891242892345855,22.40978265359316,
B12,12,10.0,count3_r140_norm_b0,medium,3,0,0,True,True,1,141.15239990875108,-0.127601823017734,140.80857077885221,-0.14857320513941846,-8.36300259420504,0.3438291298988645,0.02097138212168445,3.00304928692532,21.87876088424469,
B12,12,10.0,count3_r140_norm_b0,medium,3,0,1,True,False,1,140.0,0.0,,,,,,,,
B12,12,10.0,count3_r140_norm_b0,medium,3,0,2,True,False,1,141.15239990875108,0.127601823017734,,,,,,,,
B12,12,10.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.0346427879949,0.9174732896889132,0.43311083295690694,0.0016434287336863918,3.2493501424757376e-05,0.008084188367994162,24.40499010353097,
B12,12,10.0,count3_r140_norm_b0,medium,3,2,0,True,True,1,270.8090334006439,-0.8561497801157568,270.8017017925437,-0.8550355164395359,-6.979408012956004,0.007331608100173526,0.0011142636762209168,0.5828681016011511,20.627773658981695,
B12,12,10.0,count3_r140_norm_b0,medium,3,2,1,True,True,1,255.5704285470271,-0.8367732712985915,255.558925032989,-0.8365142276453652,-7.7947236282037,0.011503514038082585,0.0002590436532262652,0.12138641435178048,20.969601454688572,
B12,12,10.0,count3_r140_norm_b0,medium,3,2,2,True,True,1,240.7134298788314,-0.8136472875693949,240.728661585306,-0.814766239760092,-8.052171184497935,0.015231706474622797,0.0011189521906971311,0.4640962651149202,22.525558603296556,
B8,8,10.0,count3_r140_norm_b0,medium,3,0,0,True,True,1,141.15239990875108,-0.127601823017734,140.8099642971951,-0.14868175954921142,-8.423563359029348,0.34243561155597035,0.02107993653147741,3.0182694430096952,22.261615088459873,
B8,8,10.0,count3_r140_norm_b0,medium,3,0,1,True,False,1,140.0,0.0,,,,,,,,
B8,8,10.0,count3_r140_norm_b0,medium,3,0,2,True,False,1,141.15239990875108,0.127601823017734,,,,,,,,
B8,8,10.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03577083391696,0.9174887132247536,0.44046151755880786,0.0005153828116277737,4.791703726514385e-05,0.011683858937167753,24.4038953347868,
B8,8,10.0,count3_r140_norm_b0,medium,3,2,0,True,True,2,270.8090334006439,-0.8561497801157568,270.8041409451279,-0.8551593844270418,-6.800069340712147,0.0048924555159715055,0.0009903956887150622,0.5181598611942261,19.98524255706123,
B8,8,10.0,count3_r140_norm_b0,medium,3,2,1,True,True,2,255.5704285470271,-0.8367732712985915,255.56078209866635,-0.8363039647911511,-7.782372288683473,0.009646448360740578,0.00046930650744037017,0.21907353802027923,20.53213641181264,
B8,8,10.0,count3_r140_norm_b0,medium,3,2,2,True,True,2,240.7134298788314,-0.8136472875693949,240.73235046588562,-0.8151708336657251,-7.95495047293663,0.01892058705422528,0.0015235460963302083,0.6321624938222895,22.148364225004933,
E0,256,15.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.81590500017538,-0.14821283057754656,-8.327281622718631,0.33649490857570186,0.020611007559812544,2.951283442516548,21.73448536146286,
E0,256,15.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
E0,256,15.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
E0,256,15.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03535672887662,0.9175717444069534,0.3837651705401089,0.0009294878519625627,0.00013094821946502133,0.03191980571497732,23.489588723498702,
E0,256,15.0,count3_r140_norm_b0,medium,3,2,0,True,True,0,270.8090334006439,-0.8561497801157568,270.80832974795896,-0.8562203098131307,-6.696803466571315,0.0007036526849333313,7.052969737386672e-05,0.036968056822559485,24.489490592397875,
E0,256,15.0,count3_r140_norm_b0,medium,3,2,1,True,True,0,255.5704285470271,-0.8367732712985915,255.56882659050814,-0.8367156967773267,-7.279451849021239,0.0016019565189537843,5.757452126475826e-05,0.02691343574247919,23.448722639512166,
E0,256,15.0,count3_r140_norm_b0,medium,3,2,2,True,True,0,240.7134298788314,-0.8136472875693949,240.71571276866754,-0.8136642345700418,-7.87735563383838,0.0022828898361524352,1.6947000646916344e-05,0.0073778567089007865,26.050360226112268,
B64,64,15.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.80768082269248,-0.1483962156388155,-8.33529374418387,0.34471908605860335,0.020794392621081487,2.978095949065398,22.6896325080952,
B64,64,15.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
B64,64,15.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
B64,64,15.0,count3_r140_norm_b0,medium,3,1,2,True,True,1,97.03628621672858,0.9174407961874884,97.03532001913435,0.9175602978236389,0.38556461080755555,0.0009661975942378831,0.00011950163615048748,0.02913230953054939,24.396278449485557,
B64,64,15.0,count3_r140_norm_b0,medium,3,2,0,True,True,1,270.8090334006439,-0.8561497801157568,270.8082439763815,-0.8560319483814279,-6.705795674738496,0.0007894242623933678,0.00011783173432888816,0.06173656711408553,23.958461042893738,
B64,64,15.0,count3_r140_norm_b0,medium,3,2,1,True,True,1,255.5704285470271,-0.8367732712985915,255.56597867276258,-0.8367156180120096,-7.293530443565805,0.004449874264508935,5.765328658191571e-05,0.027267979364498342,23.996167498400137,
B64,64,15.0,count3_r140_norm_b0,medium,3,2,2,True,True,1,240.7134298788314,-0.8136472875693949,240.71402672511638,-0.8138183116752972,-7.892710294704406,0.0005968462849921252,0.00017102410590230654,0.0708149695357724,25.802386467219446,
B32,32,15.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.80668185343887,-0.1484461466192092,-8.332007809670383,0.34571805531220434,0.0208443236014752,2.985266630822138,22.734286936148113,
B32,32,15.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
B32,32,15.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
B32,32,15.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.0350989327894,0.9175305097583595,0.3800735790439829,0.0011872839391884327,8.971357087106391e-05,0.021888857201929086,24.442708642337454,
B32,32,15.0,count3_r140_norm_b0,medium,3,2,0,True,True,2,270.8090334006439,-0.8561497801157568,270.8076771587197,-0.8558646736073097,-6.737870108883648,0.0013562419242134638,0.0002851065084471527,0.14933201964144746,24.046988504525967,
B32,32,15.0,count3_r140_norm_b0,medium,3,2,1,True,True,2,255.5704285470271,-0.8367732712985915,255.5652012753975,-0.8366887689940529,-7.333659337594932,0.005227271629593133,8.450230453860286e-05,0.03977423132635216,23.84435687572161,
B32,32,15.0,count3_r140_norm_b0,medium,3,2,2,True,True,2,240.7134298788314,-0.8136472875693949,240.7159799677152,-0.8140189760504443,-7.933743446942358,0.0025500888838223545,0.00037168848104940366,0.15395642073888752,25.535741160246243,
B24,24,15.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.80619955409267,-0.1484649593017852,-8.294119319428454,0.34620035465840715,0.020863136284051176,2.987979533540048,22.525301726017467,
B24,24,15.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
B24,24,15.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
B24,24,15.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03497220305971,0.9175207734099912,0.38061516534067896,0.0013140136688747361,7.99772225027473e-05,0.019528334761593793,24.448594765771258,
B24,24,15.0,count3_r140_norm_b0,medium,3,2,0,True,True,2,270.8090334006439,-0.8561497801157568,270.80635867203773,-0.8558030398565531,-6.715453069206518,0.0026747286061663544,0.0003467402592036706,0.18160817061988022,23.171164489563072,
B24,24,15.0,count3_r140_norm_b0,medium,3,2,1,True,True,2,255.5704285470271,-0.8367732712985915,255.56432110957627,-0.8367465293083027,-7.379336622691897,0.006107437450822317,2.6741990288736694e-05,0.013893814426722932,23.27013644187986,
B24,24,15.0,count3_r140_norm_b0,medium,3,2,2,True,True,2,240.7134298788314,-0.8136472875693949,240.7176532578933,-0.814129060284864,-7.910738317809729,0.004223379061897958,0.0004817727154691198,0.19959871495740467,24.95697557444231,
B16,16,15.0,count3_r140_norm_b0,medium,3,0,0,True,True,1,141.15239990875108,-0.127601823017734,140.8064760662662,-0.14847505036607003,-8.310126180806806,0.34592384248486496,0.02087322734833602,2.989378282155615,21.631886075394622,
B16,16,15.0,count3_r140_norm_b0,medium,3,0,1,True,False,1,140.0,0.0,,,,,,,,
B16,16,15.0,count3_r140_norm_b0,medium,3,0,2,True,False,1,141.15239990875108,0.127601823017734,,,,,,,,
B16,16,15.0,count3_r140_norm_b0,medium,3,1,2,True,True,1,97.03628621672858,0.9174407961874884,97.03480367950401,0.9175160297682909,0.396402267347338,0.0014825372245752533,7.523358080252507e-05,0.018388071508937207,24.448853217045496,
B16,16,15.0,count3_r140_norm_b0,medium,3,2,0,True,True,1,270.8090334006439,-0.8561497801157568,270.80513030287614,-0.855616564544892,-6.81094891350483,0.00390309776776121,0.0005332155708648312,0.27918929136230464,22.53297434418429,
B16,16,15.0,count3_r140_norm_b0,medium,3,2,1,True,True,1,255.5704285470271,-0.8367732712985915,255.56517918114585,-0.8366592769937204,-7.536432626641488,0.005249365881240919,0.00011399430487102347,0.053446515516120376,22.25192255662808,
B16,16,15.0,count3_r140_norm_b0,medium,3,2,2,True,True,1,240.7134298788314,-0.8136472875693949,240.72037340746422,-0.8143209240609903,-7.9493044835223605,0.0069435286328314305,0.000673636491595464,0.27917805877778906,23.539335261983837,
B12,12,15.0,count3_r140_norm_b0,medium,3,0,0,True,True,1,141.15239990875108,-0.127601823017734,140.8085099905265,-0.1484855269460769,-8.370355525427547,0.3438899182245905,0.020883703928342878,2.9906472447222767,21.93935555929068,
B12,12,15.0,count3_r140_norm_b0,medium,3,0,1,True,False,1,140.0,0.0,,,,,,,,
B12,12,15.0,count3_r140_norm_b0,medium,3,0,2,True,False,1,141.15239990875108,0.127601823017734,,,,,,,,
B12,12,15.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03495582706023,0.9175113479084545,0.4134010867009773,0.0013303896683538596,7.05517209660389e-05,0.01723880685582489,24.445480627009886,
B12,12,15.0,count3_r140_norm_b0,medium,3,2,0,True,True,1,270.8090334006439,-0.8561497801157568,270.8061966159052,-0.8555583081673247,-6.895070486788648,0.0028367847386903122,0.0005914719484321207,0.3096465707692691,22.657718999345406,
B12,12,15.0,count3_r140_norm_b0,medium,3,2,1,True,True,1,255.5704285470271,-0.8367732712985915,255.56448888240251,-0.8365763256491027,-7.602925051470686,0.00593966462457729,0.0001969456494888,0.09207293939658022,22.550901224783395,
B12,12,15.0,count3_r140_norm_b0,medium,3,2,2,True,True,1,240.7134298788314,-0.8136472875693949,240.72246910216975,-0.8142869868758879,-8.004973530981848,0.00903922333836249,0.0006396993064929912,0.2651757523067054,24.03816399118736,
B8,8,15.0,count3_r140_norm_b0,medium,3,0,0,True,True,1,141.15239990875108,-0.127601823017734,140.80920375194833,-0.14854799794530532,-8.42777540514836,0.3431961568027475,0.02094617492757131,2.9994159038940618,22.362368949731017,
B8,8,15.0,count3_r140_norm_b0,medium,3,0,1,True,False,1,140.0,0.0,,,,,,,,
B8,8,15.0,count3_r140_norm_b0,medium,3,0,2,True,False,1,141.15239990875108,0.127601823017734,,,,,,,,
B8,8,15.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.0355939420545,0.9175200016124667,0.417721093756819,0.0006922746740798402,7.920542497830141e-05,0.01930839995488218,24.46208163900081,
B8,8,15.0,count3_r140_norm_b0,medium,3,2,0,True,True,2,270.8090334006439,-0.8561497801157568,270.807826687062,-0.8556248690154936,-6.820363150634297,0.0012067135818938368,0.0005249111002632034,0.27482190652539173,22.5136642745252,
B8,8,15.0,count3_r140_norm_b0,medium,3,2,1,True,True,2,255.5704285470271,-0.8367732712985915,255.56557199232608,-0.8364564519739895,-7.625864018428431,0.004856554701007099,0.00031681932460192463,0.14786119301529746,22.54794175454965,
B8,8,15.0,count3_r140_norm_b0,medium,3,2,2,True,True,2,240.7134298788314,-0.8136472875693949,240.72465396331873,-0.8145170797277956,-7.9749615131118885,0.01122408448733836,0.0008697921584007728,0.36062350407636246,24.202798246058073,
E0,256,20.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.81630962219617,-0.14821733634402076,-8.32732859697167,0.33609028655490647,0.02061551332628675,2.9518791859676052,21.737476047207586,
E0,256,20.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
E0,256,20.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
E0,256,20.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03536274231658,0.9175666749806716,0.38389301318600655,0.0009234744120050209,0.00012587879318315398,0.03068452725190684,23.488543562979768,
E0,256,20.0,count3_r140_norm_b0,medium,3,2,0,True,True,0,270.8090334006439,-0.8561497801157568,270.80953458744307,-0.8562322000385144,-6.697503748585501,0.0005011867991697727,8.24199227575928e-05,0.04319630370439564,24.543191102016163,
E0,256,20.0,count3_r140_norm_b0,medium,3,2,1,True,True,0,255.5704285470271,-0.8367732712985915,255.5696143277764,-0.8366885676442797,-7.278938428458045,0.0008142192506852552,8.470365431179072e-05,0.039531779153571166,23.477292258295655,
E0,256,20.0,count3_r140_norm_b0,medium,3,2,2,True,True,0,240.7134298788314,-0.8136472875693949,240.71497896318817,-0.8136661198830641,-7.8788079518429575,0.0015490843567818047,1.8832313669281397e-05,0.007948574301786606,26.11118061685039,
B64,64,20.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.8081175913509,-0.14838446292990548,-8.334271772258035,0.3442823174001717,0.02078263991217147,2.9763868680449765,22.69577096351791,
B64,64,20.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
B64,64,20.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
B64,64,20.0,count3_r140_norm_b0,medium,3,1,2,True,True,1,97.03628621672858,0.9174407961874884,97.03534186763841,0.9175602384911249,0.38648593102407297,0.0009443490901759333,0.00011944230363647446,0.029117140880411844,24.39313321093959,
B64,64,20.0,count3_r140_norm_b0,medium,3,2,0,True,True,1,270.8090334006439,-0.8561497801157568,270.80947245851894,-0.8561258947089395,-6.698149892852082,0.0004390578750417262,2.3885406817303334e-05,0.012523071908140455,24.14877978323714,
B64,64,20.0,count3_r140_norm_b0,medium,3,2,1,True,True,1,255.5704285470271,-0.8367732712985915,255.56796314174053,-0.8366885147106625,-7.281568301863391,0.002465405286557143,8.475658792894691e-05,0.03962475958889325,24.16956220528876,
B64,64,20.0,count3_r140_norm_b0,medium,3,2,2,True,True,1,240.7134298788314,-0.8136472875693949,240.71404842613094,-0.813752512274756,-7.8874256136649326,0.0006185472995525743,0.00010522470536111772,0.04356918358037384,26.011790654170248,
B32,32,20.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.8073755890449,-0.14841573105764302,-8.332558449773463,0.34502431970616954,0.020813908039909013,2.980889608161479,22.744313413640704,
B32,32,20.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
B32,32,20.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
B32,32,20.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03521721428399,0.9175434891894636,0.38347512217925184,0.0010690024445949575,0.00010269300197518483,0.0250425177825927,24.4414196454677,
B32,32,20.0,count3_r140_norm_b0,medium,3,2,0,True,True,2,270.8090334006439,-0.8561497801157568,270.8091483225438,-0.8560307757378575,-6.713643071161279,0.00011492189992168278,0.00011900437789935658,0.06234595367849414,24.47428248435461,
B32,32,20.0,count3_r140_norm_b0,medium,3,2,1,True,True,2,255.5704285470271,-0.8367732712985915,255.56754184243218,-0.8366733976682786,-7.303669084828143,0.0028867045949141357,9.987363031283003e-05,0.04669000261987211,24.197054744804532,
B32,32,20.0,count3_r140_norm_b0,medium,3,2,2,True,True,2,240.7134298788314,-0.8136472875693949,240.71514897948035,-0.8138652954761731,-7.910490023430268,0.0017191006489554184,0.00021800790677828363,0.09028776898638531,25.913768756457706,
B24,24,20.0,count3_r140_norm_b0,medium,3,0,0,True,True,0,141.15239990875108,-0.127601823017734,140.80688672749744,-0.14843012119393145,-8.294671632722821,0.3455131812536365,0.02082829817619744,2.982977398547756,22.53621034126094,
B24,24,20.0,count3_r140_norm_b0,medium,3,0,1,True,False,0,140.0,0.0,,,,,,,,
B24,24,20.0,count3_r140_norm_b0,medium,3,0,2,True,False,0,141.15239990875108,0.127601823017734,,,,,,,,
B24,24,20.0,count3_r140_norm_b0,medium,3,1,2,True,True,0,97.03628621672858,0.9174407961874884,97.03514571140646,0.917538017196898,0.3838003128261045,0.001140505322126728,9.722100940956491e-05,0.02371359066440576,24.44852607982341,
B24,24,20.0,count3_r140_norm_b0,medium,3,2,0,True,True,2,270.8090334006439,-0.8561497801157568,270.80842301809946,-0.8559956698847726,-6.695557440416154,0.0006103825444370159,0.00015411023098421683,0.080735302466437,23.681167777890806,
B24,24,20.0,count3_r140_norm_b0,medium,3,2,1,True,True,2,255.5704285470271,-0.8367732712985915,255.56707353356185,-0.836706168502869,-7.318890367542329,0.0033550134652386987,6.710279572241795e-05,0.03149060497831197,23.6360453732687,
