model,snr_ref_db,scene,count,range_class,bs,target_index,visible,matched,false_alarms_bs,r_gt_m,u_gt,r_hat_m,u_hat,vr_hat_mps,range_abs_m,u_abs,xy_abs_m,peak_to_noise_db,gt_rd_snr_db
COMB4_destagger,-5.0,count1_r40_norm_b40,1,near,0,0,True,True,7,39.99999999999999,0.6427876096865394,39.995835995532595,0.6427679464923495,-4.170902456264214,0.004164004467398286,1.9663194189889488e-05,0.004318769820010221,24.909499339676323,49.32710184963633
COMB4_destagger,-5.0,count1_r40_norm_b40,1,medium,1,0,True,True,4,169.03846995725763,0.48173989849880217,169.02082049183676,0.48088682363345886,5.569721204575707,0.017649465420873867,0.0008530748653433062,0.16537642420728826,21.577255216285316,
TF22_comb2_stride2,-5.0,count1_r40_norm_b40,1,near,0,0,True,True,2,39.99999999999999,0.6427876096865394,39.9974330097618,0.6427109564622393,-4.1698793165514605,0.0025669902381935117,7.665322430006061e-05,0.0047393831772031166,24.922502072573288,49.31258146599007
TF22_comb2_stride2,-5.0,count1_r40_norm_b40,1,medium,1,0,True,True,0,169.03846995725763,0.48173989849880217,169.04575992747203,0.4821852717032051,5.555220819976652,0.0072899702144013645,0.00044537320440291017,0.08619655475875214,21.53332743604023,
TS8_diagnostic,-5.0,count1_r40_norm_b40,1,near,0,0,True,True,1,39.99999999999999,0.6427876096865394,39.99702992126562,0.6428128063002697,-4.170187962787308,0.002970078734371384,2.5196613730349426e-05,0.0032657723412921227,24.891564585651693,46.2754080711878
TS8_diagnostic,-5.0,count1_r40_norm_b40,1,medium,1,0,True,True,1,169.03846995725763,0.48173989849880217,169.03145674541508,0.4830499762072824,5.541810336949774,0.007013211842547662,0.0013100777084802395,0.252795698099003,19.51151531017058,
E0_full_grid,0.0,count1_r40_norm_b40,1,near,0,0,True,True,1,39.99999999999999,0.6427876096865394,39.99744308547191,0.6427272360259199,-4.1702787393554415,0.0025569145280854855,6.0373660619506e-05,0.004052556226148638,24.92774233102069,60.340542432945554
E0_full_grid,0.0,count1_r40_norm_b40,1,medium,1,0,True,True,0,169.03846995725763,0.48173989849880217,169.03726445670878,0.4819269253077073,5.5569437429365856,0.0012055005488491588,0.00018702680890514412,0.03608328929642906,24.569759990294962,
TS2_time_sparse,0.0,count1_r40_norm_b40,1,near,0,0,True,True,0,39.99999999999999,0.6427876096865394,39.997526180175846,0.642722183011669,-4.170110063175169,0.002473819824146517,6.542667487041687e-05,0.004207658195706536,24.920414292556174,57.328096906744086
TS2_time_sparse,0.0,count1_r40_norm_b40,1,medium,1,0,True,True,1,169.03846995725763,0.48173989849880217,169.04386636603448,0.4820961937283879,5.557074211878258,0.005396408776846329,0.0003562952295857458,0.0689188013735936,24.174879049201525,
TS4_time_sparse,0.0,count1_r40_norm_b40,1,near,0,0,True,True,1,39.99999999999999,0.6427876096865394,39.997454076921734,0.642727792960668,-4.170591013407115,0.0025459230782587383,5.981672587140885e-05,0.004023258387660106,24.91206865073884,54.30206705233503
TS4_time_sparse,0.0,count1_r40_norm_b40,1,medium,1,0,True,True,0,169.03846995725763,0.48173989849880217,169.0393123367431,0.4819367364940778,5.557957024076437,0.0008423794854763855,0.00019683799527564494,0.03796465617764153,23.435522689913384,
COMB4_destagger,0.0,count1_r40_norm_b40,1,near,0,0,True,True,7,39.99999999999999,0.6427876096865394,39.99652400185995,0.6427433084050579,-4.170530007440225,0.0034759981400398487,4.430128148147361e-05,0.004188216103071344,24.922999069352485,54.32710184963633
COMB4_destagger,0.0,count1_r40_norm_b40,1,medium,1,0,True,True,4,169.03846995725763,0.48173989849880217,169.028632899557,0.4812986263007153,5.564874753941208,0.009837057700622154,0.0004412721980868728,0.08563599902720333,23.63718420504727,
TF22_comb2_stride2,0.0,count1_r40_norm_b40,1,near,0,0,True,True,2,39.99999999999999,0.6427876096865394,39.99742229684781,0.6427112628415473,-4.169956478696822,0.0025777031521840854,7.634684499202571e-05,0.004732013289002705,24.93021205185304,54.31258146599007
TF22_comb2_stride2,0.0,count1_r40_norm_b40,1,medium,1,0,True,True,0,169.03846995725763,0.48173989849880217,169.0424642203919,0.4820283067458987,5.557065402688919,0.003994263134273979,0.0002884082470965277,0.05575783495350394,23.52033957559651,
TS8_diagnostic,0.0,count1_r40_norm_b40,1,near,0,0,True,True,1,39.99999999999999,0.6427876096865394,39.99719589597854,0.6427685063612975,-4.170130897136215,0.002804104021450371,1.9103325241909275e-05,0.002994527713111879,24.91441190092706,51.2754080711878
TS8_diagnostic,0.0,count1_r40_norm_b40,1,medium,1,0,True,True,1,169.03846995725763,0.48173989849880217,169.03464336339536,0.4825196406693793,5.549442755517447,0.0038265938622714657,0.0007797421705771357,0.15042800425388883,22.316806192244005,
E0_full_grid,5.0,count1_r40_norm_b40,1,near,0,0,True,True,1,39.99999999999999,0.6427876096865394,39.99742804226848,0.6427204173513607,-4.170180081351451,0.0025719577315115316,6.719233517871182e-05,0.004340018853169961,24.92835155666865,65.34054243294555
E0_full_grid,5.0,count1_r40_norm_b40,1,medium,1,0,True,True,0,169.03846995725763,0.48173989849880217,169.0376757516763,0.48188351458165557,5.5582301171351,0.0007942055813430215,0.00014361608285340388,0.027703581819597253,24.876252738873156,
TS2_time_sparse,5.0,count1_r40_norm_b40,1,near,0,0,True,True,0,39.99999999999999,0.6427876096865394,39.9974748275394,0.6427175755128722,-4.170085324508282,0.0025251724605936943,7.003417366713283e-05,0.004431704786426385,24.924515611141715,62.328096906744086
TS2_time_sparse,5.0,count1_r40_norm_b40,1,medium,1,0,True,True,1,169.03846995725763,0.48173989849880217,169.04141936599564,0.48197884900486004,5.55827048977123,0.002949408738004422,0.00023895050605787782,0.04617092901842807,24.717805466653907,
TS4_time_sparse,5.0,count1_r40_norm_b40,1,near,0,0,True,True,1,39.99999999999999,0.6427876096865394,39.99743397740397,0.6427207308982372,-4.170355673578866,0.0025660225960209004,6.687878830213823e-05,0.004323422284425744,24.920416568161258,59.30206705233503
TS4_time_sparse,5.0,count1_r40_norm_b40,1,medium,1,0,True,True,0,169.03846995725763,0.48173989849880217,169.03881429890416,0.4818889179023157,5.558769295907911,0.00034434164652452637,0.00014901940351352838,0.02873626918022457,24.426551671174646,
COMB4_destagger,5.0,count1_r40_norm_b40,1,near,0,0,True,True,7,39.99999999999999,0.6427876096865394,39.99691109752161,0.6427294555705297,-4.1703206115946045,0.003088902478381783,5.815411600962328e-05,0.004332240294095889,24.928179598872447,59.32710184963633
COMB4_destagger,5.0,count1_r40_norm_b40,1,medium,1,0,True,True,4,169.03846995725763,0.48173989849880217,169.0328779121319,0.48153021619333697,5.562537019158129,0.005592045125723644,0.0002096823054651975,0.04081135123836869,24.570607679781485,
TF22_comb2_stride2,5.0,count1_r40_norm_b40,1,near,0,0,True,True,2,39.99999999999999,0.6427876096865394,39.997416321191636,0.6427114357529095,-4.1699987659204245,0.0025836788083566375,7.617393362990832e-05,0.00472784420016692,24.93197725270018,59.31258146599007
TF22_comb2_stride2,5.0,count1_r40_norm_b40,1,medium,1,0,True,True,0,169.03846995725763,0.48173989849880217,169.0405947954773,0.48194037288211455,5.558253103752109,0.0021248382196574767,0.00020047438331238787,0.0387150838507368,24.464016308919597,
TS8_diagnostic,5.0,count1_r40_norm_b40,1,near,0,0,True,True,1,39.99999999999999,0.6427876096865394,39.99728909299289,0.6427436163852305,-4.170097650928738,0.0027109070071063,4.399330130888668e-05,0.0035580319937222956,24.922724557819432,56.2754080711878
TS8_diagnostic,5.0,count1_r40_norm_b40,1,medium,1,0,True,True,1,169.03846995725763,0.48173989849880217,169.03626801154428,0.48221830158898477,5.553941920965654,0.0022019457133524156,0.00047840309018259974,0.09228173045265187,23.89136449163044,
