scene_index,target_index,target_id,eligible,ade_margin_m,fde_margin_m,lstm_ade_m,lstm_fde_m,transformer_ade_m,transformer_fde_m,target_interaction_gnn_ade_m,target_interaction_gnn_fde_m,proposed_ade_m,proposed_fde_m,initial_heading_rad,net_longitudinal_m,net_lateral_m,path_length_m,path_efficiency,heading_change_deg,max_lateral_excursion_m,speed_ratio,motion_type,panel_index
32,2,1569,True,0.09801824390888214,0.46913427859544754,0.3926791548728943,1.0351040363311768,0.24581165611743927,0.5851891040802002,0.25886768102645874,0.780118465423584,0.14779341220855713,0.11605482548475266,-3.13069486618042,3.196636600514619,0.07341272496477459,3.2350677650701134,0.988380987903715,-1.1097575623913662,0.12621600187532692,1.7612597254313112,straight,1
18,0,1532,True,0.2258734405040741,0.1228322982788086,0.6636792421340942,0.9913742542266846,0.9208465814590454,1.4333274364471436,0.8911150693893433,2.355501890182495,0.43780580163002014,0.868541955947876,-0.019698714837431908,13.343950085175008,5.462255186090104,14.676102249854424,0.9824571743541449,33.02188240192987,5.462255186090104,1.0053977131645535,left,2
17,2,1343,True,0.3184913098812103,1.3120950758457184,1.4045779705047607,3.4731481075286865,1.4862534999847412,3.823882579803467,0.5361570119857788,1.5668889284133911,0.21766570210456848,0.25479385256767273,1.1589906215667725,1.8995893932505301,-4.38064292036083,4.7752643692848915,0.9998974313232399,6.038686478589438,4.38064292036083,3.2631873502173048,right,3
0,5,1351,True,0.022294580936431885,0.10478395223617554,0.7789218425750732,1.24179208278656,0.406721830368042,0.3222464621067047,0.3457009792327881,0.48167526721954346,0.3234063982963562,0.21746250987052917,-3.0095818042755127,29.165761363482854,-1.9973853076487125,29.261077893010643,0.9990771987335982,-6.439248166760309,1.9973853076487125,1.0258876307832168,lateral_or_mild_curve,4
