scene_index,target_index,target_id,eligible,ade_margin_m,fde_margin_m,lstm_ade_m,lstm_fde_m,transformer_ade_m,transformer_fde_m,target_interaction_gnn_ade_m,target_interaction_gnn_fde_m,proposed_ade_m,proposed_fde_m,initial_heading_rad,net_longitudinal_m,net_lateral_m,path_length_m,path_efficiency,heading_change_deg,max_lateral_excursion_m,speed_ratio,motion_type
21,4,1472,False,-0.1040855348110199,-0.36283569037914276,0.08654904365539551,0.21978415548801422,0.13450756669044495,0.21999388933181763,0.2665475010871887,0.6406518816947937,0.1906345784664154,0.582619845867157,1.646626591682434,0.5664562296422184,0.10888402211222187,0.638309422260821,0.9036779267063536,59.14492200979108,0.10888402211222187,0.11868897913954424,left
21,5,1529,False,-0.13289575278759003,-0.22970156371593475,0.13655425608158112,0.16414500772953033,0.09264473617076874,0.12219519913196564,0.27495521306991577,0.45816799998283386,0.22554048895835876,0.3518967628479004,1.2983849048614502,0.09241403534987751,-0.001084011030433925,0.09246262473183349,0.9995432542724203,-4.841192065770853,0.001084011030433925,0.9915632643429979,straight
21,6,1476,False,0.16598066687583923,-0.02845853567123413,1.126229166984558,2.7160403728485107,0.8037922978401184,1.9346824884414673,0.6250366568565369,0.5744354724884033,0.45905598998069763,0.6028940081596375,1.1939970254898071,3.2435349611630877,1.3097098750365002,3.5425428040578923,0.987420468131927,-0.25358586391311433,1.3097098750365002,0.24701353620948638,lateral_or_mild_curve
21,7,1573,False,-0.049303196370601654,-0.0926235169172287,0.09197812527418137,0.13460677862167358,0.21544280648231506,0.3052058815956116,0.2652178406715393,0.39047908782958984,0.14128132164478302,0.22723029553890228,-3.055349349975586,1.4672151979447081,0.0028413041529173205,1.4672236359378181,0.9999961240657442,0.4041534449717468,0.0028413041529173205,1.002205730360151,straight
22,0,1544,True,0.016982093453407288,0.005287617444992065,0.17635194957256317,0.21220865845680237,0.23161283135414124,0.3032207787036896,0.19310319423675537,0.2179999053478241,0.15936985611915588,0.2069210410118103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
22,1,1525,False,-0.08488437533378601,-0.1416018381714821,0.16716453433036804,0.21041268110275269,0.33047667145729065,0.48467862606048584,0.07781349122524261,0.10286765545606613,0.16269786655902863,0.24446949362754822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
22,2,1526,False,-0.016951516270637512,-0.06230085715651512,0.049431316554546356,0.06035212054848671,0.20045804977416992,0.2894563674926758,0.10079379379749298,0.18405967950820923,0.06638283282518387,0.12265297770500183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
22,3,1524,True,0.16066136956214905,0.2861407399177551,0.7135133147239685,1.2912687063217163,0.7019805312156677,1.214480996131897,0.37015432119369507,0.6200355887413025,0.20949295163154602,0.33389484882354736,-1.0599781274795532,-0.07585739411791777,-0.02003017778712385,0.6082928378622445,0.12897953548504038,55.63743098848481,0.036073640513416036,0.795899574525488,left
22,4,1532,True,0.04621967673301697,0.07601147890090942,0.24110326170921326,0.3793838322162628,0.3383471667766571,0.5820586085319519,0.19973577558994293,0.215133935213089,0.15351609885692596,0.13912245631217957,-1.5707963705062866,0.10363769533913751,-0.0006093933580358745,0.11948016202170869,0.8674200402590632,0.3217415835549613,0.0006093933847151896,0.0,straight
22,5,1547,False,-0.01248118281364441,0.015145212411880493,0.22383511066436768,0.3336586356163025,0.2737475335597992,0.4250320792198181,0.22752158343791962,0.22896257042884827,0.23631629347801208,0.21381735801696777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
