original_path,archive_path,file_size,sha256,classification,reason
data/dataset_lankershim_clean_v1/10dB/bs2_feat_19.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs2_feat_19.npy,2918528,23194251e9bcf14625920ba8f2492ebc88f725edca46f6cb95cf6d6e2cc98afe,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs2_feat_2.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs2_feat_2.npy,9830528,ef9524c03e5675a6cbfac48e0345f170f87d850972869bb5dde442d3ce4d9e8f,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs2_feat_20.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs2_feat_20.npy,9830528,e87688ec7b2ddeec74b26f224249ef2e96eb9d67207a4a17a2756f89d3bc7f3d,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs2_feat_21.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs2_feat_21.npy,3225728,da9c271bbc529efa57bfbab1a2c124ccd4f19a88328a8a18d82d0cab0ad8599d,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs2_feat_3.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs2_feat_3.npy,9830528,1ef4ce5c04d9568fb36f1dcb98b10e3eb7c4cd1775e58764497973a531552d55,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs2_feat_4.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs2_feat_4.npy,9830528,4bce4f3057bf4d53aee18e2c00f084ae035c9b1585522d9f6e285ba0a860ef89,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs2_feat_5.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs2_feat_5.npy,9830528,0bfd63f50fb0ac6a8078c98ed53614b914d4ff6c6046905cc205f8999d4f5b68,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs2_feat_6.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs2_feat_6.npy,9830528,fc8db299919370009c31f7197cb1ea318cbbb705ac62ad6247e3ed6bdb9b9789,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs2_feat_7.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs2_feat_7.npy,9830528,75d614375671ec1f0eb81ebcc91a8b12585b50a186799d702674882051232ae7,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs2_feat_8.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs2_feat_8.npy,9830528,e051dba92aa7432f751a740ae248e4df3cab67548f1a78fdad3656fec7d46eef,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs2_feat_9.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs2_feat_9.npy,9830528,41bfce9c6fd564145e6679e1daf805e2bd6f150cc39f7b81f088171bffd6ce0a,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_0.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_0.npy,9830528,3370e687a77d198cbcbb237146191730e89a3e540564a727f240e5fa07093d1b,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_1.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_1.npy,9830528,1aa5f36f32533b2ad2413df55cbca064c74a6fd39de91178c9f15796c94e9cb6,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_10.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_10.npy,9830528,f4a113202c007d07ecc122bb9a757e3241e66b40feec354878ef91eef7ecd811,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_11.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_11.npy,9830528,1dd89486a3f4ba4b234ad4dadbb169d5dcd5276e1a2e2b58b0c0b04fc5fe632b,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_12.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_12.npy,9830528,84e84df8174cc85be1cdc4d6fb62244923ac933cb7e5121733d231d07bf2f8d5,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_13.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_13.npy,9830528,d9bdd6a4832c101a53bc5197399a55db37d0fc54e0eaaf05035a70f56caf50f9,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_14.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_14.npy,9830528,67420b0e286636d5e0d78af7df7d8765027bdf88a1779b50ce1b40f3573d9f27,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_15.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_15.npy,9830528,4cde90d8d1731d26b29f1dcb6b9a8b47d068001f5d673d3e1f2f3839194260cd,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_16.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_16.npy,9830528,9dce0b74f861d395f78fd9779216087d8c84d48a5041b2b77fb1a6b0fb1ca502,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_17.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_17.npy,8294528,82b376f5745bcb1ffe73045f78d2020bbcbb4dc90bd031e0fef577633e7f81f9,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_18.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_18.npy,9830528,c39004588a23356d28367ddd79eb1ea7b6b50644a2b7a29d49441055866f69d6,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_19.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_19.npy,2918528,53f1e0a4e2083d0c41877a598bba625490203d09795bd08fd175ddec5010e5fd,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_2.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_2.npy,9830528,714c0aea5995b70baa19939ceecbb08b985fb6f6ded3a8866135ddada8f0f603,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_20.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_20.npy,9830528,1c33b5dc254d9b08eed0f236a78d89d5cc381a0a996efc518f7ceb5731e49686,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_21.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_21.npy,3225728,cb08ea33220d2e52f5fc62a7905d311c67583054c86afb0261e9a37bff5474e1,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_3.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_3.npy,9830528,f3b9fe40c9d03d3ce9d95eedab9a3855533a4fed3ca51fad9c8b8f4ef48d95bc,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_4.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_4.npy,9830528,dac34b948a0ea72d7ae1d78998fd0552bcbe417763ea021d65e64d742e34fb9b,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_5.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_5.npy,9830528,59fb63c69268eb787b072b6f0fa61f87a37a75da28b7952b9b39f3bda55ac00e,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_6.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_6.npy,9830528,7d4ce2c973c3105025c894f91a555543380e127dcbbe41828630f5a065269b57,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_7.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_7.npy,9830528,c31cf683b92c6d27a66d14dad69087ba482648980e10f57a1a594144f2545c9b,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_8.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_8.npy,9830528,6309953b1e039673dd423210848736ff580d88e8cd4ce5ab9edcc0aaba216182,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/bs3_feat_9.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/bs3_feat_9.npy,9830528,afc8a8c05c9ad2ce231d74e010c4087a65387cf5d6878435b804719445de7f36,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/feature_config.npz,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/feature_config.npz,3900,95173897ced6245a438732e128c028bb016fe0e9aeb0e6372107c3284ee3f118,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_0.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_0.npy,153728,8a0ea0c45e14644303aee5fc33f08397656989222c5ea68819a25baa0ebc778e,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_1.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_1.npy,153728,03c277359d9e0f18fd20f518dad9806c27764585b951856da9e342b7772dfa18,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_10.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_10.npy,153728,aec1790616ec5bec9090669e74f2dc9820002e0945b8867480bbf7a48f903139,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_11.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_11.npy,153728,86ed2119a17916ef8d27a5eff88fab6b8d5bcb936cb34e33bd20a407243550ee,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_12.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_12.npy,153728,3b33aab14e86120dd514518a91e036ed628328edf234fa82927337e6f61ddc63,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_13.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_13.npy,153728,22fc32892dbdf5f9e27dce90b87807ae911903c79303015cb3caf17dd4bfad51,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_14.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_14.npy,153728,7eab819ff19790fa9ee1d667d2032f9285f975e7d201a4a02490af88d5f909a2,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_15.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_15.npy,153728,ce6210d932e110530054a7089dec6de49dd38074c08e43f5d9378ee94f268697,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_16.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_16.npy,153728,c6831d9ec230a63aaec4593dd2242b58c30f3225b16d200fc5f6988a0f6861c5,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_17.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_17.npy,129728,92ab6eb5136a130007e722a4abfc3fb41f2bbceb5119612ea7e8c8edf563a6e3,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_18.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_18.npy,153728,57c299abe2bc8152229e8ae66609083b7147ae66f7da0817c2c34c59bdbf2365,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_19.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_19.npy,45728,9c148ff2ec70753bae9c24a0e5a88c0a730d0a432b53800325fe04e550659c73,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_2.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_2.npy,153728,ab1ead9a9af7d94369611f311b4c31d3da0576c4ed6b40f8085dcc92f8fbd8cc,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_20.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_20.npy,153728,3f226185bcc5bd98c64ba4956e0f33641f67b63099613f58967fd5425538b675,B,old clean dataset; reports/exposure_manifest.json marks it legacy
data/dataset_lankershim_clean_v1/10dB/gt_locs_21.npy,/home/dell/YrM/ICCT/archive/legacy_data_precanonical/data/dataset_lankershim_clean_v1/10dB/gt_locs_21.npy,50528,7874efef55d6f7bb082e1e68ee7cb6e04f999ec5307e99ed95e26f823befb46c,B,old clean dataset; reports/exposure_manifest.json marks it legacy
