model,epoch,train_loss,train_ade,val_loss,val_ade,val_fde,best_val_ade,train_token_acc,val_token_acc,train_token_temp,val_token_temp,step1_ade,step5_ade,step10_ade,step15_ade,step20_ade
gpt2_soft_snr15,1,0.7323230673682015,2.116106952261375,2.6323920811925614,2.0253656761986867,3.4884509847277685,2.0253656761986867,0.7844421636920659,0.3805952453187534,0.22982950389885054,0.2296918850569498,0.6550360143184661,1.284708096867516,1.8329809994924635,2.6587603955041796,3.4884509847277685
gpt2_soft_snr15,2,0.39117925022133243,1.7062761786099,2.5180232354572842,1.9539857904116313,3.3867372853415354,1.9539857904116313,0.8651958968904283,0.41655506661960057,0.22982950642923639,0.2296918850569498,0.6521624434561957,1.2347454945246379,1.7481535639081682,2.5714282172066825,3.3867372853415354
gpt2_soft_snr15,3,0.35491501653969165,1.5366496762389656,2.2601415838514054,1.6277371020544142,2.636408157575698,1.6277371020544142,0.8683667574038796,0.4435044701610293,0.22982950489850915,0.2296918850569498,0.6581780697618212,1.1505992889404297,1.491325539066678,2.0595101594924925,2.636408157575698
gpt2_soft_snr15,4,0.3373334990107538,1.3758580769632847,2.067355594180879,1.5499353845914206,2.3393301986512682,1.5499353845914206,0.8695582861170579,0.45961682399113973,0.2298295049609878,0.2296918850569498,0.6636051717258635,1.188436338447389,1.473522602944147,1.902342032250904,2.3393301986512682
gpt2_soft_snr15,5,0.3270843140859024,1.2882044016690124,1.8261885296730769,1.4471311364855086,2.277833404995146,1.4471311364855086,0.8702126032901261,0.4945833402020591,0.2298295052421418,0.2296918850569498,0.642983957699367,1.1057918378284999,1.3167296630995615,1.768156850337982,2.277833404995146
gpt2_soft_snr15,6,0.32018795684448575,1.233352802084677,2.28169770638148,1.525372950803666,2.3150923331578572,1.4471311364855086,0.8706433548117584,0.43279018657548085,0.22982950558577445,0.2296918850569498,0.6508591427689507,1.1553808189573742,1.4365552419707888,1.8938850067910693,2.3150923331578572
gpt2_soft_snr15,7,0.31554947340513423,1.1975097766212448,1.9135863224665324,1.4360838379178729,2.1904296806880406,1.4360838379178729,0.871259184003626,0.4829464391583488,0.22982950480479114,0.2296918850569498,0.6414428492387135,1.110130404858362,1.3360301806813195,1.7536573217028664,2.1904296806880406
gpt2_soft_snr15,8,0.31306081132443947,1.1687284554325559,1.9468092600504556,1.3886375523748853,2.010395761898586,1.3886375523748853,0.8714696462549254,0.48845238926864804,0.22982950536709912,0.2296918850569498,0.6403567870457967,1.092996531441098,1.3296623417309352,1.6883914277667091,2.010395761898586
gpt2_soft_snr15,9,0.3092368952695679,1.1335689834078904,1.9504613132703872,1.3938955641928172,2.0527975786299932,1.3886375523748853,0.8717923004422298,0.49345239031882515,0.22982950477355182,0.2296918850569498,0.641021511384419,1.0887294002941676,1.3260512028421674,1.6992144056728908,2.0527975786299932
gpt2_soft_snr15,10,0.30702880477880284,1.118209681046084,2.3140207551774523,1.3748271902402243,2.035455109959557,1.3748271902402243,0.8722779214757044,0.4271056632200877,0.22982950408628652,0.2296918850569498,0.6389271270661127,1.0986818659873236,1.3011435582524253,1.6581465096700758,2.035455109959557
gpt2_soft_snr15,11,0.3050349096707078,1.0993580769442912,2.0825086167880467,1.3399110754330954,1.8924859387534005,1.3399110754330954,0.8724801946486067,0.4715848305395671,0.22982950577321043,0.2296918850569498,0.6345005625770206,1.0970979684875124,1.291165815080915,1.6010542023749579,1.8924859387534005
gpt2_soft_snr15,12,0.3037346012624805,1.0949887069766127,1.8175964639300393,1.278513500803993,1.8501577258110047,1.278513500803993,0.872580102654623,0.5132738184361231,0.22982950567949242,0.2296918850569498,0.6365706052098955,1.0566342314084372,1.1959051870164417,1.5133267822719756,1.8501577258110047
gpt2_soft_snr15,13,0.3023982119260344,1.0843770100385637,2.2395062185469126,1.3338110617228918,1.9160798180670966,1.278513500803993,0.8731124013724817,0.4556919719491686,0.22982950499222712,0.2296918850569498,0.6462000878084273,1.0941261189324516,1.2718582073847453,1.5844471153758821,1.9160798180670966
gpt2_soft_snr15,14,0.3008996808678849,1.0720657406363097,1.9716191711879911,1.3288440284274874,1.8998915530386424,1.278513500803993,0.8732401522450477,0.49553200190975555,0.22982950561701376,0.2296918850569498,0.6367463665349143,1.0782817795163109,1.2711665221623012,1.592551831404368,1.8998915530386424
gpt2_soft_snr15,15,0.29957167944818175,1.0648384660294972,1.9657343336514064,1.3039439235414778,1.8522315195628576,1.278513500803993,0.8734956546149664,0.46712798334303357,0.22982950636675772,0.2296918850569498,0.6351637411685217,1.0566605846087138,1.242260211989993,1.5646447278204418,1.8522315195628576
gpt2_soft_snr15,16,0.2984276911560095,1.0544790043271062,1.8441105053538367,1.301526385261899,1.8577737598192123,1.278513500803993,0.8737282273154588,0.5114918260347275,0.22982950589816775,0.2296918850569498,0.6440499791077205,1.085722235838572,1.2288398912974767,1.5356112429073878,1.8577737598192123
gpt2_soft_snr15,17,0.29717056303279205,1.0509987535966516,1.8072008240790594,1.2750828141257877,1.8065135717391967,1.2750828141257877,0.8739951960195785,0.5229836427030109,0.2298295051484238,0.2296918850569498,0.6428389268262046,1.058234283469972,1.2103440806979224,1.5072424854551043,1.8065135717391967
gpt2_soft_snr15,18,0.2962271651444445,1.04107404829821,2.0742400055839902,1.2713898766608465,1.7836843297595069,1.2713898766608465,0.87404351301913,0.4791443540936425,0.2298295037738932,0.2296918850569498,0.6382013968058995,1.0815977547849929,1.2134262096314203,1.481608335744767,1.7836843297595069
gpt2_soft_snr15,19,0.29485523082175347,1.0289572546067227,1.978354589712052,1.2462650423958188,1.807413673400879,1.2462650423958188,0.8741966510968638,0.49300224156606764,0.22982950567949242,0.2296918850569498,0.6344669112137385,1.0376859979970114,1.1661259759040106,1.4672102939514886,1.807413673400879
