model,epoch,train_loss,train_ade,val_loss,val_ade,val_fde,best_val_ade,train_token_acc,val_token_acc,train_token_temp,val_token_temp,step1_ade,step5_ade,step10_ade,step15_ade,step20_ade
gpt2_soft_snr0,1,0.7313196098029738,2.297983985277092,2.6695747602553594,2.0420834467524576,3.3313953127179827,2.0420834467524576,0.7860046629430907,0.36862723845101536,0.22199334700902304,0.2217134482803799,0.8745112555367606,1.3990064223607381,1.9306391233489626,2.5820212931860063,3.3313953127179827
gpt2_soft_snr0,2,0.40933339357126186,1.7954452040310427,2.8410200925100417,1.9366151588303702,3.0431214343933832,1.9366151588303702,0.8633443174622094,0.32970982719035374,0.22199334591564643,0.2217134482803799,0.89480809597742,1.3768927375475566,1.8767330067498342,2.3885347014381773,3.0431214343933832
gpt2_soft_snr0,3,0.37472099840516065,1.7080310630598408,3.283758494967506,1.8903795299075898,2.975890290169489,1.8903795299075898,0.8666052583378566,0.3113616108894348,0.22199334682158703,0.2217134482803799,0.8832338560195196,1.36221646184013,1.8334213336308798,2.333543350583031,2.975890290169489
gpt2_soft_snr0,4,0.357990100136343,1.6163600988108158,2.605906959942409,1.7996280585016524,2.925368274961199,1.7996280585016524,0.8677108010406014,0.36002976929857616,0.22199334663415105,0.2217134482803799,0.870252571787153,1.2817205781028385,1.6624753747667584,2.2188571197646003,2.925368274961199
gpt2_soft_snr0,5,0.34735652673169504,1.5253181497505877,2.318011348020463,1.694856800351824,2.679449194953555,1.694856800351824,0.8683176213090524,0.4201339346312341,0.22199334616556107,0.2217134482803799,0.8594992115384057,1.237546315647307,1.5977142878941126,2.0661537573451088,2.679449194953555
gpt2_soft_snr0,6,0.34083046478295476,1.471077103784749,3.00881522610074,1.6463924056007748,2.472136186418079,1.6463924056007748,0.8686836779242542,0.3332849755173638,0.22199334622803973,0.2217134482803799,0.8578404909088498,1.2576101286070687,1.6033816400028411,1.972023532504127,2.472136186418079
gpt2_soft_snr0,7,0.3362179943350626,1.429577099202314,4.1513585147403536,1.766468242236546,2.7181240672156926,1.6463924056007748,0.8690988708841976,0.21798735481819936,0.22199334644671506,0.2217134482803799,0.8612586197398958,1.3413245331673396,1.6983434938249133,2.136039884885152,2.7181240672156926
gpt2_soft_snr0,8,0.33293642981497246,1.4058492366122999,2.534890742529006,1.594341092450278,2.322478736014593,1.594341092450278,0.8693707549097153,0.39550967869304476,0.22199334641547572,0.2217134482803799,0.861244933945792,1.2558138052622476,1.5605388851392836,1.886940084184919,2.322478736014593
gpt2_soft_snr0,9,0.3296715282919022,1.3826781201412592,1.874441451118106,1.5842394459815252,2.35673930985587,1.5842394459815252,0.8695468209074728,0.4838653344483603,0.22199334672786905,0.2217134482803799,0.8574162920316061,1.2467298178445725,1.5246444344520569,1.8701604627427602,2.35673930985587
gpt2_soft_snr0,10,0.32737971757942774,1.3694301781164526,1.9108849457332067,1.56270649092538,2.3539543861434575,1.56270649092538,0.8698203403744807,0.4948512003535316,0.22199334585316777,0.2217134482803799,0.8447562691711245,1.2109475964591616,1.5046859729857671,1.8532314294860477,2.3539543861434575
