model,checkpoint,best_val_ade,best_val_fde,val_loss,val_ade,val_fde,step1_ade,step5_ade,step10_ade,step15_ade,step20_ade,straight_ade,straight_fde,straight_count,turn_ade,turn_fde,turn_count
lstm_snr0,./checkpoints/baseline_lstm-tcn-transformer_snr0_sl72_pl20_G61_STANDARD_BASELINES/lstm_snr0/checkpoint.pth,1.2814231145054302,1.841643379300478,0.0032764452820022902,1.2814231145054302,1.841643379300478,0.8751204184123448,1.0044786827904837,1.22326420545578,1.4795045330410912,1.8416433731714885,0.9236323237419128,1.3532109260559082,9565,4.951433181762695,6.511253833770752,1032
tcn_snr0,./checkpoints/baseline_lstm-tcn-transformer_snr0_sl72_pl20_G61_STANDARD_BASELINES/tcn_snr0/checkpoint.pth,1.2820775589672848,1.8691098229857397,0.0029860310589096377,1.2820775589672848,1.8691098229857397,0.823750596954709,1.0041733168420337,1.2297039304460797,1.5062994900203885,1.8691098394848051,0.9561612606048584,1.4131478071212769,9565,4.649917125701904,6.126954078674316,1032
transformer_snr0,./checkpoints/baseline_lstm-tcn-transformer_snr0_sl72_pl20_G61_STANDARD_BASELINES/transformer_snr0/checkpoint.pth,1.6604609330639333,2.0549202429694735,0.0035554557240435056,1.6604609330639333,2.0549202429694735,1.4383621380442664,1.558919174330575,1.5681838467007592,1.7513361664045424,2.0549202311606636,1.29164457321167,1.5595827102661133,9565,5.225481033325195,6.4602837562561035,1032
