scene_index,ground_truth_min_distance_m,closest_future_step,closing_gain_m,heading_angle_deg,interaction_path_length_1_m,interaction_path_length_2_m,interaction_path_length_ratio,independent_ade_m,independent_fde_m,proposed_ade_m,proposed_fde_m,independent_pair_distance_error_m,proposed_pair_distance_error_m,pair_distance_better_fraction,group_path_length_min_m,group_path_length_max_m,group_path_length_ratio,group_lateral_displacement_max_m,group_curve_deviation_max_m,group_curve_deviation_mean_m,group_spatial_extent_x_m,group_spatial_extent_y_m,group_spatial_aspect_ratio,per_target_ade_better_count,proposed_target_ade_max_m,proposed_target_fde_max_m,target_ade_gain_min_pct,target_fde_gain_min_pct,ade_gain_pct,fde_gain_pct,pair_distance_error_gain_pct
122,3.0542104244232178,5,2.2525360584259033,90.0,0.0,14.544447898864746,14544447.898864746,1.0471433401107788,1.7792668342590332,0.947919487953186,1.5569695234298706,0.5007638335227966,0.8142529726028442,0.30000001192092896,0.0,15.41355037689209,15413550.0,15.389358520507812,0.34927651286125183,0.18982074409723282,12.246864318847656,32.49900817871094,2.6536595821380615,3,2.0798723697662354,3.9489803314208984,-42.432621002197266,-51.41400909423828,9.475670460463965,12.493759033154642,-62.60219250953082
126,7.285449028015137,10,4.060847282409668,3.2522706985473633,27.70744514465332,32.46346664428711,1.1716513909818767,1.214877724647522,2.6884820461273193,0.8940889239311218,1.968026876449585,1.1346668004989624,0.834411084651947,0.699999988079071,27.792640686035156,34.77478790283203,1.251222848892212,4.558539867401123,1.2652652263641357,0.7323103994131088,77.3958969116211,10.365838050842285,7.4664387702941895,3,1.7119848728179932,4.791804313659668,-21.720561981201172,-26.51386833190918,26.40502778248503,26.797841953809186,26.462016489332363
130,6.038641929626465,15,2.386136054992676,90.0,7.6756792068481445,0.0,7675679.2068481445,0.5551334619522095,0.9572620391845703,0.178866446018219,0.24137696623802185,1.004195213317871,0.16436873376369476,1.0,0.0,7.6854329109191895,7685433.0,7.654441833496094,0.08831409364938736,0.02207852341234684,6.443471908569336,9.271404266357422,1.4388833045959473,4,0.42540475726127625,0.6098862886428833,53.616214752197266,70.12479400634766,67.77955964153044,74.78465076880775,83.63179473634227
131,2.841958999633789,18,3.0470781326293945,0.18974563479423523,25.65296173095703,31.238306045532227,1.217727074680621,1.184754729270935,1.7643307447433472,0.9005413055419922,1.1935817003250122,0.5385839343070984,0.9917341470718384,0.10000000149011612,25.662029266357422,31.455461502075195,1.2257589101791382,0.611611008644104,0.4236610233783722,0.270082239061594,47.55366516113281,7.246427536010742,6.562359809875488,3,1.6701844930648804,2.104024887084961,-88.43605041503906,-108.51103973388672,23.98922044428891,32.349322603986046,-84.13734311398073
137,6.391150951385498,15,2.133293628692627,0.46897220611572266,3.7034857273101807,8.853287696838379,2.3905283694095583,1.122378945350647,2.8013622760772705,0.8065870404243469,1.9480760097503662,0.682652473449707,1.1732314825057983,0.3499999940395355,0.744815468788147,8.85861873626709,11.893709182739258,1.149488925933838,0.22100907564163208,0.14153525605797768,11.944656372070312,7.636542797088623,1.564144492149353,4,1.5632184743881226,4.020781993865967,2.5790271759033203,-25.031417846679688,28.13594341148677,30.459690044864725,-71.86365363579594
146,7.167048454284668,6,2.0270214080810547,0.1266688108444214,21.670230865478516,22.96186637878418,1.0596041417981978,1.2761539220809937,2.643253803253174,0.8260563015937805,1.9135322570800781,1.4303534030914307,0.9717983603477478,0.75,21.447542190551758,25.54877281188965,1.1912214756011963,7.015322685241699,1.0232391357421875,0.5971476882696152,48.24403381347656,14.165362358093262,3.4057748317718506,4,1.319926381111145,4.004469394683838,19.066360473632812,1.9829301834106445,35.26985363593521,27.606942067954044,32.058863337732156
149,6.856974124908447,11,2.1757922172546387,90.0,10.851561546325684,0.0,10851561.546325684,0.48097530007362366,0.7323809862136841,0.26437559723854065,0.4777425527572632,0.4184890687465668,0.3356752395629883,0.550000011920929,0.0,10.851655960083008,10851656.0,10.826192855834961,0.01748695783317089,0.004371739458292723,7.776971817016602,10.858804702758789,1.3962767124176025,3,0.8820576667785645,1.6282464265823364,-16.422975540161133,-24.738920211791992,45.03343577142688,34.76857513367039,19.788767585164763
150,5.859233856201172,5,3.121405601501465,90.0,27.01046371459961,0.0,27010463.71459961,1.156192421913147,2.299023151397705,0.5960772633552551,1.2487473487854004,0.43176183104515076,0.6776334643363953,0.15000000596046448,0.0,27.746925354003906,27746926.0,27.700531005859375,0.6736586093902588,0.22738289567496395,24.248058319091797,36.255348205566406,1.4951856136322021,4,1.1875264644622803,2.4788336753845215,31.023723602294922,30.255138397216797,48.44480451022776,45.68356790899575,-56.946125296919284
151,2.9760677814483643,18,3.0227410793304443,1.1463711261749268,16.339384078979492,10.74581241607666,1.520535018323451,1.0417470932006836,2.7109811305999756,0.5560722947120667,1.6225285530090332,0.5587893724441528,0.3240763247013092,0.75,7.571351528167725,16.372594833374023,2.162440299987793,0.6414013504981995,0.44515517354011536,0.255635853856802,18.478450775146484,6.734938621520996,2.7436702251434326,3,0.9327835440635681,2.1470937728881836,-71.05519104003906,-103.79644012451172,46.62118105810312,40.14976590228253,42.00384962874389
158,5.711683750152588,9,2.68839693069458,5.0197343826293945,20.813486099243164,38.987754821777344,1.8731967646301715,1.3312002420425415,3.293117046356201,1.2658989429473877,3.625699281692505,1.4582347869873047,1.7987473011016846,0.45000001788139343,20.515090942382812,39.01756286621094,1.9018956422805786,3.470198631286621,0.7164607644081116,0.5110717378556728,44.204532623291016,10.67283821105957,4.141778469085693,2,2.3669631481170654,6.006543159484863,-58.672821044921875,-76.65918731689453,4.905445254048185,-10.09931413474363,-23.351007475131944
