scene_index,target_index,target_id,eligible,ade_margin_m,fde_margin_m,lstm_ade_m,lstm_fde_m,transformer_ade_m,transformer_fde_m,target_interaction_gnn_ade_m,target_interaction_gnn_fde_m,proposed_ade_m,proposed_fde_m,initial_heading_rad,net_longitudinal_m,net_lateral_m,path_length_m,path_efficiency,heading_change_deg,max_lateral_excursion_m,speed_ratio,motion_type
0,0,1320,False,-0.007827997207641602,-0.07153376936912537,1.479865312576294,2.9409940242767334,1.5975755453109741,3.0007941722869873,0.5116263628005981,0.46527448296546936,0.5194543600082397,0.5368082523345947,-0.00018478906713426113,17.55683776357152,1.1436487939941125,17.623737546046854,0.9983153012481256,7.239725810950164,1.1436487939941125,1.000037799849881,lateral_shift
0,1,1327,False,0.021990656852722168,-0.07121586799621582,1.3024463653564453,2.619887113571167,1.2587617635726929,2.3621630668640137,0.5864967107772827,1.0031580924987793,0.5645060539245605,1.0743739604949951,0.01866120845079422,21.014843338939954,1.7965152838593232,21.11681803954269,0.9988007515914795,4.571712038780958,1.7965152838593232,0.998000328509774,lateral_shift
0,2,1292,False,-0.008920609951019287,-0.0018787384033203125,0.9752517938613892,2.8604743480682373,0.9998123049736023,2.7027382850646973,0.6372504234313965,1.4645403623580933,0.6461710333824158,1.4664191007614136,-0.006685979198664427,20.20809874143725,1.2099021692016756,20.28396155929298,0.9980439964321666,9.773518125166323,1.2099021692016756,1.1723731879803052,lateral_shift
0,3,1336,False,-0.021200403571128845,-0.09138202667236328,0.10338834673166275,0.07379509508609772,0.2624480724334717,0.3594268262386322,0.17504361271858215,0.2320416122674942,0.1245887503027916,0.165177121758461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
0,4,1287,False,-0.29680657386779785,-0.33211296796798706,0.3152232766151428,0.5057747960090637,0.901612401008606,1.5365179777145386,0.7124899625778198,1.1297603845596313,0.6120298504829407,0.8378877639770508,0.0824543833732605,19.37529479115079,1.0040229878116613,19.404562990907312,0.9998314041580679,-0.7219133172853545,1.0040229878116613,1.0180349200490302,lateral_shift
0,5,1351,True,0.022294580936431885,0.10478395223617554,0.7789218425750732,1.24179208278656,0.406721830368042,0.3222464621067047,0.3457009792327881,0.48167526721954346,0.3234063982963562,0.21746250987052917,-3.0095818042755127,29.165761363482854,-1.9973853076487125,29.261077893010643,0.9990771987335982,-6.439248166760309,1.9973853076487125,1.0258876307832168,lateral_shift
0,6,1309,False,-0.41269317269325256,-1.1429027318954468,0.7195722460746765,1.2627911567687988,0.4327928125858307,0.3120291233062744,0.8827697038650513,1.544676661491394,0.8454859852790833,1.4549318552017212,0.1270056813955307,21.504632433742152,-1.193058097545428,21.544594520775306,0.999680077208624,0.7471354227322796,1.193058097545428,1.0178672253513723,lateral_shift
0,7,1323,True,0.05112403631210327,0.10247147083282471,1.0387603044509888,2.532345771789551,1.044802188873291,2.2871999740600586,0.3658541738986969,0.5961570143699646,0.31473013758659363,0.4936855435371399,-0.014649095945060253,18.206877315024776,0.40050633073487796,18.217598305822655,0.9996532776474768,-0.4640405123660795,0.40050633073487796,0.8870713319612071,straight
1,0,1338,False,-0.07670821249485016,-0.07762285694479942,0.08127917349338531,0.12170819938182831,0.11277232319116592,0.1736050546169281,0.10348000377416611,0.06227398291230202,0.15798738598823547,0.13989683985710144,-1.5707963705062866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight
1,1,1289,False,0.1218319833278656,-0.004986703395843506,0.4573238790035248,0.7999749779701233,0.7337477207183838,1.7882977724075317,0.3998362123966217,1.1324776411056519,0.2780042290687561,0.8049616813659668,1.5683116912841797,29.87159001764443,0.046178239893305016,29.877948408627834,0.9997883824671685,1.0368228735658718,0.24317296179832548,1.143145372026287,straight
