scene_index,target_interaction_gnn_ade_snr5,target_interaction_gnn_fde_snr5,proposed_ade_snr5,proposed_fde_snr5,ade_gain_snr5,fde_gain_snr5,target_error_cv_snr5,target_interaction_gnn_ade_snr20,target_interaction_gnn_fde_snr20,proposed_ade_snr20,proposed_fde_snr20,ade_gain_snr20,fde_gain_snr20,target_error_cv_snr20,median_distance_score,imbalance_score,selection_score,eligible
1165,1.2003072500228882,1.7986373901367188,1.2011574506759644,1.9340592622756958,-0.0007083191849919758,-0.07529136938973748,0.39389654994010925,0.8740424513816833,1.7535862922668457,0.7805036902427673,1.5528438091278076,0.10701855612510612,0.1144753948090801,0.8300318121910095,0.1276426009984208,0.6119641810655594,0.2806336462648107,False
305,1.1497201919555664,1.4048089981079102,1.085107684135437,1.3722938299179077,0.05619846313234664,0.02314561497954243,0.19865357875823975,0.9709376692771912,1.915105938911438,0.896819531917572,1.8940895795822144,0.07633665857747177,0.01097399308425178,0.6888824701309204,0.16988438735264438,0.4437680244445801,0.2808263934637894,True
372,1.147413969039917,1.7481927871704102,1.0679277181625366,1.730907678604126,0.06927425761069425,0.00988741556030643,0.6272518634796143,1.0652124881744385,1.7738720178604126,0.9689214825630188,1.7384706735610962,0.09039605400838216,0.019957101720346416,0.8674380779266357,0.0940305770946527,0.747344970703125,0.28086681977043393,True
301,1.0586225986480713,2.0534324645996094,1.1134294271469116,2.2791619300842285,-0.051771829326931196,-0.10992787412106744,0.47281041741371155,0.666318416595459,1.4626293182373047,0.7295026183128357,1.6462810039520264,-0.0948258372329181,-0.1255626996018721,0.502587080001831,0.16168588336976514,0.4876987487077713,0.28361057054670796,False
424,1.2502660751342773,1.7370926141738892,1.0569785833358765,1.5337923765182495,0.1545970858864118,0.11703477177716477,0.6439957022666931,0.6928641200065613,1.5740735530853271,0.6962736248970032,1.5699762105941772,-0.004920885339552014,0.002603018444162751,0.2097904086112976,0.1781785091951622,0.42689305543899536,0.28490177305491104,False
260,0.9360804557800293,1.6880817413330078,0.9370713233947754,1.7677433490753174,-0.0010585282585783833,-0.04719061037850224,0.4699530601501465,0.9466452598571777,1.84417724609375,0.938663899898529,1.8566689491271973,0.00843120469419859,-0.006773591345358266,0.7059038877487183,0.14294926379020537,0.5879284739494324,0.28993138227756343,False
31,0.8055553436279297,1.4032371044158936,0.9915149807929993,2.0263566970825195,-0.23084650686764074,-0.44405866314802406,0.8943013548851013,0.8060901761054993,1.7153714895248413,0.8721508383750916,1.8595411777496338,-0.0819519505730168,-0.08404575283265758,0.8607782125473022,0.07748350204659493,0.8775397837162018,0.2968684479756454,False
276,1.2399019002914429,2.305100917816162,1.3149197101593018,2.211071491241455,-0.060503020319773455,0.04079189151674535,0.4234905242919922,0.9151903986930847,1.8035547733306885,0.8809324502944946,1.6840146780014038,0.03743259156511182,0.06628026888727406,0.5055774450302124,0.18440009716255432,0.4645339846611023,0.3005335933278299,False
332,0.9108054041862488,1.7327595949172974,0.9450918436050415,1.8246479034423828,-0.03764408869469286,-0.05303003878588892,0.24544309079647064,0.6867432594299316,1.2538728713989258,0.6460880637168884,1.2295644283294678,0.05919999236219844,0.01938668873371307,0.12841472029685974,0.2563722523027239,0.1869289055466652,0.3031044786893902,False
668,1.239052414894104,2.7192447185516357,1.0955971479415894,2.2007620334625244,0.11577820698148197,0.1906715793366598,0.25644975900650024,1.3165695667266846,3.3411262035369873,0.971670925617218,2.362572193145752,0.26196765429339924,0.292881486893646,0.27330341935157776,0.24004357859547293,0.264876589179039,0.3062627258902327,True
884,0.9468221664428711,1.3107061386108398,0.9477505087852478,1.3127543926239014,-0.0009804822650745608,-0.0015627103228740336,0.29835793375968933,0.9328937530517578,1.584213137626648,0.9213783144950867,1.5614182949066162,0.012343783543410924,0.014388747434692595,0.3127869665622711,0.23029587317828482,0.3055724501609802,0.30668898571852987,False
1170,0.9169856905937195,1.6044461727142334,1.0134443044662476,1.7471659183502197,-0.10519096956690148,-0.08895265423242468,0.16314858198165894,0.6217703819274902,1.3115108013153076,0.6495671272277832,1.2353546619415283,-0.04470580476046956,0.058067489263071786,0.3810214400291443,0.24003027727931064,0.2720850110054016,0.30805153003066105,False
