origin,slot,episode_id,source_block,qgnn_ADE,qgnn_FDE,gnn_ADE,gnn_FDE
121,1,s1_t1118937000200_a1538,22,0.008611108176410198,0.012239763513207436,0.01739264465868473,0.029278475791215897
121,2,s1_t1118937000200_a1538,22,0.013481872156262398,0.01438408624380827,0.009204997681081295,0.006988405715674162
121,3,s1_t1118937000200_a1538,22,0.05306126922369003,0.13042867183685303,0.033744800835847855,0.14833158254623413
121,4,s1_t1118937000200_a1538,22,0.5995680093765259,1.2503256797790527,0.9427273869514465,2.2182931900024414
121,5,s1_t1118937000200_a1538,22,0.005762080661952496,0.009015500545501709,0.006655548699200153,0.010031770914793015
122,0,s1_t1118937000200_a1538,22,0.008301207795739174,0.0025718233082443476,0.006127791944891214,0.009300107136368752
122,1,s1_t1118937000200_a1538,22,0.01645045541226864,0.02013283036649227,0.024634631350636482,0.03722440451383591
122,2,s1_t1118937000200_a1538,22,0.013738127425312996,0.01495614368468523,0.009167542681097984,0.006944631226360798
122,3,s1_t1118937000200_a1538,22,0.14687423408031464,0.33791032433509827,0.15951082110404968,0.37390074133872986
122,4,s1_t1118937000200_a1538,22,0.42076006531715393,0.7763696908950806,0.49567756056785583,0.9505938291549683
122,5,s1_t1118937000200_a1538,22,0.005661935545504093,0.008795215748250484,0.006597435567528009,0.01004400197416544
123,0,s1_t1118937000200_a1538,22,0.00851092953234911,0.009806381538510323,0.01122802123427391,0.0194146279245615
123,1,s1_t1118937000200_a1538,22,0.017309702932834625,0.02133309654891491,0.014853489585220814,0.025064118206501007
123,2,s1_t1118937000200_a1538,22,0.01385500468313694,0.015194728039205074,0.009189200587570667,0.007048611529171467
123,3,s1_t1118937000200_a1538,22,0.021289676427841187,0.025127168744802475,0.018313530832529068,0.01262411754578352
123,4,s1_t1118937000200_a1538,22,0.01957007311284542,0.03818623349070549,0.012945093214511871,0.014491979032754898
123,5,s1_t1118937000200_a1538,22,0.005719846114516258,0.008948393166065216,0.006652334239333868,0.010155944153666496
124,0,s1_t1118937000200_a1538,22,0.010854053311049938,0.008209049701690674,0.009906880557537079,0.01376740075647831
124,1,s1_t1118937000200_a1538,22,0.020959913730621338,0.026226919144392014,0.021488210186362267,0.03370627015829086
124,2,s1_t1118937000200_a1538,22,0.013921183533966541,0.015303232707083225,0.009205931797623634,0.007124138996005058
124,3,s1_t1118937000200_a1538,22,0.022055264562368393,0.02556178718805313,0.01758863963186741,0.0107301976531744
124,4,s1_t1118937000200_a1538,22,0.005652606952935457,0.009563843719661236,0.008753067813813686,0.012150433845818043
124,5,s1_t1118937000200_a1538,22,0.005749172531068325,0.009010855108499527,0.006715285126119852,0.010240246541798115
125,0,s1_t1118937000200_a1538,22,0.009865676052868366,0.012397111393511295,0.013166002929210663,0.022185342386364937
125,1,s1_t1118937000200_a1538,22,0.027817338705062866,0.09355912357568741,0.030220651999115944,0.08398669213056564
125,2,s1_t1118937000200_a1538,22,0.013917399570345879,0.015293190255761147,0.009195131249725819,0.007092649582773447
125,3,s1_t1118937000200_a1538,22,0.021937662735581398,0.025190016254782677,0.016725488007068634,0.009049765765666962
125,4,s1_t1118937000200_a1538,22,0.005661888513714075,0.009709206409752369,0.008698588237166405,0.012593436986207962
125,5,s1_t1118937000200_a1538,22,0.005755546502768993,0.008998879231512547,0.0067106387577950954,0.010228321887552738
126,0,s1_t1118937000200_a1538,22,0.010212269611656666,0.00876616407185793,0.010529374703764915,0.01562374085187912
126,1,s1_t1118937000200_a1538,22,0.09980731457471848,0.21997296810150146,0.09421204030513763,0.20704811811447144
126,2,s1_t1118937000200_a1538,22,0.01391146145761013,0.015281382948160172,0.00917563121765852,0.007045303005725145
126,3,s1_t1118937000200_a1538,22,0.021937597543001175,0.025190671905875206,0.016724148765206337,0.009048936888575554
126,4,s1_t1118937000200_a1538,22,0.005662681069225073,0.00970928743481636,0.008697493001818657,0.01260056346654892
126,5,s1_t1118937000200_a1538,22,0.00579459685832262,0.009062450379133224,0.006694058421999216,0.010181923396885395
127,0,s1_t1118937000200_a1538,22,0.008569508790969849,0.013891350477933884,0.014909038320183754,0.02563055232167244
127,1,s1_t1118937000200_a1538,22,0.01672523282468319,0.027629056945443153,0.008663477376103401,0.007119513116776943
127,2,s1_t1118937000200_a1538,22,0.01391930878162384,0.015290001407265663,0.008963530883193016,0.006686224136501551
127,3,s1_t1118937000200_a1538,22,0.021937597543001175,0.025190671905875206,0.016724148765206337,0.009048936888575554
127,4,s1_t1118937000200_a1538,22,0.005662681069225073,0.00970928743481636,0.008697493001818657,0.01260056346654892
