horizon_steps,horizon_seconds,ADE,FDE,J,ade_scenes,fde_scenes,ade_targets,fde_targets,valid_points,total_scenes,scenes_without_supervision,ADE_point_trainrule_eval,FDE_trainrule_eval,J_trainrule_eval,ADE_point_scoreable_scenes,FDE_scoreable_scenes,fixed_complete_targets,fixed_complete_scenes,fixed_ADE,fixed_FDE,model,family,checkpoint_stage,split,snr_db
16,1.6,0.4376996083194673,0.8628569211262035,0.8691280688825691,400,400,2867,2812,45454,400,0,0.43904451594030874,0.8628569211262035,0.8704729765034105,0.43904451594030874,0.8628569211262035,2808,400,0.43576525403399274,0.8619080284767351,Q_latest,Q,latest,V_select,10
17,1.7000000000000002,0.46580994065010317,0.9260403814274588,0.9288301313638325,400,400,2867,2812,48266,400,0,0.46734452043660085,0.9260403814274588,0.9303647111503304,0.46734452043660085,0.9260403814274588,2808,400,0.46454734296690936,0.9250607658935769,Q_latest,Q,latest,V_select,10
18,1.8,0.4940843972664122,0.986658527982373,0.9874136612575987,400,400,2867,2810,51076,400,0,0.49584852311664973,0.986658527982373,0.9891777871078362,0.49584852311664973,0.986658527982373,2808,400,0.4935494363093942,0.986585023131635,Q_latest,Q,latest,V_select,10
19,1.9000000000000001,0.5228236901459367,1.0532414457615493,1.0494444130267113,400,400,2867,2809,53885,400,0,0.5248502352517781,1.0532414457615493,1.0514709581325525,0.5248502352517781,1.0532414457615493,2808,400,0.5230293853832435,1.0536684687125313,Q_latest,Q,latest,V_select,10
20,2.0,0.5520804230814044,1.122944542041926,1.1135526941023675,400,400,2867,2808,56693,400,0,0.5544135502348886,1.122944542041926,1.1158858212558513,0.5544135502348886,1.122944542041926,2808,400,0.5530251432161777,1.122944542041926,Q_latest,Q,latest,V_select,10
1,0.1,0.04615805722626238,0.04615805722626238,0.06923708583939357,400,400,2867,2867,2867,400,0,0.04615805722626238,0.04615805722626238,0.06923708583939356,0.04615805722626238,0.04615805722626238,2808,400,0.044583499076235995,0.044583499076235995,Q_latest,Q,latest,V_select,15
2,0.2,0.06934323113815966,0.09208217566172255,0.11538431896902093,400,400,2867,2863,5730,400,0,0.06910887969024225,0.09208217566172255,0.11514996752110353,0.06910887969024225,0.09208217566172255,2808,400,0.06709214717040403,0.08960079526457206,Q_latest,Q,latest,V_select,15
3,0.30000000000000004,0.09459036110521823,0.1450178052200806,0.16709926371525852,400,400,2867,2858,8588,400,0,0.0943373781946369,0.1450178052200806,0.16684628080467717,0.0943373781946369,0.1450178052200806,2808,400,0.091505035804909,0.14033081307391893,Q_latest,Q,latest,V_select,15
4,0.4,0.12049084329687094,0.19853062030232485,0.21975615344803337,400,400,2867,2854,11442,400,0,0.1203028505387793,0.19853062030232485,0.21956816068994173,0.1203028505387793,0.19853062030232485,2808,400,0.11666840075479037,0.19215849560443451,Q_latest,Q,latest,V_select,15
5,0.5,0.14690755070972217,0.2534101007241236,0.273612601071784,400,400,2867,2853,14295,400,0,0.1468286200362158,0.2534101007241236,0.2735336703982776,0.1468286200362158,0.2534101007241236,2808,400,0.142424584420996,0.2454493190858185,Q_latest,Q,latest,V_select,15
6,0.6000000000000001,0.17312830802652068,0.3052352367379967,0.325745926395519,400,400,2867,2845,17140,400,0,0.1730946689358734,0.3052352367379967,0.3257122873048718,0.1730946689358734,0.3052352367379967,2808,400,0.16838927005514948,0.2982126982259166,Q_latest,Q,latest,V_select,15
7,0.7000000000000001,0.19934189716756007,0.3582322602424742,0.3784580272887972,400,400,2867,2845,19985,400,0,0.19941691624482755,0.3582322602424742,0.3785330463660646,0.19941691624482755,0.3582322602424742,2808,400,0.1943915107314103,0.3504049547889755,Q_latest,Q,latest,V_select,15
8,0.8,0.22519479069552395,0.4081902888465968,0.42928993511882235,400,400,2867,2842,22827,400,0,0.22537672459523317,0.4081902888465968,0.42947186901853157,0.22537672459523317,0.4081902888465968,2808,400,0.22024197260164763,0.401195205693309,Q_latest,Q,latest,V_select,15
9,0.9,0.2509914798780889,0.45988249873770526,0.4809327292469415,400,400,2867,2841,25668,400,0,0.2513052809565921,0.45988249873770526,0.48124653032544473,0.2513052809565921,0.45988249873770526,2808,400,0.2461333016912021,0.45326393440763796,Q_latest,Q,latest,V_select,15
10,1.0,0.27668527715975644,0.5111310256697733,0.5322507899946431,400,400,2867,2840,28508,400,0,0.2771547077826861,0.5111310256697733,0.5327202206175727,0.2771547077826861,0.5111310256697733,2808,400,0.27200209070097103,0.5048211917888911,Q_latest,Q,latest,V_select,15
11,1.1,0.30261874468994954,0.5656940207791524,0.5854657550795257,400,400,2867,2835,31343,400,0,0.30321902757005675,0.5656940207791524,0.586066037959633,0.30321902757005675,0.5656940207791524,2808,400,0.29823766139976043,0.5605933683876549,Q_latest,Q,latest,V_select,15
12,1.2000000000000002,0.3287332574288928,0.6201092397735858,0.6387878773156856,400,400,2867,2831,34174,400,0,0.32945394327864796,0.6201092397735858,0.6395085631654409,0.32945394327864796,0.6201092397735858,2808,400,0.32475269808644347,0.6164181016399567,Q_latest,Q,latest,V_select,15
13,1.3,0.3553119372515146,0.6790364587984322,0.6948301666507307,400,400,2867,2826,37000,400,0,0.3561237394058642,0.6790364587984322,0.6956419688050802,0.3561237394058642,0.6790364587984322,2808,400,0.351772310602544,0.6760076607957503,Q_latest,Q,latest,V_select,15
14,1.4000000000000001,0.38235070914417835,0.7409379242310848,0.7528196712597208,400,400,2867,2822,39822,400,0,0.3833247068795729,0.7409379242310848,0.7537936689951152,0.3833247068795729,0.7409379242310848,2808,400,0.37924405286747354,0.7363767023115568,Q_latest,Q,latest,V_select,15
15,1.5,0.40991193408777277,0.805105446924357,0.8124646575499512,400,400,2867,2820,42642,400,0,0.4111134625375844,0.805105446924357,0.813666185999763,0.4111134625375844,0.805105446924357,2808,400,0.40727973352442476,0.7997792627217433,Q_latest,Q,latest,V_select,15
16,1.6,0.43764688420378706,0.8627979199219027,0.8690458441647384,400,400,2867,2812,45454,400,0,0.43898533996826283,0.8627979199219027,0.8703842999292141,0.43898533996826283,0.8627979199219027,2808,400,0.4356906116781502,0.8618537839840306,Q_latest,Q,latest,V_select,15
17,1.7000000000000002,0.4657577724577353,0.9259756540225519,0.9287455994690113,400,400,2867,2812,48266,400,0,0.46728504261507103,0.9259756540225519,0.9302728696263469,0.46728504261507103,0.9259756540225519,2808,400,0.46447358334824046,0.9250011300696849,Q_latest,Q,latest,V_select,15
18,1.8,0.4940329963595692,0.9866002203923868,0.9873331065557627,400,400,2867,2810,51076,400,0,0.49578910467709014,0.9866002203923868,0.9890892148732836,0.49578910467709014,0.9866002203923868,2808,400,0.4934765764959288,0.986527460006632,Q_latest,Q,latest,V_select,15
19,1.9000000000000001,0.522774233713757,1.053207895814404,1.049378181620959,400,400,2867,2809,53885,400,0,0.524792141699601,1.053207895814404,1.0513960896068033,0.524792141699601,1.053207895814404,2808,400,0.5229585857277746,1.0536347519009983,Q_latest,Q,latest,V_select,15
20,2.0,0.5520340850636384,1.1229379716044787,1.1135030708658777,400,400,2867,2808,56693,400,0,0.5543580017686207,1.1229379716044787,1.1158269875708602,0.5543580017686207,1.1229379716044787,2808,400,0.5529575550216098,1.1229379716044787,Q_latest,Q,latest,V_select,15
1,0.1,0.046181571275304395,0.046181571275304395,0.06927235691295659,400,400,2867,2867,2867,400,0,0.046181571275304395,0.046181571275304395,0.0692723569129566,0.046181571275304395,0.046181571275304395,2808,400,0.04460626634180751,0.04460626634180751,Q_latest,Q,latest,V_select,20
2,0.2,0.06938171942330282,0.09213561079304061,0.11544952481982312,400,400,2867,2863,5730,400,0,0.0691473577486669,0.09213561079304061,0.11521516314518719,0.0691473577486669,0.09213561079304061,2808,400,0.06712920162556676,0.08965213690932602,Q_latest,Q,latest,V_select,20
3,0.30000000000000004,0.09463247684829536,0.14506706739545908,0.1671660105460249,400,400,2867,2858,8588,400,0,0.09437946371188186,0.14506706739545908,0.1669129974096114,0.09437946371188186,0.14506706739545908,2808,400,0.09154475657497795,0.14037586647380035,Q_latest,Q,latest,V_select,20
4,0.4,0.12053721393668866,0.19858964411697935,0.21983203599517834,400,400,2867,2854,11442,400,0,0.12034918252098808,0.19858964411697935,0.21964400457947775,0.12034918252098808,0.19858964411697935,2808,400,0.1167114814832806,0.1922116562081885,Q_latest,Q,latest,V_select,20
5,0.5,0.14695047998668392,0.2534391055355389,0.27367003275445334,400,400,2867,2853,14295,400,0,0.14687149863176055,0.2534391055355389,0.27359105139952994,0.14687149863176055,0.2534391055355389,2808,400,0.1424633069935014,0.24547060903438442,Q_latest,Q,latest,V_select,20
6,0.6000000000000001,0.17316679402405316,0.30525083976499023,0.3257922139065483,400,400,2867,2845,17140,400,0,0.17313303772226618,0.30525083976499023,0.3257584576047612,0.17313303772226618,0.30525083976499023,2808,400,0.16842259457980846,0.2982190325113438,Q_latest,Q,latest,V_select,20
7,0.7000000000000001,0.19937689527813926,0.358245492434841,0.37849964149555976,400,400,2867,2845,19985,400,0,0.1994517390279974,0.358245492434841,0.3785744852454179,0.1994517390279974,0.358245492434841,2808,400,0.19442060767708896,0.35040868626077215,Q_latest,Q,latest,V_select,20
8,0.8,0.22522519899157178,0.40818296179930863,0.4293166798912261,400,400,2867,2842,22827,400,0,0.22540639629250023,0.40818296179930863,0.4294978771921545,0.22540639629250023,0.40818296179930863,2808,400,0.22026631207605563,0.4011862428688222,Q_latest,Q,latest,V_select,20
9,0.9,0.25101580236224125,0.4598525454924184,0.48094207510845044,400,400,2867,2841,25668,400,0,0.2513284245186881,0.4598525454924184,0.4812546972648974,0.2513284245186881,0.4598525454924184,2808,400,0.246151387581563,0.4532319916256221,Q_latest,Q,latest,V_select,20
10,1.0,0.2767033942358424,0.511087397541666,0.5322470930066754,400,400,2867,2840,28508,400,0,0.2771712551440121,0.511087397541666,0.532714953914845,0.2771712551440121,0.511087397541666,2808,400,0.2720139547479624,0.504777059245557,Q_latest,Q,latest,V_select,20
11,1.1,0.30263229147427995,0.565654896874165,0.5854597399113625,400,400,2867,2835,31343,400,0,0.3032305976638273,0.565654896874165,0.5860580461009098,0.3032305976638273,0.565654896874165,2808,400,0.29824489478991867,0.5605542952094806,Q_latest,Q,latest,V_select,20
12,1.2000000000000002,0.3287420670373752,0.6200571561813412,0.6387706451280457,400,400,2867,2831,34174,400,0,0.3294603872525274,0.6200571561813412,0.639488965343198,0.3294603872525274,0.6200571561813412,2808,400,0.3247550711235486,0.6163670107934789,Q_latest,Q,latest,V_select,20
13,1.3,0.35531511785887476,0.6789644670360522,0.6947973513769008,400,400,2867,2826,37000,400,0,0.35612424938374787,0.6789644670360522,0.695606482901774,0.35612424938374787,0.6789644670360522,2808,400,0.3517689717396063,0.6759357791322986,Q_latest,Q,latest,V_select,20
14,1.4000000000000001,0.3823487617997837,0.7408609660971974,0.7527792448483824,400,400,2867,2822,39822,400,0,0.38331978980873244,0.7408609660971974,0.7537502728573312,0.38331978980873244,0.7408609660971974,2808,400,0.37923556896453886,0.7363013328886626,Q_latest,Q,latest,V_select,20
15,1.5,0.4099051093330962,0.8050220207289841,0.8124161196975883,400,400,2867,2820,42642,400,0,0.4111033915033477,0.8050220207289841,0.8136144018678396,0.4111033915033477,0.8050220207289841,2808,400,0.4072663588965273,0.7996974179443638,Q_latest,Q,latest,V_select,20
16,1.6,0.4376360330340265,0.8627225888621675,0.8689973274651102,400,400,2867,2812,45454,400,0,0.4389711087248233,0.8627225888621675,0.870332403155907,0.4389711087248233,0.8627225888621675,2808,400,0.4356733648752143,0.861778454555519,Q_latest,Q,latest,V_select,20
17,1.7000000000000002,0.46574224084295196,0.9258816686298809,0.9286830751578924,400,400,2867,2812,48266,400,0,0.4672660267916925,0.9258816686298809,0.9302068611066331,0.4672660267916925,0.9258816686298809,2808,400,0.46445180680229853,0.9249068776356482,Q_latest,Q,latest,V_select,20
18,1.8,0.49401406120637614,0.9865198753196214,0.9872739988661868,400,400,2867,2810,51076,400,0,0.4957666056872989,0.9865198753196214,0.9890265433471097,0.4957666056872989,0.9865198753196214,2808,400,0.4934515675479295,0.986447500223656,Q_latest,Q,latest,V_select,20
19,1.9000000000000001,0.522752487945081,1.0531310948468873,1.0493180353685245,400,400,2867,2809,53885,400,0,0.5247667442577094,1.0531310948468873,1.0513322916811532,0.5247667442577094,1.0531310948468873,2808,400,0.5229308145355528,1.053557260312771,Q_latest,Q,latest,V_select,20
20,2.0,0.5520085709764804,1.1228360709965015,1.1134266064747311,400,400,2867,2808,56693,400,0,0.5543287515187814,1.1228360709965015,1.115746787017032,0.5543287515187814,1.1228360709965015,2808,400,0.5529260773586002,1.1228360709965015,Q_latest,Q,latest,V_select,20
1,0.1,0.05117894398603304,0.05117894398603304,0.07676841597904956,5436,5436,34342,34342,34342,5549,113,0.050136734458114195,0.050136734458114195,0.07520510168717129,0.05117894398603304,0.05117894398603304,33073,5399,0.04925165413263874,0.04925165413263874,A_best,A,best,train,5
2,0.2,0.07657044402773944,0.10187412471196851,0.12750750638372368,5436,5436,34342,34284,68626,5549,113,0.07494867665718957,0.09979955702545701,0.12484845516991806,0.07650666055385301,0.10187412471196851,33073,5399,0.07357249231613573,0.09789333049963275,A_best,A,best,train,5
3,0.30000000000000004,0.10220408842359338,0.15346872615782978,0.17893845150250826,5436,5433,34342,34216,102842,5549,113,0.10003531603934408,0.15026051346467637,0.17516557277168227,0.10211478452949233,0.15346872615782978,33073,5399,0.09835527794467519,0.14792084920175408,A_best,A,best,train,5
4,0.4,0.1277481328847292,0.2048570049885172,0.2301766353789878,5436,5431,34342,34151,136993,5549,113,0.12509578084405593,0.20050070176475707,0.22534613172643445,0.12769618982775321,0.2048570049885172,33073,5399,0.12321479464921638,0.19779334476284,A_best,A,best,train,5
5,0.5,0.15289147071007353,0.2545742970005743,0.2801786192103607,5436,5430,34342,34083,171076,5549,113,0.14979314819100747,0.24911487343901936,0.27435058491051717,0.15290694983662628,0.2545742970005743,33073,5399,0.1476702895937456,0.2454922693718623,A_best,A,best,train,5
6,0.6000000000000001,0.17679557988675298,0.2980858274142413,0.3258384935938736,5436,5427,34342,33999,205075,5549,113,0.17329427936723218,0.29153212928042666,0.3190603440074455,0.17689660710242297,0.2980858274142413,33073,5399,0.17107018438440474,0.2880696583377004,A_best,A,best,train,5
7,0.7000000000000001,0.20015620390906913,0.3428869650484761,0.3715996864333072,5436,5427,34342,33941,239016,5549,113,0.19629484191570584,0.3353482716377869,0.3639689777345993,0.20037529024839063,0.3428869650484761,33073,5399,0.19401210097409305,0.33166360051222316,A_best,A,best,train,5
8,0.8,0.22304787736088583,0.3869530002726511,0.4165243774972114,5436,5424,34342,33874,272890,5549,113,0.21885766251623331,0.3782362720271868,0.40797579852982674,0.22340713195411674,0.3869530002726511,33073,5399,0.21672333088616352,0.3757019402706569,A_best,A,best,train,5
9,0.9,0.24540142062010897,0.42865044871671654,0.45972664497846727,5436,5422,34342,33812,306702,5549,113,0.2409010860444686,0.4188399230387524,0.45032104756384483,0.24590877970212593,0.42865044871671654,33073,5399,0.23906771635219054,0.4178228000804061,A_best,A,best,train,5
10,1.0,0.2673910152678826,0.47026783515059384,0.5025249328431796,5436,5421,34342,33745,340447,5549,113,0.26256772056926864,0.4594200638585996,0.49227775249856853,0.2680258060042075,0.47026783515059384,33073,5399,0.2612215585725177,0.4606061385554626,A_best,A,best,train,5
11,1.1,0.289049747199905,0.5118338905373319,0.544966692468571,5436,5418,34342,33666,374113,5549,113,0.2839206695899696,0.4997505891027688,0.533795964141354,0.28982262611382287,0.5118338905373319,33073,5399,0.28312865912224966,0.5021996646195686,A_best,A,best,train,5
12,1.2000000000000002,0.3106770031912365,0.5563254694690826,0.5888397379257777,5436,5418,34342,33608,407721,5549,113,0.3052808199183462,0.5431918171893115,0.576876728513002,0.3116267972271713,0.5563254694690826,33073,5399,0.3051028564986925,0.5468190276395648,A_best,A,best,train,5
13,1.3,0.3320454109307303,0.5977212246821678,0.6309060232718142,5436,5415,34342,33540,441261,5549,113,0.3263937783915953,0.5832871565424291,0.6180373566628098,0.33317863802335584,0.5977212246821678,33073,5399,0.32687117282515793,0.5880909687427427,A_best,A,best,train,5
14,1.4000000000000001,0.3533017958571796,0.6400964139338526,0.673350002824106,5436,5413,34342,33475,474736,5549,113,0.3474030901130247,0.6244083417956288,0.6596072610108391,0.354624677527074,0.6400964139338526,33073,5399,0.34862775220883285,0.6314632841966064,A_best,A,best,train,5
15,1.5,0.3746711821613098,0.6854245134763901,0.7173834388995048,5436,5410,34342,33406,508142,5549,113,0.368524471704021,0.6682549320431196,0.7026519377255808,0.3761851165352488,0.6854245134763901,33073,5399,0.3706345019030245,0.6787289976217071,A_best,A,best,train,5
16,1.6,0.3958823404335987,0.7273093822848795,0.7595370315760385,5436,5407,34342,33329,541471,5549,113,0.3895135334117484,0.7086973923255259,0.7438622295745113,0.3976104850812715,0.7273093822848795,33073,5399,0.39253257645647815,0.7210036947582837,A_best,A,best,train,5
17,1.7000000000000002,0.4173075648832676,0.7759722122462914,0.8052936710064134,5436,5407,34342,33272,574743,5549,113,0.41075679412803423,0.7561149309092985,0.7888142595826835,0.41929533675799524,0.7759722122462914,33073,5399,0.414720966897855,0.769735213959884,A_best,A,best,train,5
18,1.8,0.43886457239373633,0.8232169679901511,0.8504730563888119,5436,5404,34342,33207,607950,5549,113,0.43214985152738555,0.8017056217370294,0.8330026623959003,0.4411330989929107,0.8232169679901511,33073,5399,0.43715326078971894,0.8185022569514061,A_best,A,best,train,5
19,1.9000000000000001,0.46073617038107345,0.8748680114250205,0.8981701760935836,5436,5402,34342,33140,641090,5549,113,0.4538772952926338,0.8516916557430096,0.8797231231641386,0.46331219859801787,0.8748680114250205,33073,5399,0.4600501599105884,0.8721943440862397,A_best,A,best,train,5
20,2.0,0.48276928346454484,0.9236322545440169,0.9445854107365532,5436,5399,34342,33073,674163,5549,113,0.47576576066300486,0.8986647219829065,0.9250981216544579,0.4856556670196862,0.9236322545440169,33073,5399,0.48322926464225996,0.9236322545440169,A_best,A,best,train,5
1,0.1,0.05106263002343289,0.05106263002343289,0.07659394503514934,5436,5436,34342,34342,34342,5549,113,0.05002278911648607,0.05002278911648607,0.0750341836747291,0.05106263002343289,0.05106263002343289,33073,5399,0.04913196790486258,0.04913196790486258,A_best,A,best,train,10
2,0.2,0.0764705220002067,0.10179026383942825,0.12736565391992083,5436,5436,34342,34284,68626,5549,113,0.07485062825273582,0.09971740389820366,0.12470933020183764,0.076406573983523,0.10179026383942825,33073,5399,0.07346943264671044,0.0978068973885583,A_best,A,best,train,10
3,0.30000000000000004,0.1021040068293586,0.15336882182135855,0.1787884177400379,5436,5433,34342,34216,102842,5549,113,0.09993691636792815,0.15016269759514164,0.17501826516549895,0.10201433939029313,0.15336882182135855,33073,5399,0.09825140378307189,0.1478153460557948,A_best,A,best,train,10
4,0.4,0.12765173202026336,0.2047732471356629,0.23003835558809482,5436,5431,34342,34151,136993,5549,113,0.12500118363664675,0.20041872503041722,0.22521054615185537,0.12759962619568668,0.2047732471356629,33073,5399,0.12311371946028402,0.19770066649192042,A_best,A,best,train,10
5,0.5,0.15279750607085613,0.25448985223334214,0.2800424321875272,5436,5430,34342,34083,171076,5549,113,0.14970091396309748,0.24903223961561505,0.274217033770905,0.1528127983041258,0.25448985223334214,33073,5399,0.147571442318468,0.245402333751204,A_best,A,best,train,10
6,0.6000000000000001,0.17670005130730945,0.29797877711304865,0.3256894398638338,5436,5427,34342,33999,205075,5549,113,0.17320020988223095,0.29142743258109843,0.31891392617278014,0.17680058216271147,0.29797877711304865,33073,5399,0.17096952230373735,0.287959922230084,A_best,A,best,train,10
7,0.7000000000000001,0.2000601769112282,0.34278492330702065,0.37145263856473854,5436,5427,34342,33941,239016,5549,113,0.19619998992398657,0.3352484733802849,0.363824226614129,0.20027846653572504,0.34278492330702065,33073,5399,0.19391077206778393,0.33155827065206356,A_best,A,best,train,10
8,0.8,0.22295301880730614,0.386865583625307,0.4163858106199596,5436,5424,34342,33874,272890,5549,113,0.2187638193476395,0.3781508245780618,0.4078392316366704,0.22331133803532957,0.386865583625307,33073,5399,0.21662276874283073,0.37560674546815814,A_best,A,best,train,10
9,0.9,0.2453072675377667,0.4285587233813397,0.4595866292284365,5436,5422,34342,33812,306702,5549,113,0.2408077106571939,0.418750297021738,0.4501828591680629,0.24581346328858883,0.4285587233813397,33073,5399,0.23896811561634138,0.4177308906044266,A_best,A,best,train,10
10,1.0,0.2672997766911746,0.4701955789641669,0.502397566173258,5436,5421,34342,33745,340447,5549,113,0.26247680636094,0.45934947442147217,0.4921515435716761,0.267933001930989,0.4701955789641669,33073,5399,0.2611249945036831,0.4605369044897589,A_best,A,best,train,10
11,1.1,0.28895938349548306,0.5117423419452379,0.544830554468102,5436,5418,34342,33666,374113,5549,113,0.2838301240224996,0.4996612017767705,0.5336607249108848,0.28973019834452723,0.5117423419452379,33073,5399,0.28303235289293466,0.50210593678545,A_best,A,best,train,10
12,1.2000000000000002,0.3105870745525309,0.5562298373232382,0.58870199321415,5436,5418,34342,33608,407721,5549,113,0.3051902472614011,0.5430984427135167,0.5767394686181594,0.3115343418052823,0.5562298373232382,33073,5399,0.30500588988490496,0.5467147967965781,A_best,A,best,train,10
13,1.3,0.3319558128482244,0.597622971863657,0.6307672987800529,5436,5415,34342,33540,441261,5549,113,0.32630311863075523,0.5831912763816369,0.6178987568215737,0.33308609368691333,0.597622971863657,33073,5399,0.326772775434073,0.5879754020240898,A_best,A,best,train,10
14,1.4000000000000001,0.35321210636880757,0.6399910845431396,0.6732076486403773,5436,5413,34342,33475,474736,5549,113,0.34731201716610133,0.624305593914582,0.6594648141233922,0.354531711415507,0.6399910845431396,33073,5399,0.34852751272864463,0.6313390975580753,A_best,A,best,train,10
15,1.5,0.37458133190102916,0.6853190137019199,0.7172408387519891,5436,5410,34342,33406,508142,5549,113,0.3684329605465696,0.6681520749914195,0.7025089980422794,0.3760917031039211,0.6853190137019199,33073,5399,0.3705324491039809,0.6786015583586898,A_best,A,best,train,10
16,1.6,0.3957923281417161,0.7272027332270312,0.7593936947552318,5436,5407,34342,33329,541471,5549,113,0.38942152497741345,0.7085934724380173,0.7437182611964219,0.3975165640359947,0.7272027332270312,33073,5399,0.3924292233478014,0.720880837005109,A_best,A,best,train,10
17,1.7000000000000002,0.4172177337270557,0.7758648315041593,0.8051501494791353,5436,5407,34342,33272,574743,5549,113,0.41066442667714836,0.7560102980614506,0.7886695757078738,0.41920104923316714,0.7758648315041593,33073,5399,0.4146171075414991,0.7696232546406612,A_best,A,best,train,10
18,1.8,0.4387770873545267,0.8231530812036857,0.8503536279563695,5436,5404,34342,33207,607950,5549,113,0.43205925961807434,0.8016434043656009,0.8328809618008747,0.44104062391845006,0.8231530812036857,33073,5399,0.43705150842044455,0.8184363233625184,A_best,A,best,train,10
19,1.9000000000000001,0.46065178687114244,0.8748219188056533,0.8980627462739691,5436,5402,34342,33140,641090,5549,113,0.45378923654121317,0.8516467841751918,0.8796126286288092,0.4632223093390714,0.8748219188056533,33073,5399,0.4599513840548336,0.8721491454738355,A_best,A,best,train,10
20,2.0,0.48268726188615085,0.9235775621154757,0.9444760429438888,5436,5399,34342,33073,674163,5549,113,0.47567947323193027,0.8986115079944953,0.9249852272291779,0.48556758590213045,0.9235775621154757,33073,5399,0.4831326929578657,0.9235775621154757,A_best,A,best,train,10
1,0.1,0.051037235973043216,0.051037235973043216,0.07655585395956482,5436,5436,34342,34342,34342,5549,113,0.04999791219128905,0.04999791219128905,0.07499686828693357,0.051037235973043216,0.051037235973043216,33073,5399,0.04910692193033503,0.04910692193033503,A_best,A,best,train,15
2,0.2,0.07644785856795283,0.10177086142955391,0.1273332892827298,5436,5436,34342,34284,68626,5549,113,0.0748286142639245,0.09969839659957738,0.1246778125637132,0.07638410238236149,0.10177086142955391,33073,5399,0.07344623623050905,0.09778555053068304,A_best,A,best,train,15
3,0.30000000000000004,0.1020819847443165,0.15334838561409897,0.17875617755136597,5436,5433,34342,34216,102842,5549,113,0.09991553872974804,0.15014268859999993,0.17498688302974802,0.10199251736780203,0.15334838561409897,33073,5399,0.09823108752161575,0.14780079010382913,A_best,A,best,train,15
4,0.4,0.1276318633239074,0.2047616140616781,0.23001267035474646,5436,5431,34342,34151,136993,5549,113,0.12498158463990915,0.20040733933483038,0.2251852543073243,0.127579619787869,0.2047616140616781,33073,5399,0.12309638451270953,0.19769227548599091,A_best,A,best,train,15
5,0.5,0.15277965413306027,0.2544829127575725,0.2800211105118465,5436,5430,34342,34083,171076,5549,113,0.1496830348594567,0.24902544895902307,0.2741957593389682,0.15279454754141375,0.2544829127575725,33073,5399,0.1475574193498549,0.24540155869843625,A_best,A,best,train,15
6,0.6000000000000001,0.1766837163463455,0.2979730135045625,0.32567022309862675,5436,5427,34342,33999,205075,5549,113,0.17318372662723677,0.29142179569098225,0.31889462447272793,0.17678375626463153,0.2979730135045625,33073,5399,0.17095840916799818,0.28796335825871466,A_best,A,best,train,15
7,0.7000000000000001,0.2000440528913812,0.3427710324960349,0.3714295691393986,5436,5427,34342,33941,239016,5549,113,0.19618346801563116,0.33523488797188344,0.3638009120015729,0.20026160118078318,0.3427710324960349,33073,5399,0.19390068419213063,0.33155433433692566,A_best,A,best,train,15
8,0.8,0.22293612914878072,0.38684351385324783,0.41635788607540464,5436,5424,34342,33874,272890,5549,113,0.2187463163001377,0.37812925196251873,0.40781094228139697,0.22329347114596468,0.38684351385324783,33073,5399,0.21661242358445756,0.3755945993307459,A_best,A,best,train,15
9,0.9,0.2452906678801925,0.42854776490752544,0.4595645503339552,5436,5422,34342,33812,306702,5549,113,0.24079053106240375,0.41873958935458694,0.4501603257396972,0.24579592657565832,0.42854776490752544,33073,5399,0.2389585478934393,0.4177275423652929,A_best,A,best,train,15
10,1.0,0.2672838490436054,0.4701896633539428,0.5023786807205768,5436,5421,34342,33745,340447,5549,113,0.26246038983231,0.45934369526792646,0.4921322374662733,0.2679162441463371,0.4701896633539428,33073,5399,0.2611165468485481,0.4605385374445275,A_best,A,best,train,15
11,1.1,0.28894392493399346,0.5117361484295739,0.5448119991487804,5436,5418,34342,33666,374113,5549,113,0.28381428134659303,0.4996551544767402,0.5336418585849632,0.2897140263414726,0.5117361484295739,33073,5399,0.28302464721199694,0.5021056508464852,A_best,A,best,train,15
12,1.2000000000000002,0.31057283382809936,0.5562336852410675,0.5886896764486331,5436,5418,34342,33608,407721,5549,113,0.30517567386714156,0.5431021997902512,0.5767267737622671,0.3115194654688684,0.5562336852410675,33073,5399,0.30499962460604907,0.5467243759406234,A_best,A,best,train,15
13,1.3,0.3319430188379601,0.5976337428116597,0.63075989024379,5436,5415,34342,33540,441261,5549,113,0.3262901133504953,0.5832017872274531,0.6178910069642218,0.3330728180614235,0.5976337428116597,33073,5399,0.3267683003190011,0.5879924088744254,A_best,A,best,train,15
14,1.4000000000000001,0.35320114533861086,0.6400085874703135,0.6732054390737676,5436,5413,34342,33475,474736,5549,113,0.3473009139867205,0.6243226678639047,0.6594622479186729,0.354520377430521,0.6400085874703135,33073,5399,0.3485251337544586,0.6313639684154054,A_best,A,best,train,15
15,1.5,0.3745725934946763,0.6853479861505156,0.7172465865699341,5436,5410,34342,33406,508142,5549,113,0.36842417600173244,0.6681803216929699,0.7025143368482173,0.37608273595173164,0.6853479861505156,33073,5399,0.3705323467443795,0.6786333286032727,A_best,A,best,train,15
16,1.6,0.39578518039014193,0.7272267755157964,0.7593985681480402,5436,5407,34342,33329,541471,5549,113,0.38941452159459267,0.7086168994798903,0.7437229713345378,0.39750941507144855,0.7272267755157964,33073,5399,0.39243053038975984,0.7209032850704639,A_best,A,best,train,15
