horizon_steps,horizon_seconds,ADE,FDE,J,ade_scenes,fde_scenes,ade_targets,fde_targets,valid_points,total_scenes,scenes_without_supervision,ADE_point_trainrule_eval,FDE_trainrule_eval,J_trainrule_eval,ADE_point_scoreable_scenes,FDE_scoreable_scenes,fixed_complete_targets,fixed_complete_scenes,fixed_ADE,fixed_FDE,model,family,checkpoint_stage,split,snr_db
20,2.0,0.5599382179015289,1.150008966269648,1.1349427010363529,400,400,2867,2808,56693,400,0,0.5620691385522845,1.150008966269648,1.1370736216871085,0.5620691385522845,1.150008966269648,2808,400,0.5601088021241024,1.150008966269648,A_latest,A,latest,V_select,10
20,2.0,0.5599450245736659,1.150105688018406,1.134997868582869,400,400,2867,2808,56693,400,0,0.5620660201749018,1.150105688018406,1.1371188641841048,0.5620660201749018,1.150105688018406,2808,400,0.560092397280414,1.150105688018406,A_latest,A,latest,V_select,15
20,2.0,0.55989652904507,1.1499254611037595,1.1348592595969498,400,400,2867,2808,56693,400,0,0.5620141841671152,1.1499254611037595,1.136976914718995,0.5620141841671152,1.1499254611037595,2808,400,0.5600371083166562,1.1499254611037595,A_latest,A,latest,V_select,20
20,2.0,0.4654404833887718,0.8899468236334921,0.9104138952055179,5436,5399,34342,33073,674163,5549,113,0.4583510747172171,0.8658898721926875,0.8912960108135608,0.4678789760128472,0.8899468236334921,33073,5399,0.4652680184472537,0.8899468236334921,G_best,G,best,train,5
20,2.0,0.4653652706394964,0.8899122292670043,0.9103213852729986,5436,5399,34342,33073,674163,5549,113,0.4582722970924361,0.8658562129775736,0.8912004035812228,0.46779856081050925,0.8899122292670043,33073,5399,0.4651774483404884,0.8899122292670043,G_best,G,best,train,10
20,2.0,0.46534353516524574,0.8899314190883651,0.9103092447094283,5436,5399,34342,33073,674163,5549,113,0.4582499513217609,0.8658748840616478,0.8911873933525848,0.46777575053062026,0.8899314190883651,33073,5399,0.4651603537732143,0.8899314190883651,G_best,G,best,train,15
20,2.0,0.46533122236810537,0.8899121608814425,0.9102873028088266,5436,5399,34342,33073,674163,5549,113,0.45823672369854007,0.8658561464406034,0.8911647969188419,0.46776224794025,0.8899121608814425,33073,5399,0.4651444775919614,0.8899121608814425,G_best,G,best,train,20
20,2.0,0.5501724637973416,1.118107217315726,1.1092260724552045,400,400,2867,2808,56693,400,0,0.5519446463190993,1.118107217315726,1.1109982549769624,0.5519446463190993,1.118107217315726,2808,400,0.5491379643465609,1.118107217315726,G_best,G,best,V_select,5
20,2.0,0.5503089760641663,1.1184477589912167,1.1095328555597748,400,400,2867,2808,56693,400,0,0.5520803443058449,1.1184477589912167,1.1113042238014532,0.5520803443058449,1.1184477589912167,2808,400,0.5492725057882928,1.1184477589912167,G_best,G,best,V_select,10
20,2.0,0.5502027495415301,1.1183016262259198,1.1093535626544901,400,400,2867,2808,56693,400,0,0.5519658763252044,1.1183016262259198,1.1111166894381643,0.5519658763252044,1.1183016262259198,2808,400,0.5491495047249546,1.1183016262259198,G_best,G,best,V_select,15
20,2.0,0.5502084620966947,1.1182755197850205,1.109346221989205,400,400,2867,2808,56693,400,0,0.5519689533143725,1.1182755197850205,1.1111067132068826,0.5519689533143725,1.1182755197850205,2808,400,0.5491504353397632,1.1182755197850205,G_best,G,best,V_select,20
20,2.0,0.4350209040573158,0.8215812493510112,0.8458115287328214,5436,5399,34342,33073,674163,5549,113,0.4282577170471742,0.7993723491162569,0.8279438916053026,0.4371600573757854,0.8215812493510112,33073,5399,0.43483481822145753,0.8215812493510112,G_latest,G,latest,train,5
20,2.0,0.4349038032707222,0.821492054189047,0.8456498303652458,5436,5399,34342,33073,674163,5549,113,0.4281388304898651,0.7992855650687809,0.8277816130242555,0.43703869948275587,0.821492054189047,33073,5399,0.4347173006866786,0.821492054189047,G_latest,G,latest,train,10
20,2.0,0.43487446830135573,0.8214429363510198,0.8455959364768657,5436,5399,34342,33073,674163,5549,113,0.42810740764286564,0.7992377749791236,0.8277262951324273,0.43700662343823804,0.8214429363510198,33073,5399,0.4346891156566638,0.8214429363510198,G_latest,G,latest,train,15
20,2.0,0.43486387955579836,0.8214398706557146,0.8455838148836556,5436,5399,34342,33073,674163,5549,113,0.42809577067589866,0.7992347921553798,0.8277131667535886,0.4369947445696397,0.8214398706557146,33073,5399,0.43467499128534437,0.8214398706557146,G_latest,G,latest,train,20
20,2.0,0.5733850549009967,1.1766304792989335,1.1617002945504633,400,400,2867,2808,56693,400,0,0.5752784463937328,1.1766304792989335,1.1635936860431997,0.5752784463937328,1.1766304792989335,2808,400,0.5725544299228456,1.1766304792989335,G_latest,G,latest,V_select,5
20,2.0,0.5733801288355028,1.1765606208346595,1.1616604392528327,400,400,2867,2808,56693,400,0,0.5752719503465912,1.1765606208346595,1.1635522607639208,0.5752719503465912,1.1765606208346595,2808,400,0.5725450081898577,1.1765606208346595,G_latest,G,latest,V_select,10
20,2.0,0.5732964597769012,1.1764762091684853,1.1615345643611439,400,400,2867,2808,56693,400,0,0.5751808761186566,1.1764762091684853,1.1634189807028994,0.5751808761186566,1.1764762091684853,2808,400,0.5724397330456855,1.1764762091684853,G_latest,G,latest,V_select,15
20,2.0,0.5732965944690026,1.1764106409904402,1.1615019149642227,400,400,2867,2808,56693,400,0,0.5751767624543425,1.1764106409904402,1.1633820829495627,0.5751767624543425,1.1764106409904402,2808,400,0.5724320162987546,1.1764106409904402,G_latest,G,latest,V_select,20
20,2.0,0.9222132482675962,2.066722110177092,1.9555743033561421,5436,5399,34342,33073,674163,5549,113,0.9137232697282656,2.010854689646084,1.9191506145513075,0.9327171493234262,2.066722110177092,33073,5399,0.9346618515180861,2.066722110177092,CV_hat,CV,reference,train,5
20,2.0,0.9221775902863371,2.0667139817129456,1.95553458114281,5436,5399,34342,33073,674163,5549,113,0.9136888722539809,2.010846780909748,1.919112262708855,0.9326820368170236,2.0667139817129456,33073,5399,0.9346182788844994,2.0667139817129456,CV_hat,CV,reference,train,10
20,2.0,0.9221642891704591,2.0667373899086297,1.955532984124774,5436,5399,34342,33073,674163,5549,113,0.913676711979201,2.0108695563374828,1.9191114901479425,0.9326696237624331,2.0667373899086297,33073,5399,0.9346053084449538,2.0667373899086297,CV_hat,CV,reference,train,15
20,2.0,0.9221489815681003,2.0667221790177672,1.955510071076984,5436,5399,34342,33073,674163,5549,113,0.9136637113861926,2.0108547566258648,1.9190910896991253,0.9326563529216304,2.0667221790177672,33073,5399,0.9345922820513723,2.0667221790177672,CV_hat,CV,reference,train,20
20,2.0,0.8120249452764219,1.7655522064424622,1.694801048497653,400,400,2867,2808,56693,400,0,0.8132346665540751,1.7655522064424622,1.6960107697753062,0.8132346665540751,1.7655522064424622,2808,400,0.8087079262105769,1.7655522064424622,CV_hat,CV,reference,V_select,5
20,2.0,0.812025481064721,1.7656451272525278,1.694848044690985,400,400,2867,2808,56693,400,0,0.8132347857397084,1.7656451272525278,1.696057349365972,0.8132347857397084,1.7656451272525278,2808,400,0.8087085927260951,1.7656451272525278,CV_hat,CV,reference,V_select,10
20,2.0,0.8119101629276335,1.7655150507024473,1.6946676882788572,400,400,2867,2808,56693,400,0,0.8131150345670339,1.7655150507024473,1.6958725599182571,0.8131150345670339,1.7655150507024473,2808,400,0.8085886437689018,1.7655150507024473,CV_hat,CV,reference,V_select,15
20,2.0,0.8118706634412439,1.765447877830951,1.6945946023567195,400,400,2867,2808,56693,400,0,0.8130742112086771,1.765447877830951,1.6957981501241526,0.8130742112086771,1.765447877830951,2808,400,0.8085478771122535,1.765447877830951,CV_hat,CV,reference,V_select,20
