model,split,episode_id,targets,off_minus_on_ADE,off_minus_on_FDE,prediction_change_mean_m,improved_ADE_targets,worsened_ADE_targets,improved_FDE_targets,worsened_FDE_targets
A_best,train,s0_t1118935980200_a323,242,0.2815955708844778,0.7475561875435963,0.5173370713648092,55,146,59,142
A_best,train,s0_t1118936000200_a272,248,0.005218407001007819,0.010415686562912935,0.04498280079039227,158,65,137,86
A_best,train,s0_t1118936000200_a300,248,-0.0029989948552934845,-0.007697658903669603,0.005210744736623676,89,159,106,142
A_best,train,s0_t1118936000200_a310,248,0.014537973072465337,0.030118299175617837,0.017951373679664123,76,146,132,90
A_best,train,s0_t1118936020200_a356,220,0.04297667374406084,0.12483923659617298,0.0879702991010907,35,185,31,186
A_best,train,s0_t1118936020200_a369,243,0.1529204477541767,0.3822895078144641,0.38070388562138213,78,155,93,140
A_best,train,s0_t1118936020200_a371,220,0.042829817428952525,0.1241176322554429,0.08782610582327999,41,179,35,182
A_best,train,s0_t1118936040200_a350,229,-0.0016207085331454768,-0.004941690616944404,0.05070983321556169,113,115,113,108
A_best,train,s0_t1118936040200_a356,209,0.07711666998720298,0.18761692427393692,0.13340666624979208,59,148,61,140
A_best,train,s0_t1118936040200_a372,248,0.10954406128732577,0.2788388715131145,0.3144274669248848,90,158,85,162
A_best,train,s0_t1118936060200_a272,178,0.24203731531057723,0.7618691670402236,0.44639474879217783,41,136,21,125
A_best,train,s0_t1118936060200_a404,70,0.09506682088319106,0.3092192657497483,0.17005763267232915,16,28,13,21
A_best,train,s0_t1118936060200_a414,241,0.13335710708816162,0.3720798005458597,0.361705646657069,84,136,83,137
A_best,train,s0_t1118936080200_a356,225,0.16892706636285876,0.4649602009433827,0.5286246871079008,72,150,60,150
A_best,train,s0_t1118936080200_a383,126,0.15397706000678282,0.47182599667405417,0.43922943457044544,42,79,32,71
A_best,train,s0_t1118936080200_a391,66,0.04158884057647937,0.10684027837295758,0.169053345213108,18,20,12,22
A_best,train,s0_t1118936100200_a323,248,0.00772217810399486,0.03203519402352559,0.08025269279449922,131,102,145,88
A_best,train,s0_t1118936100200_a334,248,-0.0005934801221636366,-0.0013345115272606599,0.003341935765092785,151,97,152,96
A_best,train,s0_t1118936100200_a456,102,0.06066723760671446,0.21858686009855272,0.19392154322593022,26,41,24,29
A_best,train,s0_t1118936120200_a403,205,0.08924277911964101,0.19090650212608065,0.3241673650462805,71,120,68,109
A_best,train,s0_t1118936120200_a479,186,0.09776598497473005,0.22221743927963505,0.2332652746336246,55,110,58,107
A_best,train,s0_t1118936120200_a480,126,0.13152095233785605,0.40626847661924287,0.3398432924626081,41,85,34,84
A_best,train,s0_t1118936140200_a458,164,0.11929361173352517,0.29860624533743324,0.4217956730210018,45,91,48,74
A_best,train,s0_t1118936140200_a506,223,0.31198868973486754,0.7458611549167506,0.7017474412467046,53,160,54,153
A_best,train,s0_t1118936140200_a512,217,0.2927314308252981,0.6681713204336679,0.7033986536537036,50,167,49,168
A_best,train,s0_t1118936160200_a516,233,0.2654655878484915,0.6934664134951126,0.5350534690717883,59,152,53,147
A_best,train,s0_t1118936160200_a521,200,0.18078797626253404,0.5051030842179166,0.44176401584380076,55,115,47,101
A_best,train,s0_t1118936160200_a547,176,0.29238322696414537,0.7213706733316224,0.6766271559913135,42,133,37,131
A_best,train,s0_t1118936180200_a475,213,0.25118154125278885,0.6885848405782798,0.5240295229187539,74,124,58,133
A_best,train,s0_t1118936180200_a528,111,0.08367684479129386,0.26477084338694223,0.3378313864488994,40,61,31,65
A_best,train,s0_t1118936180200_a565,241,0.2644253782920864,0.7085290606352381,0.598001814099456,52,148,49,151
A_best,train,s0_t1118936200200_a579,248,-0.0017671408296115665,-0.004107440848245175,0.0049377448052573235,151,97,150,98
A_best,train,s0_t1118936200200_a581,245,0.141835941681788,0.34084469654302324,0.3321387412810546,99,146,96,145
A_best,train,s0_t1118936200200_a595,247,0.12107595076736294,0.32817925504627193,0.22486477709416386,103,144,91,152
A_best,train,s0_t1118936220200_a608,225,0.07536290568994741,0.19737284451741846,0.10246662985365321,47,178,51,170
A_best,train,s0_t1118936220200_a618,217,0.0005055192953524712,0.0006625171158297437,0.0038566398076075484,125,92,125,92
A_best,train,s0_t1118936220200_a622,186,-0.00016862732254801051,-0.0005394665975473533,0.0012311674758146633,97,89,91,95
A_best,train,s0_t1118936240200_a582,184,0.09251062633755075,0.2467778517351138,0.39081911894311855,65,96,57,78
A_best,train,s0_t1118936240200_a617,237,0.34698803341168516,0.8988060978974917,0.7347920200446896,72,140,69,139
A_best,train,s0_t1118936240200_a621,19,0.0,0.0,0.0,0,0,0,0
A_best,train,s0_t1118936260200_a563,125,0.35071298768160875,0.8405469301671967,0.7394822056666016,21,104,22,91
A_best,train,s0_t1118936260200_a610,225,0.10939804379083705,0.31194485377819053,0.27670367216898334,81,144,79,142
A_best,train,s0_t1118936260200_a648,222,0.06496553478082141,0.2034354479363319,0.2740303979060971,95,127,90,128
A_best,train,s0_t1118936280200_a607,202,0.14425069052014192,0.3182513541025448,0.40457895927426246,53,116,50,113
A_best,train,s0_t1118936280200_a622,143,0.12742187067224875,0.4039094075233403,0.3556599948177492,38,92,32,79
A_best,train,s0_t1118936280200_a626,192,0.05133667819168323,0.12479098519637295,0.3100973979069295,97,95,104,77
A_best,train,s0_t1118936300200_a658,124,0.015868628939964602,0.02749328969699682,0.13786533546198693,50,74,52,72
A_best,train,s0_t1118936300200_a679,219,0.10055560838235332,0.3194452953295388,0.2924971231651672,76,143,63,144
A_best,train,s0_t1118936300200_a710,219,0.12830935805211383,0.38183332577709267,0.23601833020820862,96,122,96,121
A_best,train,s0_t1118936320200_a612,188,0.03867372160551827,0.12956578649718878,0.07932387710721703,45,141,40,128
A_best,train,s0_t1118936320200_a719,124,0.04538590475537747,0.0854305348518251,0.1841679646090157,85,39,87,37
A_best,train,s0_t1118936320200_a728,204,0.21187687414699632,0.5158506227149519,0.4797718109351919,81,123,84,116
A_best,train,s0_t1118936340200_a680,169,0.2213819403118684,0.6522358691310465,0.40611009599180126,41,126,33,114
A_best,train,s0_t1118936340200_a717,248,0.07841862125844058,0.1813290843154776,0.10773968557423946,89,159,79,169
A_best,train,s0_t1118936340200_a745,248,0.2626367858887754,0.6111721398106454,0.6780329289425525,73,175,82,166
A_best,train,s0_t1118936360200_a686,119,0.11626688551175689,0.3172878786118131,0.3407086600322558,17,46,11,38
A_best,train,s0_t1118936360200_a698,124,0.1854801253711932,0.43729829654433433,0.35004265122493494,21,40,15,38
A_best,train,s0_t1118936360200_a714,248,0.071389506620791,0.20581808411003658,0.2321892001649347,91,157,87,161
A_best,train,s0_t1118936380200_a739,248,0.0032022837827230506,0.01260805707822524,0.1492912809278477,136,112,135,113
A_best,train,s0_t1118936380200_a748,128,0.07021731680125545,0.17162672813196408,0.24477022417340777,50,78,47,77
A_best,train,s0_t1118936380200_a766,128,0.16533689576855484,0.4359220203076417,0.3222084477165481,33,75,34,70
A_best,train,s0_t1118936400200_a709,17,0.1169433722670134,0.5732816336243004,0.4866871586179032,3,13,2,5
A_best,train,s0_t1118936400200_a759,167,0.005009978860906611,0.02730607493430305,0.1142379334839521,77,61,71,63
A_best,train,s0_t1118936400200_a789,194,0.07919055912241682,0.24226921774365667,0.25703014415719116,78,87,56,105
A_best,train,s0_t1118936420200_a816,248,0.09548497683780882,0.27880792075018423,0.27616254707044713,79,142,80,141
A_best,train,s0_t1118936420200_a831,248,0.16602169917606177,0.41541843115121024,0.3959769571878379,94,154,99,149
A_best,train,s0_t1118936420200_a841,248,0.07461805481130676,0.2030431542941351,0.2831487375659039,106,117,99,124
A_best,train,s0_t1118936440200_a725,137,0.06304398270541635,0.19973860382581246,0.32170125611813016,52,83,37,68
A_best,train,s0_t1118936440200_a813,152,0.06158314491112596,0.14732716614122338,0.3416970031734021,53,92,45,74
A_best,train,s0_t1118936440200_a830,205,0.2277789895025582,0.6864091787967259,0.4734553209420793,54,151,41,141
A_best,train,s0_t1118936460200_a746,126,0.21383060217576272,0.45008885280726313,0.5151367129526787,32,72,35,67
A_best,train,s0_t1118936460200_a864,243,0.3220030028169578,0.7820447209233791,0.6984735229876613,54,189,52,178
A_best,train,s0_t1118936460200_a869,193,0.27296642359551376,0.7104919339797988,0.6749390540451506,47,140,45,142
A_best,train,s0_t1118936480200_a887,206,0.266817787547428,0.7412472799950877,0.5685387041851498,46,126,37,121
A_best,train,s0_t1118936480200_a894,205,0.3102605681240403,0.864575825822076,0.6174202146054041,37,155,33,138
A_best,train,s0_t1118936480200_a921,155,0.11418684342972688,0.33780872603697126,0.37961109828564427,47,82,45,84
A_best,train,s0_t1118936500200_a869,248,0.011013791661597126,0.02631857832753497,0.026614464703808124,114,113,113,114
A_best,train,s0_t1118936500200_a886,94,0.12782115552257323,0.3239339245767212,0.1962176712834836,12,45,9,48
A_best,train,s0_t1118936500200_a939,219,0.07414928064944303,0.21849394720690454,0.16977046500106308,97,122,90,119
A_best,train,s0_t1118936520200_a896,239,0.2279706888850307,0.5903381477991606,0.5984313478316478,73,154,74,153
A_best,train,s0_t1118936520200_a932,29,0.020789065873041617,0.13212478743604306,0.2625268658880016,11,16,2,7
A_best,train,s0_t1118936520200_a958,217,0.007571884223343058,0.01443904136499147,0.018974538517477203,38,179,62,155
A_best,train,s0_t1118936540200_a927,234,0.07480587595691023,0.22509538116413055,0.2291580774709652,78,155,69,153
A_best,train,s0_t1118936540200_a967,233,0.11612671290881112,0.2966780036730306,0.14258253438026763,73,160,74,155
A_best,train,s0_t1118936540200_a1009,242,0.042740028954132765,0.1074357832743182,0.11918557298720635,60,179,67,171
A_best,train,s0_t1118936560200_a940,169,0.2326072312250828,0.6411379713177078,0.44534009828414084,38,104,26,90
A_best,train,s0_t1118936560200_a984,248,0.20532404132107843,0.5082260251689639,0.5378087148513465,79,169,81,167
A_best,train,s0_t1118936560200_a1017,155,0.10531414768679014,0.3007762362330688,0.4136378899288942,59,75,50,84
A_best,train,s0_t1118936580200_a949,130,0.09260030263926786,0.2252199435768696,0.24619104218234916,31,75,29,70
A_best,train,s0_t1118936580200_a980,90,0.2581910466952809,0.6596083347937937,0.4765910953063414,18,66,24,54
A_best,train,s0_t1118936580200_a1014,222,0.20320757420079635,0.5542587356380594,0.44240985764400315,67,146,60,146
A_best,train,s0_t1118936600200_a1013,229,0.03292699847403422,0.11108068846417772,0.10051072377992533,117,88,106,95
A_best,train,s0_t1118936600200_a1051,186,0.10119133148646235,0.2786977129691406,0.28071588041989687,83,103,86,100
A_best,train,s0_t1118936600200_a1065,229,0.024637139769033443,0.08026195587477461,0.07353224877191694,113,79,109,79
A_best,train,s0_t1118936620200_a1030,166,0.17691408522786808,0.6087111225172711,0.30596029295860255,37,118,36,95
A_best,train,s0_t1118936620200_a1069,155,0.16516802689751833,0.41125076386434195,0.36986226013865353,49,93,50,92
A_best,train,s0_t1118936620200_a1074,200,0.08664720887410056,0.22238684392153638,0.0982794591556376,69,131,80,115
A_best,train,s0_t1118936640200_a1044,248,0.14254809300420485,0.3799575486306719,0.23970558522412302,48,178,63,163
A_best,train,s0_t1118936640200_a1077,248,0.07113718141584587,0.18600352635621423,0.07470999636895995,0,248,0,248
A_best,train,s0_t1118936640200_a1207,248,0.15397019101759324,0.42496086947663264,0.26331786571116084,87,161,85,163
A_best,train,s0_t1118936660200_a1122,225,0.293263955305837,0.7359343296760193,0.6329732073719303,61,158,58,153
A_best,train,s0_t1118936660200_a1123,248,0.07416382237417593,0.16578575727453906,0.24585588219352142,92,156,98,150
A_best,train,s0_t1118936660200_a1128,223,0.30869786693200596,0.7320732265393121,0.6363342307474581,59,163,55,160
A_best,train,s0_t1118936680200_a1081,243,0.10832759368610287,0.24994987173540067,0.31851963943192435,93,134,87,126
A_best,train,s0_t1118936680200_a1122,162,0.1144832692745251,0.37460481986397987,0.44630840450042375,60,102,51,93
A_best,train,s0_t1118936680200_a1159,230,0.250761635431422,0.5954720504125492,0.6362122126450034,65,157,67,155
A_best,train,s0_t1118936700200_a1123,221,0.13212295708703328,0.39368554799957983,0.2630281272847748,63,121,64,116
A_best,train,s0_t1118936700200_a1136,248,0.0823689059459927,0.2549188030990504,0.17747600906188615,103,145,110,138
A_best,train,s0_t1118936700200_a1164,248,-0.006789926028903927,-0.01593955057028609,0.010499478519206252,101,147,103,145
A_best,train,s0_t1118936720200_a1142,109,0.15992114973664878,0.6003900500263394,0.3652234069141666,36,70,24,53
A_best,train,s0_t1118936720200_a1160,248,0.007377463015303826,0.018074216488930053,0.008041457094394343,61,187,62,186
A_best,train,s0_t1118936720200_a1167,163,0.050539489427953006,0.06549678253277515,0.43267269503402717,71,91,59,72
A_best,train,s0_t1118936740200_a1151,162,0.19126865665785026,0.5436131412808655,0.3836459850454834,52,109,44,98
A_best,train,s0_t1118936740200_a1186,196,0.11901197522933533,0.34160451717342805,0.3035470559499136,78,118,69,115
A_best,train,s0_t1118936740200_a1193,186,0.05328206843799429,0.15125261055450634,0.05882779131774128,27,159,32,154
A_best,train,s0_t1118936760200_a1160,7,0.026279572521708695,,0.40635280976338045,2,3,0,0
A_best,train,s0_t1118936760200_a1176,202,0.07994231947999236,0.228617642428121,0.23527254058119593,74,126,65,133
A_best,train,s0_t1118936760200_a1210,194,0.08625002505830336,0.25477653154150975,0.2439227086941117,60,132,57,133
A_best,train,s0_t1118936780200_a1187,78,0.09477758161455552,0.17807471780727027,0.3139028038041523,30,34,29,34
A_best,train,s0_t1118936780200_a1190,106,0.06449670367037971,0.17730299930701995,0.4164078149874255,43,60,41,45
A_best,train,s0_t1118936780200_a1191,120,0.07077421947301797,0.19309275709039783,0.39291502912528814,46,65,45,52
A_best,train,s1_t1118936820200_a1273,225,0.053276155608690944,0.16348384614185713,0.10196654965903791,99,125,94,106
A_best,train,s1_t1118936820200_a1304,248,0.005443056301593388,0.010894783562285052,0.05478122646849032,120,128,104,144
A_best,train,s1_t1118936820200_a1340,245,0.17902522509325386,0.43831426170044424,0.46622077146937363,82,163,93,148
A_best,train,s1_t1118936840200_a1304,203,0.03917196776111178,0.09890730773365955,0.07412578133129849,53,150,59,136
A_best,train,s1_t1118936840200_a1308,70,0.1187006845302273,0.3373647943099888,0.340498287709696,6,23,8,17
A_best,train,s1_t1118936840200_a1343,248,0.06111031615800937,0.15207121167854049,0.12067103302973509,78,170,78,170
A_best,train,s1_t1118936860200_a1353,248,0.08301510469928808,0.20785624215284423,0.15435857695292138,59,189,63,185
A_best,train,s1_t1118936860200_a1354,248,0.06358055211775787,0.15379414987314396,0.12585170058243803,84,164,78,170
A_best,train,s1_t1118936860200_a1407,172,0.2490033432202189,0.6915831772447764,0.4887738871986458,38,114,31,113
A_best,train,s1_t1118936880200_a1336,248,0.02451429150204872,0.06914948572585708,0.16233647855504738,94,154,94,154
A_best,train,s1_t1118936880200_a1373,217,0.030855743521241687,0.08141772092853093,0.21103629342619382,95,122,97,120
A_best,train,s1_t1118936880200_a1411,155,0.10754608597712056,0.30298043919117557,0.3301558398311177,52,91,51,92
A_best,V_select,s1_t1118936940200_a1485,128,0.2868741312175165,0.727720617530084,0.6643900473291353,32,96,30,98
A_best,V_select,s1_t1118936960200_a1524,128,0.02272283626512785,0.06041172705317576,0.15215281585562934,47,81,45,83
A_best,V_select,s1_t1118936960200_a1530,120,0.20803186184962852,0.5161239034144767,0.7497371093990902,38,77,38,77
A_best,V_select,s1_t1118936960200_a1532,91,0.11869542577469046,0.2809808497381185,0.6294851061980148,40,51,37,48
A_best,V_select,s1_t1118936980200_a1532,118,0.014980956410536789,0.05078263202049761,0.12741277169765977,51,54,48,53
A_best,V_select,s1_t1118936980200_a1534,115,-0.032205437543771524,-0.11089516812879441,0.31853307879975307,57,57,58,55
A_best,V_select,s1_t1118936980200_a1561,128,-0.04421057407219432,-0.07014659516578178,0.19639708370095832,63,65,65,63
A_best,V_select,s1_t1118937000200_a1538,96,0.070927173015284,0.2131301794361198,0.13014265532274294,43,53,38,58
A_best,V_select,s1_t1118937000200_a1580,114,0.029633868272416753,0.12342555255131184,0.38341314400643395,57,57,53,59
A_best,V_select,s1_t1118937000200_a1596,108,0.023586094033771935,0.056047607707064906,0.0986061753900921,46,62,47,55
A_best,V_select,s1_t1118937020200_a1525,128,0.00029164272661861835,0.00038498604075637964,0.001479738936978947,53,75,52,76
A_best,V_select,s1_t1118937020200_a1556,118,0.09171981415123394,0.24358277074854354,0.11473539714436704,38,80,42,74
A_best,V_select,s1_t1118937020200_a1566,128,-0.00035806420510850706,-0.0011729399932717019,0.0016524597093621196,79,49,86,42
A_best,V_select,s1_t1118937040200_a1602,116,0.06663577107692792,0.18040022664016084,0.08150310021263632,22,94,13,101
A_best,V_select,s1_t1118937040200_a1637,128,0.06204055936815869,0.16481638244199334,0.07012379716286432,35,93,32,96
A_best,V_select,s1_t1118937040200_a1638,128,0.267742558160737,0.6301868411861253,0.7197010145258105,49,79,46,82
A_best,V_select,s1_t1118937060200_a1627,118,0.1324021403900974,0.28045460007575446,0.5581897062947974,41,67,44,62
A_best,V_select,s1_t1118937060200_a1652,63,-0.045955126868791156,-0.07272986942369923,0.5954788969090533,32,30,28,26
A_best,V_select,s1_t1118937060200_a1658,82,0.13490700333737524,0.25934679515080294,0.6835842162893131,27,53,29,45
A_best,V_select,s1_t1118937080200_a1692,112,0.041664035560918807,0.12926460516854393,0.1732401696186636,58,39,53,37
A_best,V_select,s1_t1118937080200_a1696,112,0.06719481493120229,0.16883368656540693,0.30253013133642526,46,66,46,63
A_best,V_select,s1_t1118937080200_a1706,128,0.1051023406247687,0.2698440958337944,0.4864772210139563,46,80,43,83
A_best,V_select,s1_t1118937100200_a1644,118,0.094697770203887,0.24655920717055146,0.2218926301300876,52,66,49,67
A_best,V_select,s1_t1118937100200_a1686,128,0.07427733375780067,0.24214945320565984,0.20442969666859767,77,51,83,45
A_best,V_select,s1_t1118937100200_a1745,118,0.010159717221372858,0.01289680594993268,0.1150456693388351,60,58,73,42
A_latest,train,s0_t1118935680200_a0,62,0.14939250163948928,0.3587580540273073,0.31582610456333043,13,49,13,49
A_latest,train,s0_t1118935680200_a1,62,0.14904223803708577,0.35865103208341537,0.3157352225314225,13,49,13,49
A_latest,train,s0_t1118935700200_a2,155,0.20015323745144958,0.5654928091617488,0.4319979908570179,61,94,54,99
A_latest,train,s0_t1118935700200_a10,59,0.19024184695662674,0.45778204773785786,0.5066040435799011,11,36,12,28
A_latest,train,s0_t1118935700200_a15,124,0.10045190968599502,0.2533921876518643,0.2109421743709625,34,63,39,58
A_latest,train,s0_t1118935720200_a3,248,0.0006082836074234922,0.0023542169946873643,0.008512823605909239,139,85,74,150
A_latest,train,s0_t1118935720200_a8,70,0.12056822432391429,0.2410485979867066,0.31049781156969924,17,48,24,41
A_latest,train,s0_t1118935720200_a39,248,0.30021543120767913,0.588270011414951,0.7204597801375654,70,178,70,178
A_latest,train,s0_t1118935740200_a21,248,0.034093415696972655,0.11376074445196165,0.03953701108381328,62,186,62,186
A_latest,train,s0_t1118935740200_a53,217,0.2884245340282475,0.7326453805343616,0.5166819195540312,60,157,58,159
A_latest,train,s0_t1118935740200_a59,214,0.24563606251275075,0.6391217879018761,0.5477278389955466,54,150,51,149
A_latest,train,s0_t1118935760200_a58,213,0.1322766585854979,0.3455039147843451,0.347862629536761,67,133,75,117
A_latest,train,s0_t1118935760200_a79,217,0.3355532200760297,0.8837906585272527,0.6643398440494481,56,161,59,158
A_latest,train,s0_t1118935760200_a85,248,0.07677199757150151,0.23747088016703097,0.2118993681958654,84,164,83,162
A_latest,train,s0_t1118935780200_a29,108,0.2627380094295011,0.7874784890652273,0.4426870867869352,36,53,32,40
A_latest,train,s0_t1118935780200_a55,135,0.046076696955659927,0.12036078875702907,0.140470208778128,26,65,27,55
A_latest,train,s0_t1118935780200_a102,204,0.11685684425536808,0.3108825541120247,0.32234797311499347,70,121,67,106
A_latest,train,s0_t1118935800200_a84,248,0.039774088270384284,0.10964196349190167,0.054938745345064106,96,131,96,131
A_latest,train,s0_t1118935800200_a99,248,0.00016222598714378978,0.0007406005574437603,0.00192085609367701,128,120,125,123
A_latest,train,s0_t1118935800200_a101,125,0.11992511767056709,0.2902401294932784,0.20913877483291435,34,68,41,60
A_latest,train,s0_t1118935820200_a113,85,0.1537764188553599,0.5692555759566928,0.3637225229073973,26,41,17,24
A_latest,train,s0_t1118935820200_a143,248,0.16024816716030318,0.4677732361212986,0.17814316742184136,66,182,55,193
A_latest,train,s0_t1118935820200_a149,217,0.33637581469515165,0.9195305820251402,0.36001056380866875,25,192,23,194
A_latest,train,s0_t1118935840200_a124,170,0.0790236495762181,0.19380923789118049,0.32986340936545544,68,101,55,85
A_latest,train,s0_t1118935840200_a126,227,0.10399169226787247,0.298264423206016,0.37899419676272983,78,141,78,137
A_latest,train,s0_t1118935840200_a135,170,0.07847684360326314,0.19215311360045675,0.32992840102875454,67,102,55,85
A_latest,train,s0_t1118935860200_a163,248,0.04527372510880893,0.1168378538627586,0.20549055020617216,162,86,157,91
