kind,scene_type,scene,snr_ref_db,target,bs,range_bin,received_snr_db,peak_to_noise_db,g_emp_db,gt_rd_snr_db,peak_power,noise_floor,cfar_score
detection,synthetic,count3_r280_norm_b65,5.0,1,0,225-300,-12.88632125368877,24.136753343257663,37.02307459694643,,319.88150939383013,1.2339961430756432,21.111089964497555
input,synthetic,count3_r280_norm_b65,5.0,2,0,225-300,-12.922143053433558,,,,,,
input,synthetic,count3_r280_norm_b65,5.0,1,1,150-225,-3.027737345929605,,,,,,
detection,synthetic,count3_r280_norm_b65,5.0,1,1,150-225,-3.027737345929605,24.068727238699715,27.09646458462932,,470.08162855287753,1.8420463542293217,20.782990832125577
input,synthetic,count3_r280_norm_b65,5.0,2,1,150-225,-4.460850754160976,,,,,,
detection,synthetic,count3_r280_norm_b65,5.0,2,1,150-225,-4.460850754160976,24.929762640923943,29.39061339508492,,353.47238665409657,1.136002345804687,25.340290321796875
input,synthetic,count3_r280_norm_b65,5.0,0,2,75-150,-0.6629724541194806,,,,,,
detection,synthetic,count3_r280_norm_b65,5.0,0,2,75-150,-0.6629724541194806,25.391058444720812,26.054030898840292,,869.2059861123937,2.511983972634274,28.180011540869998
input,synthetic,count3_r280_norm_b65,5.0,1,2,75-150,1.128470618282865,,,,,,
detection,synthetic,count3_r280_norm_b65,5.0,1,2,75-150,1.128470618282865,24.995924499619466,23.8674538813366,,1280.2251906636839,4.052228423417798,25.729288229156467
input,synthetic,count3_r280_norm_b65,5.0,2,2,75-150,2.932667125903348,,,,,,
detection,synthetic,count3_r280_norm_b65,5.0,2,2,75-150,2.932667125903348,24.955008257893397,22.02234113199005,,1941.1361559620898,6.202334336137458,25.488022858803593
input,synthetic,count3_r280_norm_b65,10.0,0,0,225-300,-7.922143053433558,,,,,,
input,synthetic,count3_r280_norm_b65,10.0,1,0,225-300,-7.88632125368877,,,,,,
detection,synthetic,count3_r280_norm_b65,10.0,1,0,225-300,-7.88632125368877,24.538008726193787,32.42432997988256,,1013.8534705248004,3.5659423646811144,23.154541987806965
input,synthetic,count3_r280_norm_b65,10.0,2,0,225-300,-7.922143053433558,,,,,,
input,synthetic,count3_r280_norm_b65,10.0,1,1,150-225,1.972262654070395,,,,,,
detection,synthetic,count3_r280_norm_b65,10.0,1,1,150-225,1.972262654070395,24.269005559789584,22.29674290571919,,1490.4521945542956,5.577216388403587,21.763857723724993
input,synthetic,count3_r280_norm_b65,10.0,2,1,150-225,0.5391492458390239,,,,,,
detection,synthetic,count3_r280_norm_b65,10.0,2,1,150-225,0.5391492458390239,25.305846871733632,24.766697625894608,,1122.9432736453732,3.3095818860313355,27.632489224364832
input,synthetic,count3_r280_norm_b65,10.0,0,2,75-150,4.337027545880519,,,,,,
detection,synthetic,count3_r280_norm_b65,10.0,0,2,75-150,4.337027545880519,25.593046565616287,21.256019019735767,,2741.8644474334264,7.5638224131297545,29.521605928519808
input,synthetic,count3_r280_norm_b65,10.0,1,2,75-150,6.128470618282865,,,,,,
detection,synthetic,count3_r280_norm_b65,10.0,1,2,75-150,6.128470618282865,25.126605103037175,18.99813448475431,,4049.036780801365,12.436300618272172,26.515256485799114
input,synthetic,count3_r280_norm_b65,10.0,2,2,75-150,7.9326671259033485,,,,,,
detection,synthetic,count3_r280_norm_b65,10.0,2,2,75-150,7.9326671259033485,25.050240303815823,17.117573177912476,,6126.826333514551,19.151885645726907,26.053096766967887
input,synthetic,count3_r280_norm_b65,15.0,0,0,225-300,-2.922143053433558,,,,,,
input,synthetic,count3_r280_norm_b65,15.0,1,0,225-300,-2.88632125368877,,,,,,
detection,synthetic,count3_r280_norm_b65,15.0,1,0,225-300,-2.88632125368877,24.683182438692132,27.569503692380902,,3210.560368164494,10.921004762607001,23.94162179756872
input,synthetic,count3_r280_norm_b65,15.0,2,0,225-300,-2.922143053433558,,,,,,
input,synthetic,count3_r280_norm_b65,15.0,1,1,150-225,6.972262654070395,,,,,,
detection,synthetic,count3_r280_norm_b65,15.0,1,1,150-225,6.972262654070395,24.32450716806414,17.352244513993746,,4720.389037624558,17.439220797624532,22.043778523640018
input,synthetic,count3_r280_norm_b65,15.0,2,1,150-225,5.539149245839024,,,,,,
detection,synthetic,count3_r280_norm_b65,15.0,2,1,150-225,5.539149245839024,25.42859809484819,19.889448849009167,,3560.439065889937,10.201023500708516,28.42465038184066
input,synthetic,count3_r280_norm_b65,15.0,0,2,75-150,9.33702754588052,,,,,,
detection,synthetic,count3_r280_norm_b65,15.0,0,2,75-150,9.33702754588052,25.663457539605364,16.326429993724844,,8658.652861318784,23.501986610137667,30.004132600776142
input,synthetic,count3_r280_norm_b65,15.0,1,2,75-150,11.128470618282865,,,,,,
detection,synthetic,count3_r280_norm_b65,15.0,1,2,75-150,11.128470618282865,25.176346218140576,14.047875599857711,,12805.572826129377,38.883413923243,26.82068984441168
input,synthetic,count3_r280_norm_b65,15.0,2,2,75-150,12.932667125903349,,,,,,
detection,synthetic,count3_r280_norm_b65,15.0,2,2,75-150,12.932667125903349,25.086696393165866,12.154029267262517,,19354.38682954835,59.99427059405005,26.27271540847079
input,synthetic,count3_r280_norm_b65,20.0,0,0,225-300,2.077856946566442,,,,,,
input,synthetic,count3_r280_norm_b65,20.0,1,0,225-300,2.11367874631123,,,,,,
detection,synthetic,count3_r280_norm_b65,20.0,1,0,225-300,2.11367874631123,24.736026076725786,22.622347330414556,,10161.025039798074,34.14561300919276,24.234715727949833
input,synthetic,count3_r280_norm_b65,20.0,2,0,225-300,2.077856946566442,,,,,,
input,synthetic,count3_r280_norm_b65,20.0,1,1,150-225,11.972262654070395,,,,,,
detection,synthetic,count3_r280_norm_b65,20.0,1,1,150-225,11.972262654070395,24.33677561336397,12.364512959293574,,14940.110981273758,55.03972588014282,22.106138339662973
input,synthetic,count3_r280_norm_b65,20.0,2,1,150-225,10.539149245839024,,,,,,
detection,synthetic,count3_r280_norm_b65,20.0,2,1,150-225,10.539149245839024,25.466561135622644,14.92741188978362,,11275.973353003683,32.025648103445846,28.674208295651358
input,synthetic,count3_r280_norm_b65,20.0,0,2,75-150,14.33702754588052,,,,,,
