model,samples,snr_ref_db,dvr_mps,bearing_split_deg,realization,n_detections,matched_targets,ghost_count,merged,range_median_abs_m,xy_median_m
B64,64,10.0,10.0,1.0,20,2,2,0,False,0.014769772376226342,0.15641721772106376
E0,256,10.0,10.0,1.0,21,2,2,0,False,0.002151424184276607,0.02266994359286161
B64,64,10.0,10.0,1.0,21,3,1,2,True,0.00335923394055726,0.030092083861014616
E0,256,10.0,10.0,1.0,22,4,2,2,False,0.002110760471182971,0.014476690253850644
B64,64,10.0,10.0,1.0,22,2,2,0,False,0.017996894614952907,0.13551684321518498
E0,256,10.0,10.0,1.0,23,2,2,0,False,0.001449050961781495,0.018400051762717248
B64,64,10.0,10.0,1.0,23,4,2,2,False,0.03006334806933353,0.27486372502762846
E0,256,10.0,10.0,1.0,24,2,2,0,False,0.0021809599018070003,0.014853787437490128
B64,64,10.0,10.0,1.0,24,3,2,1,False,0.010517502143400748,0.09879976536405935
E0,256,10.0,10.0,1.0,25,4,2,2,False,0.002906360202302949,0.020727138898561502
B64,64,10.0,10.0,1.0,25,1,1,0,True,0.12547396897977592,1.0403581736032668
E0,256,10.0,10.0,1.0,26,2,2,0,False,0.0027712378348212496,0.02435132956618861
B64,64,10.0,10.0,1.0,26,2,2,0,False,0.04148068099127045,0.3784968425209148
E0,256,10.0,10.0,1.0,27,2,2,0,False,0.002096746415702455,0.01374628361341131
B64,64,10.0,10.0,1.0,27,2,1,1,True,0.12691653231840405,1.0507743054595364
E0,256,10.0,10.0,1.0,28,2,2,0,False,0.002393170774837472,0.017729593769519957
B64,64,10.0,10.0,1.0,28,2,2,0,False,0.03998342991927473,0.3476409981096712
E0,256,10.0,10.0,1.0,29,2,2,0,False,0.0018382852358200807,0.012188155724859635
B64,64,10.0,10.0,1.0,29,1,1,0,True,0.1304454507236983,1.0640076337310596
E0,256,10.0,10.0,1.0,30,2,2,0,False,0.0020592938197694366,0.023089256468735574
B64,64,10.0,10.0,1.0,30,1,1,0,True,0.0012384531278257782,0.045146366527725586
E0,256,10.0,10.0,1.0,31,2,2,0,False,0.0016303318156616342,0.009437110513423053
B64,64,10.0,10.0,1.0,31,1,1,0,True,0.11551895652718258,0.9447930958545548
E0,256,10.0,10.0,2.0,0,2,2,0,False,0.0023426506089379018,0.0065955257690958405
B64,64,10.0,10.0,2.0,0,3,2,1,False,0.012513642435536099,0.25647334406895217
E0,256,10.0,10.0,2.0,1,2,2,0,False,0.00270209265811161,0.012443078517227675
B64,64,10.0,10.0,2.0,1,4,2,2,False,0.036831383624544856,0.626944041507778
E0,256,10.0,10.0,2.0,2,2,2,0,False,0.0036393233230000988,0.005989118398913626
B64,64,10.0,10.0,2.0,2,2,1,1,True,0.12166606652164091,1.9960893920769402
E0,256,10.0,10.0,2.0,3,2,2,0,False,0.0020297481614051094,0.006484231918560979
B64,64,10.0,10.0,2.0,3,3,2,1,False,0.036851496352198865,0.7088107256395113
E0,256,10.0,10.0,2.0,4,2,2,0,False,0.0022834069360868625,0.013170502569150136
B64,64,10.0,10.0,2.0,4,2,2,0,False,0.03381167866859869,0.5656898581052039
E0,256,10.0,10.0,2.0,5,3,2,1,False,0.0020198228429677556,0.011975392554353169
B64,64,10.0,10.0,2.0,5,1,1,0,True,0.1269350153175992,2.101175547021407
E0,256,10.0,10.0,2.0,6,2,2,0,False,0.0016347783772800994,0.010406018205911421
B64,64,10.0,10.0,2.0,6,2,2,0,False,0.03712735404890566,0.5955367716611066
E0,256,10.0,10.0,2.0,7,3,2,1,False,0.0021918872908628373,0.009928687023222839
B64,64,10.0,10.0,2.0,7,2,2,0,False,0.035325654346323176,0.641040828121997
E0,256,10.0,10.0,2.0,8,2,2,0,False,0.0027300378004753156,0.010888582210475438
B64,64,10.0,10.0,2.0,8,1,1,0,True,0.11618386075832632,1.8557622188394394
E0,256,10.0,10.0,2.0,9,2,2,0,False,0.0026413728363223754,0.0034618134788251174
B64,64,10.0,10.0,2.0,9,1,1,0,True,0.1256956351995484,2.074279630352692
E0,256,10.0,10.0,2.0,10,2,2,0,False,0.002466698626179209,0.005631863918406839
B64,64,10.0,10.0,2.0,10,2,2,0,False,0.038014518924512686,0.6280399464968928
E0,256,10.0,10.0,2.0,11,2,2,0,False,0.000724446183511418,0.0105565905912465
B64,64,10.0,10.0,2.0,11,1,1,0,True,0.001648048489073517,0.04029743347602822
E0,256,10.0,10.0,2.0,12,2,2,0,False,0.001258726813475164,0.012884785832257625
B64,64,10.0,10.0,2.0,12,2,2,0,False,0.03929210550039386,0.7835653341088777
E0,256,10.0,10.0,2.0,13,3,2,1,False,0.0021999032902328963,0.012519980037277598
B64,64,10.0,10.0,2.0,13,3,2,1,False,0.03535337940188299,0.5572748280768989
E0,256,10.0,10.0,2.0,14,2,2,0,False,0.0020942861374209087,0.014884440531192623
B64,64,10.0,10.0,2.0,14,1,1,0,True,0.1287091442099495,2.0931670705640824
E0,256,10.0,10.0,2.0,15,2,2,0,False,0.002789090900691349,0.008321750914376525
B64,64,10.0,10.0,2.0,15,2,1,1,True,0.061977710818979403,0.8694472999443302
E0,256,10.0,10.0,2.0,16,2,2,0,False,0.0014615652050338213,0.008788793208133753
B64,64,10.0,10.0,2.0,16,2,2,0,False,0.02706681880650308,0.5506471926797714
E0,256,10.0,10.0,2.0,17,3,2,1,False,0.0021582055632336505,0.015789602099099798
B64,64,10.0,10.0,2.0,17,1,1,0,True,0.1263187136833892,2.103850350367495
E0,256,10.0,10.0,2.0,18,3,2,1,False,0.0017893131583264221,0.016795165830349325
B64,64,10.0,10.0,2.0,18,1,1,0,True,0.05781001774406036,0.8011067349486047
E0,256,10.0,10.0,2.0,19,2,2,0,False,0.0018379305596027962,0.006452556669567244
B64,64,10.0,10.0,2.0,19,1,1,0,True,0.11436636324683036,1.8338365831971488
E0,256,10.0,10.0,2.0,20,2,2,0,False,0.0027287170078693634,0.012493891211917938
B64,64,10.0,10.0,2.0,20,2,2,0,False,0.03690204132279007,0.5951503744978411
E0,256,10.0,10.0,2.0,21,2,2,0,False,0.0023261938083862788,0.008707839817301399
B64,64,10.0,10.0,2.0,21,2,1,1,True,0.11955630034685782,1.957896826581577
E0,256,10.0,10.0,2.0,22,2,2,0,False,0.0020312703862117587,0.011108910519469564
B64,64,10.0,10.0,2.0,22,1,1,0,True,0.11510995394738188,1.9021161647990035
E0,256,10.0,10.0,2.0,23,2,2,0,False,0.0025738707448255127,0.011405451018575923
B64,64,10.0,10.0,2.0,23,1,1,0,True,0.12106616987364305,1.9777827347773747
E0,256,10.0,10.0,2.0,24,2,2,0,False,0.002699049573024581,0.013379294691924799
B64,64,10.0,10.0,2.0,24,2,1,1,True,0.1250823533867731,2.052674824034351
E0,256,10.0,10.0,2.0,25,3,2,1,False,0.0018022939393063098,0.0055256085379777
B64,64,10.0,10.0,2.0,25,2,1,1,True,0.1264187911399972,2.0936726804297003
E0,256,10.0,10.0,2.0,26,3,2,1,False,0.001586233035354212,0.005985368639504539
B64,64,10.0,10.0,2.0,26,2,2,0,False,0.03253360415162376,0.5335667221533678
E0,256,10.0,10.0,2.0,27,3,2,1,False,0.0019127025958738386,0.010514610615653196
B64,64,10.0,10.0,2.0,27,1,1,0,True,0.12916296919019032,2.1187787432076153
E0,256,10.0,10.0,2.0,28,3,2,1,False,0.0019144266695860779,0.014961658669701224
B64,64,10.0,10.0,2.0,28,3,2,1,False,0.025649944546444203,0.4666256777104799
E0,256,10.0,10.0,2.0,29,2,2,0,False,0.001661197266145109,0.005237657914662562
B64,64,10.0,10.0,2.0,29,1,1,0,True,0.1252288504384751,2.0629736374147556
E0,256,10.0,10.0,2.0,30,3,2,1,False,0.0023753929955887543,0.0159452572026298
B64,64,10.0,10.0,2.0,30,2,2,0,False,0.033284655057428836,0.5283624153965828
E0,256,10.0,10.0,2.0,31,3,2,1,False,0.001726509556988276,0.012379891787241045
B64,64,10.0,10.0,2.0,31,2,2,0,False,0.03631785776474317,0.67830421898044
E0,256,10.0,15.0,0.5,0,2,2,0,False,0.0016875898965338365,0.015991791894591892
B64,64,10.0,15.0,0.5,0,2,2,0,False,0.003352401766548496,0.017761525868197212
E0,256,10.0,15.0,0.5,1,2,2,0,False,0.0013869937091470774,0.015471702455541273
B64,64,10.0,15.0,0.5,1,2,2,0,False,0.005424997699861933,0.027046929231104022
E0,256,10.0,15.0,0.5,2,3,2,1,False,0.0022834818650636635,0.014865429586779078
B64,64,10.0,15.0,0.5,2,3,2,1,False,0.00402344983359626,0.026726038263337477
E0,256,10.0,15.0,0.5,3,2,2,0,False,0.002028659759787388,0.009456600259156164
B64,64,10.0,15.0,0.5,3,2,2,0,False,0.002239858465401312,0.005011543210683244
E0,256,10.0,15.0,0.5,4,3,2,1,False,0.0023289295194786064,0.01374019366179366
B64,64,10.0,15.0,0.5,4,2,2,0,False,0.006005908993216735,0.020051940416107496
E0,256,10.0,15.0,0.5,5,2,2,0,False,0.0026613657778966626,0.011498452270269452
B64,64,10.0,15.0,0.5,5,2,1,1,True,0.05249663662195303,0.22492606033638213
E0,256,10.0,15.0,0.5,6,2,2,0,False,0.0015402122913599214,0.011369779799353517
B64,64,10.0,15.0,0.5,6,2,2,0,False,0.0013244090029047584,0.005825569533270269
E0,256,10.0,15.0,0.5,7,2,2,0,False,0.00214925360091911,0.010573088838144345
B64,64,10.0,15.0,0.5,7,3,2,1,False,0.0036910032424231076,0.011234077421066685
E0,256,10.0,15.0,0.5,8,2,2,0,False,0.003009206499413608,0.00650484080858142
B64,64,10.0,15.0,0.5,8,4,2,2,False,0.00471319203674625,0.01252419817861455
E0,256,10.0,15.0,0.5,9,2,2,0,False,0.0021684959363739154,0.007577238330129101
B64,64,10.0,15.0,0.5,9,4,2,2,False,0.0038341347125481207,0.01824119485762034
E0,256,10.0,15.0,0.5,10,2,2,0,False,0.003043919246522364,0.01695563389501698
B64,64,10.0,15.0,0.5,10,2,2,0,False,0.004859575757990342,0.019128969145953946
E0,256,10.0,15.0,0.5,11,5,2,3,False,0.0020439668338951833,0.012945891027471656
B64,64,10.0,15.0,0.5,11,2,2,0,False,0.0047747871735737135,0.01781276186291667
E0,256,10.0,15.0,0.5,12,2,2,0,False,0.0022371274791908036,0.011716660466411316
B64,64,10.0,15.0,0.5,12,2,2,0,False,0.0034683011033393996,0.03328359299968937
E0,256,10.0,15.0,0.5,13,2,2,0,False,0.002436324842435056,0.0150992720149868
B64,64,10.0,15.0,0.5,13,1,1,0,True,0.03910982077036351,0.1490868481041643
E0,256,10.0,15.0,0.5,14,2,2,0,False,0.0024717673617118407,0.01128121589816476
B64,64,10.0,15.0,0.5,14,2,2,0,False,0.0025258447063691847,0.008307144365508027
E0,256,10.0,15.0,0.5,15,2,2,0,False,0.0026504733624648225,0.012669379444271562
B64,64,10.0,15.0,0.5,15,2,2,0,False,0.0023093795583548626,0.01191718572477632
E0,256,10.0,15.0,0.5,16,2,2,0,False,0.0017777747808480626,0.017307512991706315
B64,64,10.0,15.0,0.5,16,3,2,1,False,0.001240262535105785,0.017896263635619462
E0,256,10.0,15.0,0.5,17,2,2,0,False,0.0015198169516850157,0.017683668496417764
B64,64,10.0,15.0,0.5,17,1,1,0,True,0.03949739194462154,0.15275085709963523
E0,256,10.0,15.0,0.5,18,3,2,1,False,0.002867663685250932,0.012976557147921342
B64,64,10.0,15.0,0.5,18,2,2,0,False,0.004108137189859917,0.010312768031571393
E0,256,10.0,15.0,0.5,19,2,2,0,False,0.0027164270199619978,0.011319917262850551
B64,64,10.0,15.0,0.5,19,2,2,0,False,0.0002099214747914857,0.009949479593385668
E0,256,10.0,15.0,0.5,20,3,2,1,False,0.0017949009807125549,0.021861924384115695
B64,64,10.0,15.0,0.5,20,2,2,0,False,0.002287440054701051,0.014542346477725274
E0,256,10.0,15.0,0.5,21,3,2,1,False,0.002746576945824586,0.020332208723826194
B64,64,10.0,15.0,0.5,21,2,2,0,False,0.002269720870145875,0.030231220880911184
E0,256,10.0,15.0,0.5,22,2,2,0,False,0.001500565365134321,0.011926873050472925
B64,64,10.0,15.0,0.5,22,4,2,2,False,0.00247998162517149,0.02343118450762171
E0,256,10.0,15.0,0.5,23,3,2,1,False,0.0019155373733212855,0.01773409650398514
B64,64,10.0,15.0,0.5,23,1,1,0,True,0.14130868218606452,0.5912976423853109
E0,256,10.0,15.0,0.5,24,2,2,0,False,0.002577595654670972,0.009000664849772352
B64,64,10.0,15.0,0.5,24,3,2,1,False,0.004955506202207971,0.005567196170097174
E0,256,10.0,15.0,0.5,25,2,2,0,False,0.0019698122962097386,0.010862257771383626
B64,64,10.0,15.0,0.5,25,2,2,0,False,0.001846160793078866,0.014160520491752374
E0,256,10.0,15.0,0.5,26,3,2,1,False,0.00148488368769506,0.01678596796585195
B64,64,10.0,15.0,0.5,26,2,2,0,False,0.0007919910617033565,0.013574632211799999
E0,256,10.0,15.0,0.5,27,3,2,1,False,0.0024892105728469005,0.013294357540614418
B64,64,10.0,15.0,0.5,27,2,2,0,False,0.003909876616049246,0.026578487188374744
E0,256,10.0,15.0,0.5,28,3,2,1,False,0.002788714759390132,0.01792808780612109
B64,64,10.0,15.0,0.5,28,2,1,1,True,0.052396355491708846,0.23628007405058468
E0,256,10.0,15.0,0.5,29,4,2,2,False,0.0027201605244755456,0.013900390413972324
B64,64,10.0,15.0,0.5,29,2,1,1,True,0.05386960620924697,0.23852301418862268
E0,256,10.0,15.0,0.5,30,2,2,0,False,0.0021102941004897957,0.017864414696166675
B64,64,10.0,15.0,0.5,30,2,2,0,False,0.0033858740721655067,0.023545088729871867
E0,256,10.0,15.0,0.5,31,2,2,0,False,0.002176445754770384,0.012030859088914226
B64,64,10.0,15.0,0.5,31,2,2,0,False,0.00448748951532707,0.022910159214400143
E0,256,10.0,15.0,1.0,0,2,2,0,False,0.0019948161043430446,0.020672512161272028
B64,64,10.0,15.0,1.0,0,2,2,0,False,0.004835825536716243,0.01759914799105188
E0,256,10.0,15.0,1.0,1,2,2,0,False,0.0022510270146653966,0.02356579466275641
B64,64,10.0,15.0,1.0,1,2,2,0,False,0.018420761953279907,0.14392219116765395
E0,256,10.0,15.0,1.0,2,2,2,0,False,0.0019416873208228935,0.022438738945001757
B64,64,10.0,15.0,1.0,2,2,1,1,True,0.03804179470230906,0.2989463714093821
E0,256,10.0,15.0,1.0,3,3,2,1,False,0.001795040247657198,0.015660986498438494
B64,64,10.0,15.0,1.0,3,1,1,0,True,0.05856323658085216,0.485813482595505
E0,256,10.0,15.0,1.0,4,2,2,0,False,0.0025844754651132007,0.0198581003141005
B64,64,10.0,15.0,1.0,4,2,2,0,False,0.0044288451979781485,0.03275279549731152
E0,256,10.0,15.0,1.0,5,3,2,1,False,0.0023527113372381336,0.013937782599844531
B64,64,10.0,15.0,1.0,5,2,2,0,False,0.0048321831985020935,0.029789197780582925
E0,256,10.0,15.0,1.0,6,2,2,0,False,0.002364674468623207,0.017664744365956348
B64,64,10.0,15.0,1.0,6,3,2,1,False,0.019067159443181936,0.16331379715935018
E0,256,10.0,15.0,1.0,7,3,2,1,False,0.001894597128526243,0.020604898658360828
B64,64,10.0,15.0,1.0,7,1,1,0,True,0.0530362015164485,0.4601642843467687
E0,256,10.0,15.0,1.0,8,3,2,1,False,0.002855576032700924,0.01853780245986555
B64,64,10.0,15.0,1.0,8,2,2,0,False,0.0018440583397136834,0.01545773756577324
E0,256,10.0,15.0,1.0,9,3,2,1,False,0.0021275844985382264,0.015072188047476828
B64,64,10.0,15.0,1.0,9,1,1,0,True,0.03936110088682199,0.347610620765417
E0,256,10.0,15.0,1.0,10,2,2,0,False,0.0022416226865829003,0.02296172174815342
B64,64,10.0,15.0,1.0,10,2,2,0,False,0.003091689972265499,0.028457807458090362
E0,256,10.0,15.0,1.0,11,3,2,1,False,0.0032827167344180452,0.021881398114859705
B64,64,10.0,15.0,1.0,11,2,2,0,False,0.005624363275614996,0.04048799548077338
E0,256,10.0,15.0,1.0,12,3,2,1,False,0.0024168443807042195,0.01754485849733326
B64,64,10.0,15.0,1.0,12,3,1,2,True,0.056640205109488306,0.46311002484993
E0,256,10.0,15.0,1.0,13,2,2,0,False,0.002120375187118384,0.02017787903832121
B64,64,10.0,15.0,1.0,13,2,2,0,False,0.004045108208472925,0.0418153044330751
E0,256,10.0,15.0,1.0,14,3,2,1,False,0.001844541269448996,0.014437385869611083
B64,64,10.0,15.0,1.0,14,2,2,0,False,0.018168978705375594,0.14503433668788257
E0,256,10.0,15.0,1.0,15,2,2,0,False,0.0015112828280621216,0.018316167305471545
B64,64,10.0,15.0,1.0,15,2,2,0,False,0.002142214133968423,0.0171864590307588
E0,256,10.0,15.0,1.0,16,3,2,1,False,0.0026043628065934854,0.013134793830279603
B64,64,10.0,15.0,1.0,16,3,2,1,False,0.0027355421966035465,0.008308803826318061
E0,256,10.0,15.0,1.0,17,2,2,0,False,0.002735704685477458,0.02761239329238127
B64,64,10.0,15.0,1.0,17,2,2,0,False,0.0033963368000513583,0.04982068247324936
E0,256,10.0,15.0,1.0,18,2,2,0,False,0.001139140670005645,0.012789748819471295
B64,64,10.0,15.0,1.0,18,2,1,1,True,0.05826578112396419,0.4730722729205535
E0,256,10.0,15.0,1.0,19,2,2,0,False,0.0029730721145284633,0.018368627695141238
B64,64,10.0,15.0,1.0,19,3,2,1,False,0.007793309791935599,0.04226810123104276
E0,256,10.0,15.0,1.0,20,2,2,0,False,0.0024238371802169922,0.022966521277144825
B64,64,10.0,15.0,1.0,20,2,2,0,False,0.005563698148193907,0.054368244874662866
E0,256,10.0,15.0,1.0,21,2,2,0,False,0.0017832315854917624,0.02920744725948285
B64,64,10.0,15.0,1.0,21,2,2,0,False,0.0042248021279363,0.04997338362682703
E0,256,10.0,15.0,1.0,22,2,2,0,False,0.0018723491285896898,0.02113533276176148
B64,64,10.0,15.0,1.0,22,2,2,0,False,0.0030179568754959973,0.03412202304433794
E0,256,10.0,15.0,1.0,23,2,2,0,False,0.003102220483199858,0.017521928642792887
B64,64,10.0,15.0,1.0,23,2,2,0,False,0.005980659155824242,0.03303745121781774
E0,256,10.0,15.0,1.0,24,2,2,0,False,0.0026311551595767924,0.019503576277486556
B64,64,10.0,15.0,1.0,24,2,2,0,False,0.002969863019472996,0.011557441053600938
E0,256,10.0,15.0,1.0,25,3,2,1,False,0.003452504122705591,0.02581037436579196
B64,64,10.0,15.0,1.0,25,4,2,2,False,0.006135231156520149,0.04689553582459875
E0,256,10.0,15.0,1.0,26,2,2,0,False,0.0020416262590714496,0.015597059449235348
B64,64,10.0,15.0,1.0,26,2,2,0,False,0.0028035462103588316,0.036409678202631704
E0,256,10.0,15.0,1.0,27,3,2,1,False,0.00164079872732259,0.02214553440432586
B64,64,10.0,15.0,1.0,27,2,2,0,False,0.0012006678697247253,0.025369895862736275
E0,256,10.0,15.0,1.0,28,2,2,0,False,0.0014786095911745178,0.016087621373674022
B64,64,10.0,15.0,1.0,28,1,1,0,True,0.04211729582320345,0.33274346263583926
E0,256,10.0,15.0,1.0,29,2,2,0,False,0.0020858568197184013,0.02194336916055604
B64,64,10.0,15.0,1.0,29,2,2,0,False,0.006200357868294759,0.043171093982091055
E0,256,10.0,15.0,1.0,30,3,2,1,False,0.0021966802861896895,0.019511588482424132
B64,64,10.0,15.0,1.0,30,2,2,0,False,0.0028390386656127475,0.0194225479524628
E0,256,10.0,15.0,1.0,31,2,2,0,False,0.0022180423279962724,0.022728595151495865
B64,64,10.0,15.0,1.0,31,1,1,0,True,0.0592207571261838,0.4761255608180814
E0,256,10.0,15.0,2.0,0,3,2,1,False,0.002621088550768036,0.006243808199264152
B64,64,10.0,15.0,2.0,0,2,2,0,False,0.004931339511600186,0.028661680729923904
E0,256,10.0,15.0,2.0,1,2,2,0,False,0.003423140855005613,0.011678621002508813
B64,64,10.0,15.0,2.0,1,2,2,0,False,0.0062856998391538355,0.03902509370842349
E0,256,10.0,15.0,2.0,2,2,2,0,False,0.001683824520839039,0.007677925639356719
B64,64,10.0,15.0,2.0,2,2,1,1,True,0.04081161588422333,0.7190463787775612
E0,256,10.0,15.0,2.0,3,2,2,0,False,0.0018124872476761311,0.005542171134592568
B64,64,10.0,15.0,2.0,3,2,2,0,False,0.004817942969566502,0.022177089148193833
E0,256,10.0,15.0,2.0,4,2,2,0,False,0.0024150910094107303,0.00886534715547772
B64,64,10.0,15.0,2.0,4,2,2,0,False,0.0027049108909835695,0.0209138976717779
E0,256,10.0,15.0,2.0,5,2,2,0,False,0.002030812577501706,0.013924090212709215
B64,64,10.0,15.0,2.0,5,3,2,1,False,0.0019954838882796366,0.01703383951966818
E0,256,10.0,15.0,2.0,6,2,2,0,False,0.0019764653790019793,0.005248751755156016
B64,64,10.0,15.0,2.0,6,2,2,0,False,0.00448314745766254,0.022267082990203864
E0,256,10.0,15.0,2.0,7,2,2,0,False,0.0015332210382013045,0.014089268435432276
B64,64,10.0,15.0,2.0,7,4,2,2,False,0.017527198225778307,0.3224661034263269
E0,256,10.0,15.0,2.0,8,3,2,1,False,0.0026597729600013054,0.009652005660421698
B64,64,10.0,15.0,2.0,8,3,2,1,False,0.0027554011742836337,0.020272160132020146
E0,256,10.0,15.0,2.0,9,2,2,0,False,0.0029736072951322967,0.002990841997428324
B64,64,10.0,15.0,2.0,9,3,2,1,False,0.004916704918656478,0.030395188527451704
E0,256,10.0,15.0,2.0,10,2,2,0,False,0.00235570226404036,0.01904115067582626
B64,64,10.0,15.0,2.0,10,1,1,0,True,0.044379627051228,0.7518031902255795
E0,256,10.0,15.0,2.0,11,5,2,3,False,0.0026243422940979144,0.010265932099964252
B64,64,10.0,15.0,2.0,11,2,2,0,False,0.0029382120978027615,0.03919914249862933
E0,256,10.0,15.0,2.0,12,2,2,0,False,0.002061727960054327,0.006293313133920925
B64,64,10.0,15.0,2.0,12,3,2,1,False,0.003800009485317446,0.038337110667416276
E0,256,10.0,15.0,2.0,13,2,2,0,False,0.0018683530900318601,0.012143089081540277
B64,64,10.0,15.0,2.0,13,1,1,0,True,0.043375347146792365,0.7321112608324929
E0,256,10.0,15.0,2.0,14,2,2,0,False,0.00198509383672274,0.009864196448079206
B64,64,10.0,15.0,2.0,14,1,1,0,True,0.055585477962665664,0.918696926919353
E0,256,10.0,15.0,2.0,15,3,2,1,False,0.002678068694322633,0.0076327788640249295
B64,64,10.0,15.0,2.0,15,2,2,0,False,0.003753509547550493,0.03828739277158916
E0,256,10.0,15.0,2.0,16,2,2,0,False,0.0011722781508893831,0.00804470636852187
B64,64,10.0,15.0,2.0,16,3,2,1,False,0.020360773728938852,0.3296494023602663
E0,256,10.0,15.0,2.0,17,2,2,0,False,0.0021112731312342703,0.012103085774660766
B64,64,10.0,15.0,2.0,17,1,1,0,True,0.039360686615083296,0.6810987936561747
E0,256,10.0,15.0,2.0,18,2,2,0,False,0.0020746537574609647,0.00538150880684691
B64,64,10.0,15.0,2.0,18,2,2,0,False,0.004794876032761408,0.026886353251380016
E0,256,10.0,15.0,2.0,19,3,2,1,False,0.0025664228958390822,0.008603607838150448
B64,64,10.0,15.0,2.0,19,2,2,0,False,0.001487604232906392,0.024098087662978954
E0,256,10.0,15.0,2.0,20,2,2,0,False,0.0019230463000070586,0.011453292451420283
B64,64,10.0,15.0,2.0,20,2,2,0,False,0.0050754054887960365,0.018247742420685123
E0,256,10.0,15.0,2.0,21,2,2,0,False,0.0025343545465119632,0.007570831017785176
B64,64,10.0,15.0,2.0,21,2,2,0,False,0.004838804683686249,0.03498243904247406
E0,256,10.0,15.0,2.0,22,2,2,0,False,0.0017247140742711053,0.010398974346839892
B64,64,10.0,15.0,2.0,22,2,2,0,False,0.0010726911102807435,0.015472777473984858
E0,256,10.0,15.0,2.0,23,3,2,1,False,0.0025641016267172745,0.016211274030313125
B64,64,10.0,15.0,2.0,23,2,2,0,False,0.0019665227779626093,0.04238844340156334
E0,256,10.0,15.0,2.0,24,2,2,0,False,0.0024171139844355594,0.0118704366708622
B64,64,10.0,15.0,2.0,24,2,1,1,True,0.042925586719007924,0.7524947764026463
E0,256,10.0,15.0,2.0,25,2,2,0,False,0.0026079662240334756,0.009093608354384497
B64,64,10.0,15.0,2.0,25,1,1,0,True,0.042987646870358276,0.7372865188177059
E0,256,10.0,15.0,2.0,26,2,2,0,False,0.002655426731550392,0.009434671436941627
B64,64,10.0,15.0,2.0,26,2,2,0,False,0.0027039821803924724,0.007002539938489772
E0,256,10.0,15.0,2.0,27,3,2,1,False,0.0021857556160682634,0.004684458760462185
B64,64,10.0,15.0,2.0,27,2,2,0,False,0.004097536989874584,0.02903152621083891
E0,256,10.0,15.0,2.0,28,2,2,0,False,0.0009067482528735127,0.02008581974602402
B64,64,10.0,15.0,2.0,28,1,1,0,True,0.04504226488060681,0.705603198658314
E0,256,10.0,15.0,2.0,29,2,2,0,False,0.001907503095338825,0.005163166003933434
B64,64,10.0,15.0,2.0,29,3,1,2,True,0.042647299672182726,0.7009918423232023
E0,256,10.0,15.0,2.0,30,3,2,1,False,0.0033582757397851992,0.004865617781917976
B64,64,10.0,15.0,2.0,30,3,2,1,False,0.007062054217797709,0.02447415900005765
E0,256,10.0,15.0,2.0,31,2,2,0,False,0.0023744103503275937,0.00917761423370873
B64,64,10.0,15.0,2.0,31,2,2,0,False,0.0023431669022784263,0.020133043494681716
E0,256,10.0,20.0,0.5,0,2,2,0,False,0.001679325084694483,0.012530627487547175
B64,64,10.0,20.0,0.5,0,2,2,0,False,0.006970007892647345,0.04118870777294134
E0,256,10.0,20.0,0.5,1,2,2,0,False,0.002134150916546673,0.01451071654036858
B64,64,10.0,20.0,0.5,1,4,2,2,False,0.0038594617664529096,0.007624782821377688
E0,256,10.0,20.0,0.5,2,2,2,0,False,0.002114553112875228,0.014740721473860754
B64,64,10.0,20.0,0.5,2,2,2,0,False,0.008090506953919885,0.04447924476342613
E0,256,10.0,20.0,0.5,3,2,2,0,False,0.002964748871249867,0.019368350771625742
B64,64,10.0,20.0,0.5,3,4,2,2,False,0.004036211866647932,0.020084482894313194
E0,256,10.0,20.0,0.5,4,2,2,0,False,0.0016439805326342594,0.006215815608091121
B64,64,10.0,20.0,0.5,4,2,2,0,False,0.00787832076807149,0.03366429880243866
E0,256,10.0,20.0,0.5,5,2,2,0,False,0.001577472105040556,0.014061311449942097
B64,64,10.0,20.0,0.5,5,2,2,0,False,0.002375334946279395,0.010063457333273063
E0,256,10.0,20.0,0.5,6,2,2,0,False,0.0027128121506763136,0.022781207310003992
B64,64,10.0,20.0,0.5,6,2,2,0,False,0.010014579406856683,0.0502521015820506
E0,256,10.0,20.0,0.5,7,2,2,0,False,0.002164673001360029,0.01682171972604293
B64,64,10.0,20.0,0.5,7,3,2,1,False,0.0022961564948786872,0.022458252601754533
E0,256,10.0,20.0,0.5,8,2,2,0,False,0.0022341589838674736,0.008179095837515112
B64,64,10.0,20.0,0.5,8,2,2,0,False,0.0037165791647169044,0.019765358536500858
E0,256,10.0,20.0,0.5,9,3,2,1,False,0.0023362199781189474,0.005630306572540845
B64,64,10.0,20.0,0.5,9,2,2,0,False,0.004748595415563273,0.015585695603194116
E0,256,10.0,20.0,0.5,10,2,2,0,False,0.0026748966388794315,0.013098652780336506
B64,64,10.0,20.0,0.5,10,2,2,0,False,0.001137139232298523,0.004874757161271018
E0,256,10.0,20.0,0.5,11,2,2,0,False,0.0025273214543517497,0.008179651759514829
B64,64,10.0,20.0,0.5,11,2,2,0,False,0.009944257634941778,0.0355773646268665
E0,256,10.0,20.0,0.5,12,2,2,0,False,0.00244635986798869,0.013608031615087623
B64,64,10.0,20.0,0.5,12,2,2,0,False,0.005509765363413521,0.021186144503667025
E0,256,10.0,20.0,0.5,13,2,2,0,False,0.0021395815008133923,0.012686201603841723
