origin,slot,all_ADE_rank,moving_ADE_rank,passes_motion,true_displacement_2s_m,average_displacement_speed_mps,valid_future_frames,qgnn_ADE,qgnn_FDE,gnn_ADE,gnn_FDE
367,2,656,,False,0.0364041462693723,0.01820207313468615,20,0.012529662251472473,0.00853271596133709,0.013764697313308715,0.016894659027457237
154,6,657,,False,0.048579038916786624,0.024289519458393312,20,0.01253761351108551,0.0066239298321306705,0.01640641689300537,0.021844325587153435
219,1,658,,False,0.0,0.0,20,0.012538225948810577,0.0069239321164786816,0.012991625070571899,0.01219030562788248
170,0,659,,False,0.02133600000001934,0.01066800000000967,20,0.012550480663776398,0.032881759107112885,0.011571201682090759,0.022792959585785866
170,5,660,,False,0.034442400000017415,0.017221200000008707,20,0.01255335807800293,0.01677051931619644,0.010165510326623916,0.016388168558478355
22,3,661,,False,0.064629100863302,0.032314550431651,20,0.012586893141269683,0.01719217747449875,0.01057344526052475,0.012781252153217793
176,1,662,,False,0.0,0.0,20,0.012591585516929626,0.027019521221518517,0.017648132145404817,0.027086354792118073
218,3,663,,False,0.05769341485059604,0.02884670742529802,20,0.012594425678253173,0.014029287733137608,0.01508963406085968,0.024110322818160057
175,6,664,,False,0.016459199999999896,0.008229599999999948,20,0.012602448463439941,0.0253042783588171,0.012374866753816605,0.018387656658887863
370,5,665,,False,0.017490846483803765,0.008745423241901883,20,0.012607027590274811,0.0174239594489336,0.01584177613258362,0.024713624268770218
314,3,666,,False,0.015544800000000691,0.007772400000000346,20,0.012617777287960052,0.020821113139390945,0.013367320597171783,0.018783068284392357
106,6,667,,False,0.007626093563548877,0.0038130467817744386,20,0.012659206986427307,0.014822867698967457,0.0063876137137413025,0.009678678587079048
186,3,668,,False,0.008534400000002051,0.004267200000001026,20,0.012671485543251038,0.007392069324851036,0.010704104602336884,0.0072281258180737495
172,6,669,,False,0.01645920000000345,0.008229600000001724,20,0.012685498595237732,0.025498323142528534,0.012308541685342789,0.01824265718460083
373,2,670,,False,0.0,0.0,20,0.012726312875747681,0.00786061305552721,0.011828942596912384,0.014331482350826263
174,7,671,,False,0.3221772045210038,0.1610886022605019,20,0.012740586698055268,0.01910395175218582,0.01039036363363266,0.019299589097499847
139,2,672,,False,0.0,0.0,20,0.01275288462638855,0.021126016974449158,0.022234001755714418,0.04199681431055069
371,2,673,,False,0.0,0.0,20,0.012764827907085418,0.007918749004602432,0.012270665913820266,0.01661977730691433
369,2,674,,False,0.0,0.0,20,0.012789921462535858,0.009030512534081936,0.018178510665893554,0.022659538313746452
396,5,675,,False,0.09825203297317135,0.049126016486585676,20,0.012811338901519776,0.09655976295471191,0.013684797286987304,0.10113329440355301
210,1,676,,False,0.0,0.0,20,0.01282953768968582,0.01299894880503416,0.019040367007255553,0.023824676871299744
372,2,677,,False,0.0,0.0,20,0.012830524146556855,0.007635562680661678,0.010461188107728957,0.012311833910644054
310,3,678,,False,0.015544800000000691,0.007772400000000346,20,0.012852001190185546,0.018950793892145157,0.013393869996070862,0.01574833132326603
19,7,679,,False,0.0,0.0,20,0.012853506207466125,0.008113386109471321,0.015349256992340087,0.016008304432034492
18,7,680,,False,0.0,0.0,20,0.012856721878051758,0.008122079074382782,0.015346625447273254,0.01600908860564232
16,7,681,,False,0.0,0.0,20,0.012868010997772216,0.008150259032845497,0.015348219871520996,0.016017675399780273
17,7,682,,False,0.0,0.0,20,0.012868762016296387,0.008145734667778015,0.015346585214138031,0.016013553366065025
235,0,683,,False,0.0,0.0,20,0.012875884771347046,0.009352223016321659,0.012948921322822571,0.00651641096919775
234,0,684,,False,0.0,0.0,20,0.012879499793052673,0.009223551489412785,0.012806519865989685,0.006391001399606466
177,3,685,,False,0.057394738367879415,0.028697369183939708,20,0.012886662781238557,0.025985974818468094,0.013418851792812348,0.02348431758582592
99,7,686,,False,0.0,0.0,20,0.012900164723396302,0.019237399101257324,0.009759464114904404,0.010310202836990356
236,0,687,,False,0.0,0.0,20,0.012918791174888611,0.009883739985525608,0.01339714229106903,0.007298430427908897
151,5,688,,False,0.05001878514320686,0.02500939257160343,20,0.012937699258327485,0.01934051886200905,0.011297434568405151,0.010375339537858963
74,2,689,,False,0.02316480000001775,0.011582400000008874,20,0.012939968705177307,0.017176754772663116,0.014657363295555115,0.015484354458749294
211,1,690,,False,0.0,0.0,20,0.012952867150306701,0.007961439900100231,0.018662944436073303,0.022852439433336258
208,7,691,,False,0.11070116125568179,0.055350580627840894,20,0.012966983020305634,0.017313819378614426,0.014264905452728271,0.02709447592496872
236,7,692,,False,0.0,0.0,20,0.012970592081546783,0.015278452076017857,0.010342629253864288,0.006788716651499271
239,7,693,,False,0.0,0.0,20,0.012975968420505524,0.015283163636922836,0.010354985296726228,0.0068551781587302685
237,7,694,,False,0.0,0.0,20,0.012976512312889099,0.015279393643140793,0.01033967211842537,0.00695369066670537
238,7,695,,False,0.0,0.0,20,0.012976589798927306,0.015283163636922836,0.010349412262439728,0.006852349732071161
232,7,696,,False,0.0,0.0,20,0.012977340817451477,0.015291644260287285,0.010344896465539932,0.006821960676461458
229,7,697,,False,0.0,0.0,20,0.012979462742805481,0.01529590506106615,0.01034301370382309,0.006810500752180815
231,7,698,,False,0.0,0.0,20,0.012979605793952942,0.015295414254069328,0.010345327109098435,0.006820073816925287
228,7,699,,False,0.0,0.0,20,0.012981073558330536,0.015296410769224167,0.010344399511814118,0.006811761297285557
226,7,700,,False,0.0,0.0,20,0.012981267273426056,0.015298296697437763,0.010342274606227875,0.006800949573516846
225,7,701,,False,0.0,0.0,20,0.012981756031513214,0.015302066691219807,0.010340538620948792,0.006790787912905216
233,7,702,,False,0.0,0.0,20,0.012981824576854706,0.015300617553293705,0.01034841239452362,0.0068837981671094894
224,7,703,,False,0.0,0.0,20,0.012982411682605744,0.015301646664738655,0.01033988744020462,0.006788257975131273
227,7,704,,False,0.0,0.0,20,0.012982438504695892,0.015298296697437763,0.01034960225224495,0.006815544795244932
181,4,705,,False,0.0,0.0,20,0.012984846532344819,0.011466039344668388,0.011676418036222458,0.018536293879151344
196,6,706,,False,0.014994177429924378,0.007497088714962189,20,0.01299135982990265,0.024650929495692253,0.013924802839756011,0.02138596586883068
234,7,707,,False,0.0,0.0,20,0.013005438446998595,0.015341733582317829,0.010464776307344437,0.007779519539326429
233,0,708,,False,0.0,0.0,20,0.013013258576393127,0.009963230229914188,0.01327287256717682,0.007058319170027971
189,3,709,,False,0.008534400000002051,0.004267200000001026,20,0.013014379143714904,0.015316861681640148,0.009371878951787949,0.005726838484406471
235,7,710,,False,0.0,0.0,20,0.013021869957447052,0.01538753230124712,0.010432644933462142,0.007454166654497385
232,0,711,,False,0.0,0.0,20,0.013026241958141328,0.010030854493379593,0.013321097195148467,0.007128049153834581
231,0,712,,False,0.0,0.0,20,0.01302778422832489,0.010035605169832706,0.013322575390338898,0.007128484081476927
230,0,713,,False,0.0,0.0,20,0.013031722605228424,0.0100408298894763,0.01332465261220932,0.007131530437618494
229,0,714,,False,0.0,0.0,20,0.013032224774360657,0.010045105591416359,0.013324490189552307,0.007134736515581608
228,0,715,,False,0.0,0.0,20,0.01303446888923645,0.010048906318843365,0.013326340913772583,0.007135605905205011
226,0,716,,False,0.0,0.0,20,0.013038609921932221,0.010056506842374802,0.013325674831867218,0.007134301122277975
227,0,717,,False,0.0,0.0,20,0.013039276003837585,0.01005213800817728,0.013326531648635865,0.007134301122277975
225,0,718,,False,0.0,0.0,20,0.013039369881153107,0.010060307569801807,0.013327778875827789,0.007138843182474375
237,0,719,,False,0.0,0.0,20,0.013040195405483245,0.010015583597123623,0.013214103877544403,0.006984940730035305
224,0,720,,False,0.0,0.0,20,0.013042028248310088,0.010066483169794083,0.013331866264343262,0.007140146568417549
370,2,721,,False,0.0,0.0,20,0.01304488480091095,0.00900073442608118,0.01711960732936859,0.02061617188155651
238,0,722,,False,0.0,0.0,20,0.013047304749488831,0.01007835939526558,0.013305273652076722,0.007091960404068232
239,0,723,,False,0.0,0.0,20,0.013049833476543427,0.010078737512230873,0.013315398991107941,0.007109891623258591
378,5,724,,False,0.017490846483801413,0.008745423241900706,20,0.01307457834482193,0.014045601710677147,0.013823626935482025,0.023129833862185478
179,5,725,,False,0.0003048000000021034,0.0001524000000010517,20,0.0131030336022377,0.014504334889352322,0.01675967276096344,0.025077922269701958
213,5,726,,False,0.008534399999998499,0.004267199999999249,20,0.013116812705993653,0.021394604817032814,0.011956695467233658,0.013017159886658192
359,6,727,,False,0.0,0.0,20,0.013125620782375336,0.01483158115297556,0.010067325085401535,0.011432861909270287
205,3,728,,False,0.34257743761785703,0.17128871880892851,20,0.013136810064315796,0.01696147210896015,0.016515694558620453,0.031508080661296844
311,3,729,,False,0.015544799999999803,0.007772399999999902,20,0.013148635625839233,0.021848810836672783,0.013899825513362885,0.02022603154182434
362,4,730,,False,0.1667347938964232,0.0833673969482116,20,0.013151073455810547,0.01742350496351719,0.01485762894153595,0.018140072003006935
70,2,731,,False,0.02286203190967704,0.01143101595483852,20,0.013151457905769348,0.023080209270119667,0.03374174535274506,0.07810211926698685
171,3,732,,False,0.12413782202439984,0.06206891101219992,20,0.01316976398229599,0.02806229516863823,0.011291053891181946,0.01700667105615139
79,2,733,,False,0.022862031909705458,0.011431015954852729,20,0.013193392753601074,0.023904701694846153,0.014028197526931763,0.020814046263694763
99,6,734,,False,0.007930659372335105,0.0039653296861675525,20,0.013193856179714202,0.017328931018710136,0.008053363859653473,0.01346844807267189
239,2,735,,False,0.0021552614690543872,0.0010776307345271936,20,0.01320710927248001,0.014774691313505173,0.014502702653408051,0.021465960890054703
173,3,736,,False,0.12447339389156162,0.06223669694578081,20,0.013209724426269531,0.02996085025370121,0.010154545307159424,0.016894184052944183
185,2,737,,False,0.02729789889056933,0.013648949445284666,20,0.013234871625900268,0.027581922709941864,0.014007219672203064,0.02797587215900421
147,3,738,,False,0.0,0.0,20,0.013266806304454804,0.004881913773715496,0.020636093616485596,0.018881045281887054
182,5,739,,False,0.0003048000000021034,0.0001524000000010517,20,0.013287681341171264,0.013236102648079395,0.01247606724500656,0.015517707914113998
374,5,740,,False,0.017290517132808436,0.008645258566404218,20,0.013345509767532349,0.016676506027579308,0.015468622744083404,0.026463882997632027
0,2,741,,False,0.3956555252422274,0.1978277626211137,20,0.013383913040161132,0.015787316486239433,0.011021360009908675,0.008741969242691994
158,6,742,,False,0.04855895445992863,0.024279477229964316,20,0.013388150930404663,0.009634516201913357,0.01589396446943283,0.021333985030651093
143,5,743,,False,0.03481264363414388,0.01740632181707194,20,0.013396735489368438,0.016073763370513916,0.016993974149227143,0.0245964415371418
17,3,744,,False,0.06463556919959153,0.032317784599795764,20,0.013417591154575349,0.013841603882610798,0.013876861333847046,0.01776471547782421
176,2,745,,False,0.047830297511111924,0.023915148755555962,20,0.013420239090919495,0.016521425917744637,0.009403184801340104,0.013224349357187748
363,6,746,,False,0.01547591797344163,0.007737958986720815,20,0.013456684350967408,0.026676207780838013,0.013250042498111726,0.02667166478931904
20,5,747,,False,0.11797689454599114,0.05898844727299557,20,0.013470686972141266,0.01822034642100334,0.013516218960285186,0.014409387484192848
226,3,748,,False,0.011473604824979933,0.005736802412489967,20,0.013478049635887146,0.013894772157073021,0.014411059021949769,0.014108547009527683
208,3,749,,False,0.05739069155462992,0.02869534577731496,20,0.013487896323204041,0.014738654717803001,0.016997380554676055,0.023959608748555183
118,1,750,,False,0.03361655215157133,0.016808276075785666,20,0.01348816156387329,0.01734745316207409,0.014579634368419647,0.025948327034711838
179,4,751,,False,0.0,0.0,20,0.013550005853176117,0.013624721206724644,0.008346913009881973,0.01327941007912159
230,7,752,,False,0.0,0.0,20,0.013570956885814667,0.01016931887716055,0.016040551662445068,0.021119583398103714
188,0,753,,False,0.014630399999987276,0.007315199999993638,20,0.013591773808002472,0.026288414373993874,0.013815189898014068,0.02563873492181301
76,2,754,,False,0.02285999999998012,0.01142999999999006,20,0.013594076037406921,0.01547772716730833,0.014576455950737,0.014049326069653034
188,3,755,,False,0.008539841122642739,0.0042699205613213696,20,0.013595487177371978,0.013949952088296413,0.009751949459314346,0.00507798558101058
207,7,756,,False,0.027587346803898773,0.013793673401949386,20,0.013599154353141785,0.0219714492559433,0.014387638866901397,0.031215302646160126
173,0,757,,False,0.1429515249463246,0.0714757624731623,20,0.013694533705711364,0.008550397120416164,0.015015627443790435,0.01849740371108055
205,4,758,,False,0.06095999999996593,0.030479999999982965,20,0.013706837594509125,0.0043355366215109825,0.012193613499403,0.008051645010709763
189,2,759,,False,0.027297898890569428,0.013648949445284714,20,0.0137213334441185,0.0255734883248806,0.014146818220615387,0.026662461459636688
125,0,760,,False,0.21112433551440393,0.10556216775720197,20,0.013728399574756623,0.023864854127168655,0.013166002929210663,0.022185342386364937
77,2,761,,False,0.02316480000001775,0.011582400000008874,20,0.013732673227787017,0.025779126212000847,0.014333021640777589,0.022120347246527672
379,6,762,,False,0.8660603848453204,0.4330301924226602,20,0.013761186599731445,0.023051077499985695,0.011782524734735489,0.017516208812594414
386,5,763,,False,0.03352799999998979,0.016763999999994894,20,0.01384223997592926,0.013684885576367378,0.014276900887489319,0.021009473130106926
234,5,764,,False,0.031569982786157885,0.015784991393078943,20,0.013851967453956605,0.021964671090245247,0.014081084728240966,0.02288949489593506
219,5,765,,False,0.008839200000000602,0.004419600000000301,20,0.013860748708248138,0.021829241886734962,0.013387088477611542,0.014927209354937077
202,5,766,,False,0.018592799999996856,0.009296399999998428,20,0.013916820287704468,0.02488473244011402,0.013372059166431426,0.020871879532933235
177,2,767,,False,0.03648699169839965,0.018243495849199824,20,0.013916835188865662,0.02028505504131317,0.01219242662191391,0.018258150666952133
155,6,768,,False,0.048579038916786624,0.024289519458393312,20,0.013970273733139037,0.007948894053697586,0.017513467371463774,0.02283172495663166
359,7,769,,False,0.4850365059033898,0.2425182529516949,20,0.013989526033401489,0.0196587722748518,0.013188591599464417,0.01959487609565258
205,5,770,,False,0.016763999999998447,0.008381999999999223,20,0.013997849822044373,0.024924742057919502,0.013362064957618713,0.02079254575073719
187,5,771,,False,0.0012192000000084136,0.0006096000000042068,20,0.014019963145256043,0.01667461358010769,0.013496032357215882,0.020355284214019775
196,3,772,,False,0.04743632080841102,0.02371816040420551,20,0.014041641354560852,0.025961289182305336,0.012904667854309082,0.01621329039335251
183,5,773,,False,0.00043105229379922114,0.00021552614689961057,20,0.014064542949199677,0.015978138893842697,0.013026310503482819,0.017295850440859795
196,4,774,,False,0.060960000000022774,0.030480000000011387,20,0.014154423773288728,0.02272169478237629,0.015825285017490386,0.019279111176729202
121,1,775,,False,0.033312562387164235,0.016656281193582118,20,0.014159184694290162,0.0167265422642231,0.01739264577627182,0.029278475791215897
163,4,776,,False,0.06096076199526033,0.030480380997630164,20,0.014217619597911835,0.022861266508698463,0.012550728023052215,0.012657157145440578
160,3,777,,False,0.015267407355554239,0.0076337036777771195,20,0.014222794771194458,0.019880151376128197,0.011443458497524261,0.012978053651750088
186,5,778,,False,0.000431052293796709,0.0002155261468983545,20,0.01422479897737503,0.017348680645227432,0.013714273273944855,0.02079307846724987
115,0,779,,False,0.050099515283886745,0.025049757641943372,20,0.014274755120277404,0.012867824174463749,0.014205440878868103,0.01863613724708557
374,4,780,,False,0.0,0.0,20,0.014281302690505981,0.010806231759488583,0.017217528820037842,0.02073070965707302
157,5,781,,False,0.050287381606128445,0.025143690803064223,20,0.0143037810921669,0.013920241966843605,0.01102992594242096,0.00626453198492527
169,2,782,,False,0.04389225832056429,0.021946129160282143,20,0.014327977597713471,0.008004111237823963,0.015554818511009216,0.019241109490394592
185,5,783,,False,0.0003047999999985507,0.00015239999999927534,20,0.014339420199394225,0.017706796526908875,0.013868600130081177,0.02126256562769413
123,1,784,,False,0.033291639599163605,0.016645819799581803,20,0.014391092956066132,0.022286927327513695,0.0148534893989563,0.025064118206501007
184,5,785,,False,0.0003047999999985507,0.00015239999999927534,20,0.014401054382324219,0.017660075798630714,0.013977740705013276,0.021277109161019325
160,7,786,,False,0.09326929803789012,0.04663464901894506,20,0.014405623078346252,0.011310386471450329,0.011341387033462524,0.014652058482170105
187,2,787,,False,0.02699502631521699,0.013497513157608495,20,0.014411503076553344,0.026945454999804497,0.014901797473430633,0.02793792262673378
75,2,788,,False,0.02285999999998012,0.01142999999999006,20,0.014423216879367828,0.027471188455820084,0.01484021544456482,0.02348053641617298
192,6,789,,False,0.015267407355554239,0.0076337036777771195,20,0.014427345991134644,0.01941121369600296,0.011935777217149734,0.01478708814829588
208,4,790,,False,0.0,0.0,20,0.014429940283298493,0.01666230708360672,0.012319539487361909,0.018352000042796135
120,0,791,,False,0.1066264288348833,0.05331321441744165,20,0.014436335861682891,0.05635423585772514,0.012035571038722992,0.046678535640239716
127,0,792,,False,0.2107993362403088,0.1053996681201544,20,0.014470428228378296,0.02135724388062954,0.014909039437770843,0.02563055232167244
79,7,793,,False,0.02499360000000017,0.012496800000000086,20,0.01449117362499237,0.028716981410980225,0.014718730747699738,0.02689320594072342
184,0,794,,False,0.014633574655580895,0.0073167873277904475,20,0.01450607031583786,0.0174384955316782,0.013361082971096038,0.010914088226854801
162,4,795,,False,0.060658263239217435,0.030329131619608717,20,0.014510995149612427,0.01758236438035965,0.015431910753250122,0.01678171008825302
100,6,796,,False,0.00792480000000051,0.003962400000000255,20,0.014527630805969239,0.018157469108700752,0.010662098228931428,0.015006993897259235
175,2,797,,False,0.04358746572124635,0.021793732860623177,20,0.014535060524940491,0.009571737609803677,0.015292221307754516,0.019191430881619453
152,5,798,,False,0.04998441211737384,0.02499220605868692,20,0.014615359902381896,0.020808689296245575,0.01165354996919632,0.017887450754642487
155,2,799,,False,0.00043105229381680614,0.00021552614690840307,20,0.014675760269165039,0.013943135738372803,0.01542002409696579,0.019311269745230675
180,0,800,,False,0.011586409832193379,0.0057932049160966895,20,0.014685463905334473,0.009839193895459175,0.015718860924243926,0.0075732939876616
223,3,801,,False,0.057693414850568225,0.028846707425284113,20,0.01475897878408432,0.01490534283220768,0.018141043186187745,0.024646872654557228
175,1,802,,False,0.0,0.0,20,0.01477287858724594,0.009879025630652905,0.013857600092887879,0.012895911000669003
174,1,803,,False,0.0,0.0,20,0.01477656364440918,0.009876669384539127,0.013848635554313659,0.012864703312516212
173,1,804,,False,0.0,0.0,20,0.01479463279247284,0.00991198979318142,0.013891172409057618,0.012909426353871822
170,1,805,,False,0.0,0.0,20,0.014799085259437562,0.009920475073158741,0.01393747478723526,0.013034122064709663
154,2,806,,False,0.0003047999999985507,0.00015239999999927534,20,0.014800140261650085,0.01456120889633894,0.015273737907409667,0.01888900250196457
171,1,807,,False,0.0,0.0,20,0.014801637828350067,0.00997588224709034,0.013898919522762298,0.012953130528330803
172,1,808,,False,0.0,0.0,20,0.014806894958019257,0.00993822980672121,0.013906323909759521,0.012913868762552738
169,1,809,,False,0.0,0.0,20,0.014809827506542205,0.009957406669855118,0.013977532088756562,0.013063361868262291
163,1,810,,False,0.0,0.0,20,0.014812710881233215,0.009850237518548965,0.013632646203041077,0.012071957811713219
165,1,811,,False,0.0,0.0,20,0.014818064868450165,0.009850646369159222,0.013925449550151825,0.012887271121144295
176,4,812,,False,0.0,0.0,20,0.0148182675242424,0.015067791566252708,0.021362870931625366,0.02015705220401287
197,7,813,,False,0.02739980777739945,0.013699903888699724,20,0.014818452298641205,0.018889565020799637,0.016491353511810303,0.03034169040620327
166,1,814,,False,0.0,0.0,20,0.014820361137390136,0.009874370880424976,0.01391632854938507,0.012886774726212025
161,1,815,,False,0.0,0.0,20,0.014821285009384155,0.00987233966588974,0.013654060661792755,0.012018019333481789
168,1,816,,False,0.0,0.0,20,0.014822079241275788,0.009962604381144047,0.013695742189884185,0.012629244476556778
164,1,817,,False,0.0,0.0,20,0.014827099442481995,0.009887919761240482,0.013610951602458954,0.012302491813898087
162,1,818,,False,0.0,0.0,20,0.014828865230083466,0.009926855564117432,0.013608443737030029,0.011936045251786709
167,1,819,,False,0.0,0.0,20,0.014830538630485534,0.009952676482498646,0.013793012499809265,0.012713247910141945
164,3,820,,False,0.014994177429924378,0.007497088714962189,20,0.014832575619220734,0.027114013209939003,0.012013577669858933,0.016658613458275795
160,1,821,,False,0.0,0.0,20,0.014841519296169281,0.00994889996945858,0.013611710071563721,0.011949926614761353
157,6,822,,False,0.048579038916786624,0.024289519458393312,20,0.0148455411195755,0.02556162141263485,0.007511842995882034,0.0060013518668711185
360,5,823,,False,0.08667152939875612,0.04333576469937806,20,0.014853948354721069,0.024958303198218346,0.014404737949371338,0.02594904415309429
359,2,824,,False,0.25518896492880633,0.12759448246440316,20,0.014854612946510314,0.023374630138278008,0.01361839473247528,0.015762902796268463
375,4,825,,False,0.0,0.0,20,0.014882826805114746,0.011909513734281063,0.018319007754325867,0.021390128880739212
156,2,826,,False,0.00043105229381680614,0.00021552614690840307,20,0.014902876317501068,0.014957058243453503,0.015395228564739228,0.019509332254529
358,7,827,,False,0.4853393291032737,0.24266966455163685,20,0.014950178563594818,0.022100349888205528,0.08224397897720337,0.17220529913902283
195,7,828,,False,0.0275350995901652,0.0137675497950826,20,0.014961875975131989,0.01780775934457779,0.016632954776287078,0.028366025537252426
194,4,829,,False,0.060658263239217435,0.030329131619608717,20,0.014972098171710968,0.013674329034984112,0.013501758873462676,0.013148989528417587
216,7,830,,False,0.11287522229717327,0.056437611148586635,20,0.01499372124671936,0.014730144292116165,0.01538127362728119,0.019344842061400414
191,5,831,,False,0.05799615990046908,0.02899807995023454,20,0.015000902116298676,0.013436742126941681,0.017648056149482727,0.017373433336615562
171,4,832,,False,0.060658263239245856,0.030329131619622928,20,0.015006044507026672,0.027487535029649734,0.013090024888515472,0.015714121982455254
211,3,833,,False,0.05739069155462992,0.02869534577731496,20,0.015009738504886627,0.014791819266974926,0.024484212696552276,0.03414664790034294
380,3,834,,False,0.013138258953150574,0.006569129476575287,20,0.015009942650794982,0.02050277777016163,0.018737024068832396,0.030336016789078712
153,5,835,,False,0.050287381606100245,0.025143690803050123,20,0.01501656323671341,0.01744980923831463,0.013253849744796754,0.019535960629582405
161,4,836,,False,0.060655965824296276,0.030327982912148138,20,0.015026266872882842,0.013751333579421043,0.016409215331077576,0.016092726960778236
107,6,837,,False,0.007924799999999621,0.0039623999999998105,20,0.015134204924106599,0.017775991931557655,0.012348442524671554,0.015708785504102707
177,5,838,,False,0.00043105229381680614,0.00021552614690840307,20,0.015151461958885193,0.01846749521791935,0.012356144934892654,0.01410190761089325
202,7,839,,False,0.027372669171997314,0.013686334585998657,20,0.015152671933174133,0.02326272241771221,0.016021978855133057,0.03285795822739601
159,2,840,,False,0.00043105229381680614,0.00021552614690840307,20,0.015163019299507141,0.017218954861164093,0.018226970732212067,0.02652655728161335
176,0,841,,False,0.0,0.0,20,0.015170104801654816,0.00587124889716506,0.07491215467453002,0.06138261407613754
73,2,842,,False,0.022862031909705448,0.011431015954852724,20,0.015176157653331756,0.029478050768375397,0.014116758108139038,0.021150624379515648
347,6,843,,False,0.0,0.0,20,0.015199251472949982,0.007012357469648123,0.015154644846916199,0.020603446289896965
19,2,844,,False,0.0,0.0,20,0.015200795233249664,0.010743730701506138,0.015680015087127686,0.017714884132146835
16,2,845,,False,0.0,0.0,20,0.015201231837272644,0.010721607133746147,0.01567637175321579,0.017698876559734344
20,2,846,,False,0.0,0.0,20,0.01520231068134308,0.010744189843535423,0.015676258504390715,0.01771806739270687
18,2,847,,False,0.0,0.0,20,0.015202417969703674,0.010733583010733128,0.01567818522453308,0.017707273364067078
17,2,848,,False,0.0,0.0,20,0.015202699601650238,0.010734044015407562,0.015677931904792785,0.017706478014588356
21,2,849,,False,0.0,0.0,20,0.015205597877502442,0.01075664535164833,0.015675272047519683,0.01772807352244854
22,2,850,,False,0.0,0.0,20,0.01520708054304123,0.010768650099635124,0.015673330426216124,0.01773284561932087
308,3,851,,False,0.015547787948129454,0.007773893974064727,20,0.015243795514106751,0.014743654057383537,0.016204454004764557,0.019388891756534576
175,0,852,,False,0.14356209426169902,0.07178104713084951,20,0.01528318077325821,0.02067950926721096,0.013175061345100403,0.011922398582100868
157,2,853,,False,0.0003048000000021034,0.0001524000000010517,20,0.015285824239253998,0.01670834608376026,0.016223612427711486,0.021688837558031082
158,2,854,,False,0.0003048000000021034,0.0001524000000010517,20,0.015293477475643158,0.01762698031961918,0.01836462616920471,0.026966774836182594
179,3,855,,False,0.05739473836793147,0.028697369183965735,20,0.0152959942817688,0.036890096962451935,0.009449416399002075,0.013861363753676414
24,3,856,,False,0.06406675588977591,0.032033377944887954,20,0.015306036174297332,0.02051330916583538,0.011740337312221526,0.011665471829473972
159,6,857,,False,0.04829709647919353,0.024148548239596765,20,0.01530994027853012,0.010727914981544018,0.01838785409927368,0.024533014744520187
372,5,858,,False,0.017522686643325784,0.008761343321662892,20,0.015323588252067566,0.019484100863337517,0.01924049258232117,0.0286549124866724
178,5,859,,False,0.0003048000000021034,0.0001524000000010517,20,0.015365011990070343,0.018414072692394257,0.014059394598007202,0.01960485614836216
239,5,860,,False,0.031569982786186494,0.015784991393093247,20,0.0153757244348526,0.028781916946172714,0.015352007746696473,0.03247414901852608
229,5,861,,False,0.03187018883409152,0.01593509441704576,20,0.015376277267932892,0.02781921997666359,0.015812638401985168,0.0334288626909256
160,5,862,,False,0.03444374864615119,0.017221874323075596,20,0.015401118993759155,0.018601512536406517,0.01617349237203598,0.017895517870783806
376,4,863,,False,0.0,0.0,20,0.015420854091644287,0.012980777770280838,0.017292937636375426,0.02116941101849079
383,4,864,,False,0.0,0.0,20,0.015457828342914582,0.013054579496383667,0.01785197705030441,0.022153954952955246
156,6,865,,False,0.048579038916786624,0.024289519458393312,20,0.015457843244075776,0.009638721123337746,0.01873902082443237,0.024311544373631477
382,4,866,,False,0.0,0.0,20,0.015458713471889495,0.013054483570158482,0.017845803499221803,0.022154198959469795
381,4,867,,False,0.0,0.0,20,0.015462182462215424,0.013068375177681446,0.017828333377838134,0.022128015756607056
380,4,868,,False,0.0,0.0,20,0.015462556481361389,0.013067705556750298,0.01782775968313217,0.022115541622042656
379,4,869,,False,0.0,0.0,20,0.015463252365589143,0.013067562133073807,0.01784083992242813,0.0221293643116951
378,4,870,,False,0.0,0.0,20,0.015463431179523469,0.013066988438367844,0.017810985445976257,0.022090233862400055
377,4,871,,False,0.0,0.0,20,0.015464243292808533,0.01306641660630703,0.017819762229919434,0.022090969607234
185,0,872,,False,0.014630400000015698,0.007315200000007849,20,0.015472832322120666,0.021827664226293564,0.01583636850118637,0.0243254192173481
208,5,873,,False,0.008539841122643752,0.004269920561321876,20,0.01553114503622055,0.021093688905239105,0.013026382029056548,0.016260890290141106
22,5,874,,False,0.11827653936096033,0.059138269680480166,20,0.015537862479686738,0.016362451016902924,0.01742117702960968,0.021281490102410316
191,2,875,,False,0.02729789889056933,0.013648949445284666,20,0.01553904116153717,0.02519339509308338,0.015816454589366914,0.026930278167128563
23,2,876,,False,0.0,0.0,20,0.015642307698726654,0.010757447220385075,0.015039923787117004,0.01786212995648384
207,1,877,,False,0.0,0.0,20,0.015650901198387145,0.009177344851195812,0.01811337620019913,0.02003462426364422
360,2,878,,False,0.2560846088807831,0.12804230444039155,20,0.01565544158220291,0.023796256631612778,0.01474655419588089,0.01562274619936943
318,3,879,,False,0.009453714850787241,0.004726857425393621,20,0.015661631524562836,0.011532248929142952,0.016687771677970885,0.016297176480293274
206,1,880,,False,0.0,0.0,20,0.01566907614469528,0.009244680404663086,0.01817002147436142,0.020068135112524033
205,1,881,,False,0.0,0.0,20,0.01566916108131409,0.009267120622098446,0.01813759207725525,0.02006286010146141
204,1,882,,False,0.0,0.0,20,0.015675519406795502,0.00928244087845087,0.01813042610883713,0.020021583884954453
