origin,slot,all_ADE_rank,moving_ADE_rank,passes_motion,true_displacement_2s_m,average_displacement_speed_mps,valid_future_frames,qgnn_ADE,qgnn_FDE,gnn_ADE,gnn_FDE
393,4,182,,False,0.0,0.0,20,0.006643041223287583,0.014260528609156609,0.005807040259242058,0.009155918844044209
392,4,183,,False,0.0,0.0,20,0.00664312019944191,0.0142605509608984,0.005808568373322487,0.009155918844044209
365,0,184,,False,0.0,0.0,20,0.006646841764450073,0.006655299104750156,0.011072692275047303,0.01942146010696888
211,6,185,,False,0.0,0.0,20,0.006650497764348983,0.00964907743036747,0.004167459160089493,0.0029060107190161943
142,5,186,,False,0.03511687561501618,0.01755843780750809,20,0.006653016805648804,0.008979564532637596,0.009748759865760803,0.017902249470353127
388,4,187,,False,0.0,0.0,20,0.006675032526254654,0.015165423974394798,0.006584925204515457,0.015603217296302319
218,6,188,,False,0.0,0.0,20,0.006677766889333725,0.010153712704777718,0.01012318730354309,0.017480669543147087
217,6,189,,False,0.0,0.0,20,0.006690661609172821,0.010192196816205978,0.010127052664756775,0.017482344061136246
172,5,190,,False,0.0347471999999982,0.0173735999999991,20,0.0067044273018836975,0.009664289653301239,0.008016207814216613,0.008947868831455708
216,6,191,,False,0.0,0.0,20,0.006706670671701431,0.010218401439487934,0.010128726065158845,0.017499029636383057
119,0,192,,False,0.04979540277575315,0.024897701387876576,20,0.006720241904258728,0.006117992103099823,0.007553064823150634,0.010922824032604694
215,6,193,,False,0.0,0.0,20,0.006720880419015885,0.010256984271109104,0.010126624256372452,0.017484983429312706
399,4,194,,False,0.0,0.0,20,0.006725636124610901,0.014514334499835968,0.002394827827811241,0.002633116440847516
210,5,195,,False,0.008534400000002051,0.004267200000001026,20,0.006727155297994614,0.014998987317085266,0.002801069989800453,0.0026720776222646236
385,2,196,,False,0.0,0.0,20,0.006734409928321838,0.007255195640027523,0.004899478331208229,0.0031017600558698177
214,6,197,,False,0.0,0.0,20,0.006735017895698548,0.010282227769494057,0.010128262639045715,0.01748570241034031
200,4,198,,False,0.06096076199523191,0.030480380997615956,20,0.006747765094041824,0.01446592528373003,0.008425574749708176,0.011381675489246845
362,0,199,,False,0.0,0.0,20,0.006757151335477829,0.007136311382055283,0.011123181879520416,0.01947164535522461
360,0,200,,False,0.0,0.0,20,0.006768129765987396,0.00714092468842864,0.011116634309291839,0.019457124173641205
361,0,201,,False,0.0,0.0,20,0.00676816776394844,0.007147039286792278,0.011115891486406326,0.01945861242711544
208,6,202,,False,0.0,0.0,20,0.0067736275494098665,0.011656230315566063,0.008013229072093963,0.014039019122719765
398,4,203,,False,0.0,0.0,20,0.006778594851493835,0.014795258641242981,0.006269170343875885,0.009240690618753433
390,5,204,,False,0.03291839999999979,0.016459199999999896,20,0.006788411736488342,0.00407442869618535,0.009007414430379867,0.01215459406375885
221,3,205,,False,0.0576934148505674,0.0288467074252837,20,0.0067971616983413695,0.007825709879398346,0.00965569242835045,0.018171746283769608
385,7,206,,False,0.0,0.0,20,0.0068009115755558016,0.008959083817899227,0.0076566733419895176,0.009238426573574543
213,6,207,,False,0.0,0.0,20,0.0068551160395145415,0.010500052943825722,0.008622255921363831,0.01467718556523323
223,5,208,,False,0.0265456127900694,0.0132728063950347,20,0.006856182217597961,0.012410897761583328,0.006751829385757446,0.012134136632084846
194,6,209,,False,0.015403712674539577,0.0077018563372697885,20,0.006870967894792556,0.009703902527689934,0.005675029382109642,0.007606140337884426
162,3,210,,False,0.015403712674539577,0.0077018563372697885,20,0.006879833340644836,0.012559707276523113,0.005669471994042397,0.0028718558605760336
212,6,211,,False,0.0,0.0,20,0.006899383664131164,0.010521081276237965,0.006813059747219086,0.01152596715837717
370,1,212,,False,0.0,0.0,20,0.006899694353342057,0.008303370326757431,0.0074140124022960665,0.00843111053109169
169,4,213,,False,0.060655965824296276,0.030327982912148138,20,0.00693768709897995,0.017293378710746765,0.005127371847629547,0.004937250632792711
374,3,214,,False,0.0,0.0,20,0.006964673101902008,0.011003546416759491,0.01054912731051445,0.012945977970957756
391,4,215,,False,0.0,0.0,20,0.0069765903055667875,0.015210658311843872,0.00553642250597477,0.009135348722338676
153,3,216,,False,0.0,0.0,20,0.007008183002471924,0.006404380779713392,0.008032567054033279,0.014335731975734234
209,6,217,,False,0.0,0.0,20,0.007018335908651352,0.011117665097117424,0.005838442221283912,0.00844357255846262
202,4,218,,False,0.060655965824296276,0.030327982912148138,20,0.007067786157131195,0.017028752714395523,0.008830781280994415,0.01293403934687376
210,6,219,,False,0.0,0.0,20,0.007076132297515869,0.010602977126836777,0.003956691175699234,0.0025810410734266043
393,5,220,,False,0.03352799999998979,0.016763999999994894,20,0.007086926698684692,0.004241711460053921,0.008569701761007308,0.011223060078918934
173,2,221,,False,0.04358746572124633,0.021793732860623166,20,0.007087338715791702,0.00857808068394661,0.006262947618961334,0.009446226060390472
374,0,222,,False,0.0,0.0,20,0.0070886403322219845,0.0012336436193436384,0.010245698690414428,0.013516932725906372
375,0,223,,False,0.0,0.0,20,0.007111596316099167,0.0008325533126480877,0.010463383048772812,0.013311909511685371
195,6,224,,False,0.014994177429923981,0.0074970887149619905,20,0.007136225700378418,0.017168380320072174,0.007212509214878082,0.014114798046648502
381,3,225,,False,0.01313825895314703,0.006569129476573515,20,0.007182595133781433,0.010288524441421032,0.0078302264213562,0.012322968803346157
376,0,226,,False,0.0,0.0,20,0.007204508781433106,0.000488550344016403,0.009634842723608017,0.012806574814021587
377,0,227,,False,0.0,0.0,20,0.007217311859130859,0.0004436912713572383,0.009678289294242859,0.012947923503816128
383,0,228,,False,0.0,0.0,20,0.00721777006983757,0.00045884420978836715,0.009674838185310364,0.012921247631311417
379,0,229,,False,0.0,0.0,20,0.007217788696289062,0.00045884420978836715,0.009679451584815979,0.012940609827637672
382,0,230,,False,0.0,0.0,20,0.0072180479764938354,0.0004589106247294694,0.009676945209503175,0.012921247631311417
