model,checkpoint,best_val_ade,best_val_fde,val_loss,val_ade,val_fde,step1_ade,step5_ade,step10_ade,step15_ade,step20_ade,straight_ade,straight_fde,straight_count,turn_ade,turn_fde,turn_count
transformer_snr5,./checkpoints/baseline_transformer_snr5_sl72_pl20_G61_STANDARD_BASELINES/transformer_snr5/checkpoint.pth,1.2270142550347374,1.6693441427111837,0.0029454371541283936,1.2270142550347374,1.6693441427111837,0.9338682784920647,1.0162252267201741,1.1727987204279218,1.3819366789999463,1.6693441476140702,0.9002346396446228,1.2229890823364258,9565,4.586544036865234,5.953631401062012,1032
