model,epoch,train_loss,train_ade,val_loss,val_ade,val_fde,best_val_ade,straight_ade,turn_ade,step1_ade,step5_ade,step10_ade,step15_ade,step20_ade
transformer_snr10,1,0.036201914026552276,7.396857067723944,0.005098003840317861,2.3675231442964146,2.7726427823489455,2.3675231442964146,1.974638819694519,6.063839912414551,2.658038810321263,2.4286670366923016,2.144132711773827,2.441873684383574,2.7726427850269135
transformer_snr10,2,0.010323870160755559,4.311350472068387,0.004295857129840269,2.051127074297429,2.4674466810879365,2.051127074297429,1.7246503829956055,5.5332465171813965,2.0085486139569966,1.9249546857107254,1.9127334492547172,2.0963923408871605,2.4674466825666883
transformer_snr10,3,0.007856319775605726,3.7265765137142606,0.004523195805294173,2.036294865053857,2.375104138122766,2.036294865053857,1.6456103324890137,5.759663105010986,2.0214084040550957,1.974377727508545,1.9121704039119538,2.1403653803325833,2.3751041389646983
transformer_snr10,4,0.006727104926524797,3.426192182165022,0.003958287022154157,1.7872735567280047,2.2174059725275757,1.7872735567280047,1.394741177558899,5.435319423675537,1.60156751871109,1.5817583282788594,1.6643809954325357,1.9020687807173955,2.217405981109256
transformer_snr10,5,0.006004571552979965,3.2103295656120254,0.004154826647191796,1.9952875810974677,2.3932827548193885,1.7872735567280047,1.6259479522705078,5.592010498046875,1.7841777074904668,1.9103823809396654,1.8644436370758783,2.1023602752458483,2.3932827540806363
transformer_snr10,6,0.005457879355044516,3.0434937137227887,0.005058658819290854,2.283556565806447,2.657586096941876,1.7872735567280047,1.933629035949707,5.754353046417236,2.0980305569512505,2.0554257063638595,2.206640773160117,2.364107510021755,2.657586107935224
transformer_snr10,7,0.005055670688452055,2.9239535121797764,0.003757320618024096,1.645468660150211,2.0654045138271093,1.645468660150211,1.2950639724731445,5.14030122756958,1.435352363472893,1.5086292766389393,1.5354575985953922,1.7793582848140173,2.065404510498047
transformer_snr10,8,0.004875361253614821,2.856028601808368,0.003948388810801719,1.8690782857731738,2.249698500668594,1.645468660150211,1.5528570413589478,5.142933368682861,1.66179659253075,1.699720881666456,1.7467015340214684,2.014154765719459,2.24969850835346
transformer_snr10,9,0.004648694458107154,2.770390057213901,0.004156781303408068,1.9993418607511557,2.37527275314136,1.645468660150211,1.6944886445999146,5.3068366050720215,1.7930165495191301,1.881786022299812,1.8675596475601197,2.136198317436945,2.37527277810233
transformer_snr10,10,0.004514274566162932,2.726077169242395,0.003908677472888182,1.7974420501323904,2.1634159313330503,1.645468660150211,1.457362174987793,5.260169506072998,1.6190673180988857,1.6633001316161382,1.7253745629673913,1.9178116366976783,2.1634159088134766
transformer_snr10,11,0.004331716543270482,2.67309693520424,0.004609885171521455,2.2566859173405516,2.6296110636147896,1.645468660150211,1.8533979654312134,5.792726039886475,1.985632176058633,2.1205419829913548,2.1829047867230007,2.3670239516666958,2.62961109933399
transformer_snr10,12,0.00429991612833704,2.649179912463174,0.004647082288561034,2.157570604607463,2.501323133911189,1.645468660150211,1.8017854690551758,5.4944167137146,1.950069372994559,2.0111108280363537,2.1036173797789073,2.273870054880778,2.501323135693868
transformer_snr10,13,0.004160820722259753,2.605490160188335,0.003492503188040462,1.5220054147465687,1.9541693655595909,1.5220054147465687,1.204363465309143,4.817631721496582,1.250839160737537,1.3263412566412063,1.4456159875506447,1.6800642530123393,1.9541693494433447
transformer_snr10,14,0.004093441709024788,2.5685917491433004,0.003721494917547153,1.6670272755225943,2.0453467435378117,1.5220054147465687,1.355975866317749,4.964327812194824,1.4387725500833421,1.5033271153767904,1.6113815466562906,1.792543735958281,2.0453467352049692
transformer_snr10,15,0.004041511965212676,2.559145435597162,0.004014635544791374,1.9616243945440233,2.4113725122578518,1.5220054147465687,1.5885425806045532,5.363108158111572,1.6272417789413816,1.7692530978293646,1.907407241775876,2.127605736823309,2.4113724788029987
transformer_snr10,16,0.004039815027633803,2.554902389614337,0.004325112649461343,1.966548681703751,2.3016748758080037,1.5220054147465687,1.61518132686615,5.394957065582275,1.7996892628215608,1.8396866650808426,1.8956396522976102,2.0691452639443533,2.301674868946984
transformer_snr10,17,0.0038980248855696345,2.508789146721238,0.004025831494835161,1.9137675635782736,2.3349696541709517,1.5220054147465687,1.5512880086898804,5.370954513549805,1.610901357446398,1.7045030156771341,1.8553486188252768,2.0833950894219533,2.334969651131403
transformer_snr10,18,0.003904794428724038,2.5016289322131335,0.0037814091109404607,1.8003422573405605,2.195515641895015,1.5220054147465687,1.3963587284088135,5.388840198516846,1.519985037758237,1.651853522800264,1.7445641790117536,1.9227919879413786,2.195515637170701
transformer_snr10,19,0.0038733264285899247,2.4907962996005013,0.004003569099586457,1.8543411120068327,2.233568225860446,1.5220054147465687,1.5138317346572876,5.2853522300720215,1.5972582533245996,1.687019624028887,1.7919000932148526,1.974184771378835,2.2335682244527906
transformer_snr10,20,0.0038528281666213486,2.48639938091582,0.00349043054877603,1.6272799670552125,1.9883249972948327,1.5220054147465687,1.3057931661605835,4.997445583343506,1.4089320381482442,1.4661373303050087,1.559680816673097,1.7448329834710985,1.988325013433184
transformer_snr10,21,0.0038202605654428902,2.468968150250817,0.003781037754656392,1.6967401197540486,2.0358374331429894,1.5220054147465687,1.3188862800598145,5.306164264678955,1.5110797337123325,1.5599552199954079,1.625923302627745,1.789503616946084,2.035837422098432
transformer_snr10,22,0.0037789747799381584,2.447566303317152,0.0041676478224828666,1.8913949380736865,2.2821746966284646,1.5220054147465687,1.4701145887374878,5.564385890960693,1.634108927704039,1.693970084758032,1.829453460375468,2.043800645782834,2.2821747087296984
transformer_snr10,23,0.003734999333373593,2.4431787621800005,0.004308357471711047,2.077248668162862,2.402300573043093,1.5220054147465687,1.6903468370437622,5.629124641418457,1.8960501716250464,1.959783590975262,2.026167861620585,2.1525938346272424,2.402300577504294
transformer_snr10,24,0.0037416551775636786,2.4335752340732633,0.0036695755837995205,1.606184172614788,1.9846219885666783,1.5220054147465687,1.2291996479034424,5.132761478424072,1.3619049566132682,1.451596054009029,1.5382824142773945,1.723826301665533,1.9846219937006633
transformer_snr10,25,0.003740328389456187,2.4314565466135054,0.004228700287196608,2.021253443882978,2.433274237111272,1.5220054147465687,1.657278299331665,5.416830062866211,1.662173573176066,1.835896120752607,1.9196185872668312,2.2297533387229556,2.4332742407208396
transformer_snr10,26,0.0036680354415565978,2.400987477672425,0.004014517286504131,1.9829236331357,2.334446684689638,1.5220054147465687,1.6324667930603027,5.360039234161377,1.7001243256387257,1.8095063289006552,1.9154288763091678,2.1195275374821256,2.3344466731661844
transformer_snr10,27,0.003645106370070758,2.393985599341882,0.0035758526451120684,1.5815843482313323,2.0018321067602387,1.5220054147465687,1.1624610424041748,5.357048034667969,1.3067717410269237,1.4113844723928541,1.5003982952662878,1.7156442488942827,2.001832113379524
transformer_snr10,28,0.003631986358907831,2.3906905851024254,0.0035203415409861397,1.5327213223602267,1.8750453443821848,1.5220054147465687,1.189031720161438,4.891059398651123,1.3399164177122571,1.3843732198079428,1.4666851389975775,1.6369910512651715,1.875045344943092
transformer_snr10,29,0.0036078026821832923,2.3783162944721727,0.0034340784829553395,1.5170031068375378,1.8629667527932074,1.5170031068375378,1.1602516174316406,4.920281410217285,1.2940290326163881,1.3923653142792838,1.4301064621834527,1.6345847561245872,1.8629667412667048
transformer_snr10,30,0.003583501377660367,2.3678893728076287,0.003990258393432236,1.709515640996064,2.090317004080654,1.5170031068375378,1.3747334480285645,5.1482133865356445,1.4246524958383469,1.5379622022310893,1.6537949760754904,1.852944665295737,2.0903170086088636
transformer_snr10,31,0.0035758815811697073,2.366394638265454,0.0033592205684510102,1.5110735017476449,1.8872778768846252,1.5110735017476449,1.135633945465088,5.049595355987549,1.2862117807070415,1.35601430109569,1.4395127194268362,1.6242152980395725,1.887277881304423
transformer_snr10,32,0.00353640962789417,2.3516394099849327,0.004056840849253127,1.8131552744462776,2.203881861623848,1.5110735017476449,1.3995524644851685,5.395536422729492,1.5620694660005114,1.6547699933960325,1.7684831721442087,1.946824848651886,2.2038818665913174
transformer_snr10,33,0.0035207861921197465,2.3412961679934456,0.0037074962151347705,1.6313808854386609,2.023710825574831,1.5110735017476449,1.3185535669326782,5.0238542556762695,1.3689237163180397,1.4606136236871992,1.562700474829901,1.761853123278845,2.0237108185177757
transformer_snr10,34,0.0034872958189134232,2.334733768579095,0.0036344727099363117,1.6046345853338218,1.981714839815894,1.5110735017476449,1.2586499452590942,5.06853723526001,1.3611601557050432,1.4475075562795003,1.5504469695545378,1.7298240496998742,1.9817148271061125
transformer_snr10,35,0.003520114769313711,2.345493797736098,0.0033784651951420876,1.414016777265074,1.8284996742873947,1.414016777265074,1.073657512664795,4.792016983032227,1.1372698463144757,1.2256034828367688,1.3490351336342947,1.5628062072254363,1.8284996782030378
