model,epoch,train_loss,train_ade,val_loss,val_ade,val_fde,best_val_ade,straight_ade,turn_ade,step1_ade,step5_ade,step10_ade,step15_ade,step20_ade
lstm_snr0,1,0.03720172437247615,7.122692954865141,0.005470644824561619,2.155163423564019,3.0059367983516063,2.155163423564019,1.7050682306289673,6.2819905281066895,2.3810030857721967,1.8697060409046355,1.8494161969139462,2.335106175286429,3.005936798595247
lstm_snr0,2,0.00800638777873551,3.629052665998351,0.004256882647141105,1.79909104611392,2.408537402608324,1.79909104611392,1.4199864864349365,5.551676273345947,1.860687562397548,1.4588677758262272,1.6673262431508018,1.9546956561860585,2.4085373935245333
lstm_snr0,3,0.005938964411206309,3.097235521680404,0.0037699521821369197,1.5542162359348455,2.1690645128216905,1.5542162359348455,1.1804841756820679,5.290335178375244,1.3268965653010778,1.2318495307649886,1.4423983409291221,1.7270829586755663,2.1690645206542243
lstm_snr0,4,0.005014702373631377,2.819535785751023,0.0037105223510436537,1.5567726704846359,2.06053812533854,1.5542162359348455,1.1990270614624023,5.249579429626465,1.3698472244398934,1.2880369226137798,1.4498382051785788,1.7035271122342064,2.060538125038147
lstm_snr0,5,0.004536664396996924,2.6619053086894615,0.003729324658689577,1.523721293996953,2.0968550837491335,1.523721293996953,1.1588412523269653,5.2926130294799805,1.2215588194983347,1.293832809016818,1.4006936220895676,1.7186697857720512,2.096855079560053
lstm_snr0,6,0.00419374633545302,2.5479201390808233,0.0037325975158074426,1.6097114780269164,2.1734638769500765,1.523721293996953,1.2433820962905884,5.367430686950684,1.3573177093551272,1.3665131631351652,1.5774554644312178,1.8220576104663668,2.173463887260074
lstm_snr0,7,0.003942674150850538,2.4550982661217264,0.0038105414063292777,1.6210212081554345,2.1336087101713583,1.523721293996953,1.265595555305481,5.282058238983154,1.3045821314766293,1.3873420261201403,1.574153633344741,1.7789815073921567,2.1336087124688285
lstm_snr0,8,0.0037498589116002215,2.389455060289091,0.003914596196097721,1.7072506375777137,2.1781044559436156,1.523721293996953,1.3567450046539307,5.316889762878418,1.4035936576979502,1.461140657606579,1.6259806014242626,1.8870792071024576,2.1781044460478283
lstm_snr0,9,0.0036624577848252448,2.36307218439674,0.0036588881250714795,1.5272480914724016,2.087451709119376,1.523721293996953,1.1360609531402588,5.417508125305176,1.1054105264799936,1.2105684059006827,1.474371378194718,1.750048127628508,2.087451706613813
lstm_snr0,10,0.0035073219349928027,2.289367136715343,0.003635427272612495,1.4992938453592137,2.01548768458564,1.4992938453592137,1.1463475227355957,5.257496356964111,1.1513394809904554,1.2783973273776827,1.4347360213597615,1.6957011063893637,2.0154876947402953
lstm_snr0,11,0.0034259898337658566,2.254143357776746,0.00369834828223767,1.5579853718263275,2.055062985915945,1.4992938453592137,1.2028977870941162,5.274749755859375,1.1945112273806617,1.3230592926343283,1.4750332287379673,1.7183547706831068,2.0550629831495737
lstm_snr0,12,0.0033645293762247456,2.233541267472993,0.0035826886300041917,1.449979476711624,1.9653639701530448,1.449979476711624,1.0851807594299316,5.227853775024414,1.08309272925059,1.2054129208837236,1.3813305900210426,1.633561174642472,1.965363960039048
lstm_snr0,13,0.0033200582930138743,2.2272242762507632,0.0036040389103748436,1.5087148160163668,2.02157136517642,1.449979476711624,1.154012680053711,5.240399360656738,1.141570658910842,1.2722663839658102,1.4400115501312982,1.7009237993331183,2.0215713773454937
lstm_snr0,14,0.003255684265527148,2.192884450938467,0.003763991941620285,1.5630778128976957,2.104529365413518,1.449979476711624,1.1840137243270874,5.383358478546143,1.162827500275203,1.3186161041259765,1.4902536670366924,1.7518516790299188,2.1045293762570334
lstm_snr0,15,0.00320571492351904,2.171732391951219,0.003624097857391462,1.5021736178663558,2.0456147275533154,1.449979476711624,1.1356689929962158,5.35045051574707,1.1069873486246382,1.2561071997597104,1.4451791751952399,1.6985257432574317,2.0456147148495627
lstm_snr0,16,0.0032173921981342216,2.178426405418844,0.0038990613386323232,1.6730539986276112,2.171758043499895,1.449979476711624,1.3357458114624023,5.339766979217529,1.3328451162292845,1.4555817552975245,1.6111069957415263,1.8397763541766576,2.1717580273037864
lstm_snr0,17,0.003202584319781176,2.1744457318347954,0.003612114924527261,1.488940549863314,2.0073595634127352,1.449979476711624,1.115814447402954,5.344865322113037,1.1666600397654943,1.2375784181413196,1.418814428079696,1.6686821943237669,2.007359570548648
lstm_snr0,18,0.003164150872691466,2.148614217400301,0.0035582409201500315,1.4431434592057486,1.9961010531250698,1.4431434592057486,1.0772991180419922,5.2081685066223145,1.039446130820683,1.1789108316103618,1.3658150224458603,1.656267868337177,1.9961010387965612
lstm_snr0,19,0.003153402419063796,2.1440287865932635,0.0034496106911406275,1.3396694664416524,1.908173529086967,1.3396694664416524,0.9765896797180176,5.121121406555176,0.9290209770202636,1.060026548589979,1.2766848331406002,1.547184023402986,1.9081735156831288
lstm_snr0,20,0.0031535059391312003,2.1486831353645406,0.0034768571389750358,1.3757830142578487,1.915643624703738,1.3396694664416524,1.022302508354187,5.087645530700684,0.9919402917226156,1.1121351758639018,1.3136778428441003,1.567538237004053,1.91564363297962
lstm_snr0,21,0.0031224584755579505,2.136347241621597,0.003377340539425079,1.3283737551911534,1.909910530928963,1.3283737551911534,0.9665117263793945,5.030211925506592,0.8777558545271555,1.0402270986920312,1.269243177913484,1.5531848266011192,1.9099105431920007
lstm_snr0,22,0.0031362548895156796,2.146978798652345,0.0034683713875156607,1.4444764748786665,1.9921456897415089,1.3283737551911534,1.087669849395752,5.114891052246094,1.0620571925526574,1.1789094453766233,1.3730559706687928,1.6482223891076588,1.9921456768399193
