ablation,method,epoch,train_loss,train_ade,val_loss,val_ade,val_fde,best_val_ade,train_token_acc,val_token_acc,train_token_temp,val_token_temp,step5_ade,step10_ade,step15_ade,step20_ade
wo_global_refiner,w/o Global Refiner,1,0.6291225515696488,1.2578498373741374,1.4657819384620303,1.0002877635615213,1.7446492098626636,1.0002877635615213,0.8091424384530349,0.5805506056263333,0.23074011098538805,0.22915854085059392,0.673427494934627,0.8828497123150598,1.305957237311772,1.7446492098626636
wo_global_refiner,w/o Global Refiner,2,0.2925601706252408,0.7750072259323152,1.3630284431434814,0.9878870563847678,1.7690048705963861,0.9878870563847678,0.8934879567888048,0.6175706957067763,0.23074010948590012,0.22915854085059392,0.6501268533014116,0.8431105119841439,1.3182429364749364,1.7690048705963861
wo_global_refiner,w/o Global Refiner,3,0.2648547870620492,0.7231123769808115,1.255556788614818,0.9012090419019971,1.5058136360985892,0.9012090419019971,0.8968447115686204,0.6410044752416156,0.23074011120406338,0.22915854085059392,0.6384901732206345,0.8017337518078941,1.1679615520295643,1.5058136360985892
wo_global_refiner,w/o Global Refiner,4,0.2546708881855011,0.7042627360835765,1.2079686181885856,0.9294585321630751,1.5716252792449223,0.9012090419019971,0.8985267745123969,0.6461570058550153,0.2307401110478667,0.22915854085059392,0.6480132953042076,0.8101366241772969,1.2156806168102083,1.5716252792449223
wo_global_refiner,w/o Global Refiner,5,0.24819938772879307,0.6845282958488544,1.261142003820056,0.8897936625140054,1.4888129739534288,0.8897936625140054,0.8997379567638133,0.6205394432658241,0.23074011014192608,0.22915854085059392,0.6380626323677244,0.7784569192500341,1.160781848146802,1.4888129739534288
wo_global_refiner,w/o Global Refiner,6,0.24365352187891426,0.6743342195416896,1.1812271509851728,0.8668641399769556,1.418527672971998,0.8668641399769556,0.9007452292762212,0.6432440607320695,0.23074011176637133,0.22915854085059392,0.6309776696420851,0.765528986283711,1.1246294839041573,1.418527672971998
wo_global_refiner,w/o Global Refiner,7,0.24035569997328632,0.6708966590448495,1.2473252841404505,0.8599282534349533,1.4008820834613982,0.8599282534349533,0.9013373094534723,0.6406361733164107,0.2307401104543194,0.22915854085059392,0.6289457792327517,0.7701056982789721,1.1077753129459562,1.4008820834613982
wo_global_refiner,w/o Global Refiner,8,0.23828312057993947,0.6641964590024648,1.2588361427897499,0.8632657627264658,1.4072372510319664,0.8599282534349533,0.9018229276129285,0.643374267362413,0.23074011042308007,0.22915854085059392,0.6251108826625915,0.7683688081446148,1.1203164310682387,1.4072372510319664
wo_global_refiner,w/o Global Refiner,9,0.236199831843876,0.6588795057632638,1.3048285007476808,0.8833171657153538,1.4765734854198638,0.8599282534349533,0.9023969920676209,0.6191331971259344,0.23074011151645668,0.22915854085059392,0.630296413387571,0.7814551046916417,1.1463022101493108,1.4765734854198638
wo_global_refiner,w/o Global Refiner,10,0.2348610410150492,0.65809526427237,1.171138067188717,0.8578258046082088,1.4163078495434351,0.8578258046082088,0.9027049052890241,0.6579241179284595,0.2307401096420968,0.22915854085059392,0.6224335754201525,0.7552110544272832,1.1140400361447107,1.4163078495434351
wo_global_refiner,w/o Global Refiner,11,0.23326022401295868,0.6503688728659408,1.294704206216903,0.8664818548020863,1.4292600047020685,0.8578258046082088,0.9031610440158244,0.6211198037578947,0.2307401107354734,0.22915854085059392,0.6279435668672834,0.7723975385938372,1.1171386732941582,1.4292600047020685
wo_global_refiner,w/o Global Refiner,12,0.23230271460000324,0.6480072667388797,1.2040856276239669,0.8496549254372007,1.3871537696747553,0.8496549254372007,0.903468958486801,0.6579538822174072,0.2307401109541487,0.22915854085059392,0.6234868603093283,0.7557672915004549,1.0977073686463492,1.3871537696747553
wo_global_refiner,w/o Global Refiner,13,0.23107058075364031,0.6420024803349557,1.1903958232629868,0.8795543483325413,1.45555518808819,0.8496549254372007,0.903690066602495,0.6538318574428559,0.23074011001696876,0.22915854085059392,0.621329006694612,0.7775256077448527,1.1513772158395676,1.45555518808819
wo_global_refiner,w/o Global Refiner,14,0.23051688087561345,0.6392825588240314,1.2393233350345068,0.8496177588190351,1.374785870597476,0.8496177588190351,0.903563134200418,0.650479923543476,0.2307401109541487,0.22915854085059392,0.62293191523779,0.7556433765661149,1.1002334041254862,1.374785870597476
wo_global_refiner,w/o Global Refiner,15,0.22962959860480806,0.6381808689305367,1.1957290865126111,0.8495228265013014,1.3756554387864612,0.8495228265013014,0.9040413833764114,0.6595424217837197,0.23074011011068676,0.22915854085059392,0.6225320093688511,0.7592213940052759,1.0971112492538633,1.3756554387864612
wo_global_refiner,w/o Global Refiner,16,0.2286298235944732,0.6390336880019126,1.2442151583376384,0.850969086658387,1.3862863165991648,0.8495228265013014,0.90412245718938,0.6500148940654028,0.23074011145397802,0.22915854085059392,0.6193503638108572,0.7633657668318067,1.099723054397674,1.3862863165991648
wo_global_refiner,w/o Global Refiner,17,0.227564816892272,0.634623682723855,1.1879720568656922,0.8551586273170653,1.412279206230527,0.8495228265013014,0.9043181789746074,0.6571354292687915,0.23074011107910605,0.22915854085059392,0.6183505007198878,0.7622911297139667,1.1003403507527851,1.412279206230527
wo_global_refiner,w/o Global Refiner,18,0.22735055019020783,0.6332970560846589,1.1778524157546815,0.8604074313527061,1.4098837228048415,0.8495228265013014,0.9044393794591572,0.6601451016607739,0.23074010982953277,0.22915854085059392,0.6181016372782844,0.7650851204281761,1.1182357226099287,1.4098837228048415
wo_global_refiner,w/o Global Refiner,19,0.22727352443231227,0.6331526589593548,1.2257404054914203,0.8648667906011854,1.4160168517203557,0.8495228265013014,0.9044827808873959,0.654229923373177,0.2307401105480374,0.22915854085059392,0.6264052557093757,0.7621992349624633,1.1195337888740358,1.4160168517203557
wo_global_refiner,w/o Global Refiner,20,0.22641245736515997,0.6302447481475286,1.180933847030004,0.8300451729978834,1.3316387210573468,0.8300451729978834,0.9046187224628041,0.6601971824963887,0.23074011057927674,0.22915854085059392,0.6177730726344245,0.7418914000193279,1.0621825028033482,1.3316387210573468
wo_global_refiner,w/o Global Refiner,21,0.22565260010945223,0.62711635313194,1.1678271841435206,0.834260257368996,1.3445173195430211,0.8300451729978834,0.9047300954284908,0.6618898933842069,0.23074011117282403,0.22915854085059392,0.6158461882954552,0.7443650909832545,1.0690385500590007,1.3445173195430211
wo_global_refiner,w/o Global Refiner,22,0.2255763416832598,0.6278957999477347,1.2071100487595512,0.834063496476128,1.3351761216209048,0.8300451729978834,0.9048250901124263,0.6632514990511394,0.2307401105480374,0.22915854085059392,0.6202302275669007,0.743273838644936,1.069780304034551,1.3351761216209048
wo_global_refiner,w/o Global Refiner,23,0.22450664870644016,0.62270840221481,1.1788000464439392,0.8360451797644297,1.370430194196247,0.8300451729978834,0.9050232679339075,0.6599776883920033,0.23074011148521736,0.22915854085059392,0.6121315501985096,0.7492126677717481,1.066758321296601,1.370430194196247
wo_global_refiner,w/o Global Refiner,24,0.22428296306473156,0.6236461773983337,1.1885823471205574,0.8421197584697179,1.3570148326101756,0.8300451729978834,0.9049356452324105,0.6567076001848493,0.2307401096733361,0.22915854085059392,0.6166501553285689,0.7536534627278646,1.081522818406423,1.3570148326101756
wo_global_refiner,w/o Global Refiner,25,0.22361665517404145,0.6221286999354573,1.1871847972983405,0.8528211000419799,1.3950612141972496,0.8300451729978834,0.9050601203486605,0.6611160840306963,0.23074011070423406,0.22915854085059392,0.6211547332150595,0.7587004854565575,1.0998951250598543,1.3950612141972496
wo_global_refiner,w/o Global Refiner,26,0.2237343816887158,0.6198204947592577,1.202454224938438,0.8695119732902163,1.4172210789862134,0.8300451729978834,0.904954480425117,0.664289447239467,0.23074011061051605,0.22915854085059392,0.6256194585845584,0.7768817949862707,1.1273172818479085,1.4172210789862134
wo_global_refiner,w/o Global Refiner,27,0.22300635087665022,0.619022886083311,1.1757560630639394,0.8416217310088021,1.3857546942574637,0.8300451729978834,0.9052411007931147,0.6648474826699211,0.23074011070423406,0.22915854085059392,0.619666683390027,0.7409866540204911,1.0803370805013748,1.3857546942574637
