model,epoch,train_loss,train_ade,val_loss,val_ade,val_fde,best_val_ade,train_token_acc,val_token_acc,train_token_temp,val_token_temp,step1_ade,step5_ade,step10_ade,step15_ade,step20_ade
gpt2_soft_snr5,1,0.745832733013345,2.152148015344168,2.4675465487298514,2.044301838534219,3.3906188976197016,2.044301838534219,0.7819698426762788,0.38153274612767357,0.22990247069914635,0.23010706702868144,0.7677241955484663,1.3572204215185983,1.9133054369971865,2.6290051562445504,3.3906188976197016
gpt2_soft_snr5,2,0.40824631512539944,1.7700378757352848,2.3016975754783267,1.9503337928227016,3.286928851263864,1.9503337928227016,0.8632722525726574,0.4231510497274853,0.22990247166756564,0.23010706702868144,0.7795383527165367,1.3298858778817313,1.7833107999392919,2.474092972278595,3.286928851263864
gpt2_soft_snr5,3,0.36963478230580343,1.6302107737499214,2.3939606479236057,1.7162155457905361,2.740973703066508,1.7162155457905361,0.8668435658298949,0.42103423469123386,0.22990247116773632,0.23010706702868144,0.7909310210318793,1.2429602549189613,1.5935470774060203,2.1315206879661197,2.740973703066508
gpt2_soft_snr5,4,0.3493690355143957,1.4695207537844996,2.374381902104332,1.6530288923354375,2.4901951142719816,1.6530288923354375,0.8679057052300411,0.42732143572398595,0.22990247176128364,0.23010706702868144,0.7873541105361211,1.2523694401695615,1.586091663156237,2.027487501643953,2.4901951142719816
gpt2_soft_snr5,5,0.33926595244517616,1.3859876426760755,2.2596058976082576,1.5546779507682438,2.416509109451657,1.5546779507682438,0.8683937803004522,0.4400223294893901,0.229902471417651,0.23010706702868144,0.7754410550707862,1.217372457186381,1.4349477381933302,1.8668616834140959,2.416509109451657
gpt2_soft_snr5,6,0.3325146163659526,1.33938396876713,2.549856470880054,1.5154724353835696,2.2389274415515716,1.5154724353835696,0.8688679371240005,0.39301712002073014,0.22990247176128364,0.23010706702868144,0.7747886254673912,1.2120066688174294,1.452820314679827,1.8009893644423711,2.2389274415515716
gpt2_soft_snr5,7,0.3283803784122507,1.298587778579264,2.278587773868016,1.5146140740031289,2.291189075651623,1.5146140740031289,0.8693076973191347,0.4422209908564885,0.22990247154260832,0.23010706702868144,0.7628309800511315,1.2007997473080954,1.4278946626754034,1.8039589779717582,2.291189075651623
gpt2_soft_snr5,8,0.3242469626777577,1.2673534647223834,2.7007362479255312,1.4936558802922566,2.1517182622637065,1.4936558802922566,0.8695017794143229,0.4067299177249273,0.22990247188624097,0.23010706702868144,0.770579347156343,1.2158872292155312,1.4510024411337716,1.7614374353772118,2.1517182622637065
gpt2_soft_snr5,9,0.32172586801666886,1.2522608971445814,2.4268124631472996,1.427633225350153,2.1180311373301914,1.427633225350153,0.8696319890722038,0.4405022402604421,0.22990247151136897,0.23010706702868144,0.7602034551756722,1.1621428926785786,1.3445174291020348,1.6842048877761477,2.1180311373301914
gpt2_soft_snr5,10,0.3204710479177519,1.2380821228777088,2.0260691466785614,1.4657847518012637,2.2348494393484932,1.427633225350153,0.8697810309238154,0.481941971324739,0.22990247148012966,0.23010706702868144,0.7609127873466128,1.1612887087322417,1.3652710375331698,1.738999774910155,2.2348494393484932
gpt2_soft_snr5,11,0.31828682690046617,1.227240617920018,2.2507219098863147,1.480630606129056,2.1826998494920278,1.427633225350153,0.8701110572185157,0.44750000848656607,0.22990247154260832,0.23010706702868144,0.7615652305739267,1.1872195397104537,1.4191950406347003,1.750120336668832,2.1826998494920278
gpt2_soft_snr5,12,0.31631575084332403,1.2163702213289354,2.097847569556463,1.4518253031231108,2.0691365162531534,1.427633225350153,0.8703567346936751,0.4750111677816936,0.2299024718237623,0.23010706702868144,0.7475131293137868,1.1731891450427827,1.4165477877571468,1.7214723814101447,2.0691365162531534
gpt2_soft_snr5,13,0.31484302547242904,1.2047853274915203,2.282877649579729,1.4441344085193815,2.0705597048714046,1.427633225350153,0.8704533673182473,0.43187872767448426,0.22990247226111293,0.23010706702868144,0.7544129365966433,1.1716704277765184,1.400782364890689,1.7063447940917242,2.0705597048714046
gpt2_soft_snr5,14,0.31380946981082175,1.1973430300658603,2.0620867070697604,1.3939327529498509,2.0411222741717383,1.3939327529498509,0.8706343472628724,0.47828125740800587,0.22990247060542837,0.23010706702868144,0.7520864622933524,1.1430644268081303,1.3188845725286575,1.6337332827704294,2.0411222741717383
gpt2_soft_snr5,15,0.3127724310262148,1.1879423981692556,1.9860832049733117,1.4115409868104116,2.045798900013878,1.3939327529498509,0.8707547286521464,0.48471727115767343,0.22990247101153968,0.23010706702868144,0.7498312444913955,1.1579403905641465,1.3536652133578346,1.6588211962154933,2.045798900013878
gpt2_soft_snr5,16,0.3115835615299033,1.1787256149875793,1.9247520128885904,1.3936772613298325,2.0946325591632298,1.3936772613298325,0.8708890304125579,0.494765632776987,0.22990247123021498,0.23010706702868144,0.7473498321714855,1.1272487356549217,1.2934265732765198,1.643619041783469,2.0946325591632298
gpt2_soft_snr5,17,0.3103905475739413,1.168418337963912,2.1425578463645207,1.37142588808423,1.9903159584317889,1.37142588808423,0.8709684655351458,0.4717671198504312,0.22990247148012966,0.23010706702868144,0.7494065273375738,1.1388748889877682,1.30418370280947,1.5980496923128764,1.9903159584317889
