ablation,method,epoch,train_loss,train_ade,val_loss,val_ade,val_fde,best_val_ade,train_token_acc,val_token_acc,train_token_temp,val_token_temp,step5_ade,step10_ade,step15_ade,step20_ade
wo_soft_token,w/o Uncertainty-aware Soft Token,1,0.646439384551918,1.228163375169726,1.4522730418613978,1.0231775184472403,1.7312550499325707,1.0231775184472403,0.8070197963453922,0.5590885517143068,0.0,0.0,0.7318323027519953,0.8976143118881044,1.3128013151032585,1.7312550499325707
wo_soft_token,w/o Uncertainty-aware Soft Token,2,0.32867062310502715,0.7708620820155434,1.4287318547566732,0.9440557607582637,1.5873059062730699,0.9440557607582637,0.8857213161276571,0.5748995621999105,0.0,0.0,0.6846013343050367,0.8247797781512851,1.212058234782446,1.5873059062730699
wo_soft_token,w/o Uncertainty-aware Soft Token,3,0.30590722464665426,0.7248518254522007,1.4134834970746721,0.9303722566082364,1.5646953389758156,0.9303722566082364,0.8876007397969564,0.6041517981461116,0.0,0.0,0.6544536728234518,0.8167868134521302,1.2103496443657649,1.5646953389758156
wo_soft_token,w/o Uncertainty-aware Soft Token,4,0.2910228128890571,0.7015695791824309,1.2872168589205968,0.906856119632721,1.5007414812133426,0.906856119632721,0.8895571410531018,0.6276339403220585,0.0,0.0,0.6521562434378124,0.8016061490490323,1.1689404683453697,1.5007414812133426
wo_soft_token,w/o Uncertainty-aware Soft Token,5,0.28172239729943266,0.691212910651161,1.3361528319971903,0.9181949419634683,1.517289446081434,0.906856119632721,0.8913415676642764,0.6119159338020143,0.0,0.0,0.666048466591608,0.8127653669743311,1.1824655362537928,1.517289446081434
wo_soft_token,w/o Uncertainty-aware Soft Token,6,0.2760123176894598,0.6802911351061967,1.2299171700364067,0.8881700972716013,1.4253728219441004,0.8881700972716013,0.8928328206454184,0.6302009057430994,0.0,0.0,0.6635532868759972,0.7977004275435493,1.1273399350189028,1.4253728219441004
wo_soft_token,w/o Uncertainty-aware Soft Token,7,0.2724784877565172,0.6797428796501279,1.2521881228401548,0.8797951283909026,1.4155578766550336,0.8797951283909026,0.8936410966159413,0.6386718872047606,0.0,0.0,0.6554167598485947,0.7899396061897278,1.1151384875887915,1.4155578766550336
wo_soft_token,w/o Uncertainty-aware Soft Token,8,0.2684031509378421,0.6716939336473837,1.385616235505967,0.8719174206256867,1.4098449752444313,0.8719174206256867,0.894568113535955,0.625197182382856,0.0,0.0,0.6454830602520988,0.7842524466060457,1.1113714575767517,1.4098449752444313
wo_soft_token,w/o Uncertainty-aware Soft Token,9,0.2663772945883889,0.6698703473468997,1.2840209475585393,0.8681557936327798,1.393213645617167,0.8681557936327798,0.8951053237015346,0.6408035826115381,0.0,0.0,0.6435739803881873,0.7768189881529127,1.1168580858480364,1.393213645617167
wo_soft_token,w/o Uncertainty-aware Soft Token,10,0.2631976572909945,0.6631789288055971,1.2515257753077007,0.8744241274538495,1.4151578914551508,0.8681557936327798,0.8957121464691322,0.6450186122031439,0.0,0.0,0.6510988754885537,0.7755696379003071,1.1166640071641831,1.4151578914551508
wo_soft_token,w/o Uncertainty-aware Soft Token,11,0.2609586194313797,0.6639153180757159,1.2652663142908187,0.8852341649078187,1.439278297197251,0.8681557936327798,0.8964606382312015,0.6440848310788473,0.0,0.0,0.6557725865216483,0.795106968425569,1.1248450980299995,1.439278297197251
wo_soft_token,w/o Uncertainty-aware Soft Token,12,0.25981444901390394,0.6576300896313705,1.2732671802952176,0.8688070285887945,1.4081263133457729,0.8681557936327798,0.896612958088361,0.6447619168531327,0.0,0.0,0.6465578083481107,0.7808053643930526,1.1062892925171626,1.4081263133457729
wo_soft_token,w/o Uncertainty-aware Soft Token,13,0.25734312869842696,0.6544550270529413,1.2934309255509149,0.9032703334376926,1.4690663116318838,0.8681557936327798,0.8971960280926222,0.6373474790936424,0.0,0.0,0.666323559766724,0.809816053651628,1.1557492894785746,1.4690663116318838
