model,checkpoint,best_val_ade,best_val_fde,val_loss,val_ade,val_fde,step1_ade,step5_ade,step10_ade,step15_ade,step20_ade,straight_ade,straight_fde,straight_count,turn_ade,turn_fde,turn_count
lstm_snr5,./checkpoints/baseline_lstm-tcn-transformer_snr5_sl72_pl20_G61_STANDARD_BASELINES/lstm_snr5/checkpoint.pth,1.2628708726066786,1.8439482316966556,0.003282270689738826,1.2628708726066786,1.8439482316966556,0.835192133415313,0.9790896952152253,1.194291449160803,1.4725516727992467,1.8439482280186243,0.9093253016471863,1.336616039276123,9565,5.010240077972412,6.697978973388672,1032
tcn_snr5,./checkpoints/baseline_lstm-tcn-transformer_snr5_sl72_pl20_G61_STANDARD_BASELINES/tcn_snr5/checkpoint.pth,1.2456038019281723,1.8270831358675164,0.002981750858903286,1.2456038019281723,1.8270831358675164,0.8120618604478382,0.977507525966281,1.1730121805554345,1.4639394379797437,1.8270831425984702,0.9273024797439575,1.3680565357208252,9565,4.683029651641846,6.304808616638184,1032
transformer_snr5,./checkpoints/baseline_lstm-tcn-transformer_snr5_sl72_pl20_G61_STANDARD_BASELINES/transformer_snr5/checkpoint.pth,1.763438058523683,2.1606368916964303,0.0038062968019706507,1.763438058523683,2.1606368916964303,1.5459224598748342,1.700404615629287,1.7892021973927816,1.8093220665341332,2.1606368950435093,1.4471662044525146,1.722758173942566,9565,4.994109630584717,6.360171794891357,1032
