split,episode_index,snr_db,outputs,expected_outputs,detected_true,exists_true,detected_equals_exists,detected_without_exists,exists_without_detected,zero_state_on_absent
train,135,15,660,660,660,660,True,0,0,True
train,135,20,660,660,660,660,True,0,0,True
train,136,5,1424,1424,1424,1424,True,0,0,True
train,136,10,1424,1424,1424,1424,True,0,0,True
train,136,15,1424,1424,1424,1424,True,0,0,True
train,136,20,1424,1424,1424,1424,True,0,0,True
train,137,5,1479,1479,1479,1479,True,0,0,True
train,137,10,1479,1479,1479,1479,True,0,0,True
train,137,15,1479,1479,1479,1479,True,0,0,True
train,137,20,1479,1479,1479,1479,True,0,0,True
train,138,5,1217,1217,1217,1217,True,0,0,True
train,138,10,1217,1217,1217,1217,True,0,0,True
train,138,15,1217,1217,1217,1217,True,0,0,True
train,138,20,1217,1217,1217,1217,True,0,0,True
train,139,5,1479,1479,1479,1479,True,0,0,True
train,139,10,1479,1479,1479,1479,True,0,0,True
train,139,15,1479,1479,1479,1479,True,0,0,True
train,139,20,1479,1479,1479,1479,True,0,0,True
train,140,5,1058,1058,1058,1058,True,0,0,True
train,140,10,1058,1058,1058,1058,True,0,0,True
train,140,15,1058,1058,1058,1058,True,0,0,True
train,140,20,1058,1058,1058,1058,True,0,0,True
train,141,5,995,995,995,995,True,0,0,True
train,141,10,995,995,995,995,True,0,0,True
train,141,15,995,995,995,995,True,0,0,True
train,141,20,995,995,995,995,True,0,0,True
train,142,5,1318,1318,1318,1318,True,0,0,True
train,142,10,1318,1318,1318,1318,True,0,0,True
train,142,15,1318,1318,1318,1318,True,0,0,True
train,142,20,1318,1318,1318,1318,True,0,0,True
train,143,5,1592,1592,1592,1592,True,0,0,True
train,143,10,1592,1592,1592,1592,True,0,0,True
train,143,15,1592,1592,1592,1592,True,0,0,True
train,143,20,1592,1592,1592,1592,True,0,0,True
train,144,5,1592,1592,1592,1592,True,0,0,True
train,144,10,1592,1592,1592,1592,True,0,0,True
train,144,15,1592,1592,1592,1592,True,0,0,True
train,144,20,1592,1592,1592,1592,True,0,0,True
train,145,5,1592,1592,1592,1592,True,0,0,True
train,145,10,1592,1592,1592,1592,True,0,0,True
train,145,15,1592,1592,1592,1592,True,0,0,True
train,145,20,1592,1592,1592,1592,True,0,0,True
train,146,5,1434,1434,1434,1434,True,0,0,True
train,146,10,1434,1434,1434,1434,True,0,0,True
train,146,15,1434,1434,1434,1434,True,0,0,True
train,146,20,1434,1434,1434,1434,True,0,0,True
train,147,5,1592,1592,1592,1592,True,0,0,True
train,147,10,1592,1592,1592,1592,True,0,0,True
train,147,15,1592,1592,1592,1592,True,0,0,True
train,147,20,1592,1592,1592,1592,True,0,0,True
train,148,5,1430,1430,1430,1430,True,0,0,True
train,148,10,1430,1430,1430,1430,True,0,0,True
train,148,15,1430,1430,1430,1430,True,0,0,True
train,148,20,1430,1430,1430,1430,True,0,0,True
train,149,5,1511,1511,1511,1511,True,0,0,True
train,149,10,1511,1511,1511,1511,True,0,0,True
train,149,15,1511,1511,1511,1511,True,0,0,True
train,149,20,1511,1511,1511,1511,True,0,0,True
train,150,5,1081,1081,1081,1081,True,0,0,True
train,150,10,1081,1081,1081,1081,True,0,0,True
train,150,15,1081,1081,1081,1081,True,0,0,True
train,150,20,1081,1081,1081,1081,True,0,0,True
train,151,5,1486,1486,1486,1486,True,0,0,True
train,151,10,1486,1486,1486,1486,True,0,0,True
train,151,15,1486,1486,1486,1486,True,0,0,True
train,151,20,1486,1486,1486,1486,True,0,0,True
train,152,5,1439,1439,1439,1439,True,0,0,True
train,152,10,1439,1439,1439,1439,True,0,0,True
train,152,15,1439,1439,1439,1439,True,0,0,True
train,152,20,1439,1439,1439,1439,True,0,0,True
train,153,5,1592,1592,1592,1592,True,0,0,True
train,153,10,1592,1592,1592,1592,True,0,0,True
train,153,15,1592,1592,1592,1592,True,0,0,True
train,153,20,1592,1592,1592,1592,True,0,0,True
train,154,5,1592,1592,1592,1592,True,0,0,True
train,154,10,1592,1592,1592,1592,True,0,0,True
train,154,15,1592,1592,1592,1592,True,0,0,True
train,154,20,1592,1592,1592,1592,True,0,0,True
train,155,5,747,747,747,747,True,0,0,True
train,155,10,747,747,747,747,True,0,0,True
train,155,15,747,747,747,747,True,0,0,True
train,155,20,747,747,747,747,True,0,0,True
train,156,5,1592,1592,1592,1592,True,0,0,True
train,156,10,1592,1592,1592,1592,True,0,0,True
train,156,15,1592,1592,1592,1592,True,0,0,True
train,156,20,1592,1592,1592,1592,True,0,0,True
train,157,5,1026,1026,1026,1026,True,0,0,True
train,157,10,1026,1026,1026,1026,True,0,0,True
train,157,15,1026,1026,1026,1026,True,0,0,True
train,157,20,1026,1026,1026,1026,True,0,0,True
train,158,5,1076,1076,1076,1076,True,0,0,True
train,158,10,1076,1076,1076,1076,True,0,0,True
train,158,15,1076,1076,1076,1076,True,0,0,True
train,158,20,1076,1076,1076,1076,True,0,0,True
train,159,5,1282,1282,1282,1282,True,0,0,True
train,159,10,1282,1282,1282,1282,True,0,0,True
train,159,15,1282,1282,1282,1282,True,0,0,True
train,159,20,1282,1282,1282,1282,True,0,0,True
train,160,5,1194,1194,1194,1194,True,0,0,True
train,160,10,1194,1194,1194,1194,True,0,0,True
train,160,15,1194,1194,1194,1194,True,0,0,True
train,160,20,1194,1194,1194,1194,True,0,0,True
train,161,5,161,161,161,161,True,0,0,True
train,161,10,161,161,161,161,True,0,0,True
train,161,15,161,161,161,161,True,0,0,True
train,161,20,161,161,161,161,True,0,0,True
train,162,5,1302,1302,1302,1302,True,0,0,True
train,162,10,1302,1302,1302,1302,True,0,0,True
train,162,15,1302,1302,1302,1302,True,0,0,True
train,162,20,1302,1302,1302,1302,True,0,0,True
train,163,5,1261,1261,1261,1261,True,0,0,True
train,163,10,1261,1261,1261,1261,True,0,0,True
train,163,15,1261,1261,1261,1261,True,0,0,True
train,163,20,1261,1261,1261,1261,True,0,0,True
train,164,5,486,486,486,486,True,0,0,True
train,164,10,486,486,486,486,True,0,0,True
train,164,15,486,486,486,486,True,0,0,True
train,164,20,486,486,486,486,True,0,0,True
train,165,5,658,658,658,658,True,0,0,True
train,165,10,658,658,658,658,True,0,0,True
train,165,15,658,658,658,658,True,0,0,True
train,165,20,658,658,658,658,True,0,0,True
train,166,5,748,748,748,748,True,0,0,True
train,166,10,748,748,748,748,True,0,0,True
train,166,15,748,748,748,748,True,0,0,True
train,166,20,748,748,748,748,True,0,0,True
train,167,5,1363,1363,1363,1363,True,0,0,True
train,167,10,1363,1363,1363,1363,True,0,0,True
train,167,15,1363,1363,1363,1363,True,0,0,True
train,167,20,1363,1363,1363,1363,True,0,0,True
train,168,5,1592,1592,1592,1592,True,0,0,True
train,168,10,1592,1592,1592,1592,True,0,0,True
train,168,15,1592,1592,1592,1592,True,0,0,True
train,168,20,1592,1592,1592,1592,True,0,0,True
train,169,5,1558,1558,1558,1558,True,0,0,True
train,169,10,1558,1558,1558,1558,True,0,0,True
train,169,15,1558,1558,1558,1558,True,0,0,True
train,169,20,1558,1558,1558,1558,True,0,0,True
train,170,5,1331,1331,1331,1331,True,0,0,True
train,170,10,1331,1331,1331,1331,True,0,0,True
train,170,15,1331,1331,1331,1331,True,0,0,True
train,170,20,1331,1331,1331,1331,True,0,0,True
train,171,5,569,569,569,569,True,0,0,True
train,171,10,569,569,569,569,True,0,0,True
train,171,15,569,569,569,569,True,0,0,True
train,171,20,569,569,569,569,True,0,0,True
train,172,5,1592,1592,1592,1592,True,0,0,True
train,172,10,1592,1592,1592,1592,True,0,0,True
train,172,15,1592,1592,1592,1592,True,0,0,True
train,172,20,1592,1592,1592,1592,True,0,0,True
train,173,5,1592,1592,1592,1592,True,0,0,True
train,173,10,1592,1592,1592,1592,True,0,0,True
train,173,15,1592,1592,1592,1592,True,0,0,True
train,173,20,1592,1592,1592,1592,True,0,0,True
train,174,5,1592,1592,1592,1592,True,0,0,True
train,174,10,1592,1592,1592,1592,True,0,0,True
train,174,15,1592,1592,1592,1592,True,0,0,True
train,174,20,1592,1592,1592,1592,True,0,0,True
train,175,5,1088,1088,1088,1088,True,0,0,True
train,175,10,1088,1088,1088,1088,True,0,0,True
train,175,15,1088,1088,1088,1088,True,0,0,True
train,175,20,1088,1088,1088,1088,True,0,0,True
train,176,5,1592,1592,1592,1592,True,0,0,True
train,176,10,1592,1592,1592,1592,True,0,0,True
train,176,15,1592,1592,1592,1592,True,0,0,True
train,176,20,1592,1592,1592,1592,True,0,0,True
train,177,5,1405,1405,1405,1405,True,0,0,True
train,177,10,1405,1405,1405,1405,True,0,0,True
train,177,15,1405,1405,1405,1405,True,0,0,True
train,177,20,1405,1405,1405,1405,True,0,0,True
train,178,5,1026,1026,1026,1026,True,0,0,True
train,178,10,1026,1026,1026,1026,True,0,0,True
train,178,15,1026,1026,1026,1026,True,0,0,True
train,178,20,1026,1026,1026,1026,True,0,0,True
V_select,179,5,1592,1592,1592,1592,True,0,0,True
V_select,179,10,1592,1592,1592,1592,True,0,0,True
V_select,179,15,1592,1592,1592,1592,True,0,0,True
V_select,179,20,1592,1592,1592,1592,True,0,0,True
V_select,180,5,1592,1592,1592,1592,True,0,0,True
V_select,180,10,1592,1592,1592,1592,True,0,0,True
V_select,180,15,1592,1592,1592,1592,True,0,0,True
V_select,180,20,1592,1592,1592,1592,True,0,0,True
V_select,181,5,1493,1493,1493,1493,True,0,0,True
V_select,181,10,1493,1493,1493,1493,True,0,0,True
V_select,181,15,1493,1493,1493,1493,True,0,0,True
V_select,181,20,1493,1493,1493,1493,True,0,0,True
V_select,182,5,1175,1175,1175,1175,True,0,0,True
V_select,182,10,1175,1175,1175,1175,True,0,0,True
V_select,182,15,1175,1175,1175,1175,True,0,0,True
V_select,182,20,1175,1175,1175,1175,True,0,0,True
V_select,183,5,1462,1462,1462,1462,True,0,0,True
V_select,183,10,1462,1462,1462,1462,True,0,0,True
V_select,183,15,1462,1462,1462,1462,True,0,0,True
V_select,183,20,1462,1462,1462,1462,True,0,0,True
V_select,184,5,1442,1442,1442,1442,True,0,0,True
V_select,184,10,1442,1442,1442,1442,True,0,0,True
V_select,184,15,1442,1442,1442,1442,True,0,0,True
V_select,184,20,1442,1442,1442,1442,True,0,0,True
V_select,185,5,1592,1592,1592,1592,True,0,0,True
V_select,185,10,1592,1592,1592,1592,True,0,0,True
V_select,185,15,1592,1592,1592,1592,True,0,0,True
V_select,185,20,1592,1592,1592,1592,True,0,0,True
V_select,186,5,1194,1194,1194,1194,True,0,0,True
V_select,186,10,1194,1194,1194,1194,True,0,0,True
V_select,186,15,1194,1194,1194,1194,True,0,0,True
V_select,186,20,1194,1194,1194,1194,True,0,0,True
V_select,187,5,1433,1433,1433,1433,True,0,0,True
V_select,187,10,1433,1433,1433,1433,True,0,0,True
V_select,187,15,1433,1433,1433,1433,True,0,0,True
V_select,187,20,1433,1433,1433,1433,True,0,0,True
V_select,188,5,1346,1346,1346,1346,True,0,0,True
V_select,188,10,1346,1346,1346,1346,True,0,0,True
V_select,188,15,1346,1346,1346,1346,True,0,0,True
V_select,188,20,1346,1346,1346,1346,True,0,0,True
V_select,189,5,1592,1592,1592,1592,True,0,0,True
V_select,189,10,1592,1592,1592,1592,True,0,0,True
V_select,189,15,1592,1592,1592,1592,True,0,0,True
V_select,189,20,1592,1592,1592,1592,True,0,0,True
V_select,190,5,1480,1480,1480,1480,True,0,0,True
V_select,190,10,1480,1480,1480,1480,True,0,0,True
V_select,190,15,1480,1480,1480,1480,True,0,0,True
V_select,190,20,1480,1480,1480,1480,True,0,0,True
V_select,191,5,1592,1592,1592,1592,True,0,0,True
V_select,191,10,1592,1592,1592,1592,True,0,0,True
V_select,191,15,1592,1592,1592,1592,True,0,0,True
V_select,191,20,1592,1592,1592,1592,True,0,0,True
V_select,192,5,1457,1457,1457,1457,True,0,0,True
V_select,192,10,1457,1457,1457,1457,True,0,0,True
V_select,192,15,1457,1457,1457,1457,True,0,0,True
V_select,192,20,1457,1457,1457,1457,True,0,0,True
V_select,193,5,1592,1592,1592,1592,True,0,0,True
V_select,193,10,1592,1592,1592,1592,True,0,0,True
V_select,193,15,1592,1592,1592,1592,True,0,0,True
V_select,193,20,1592,1592,1592,1592,True,0,0,True
V_select,194,5,1592,1592,1592,1592,True,0,0,True
V_select,194,10,1592,1592,1592,1592,True,0,0,True
V_select,194,15,1592,1592,1592,1592,True,0,0,True
V_select,194,20,1592,1592,1592,1592,True,0,0,True
V_select,195,5,1461,1461,1461,1461,True,0,0,True
V_select,195,10,1461,1461,1461,1461,True,0,0,True
V_select,195,15,1461,1461,1461,1461,True,0,0,True
V_select,195,20,1461,1461,1461,1461,True,0,0,True
V_select,196,5,858,858,858,858,True,0,0,True
V_select,196,10,858,858,858,858,True,0,0,True
V_select,196,15,858,858,858,858,True,0,0,True
V_select,196,20,858,858,858,858,True,0,0,True
V_select,197,5,1062,1062,1062,1062,True,0,0,True
V_select,197,10,1062,1062,1062,1062,True,0,0,True
V_select,197,15,1062,1062,1062,1062,True,0,0,True
V_select,197,20,1062,1062,1062,1062,True,0,0,True
V_select,198,5,1362,1362,1362,1362,True,0,0,True
V_select,198,10,1362,1362,1362,1362,True,0,0,True
V_select,198,15,1362,1362,1362,1362,True,0,0,True
V_select,198,20,1362,1362,1362,1362,True,0,0,True
V_select,199,5,1390,1390,1390,1390,True,0,0,True
V_select,199,10,1390,1390,1390,1390,True,0,0,True
V_select,199,15,1390,1390,1390,1390,True,0,0,True
V_select,199,20,1390,1390,1390,1390,True,0,0,True
V_select,200,5,1592,1592,1592,1592,True,0,0,True
V_select,200,10,1592,1592,1592,1592,True,0,0,True
V_select,200,15,1592,1592,1592,1592,True,0,0,True
V_select,200,20,1592,1592,1592,1592,True,0,0,True
V_select,201,5,1477,1477,1477,1477,True,0,0,True
V_select,201,10,1477,1477,1477,1477,True,0,0,True
V_select,201,15,1477,1477,1477,1477,True,0,0,True
V_select,201,20,1477,1477,1477,1477,True,0,0,True
V_select,202,5,1592,1592,1592,1592,True,0,0,True
V_select,202,10,1592,1592,1592,1592,True,0,0,True
V_select,202,15,1592,1592,1592,1592,True,0,0,True
V_select,202,20,1592,1592,1592,1592,True,0,0,True
V_select,203,5,1471,1471,1471,1471,True,0,0,True
V_select,203,10,1471,1471,1471,1471,True,0,0,True
V_select,203,15,1471,1471,1471,1471,True,0,0,True
V_select,203,20,1471,1471,1471,1471,True,0,0,True
