split,scene_id,frame,station_id,target_snr_db,timestamp,detections,visible_targets,unmatched_detections,unmatched_targets,unmatched_targets_crowded,unmatched_targets_isolated,rd_local_maxima,nms_suppressed,roi_rejected,fov_rejected,ghost_detections
train,0,3504,2,-5.0,350.75075075075074,3,4,0,1,1,0,3,0,0,0,0
train,0,3504,2,0.0,350.75075075075074,3,4,0,1,1,0,3,0,0,0,0
train,0,3504,2,5.0,350.75075075075074,3,4,0,1,1,0,3,0,0,0,0
train,0,3504,2,10.0,350.75075075075074,3,4,0,1,1,0,3,0,0,0,0
train,0,3504,2,15.0,350.75075075075074,3,4,0,1,1,0,3,0,0,0,0
train,0,3865,1,-10.0,386.8868868868869,5,6,0,1,0,1,5,0,0,0,0
train,0,3865,2,-10.0,386.8868868868869,4,5,0,1,1,0,4,0,0,0,0
train,0,3865,2,-5.0,386.8868868868869,4,5,0,1,1,0,4,0,0,0,0
train,0,3865,2,0.0,386.8868868868869,4,5,0,1,1,0,4,0,0,0,0
train,0,3865,2,5.0,386.8868868868869,4,5,0,1,1,0,4,0,0,0,0
train,0,3865,2,10.0,386.8868868868869,4,5,0,1,1,0,4,0,0,0,0
train,0,3865,2,15.0,386.8868868868869,4,5,0,1,1,0,4,0,0,0,0
train,0,5027,0,-10.0,503.2032032032032,3,7,0,4,3,1,3,0,0,0,0
train,0,5027,0,-5.0,503.2032032032032,4,7,0,3,2,1,4,0,0,0,0
train,0,5027,0,0.0,503.2032032032032,5,7,0,2,1,1,5,0,0,0,0
train,0,5027,0,5.0,503.2032032032032,5,7,0,2,1,1,5,0,0,0,0
train,0,5027,0,10.0,503.2032032032032,6,7,0,1,1,0,6,0,0,0,0
train,0,5027,0,15.0,503.2032032032032,6,7,0,1,1,0,6,0,0,0,0
train,0,5027,1,-10.0,503.2032032032032,5,7,0,2,0,2,5,0,0,0,0
train,0,5027,1,-5.0,503.2032032032032,6,7,0,1,0,1,6,0,0,0,0
train,0,5027,2,-10.0,503.2032032032032,2,7,0,5,5,0,2,0,0,0,0
train,0,5027,2,-5.0,503.2032032032032,2,7,0,5,5,0,2,0,0,0,0
train,0,5027,2,0.0,503.2032032032032,2,7,0,5,5,0,2,0,0,0,0
train,0,5027,2,5.0,503.2032032032032,2,7,0,5,5,0,2,0,0,0,0
train,0,5027,2,10.0,503.2032032032032,2,7,0,5,5,0,2,0,0,0,0
train,0,5027,2,15.0,503.2032032032032,2,7,0,5,5,0,2,0,0,0,0
train,1,150,0,-10.0,15.015015015015015,1,3,0,2,0,2,1,0,0,0,0
train,1,150,1,-10.0,15.015015015015015,1,2,0,1,0,1,1,0,0,0,0
train,1,150,1,-5.0,15.015015015015015,1,2,0,1,0,1,1,0,0,0,0
train,1,150,1,0.0,15.015015015015015,1,2,0,1,0,1,1,0,0,0,0
train,1,151,0,-10.0,15.115115115115115,2,3,0,1,0,1,2,0,0,0,0
train,1,151,1,-10.0,15.115115115115115,1,2,0,1,0,1,1,0,0,0,0
train,1,151,1,-5.0,15.115115115115115,1,2,0,1,0,1,1,0,0,0,0
train,1,151,1,0.0,15.115115115115115,1,2,0,1,0,1,1,0,0,0,0
train,1,152,0,-10.0,15.215215215215215,2,3,0,1,0,1,2,0,0,0,0
train,1,152,1,-10.0,15.215215215215215,1,2,0,1,0,1,1,0,0,0,0
train,1,152,1,-5.0,15.215215215215215,1,2,0,1,0,1,1,0,0,0,0
train,1,152,1,0.0,15.215215215215215,1,2,0,1,0,1,1,0,0,0,0
train,1,153,0,-10.0,15.315315315315315,2,3,0,1,0,1,2,0,0,0,0
train,1,153,1,-10.0,15.315315315315315,1,2,0,1,0,1,1,0,0,0,0
train,1,153,1,-5.0,15.315315315315315,1,2,0,1,0,1,1,0,0,0,0
train,1,153,1,0.0,15.315315315315315,1,2,0,1,0,1,1,0,0,0,0
train,1,154,0,-10.0,15.415415415415415,2,3,0,1,0,1,2,0,0,0,0
train,1,154,1,-10.0,15.415415415415415,1,2,0,1,0,1,1,0,0,0,0
train,1,154,1,-5.0,15.415415415415415,1,2,0,1,0,1,1,0,0,0,0
train,1,154,1,0.0,15.415415415415415,1,2,0,1,0,1,1,0,0,0,0
train,1,154,2,-10.0,15.415415415415415,3,4,0,1,0,1,3,0,0,0,0
train,1,242,0,-10.0,24.224224224224226,1,3,0,2,0,2,1,0,0,1,0
train,1,242,0,-5.0,24.224224224224226,2,3,0,1,0,1,2,0,0,1,0
train,1,242,0,0.0,24.224224224224226,2,3,0,1,0,1,2,0,0,1,0
train,1,242,0,5.0,24.224224224224226,2,3,0,1,0,1,2,0,0,1,0
train,1,242,1,-10.0,24.224224224224226,1,3,0,2,0,2,1,0,0,0,0
train,1,242,1,-5.0,24.224224224224226,2,3,0,1,0,1,2,0,0,0,0
train,1,2534,0,-10.0,253.65365365365366,3,5,0,2,0,2,3,0,0,0,0
train,1,2534,0,-5.0,253.65365365365366,4,5,0,1,0,1,4,0,0,0,0
train,1,2534,1,-10.0,253.65365365365366,1,2,0,1,0,1,1,0,0,0,0
train,1,2534,2,-10.0,253.65365365365366,2,5,0,3,0,3,2,0,0,0,0
train,1,2534,2,-5.0,253.65365365365366,3,5,0,2,0,2,3,0,0,0,0
train,1,2548,0,-10.0,255.05505505505508,4,5,0,1,0,1,4,0,0,0,0
train,1,2548,1,-10.0,255.05505505505508,1,3,0,2,0,2,1,0,0,0,0
train,1,2548,1,-5.0,255.05505505505508,1,3,0,2,0,2,1,0,0,0,0
train,1,2548,2,-10.0,255.05505505505508,1,6,0,5,2,3,1,0,0,0,0
train,1,2548,2,-5.0,255.05505505505508,3,6,0,3,0,3,3,0,0,0,0
train,1,2548,2,0.0,255.05505505505508,5,6,0,1,0,1,5,0,0,0,0
train,1,2560,0,-10.0,256.2562562562563,1,7,0,6,2,4,1,0,0,0,0
train,1,2560,0,-5.0,256.2562562562563,4,7,0,3,2,1,4,0,0,0,0
train,1,2560,0,0.0,256.2562562562563,6,7,0,1,1,0,6,0,0,0,0
train,1,2560,0,5.0,256.2562562562563,6,7,0,1,1,0,6,0,0,0,0
train,1,2560,0,10.0,256.2562562562563,6,7,0,1,1,0,6,0,0,0,0
train,1,2560,0,15.0,256.2562562562563,6,7,0,1,1,0,6,0,0,0,0
train,1,2560,1,-10.0,256.2562562562563,2,5,0,3,0,3,2,0,0,0,0
train,1,2560,1,-5.0,256.2562562562563,3,5,0,2,0,2,3,0,0,0,0
train,1,2560,1,0.0,256.2562562562563,3,5,0,2,0,2,3,0,0,0,0
train,1,2560,2,-10.0,256.2562562562563,2,7,0,5,0,5,2,0,0,0,0
train,1,2560,2,-5.0,256.2562562562563,2,7,0,5,0,5,2,0,0,0,0
train,1,2560,2,0.0,256.2562562562563,2,7,0,5,0,5,2,0,0,0,0
train,1,2560,2,5.0,256.2562562562563,3,7,0,4,0,4,3,0,0,0,0
train,1,2746,0,-10.0,274.8748748748749,2,5,0,3,3,0,1,0,0,0,0
train,1,2746,0,-5.0,274.8748748748749,4,5,0,1,1,0,3,0,0,0,0
train,1,2746,0,0.0,274.8748748748749,4,5,0,1,1,0,3,0,0,0,0
train,1,2746,0,5.0,274.8748748748749,4,5,0,1,1,0,3,0,0,0,0
train,1,2746,0,10.0,274.8748748748749,4,5,0,1,1,0,3,0,0,0,0
train,1,2746,0,15.0,274.8748748748749,4,5,0,1,1,0,3,0,0,0,0
train,1,2746,2,-10.0,274.8748748748749,3,5,0,2,2,0,3,0,0,0,0
train,1,2746,2,-5.0,274.8748748748749,3,5,0,2,2,0,3,0,0,0,0
train,1,2746,2,0.0,274.8748748748749,3,5,0,2,2,0,3,0,0,0,0
train,1,2746,2,5.0,274.8748748748749,3,5,0,2,2,0,3,0,0,0,0
train,1,2746,2,10.0,274.8748748748749,3,5,0,2,2,0,3,0,0,0,0
train,1,2746,2,15.0,274.8748748748749,3,5,0,2,2,0,3,0,0,0,0
train,1,4566,0,-10.0,457.0570570570571,4,8,0,4,1,3,4,0,0,0,0
train,1,4566,0,-5.0,457.0570570570571,5,8,0,3,1,2,5,0,0,0,0
train,1,4566,0,0.0,457.0570570570571,6,8,0,2,1,1,6,0,0,0,0
train,1,4566,0,5.0,457.0570570570571,7,8,0,1,1,0,7,0,0,0,0
train,1,4566,0,10.0,457.0570570570571,7,8,0,1,1,0,7,0,0,0,0
train,1,4566,0,15.0,457.0570570570571,7,8,0,1,1,0,7,0,0,0,0
train,1,4566,1,-10.0,457.0570570570571,3,5,0,2,0,2,3,0,0,0,0
train,1,4566,1,-5.0,457.0570570570571,3,5,0,2,0,2,3,0,0,0,0
train,1,4566,1,0.0,457.0570570570571,3,5,0,2,0,2,3,0,0,0,0
train,1,4566,1,5.0,457.0570570570571,3,5,0,2,0,2,3,0,0,0,0
train,1,4566,1,10.0,457.0570570570571,3,5,0,2,0,2,3,0,0,0,0
train,1,4566,2,-10.0,457.0570570570571,2,8,0,6,2,4,2,0,0,0,0
train,1,4566,2,-5.0,457.0570570570571,2,8,0,6,2,4,2,0,0,0,0
train,1,4566,2,0.0,457.0570570570571,3,8,0,5,2,3,3,0,0,0,0
train,1,4566,2,5.0,457.0570570570571,4,8,0,4,1,3,4,0,0,0,0
train,1,4566,2,10.0,457.0570570570571,6,8,0,2,1,1,6,0,0,0,0
train,1,4566,2,15.0,457.0570570570571,7,8,0,1,1,0,7,0,0,0,0
train,1,5480,0,-10.0,548.5485485485485,5,8,0,3,0,3,5,0,0,0,0
train,1,5480,0,-5.0,548.5485485485485,6,8,0,2,0,2,6,0,0,0,0
train,1,5480,0,0.0,548.5485485485485,7,8,0,1,0,1,7,0,0,0,0
train,1,5480,1,-10.0,548.5485485485485,2,7,0,5,1,4,2,0,0,0,0
train,1,5480,1,-5.0,548.5485485485485,3,7,0,4,0,4,3,0,0,0,0
train,1,5480,1,0.0,548.5485485485485,4,7,0,3,0,3,4,0,0,0,0
train,1,5480,1,5.0,548.5485485485485,4,7,0,3,0,3,4,0,0,0,0
train,1,5480,1,10.0,548.5485485485485,6,7,0,1,0,1,6,0,0,0,0
train,1,5480,1,15.0,548.5485485485485,6,7,0,1,0,1,6,0,0,0,0
train,1,5480,2,-10.0,548.5485485485485,5,10,0,5,2,3,5,0,0,0,0
train,1,5480,2,-5.0,548.5485485485485,6,10,0,4,2,2,6,0,0,0,0
train,1,5480,2,0.0,548.5485485485485,8,10,0,2,2,0,8,0,0,0,0
train,1,5480,2,5.0,548.5485485485485,8,10,0,2,2,0,8,0,0,0,0
train,1,5480,2,10.0,548.5485485485485,8,10,0,2,2,0,8,0,0,0,0
train,1,5480,2,15.0,548.5485485485485,8,10,0,2,2,0,8,0,0,0,0
train,1,5488,0,-10.0,549.3493493493494,5,7,0,2,0,2,5,0,0,0,0
train,1,5488,0,-5.0,549.3493493493494,6,7,0,1,0,1,6,0,0,0,0
train,1,5488,1,-10.0,549.3493493493494,3,6,0,3,0,3,3,0,0,0,0
train,1,5488,1,-5.0,549.3493493493494,4,6,0,2,0,2,4,0,0,0,0
train,1,5488,1,0.0,549.3493493493494,4,6,0,2,0,2,4,0,0,0,0
train,1,5488,2,-10.0,549.3493493493494,6,10,0,4,2,2,6,0,0,0,0
train,1,5488,2,-5.0,549.3493493493494,6,10,0,4,3,1,6,0,0,0,0
train,1,5488,2,0.0,549.3493493493494,7,10,0,3,3,0,7,0,0,0,0
train,1,5488,2,5.0,549.3493493493494,7,10,0,3,3,0,7,0,0,0,0
train,1,5488,2,10.0,549.3493493493494,7,10,0,3,3,0,7,0,0,0,0
train,1,5488,2,15.0,549.3493493493494,7,10,0,3,3,0,7,0,0,0,0
train,1,5489,0,-10.0,549.4494494494495,4,7,0,3,0,3,4,0,0,0,0
train,1,5489,0,-5.0,549.4494494494495,6,7,0,1,0,1,6,0,0,0,0
train,1,5489,1,-10.0,549.4494494494495,3,6,0,3,0,3,3,0,0,0,0
train,1,5489,1,-5.0,549.4494494494495,4,6,0,2,0,2,4,0,0,0,0
train,1,5489,1,0.0,549.4494494494495,5,6,0,1,0,1,5,0,0,0,0
train,1,5489,2,-10.0,549.4494494494495,7,10,0,3,1,2,7,0,0,0,0
train,1,5489,2,-5.0,549.4494494494495,8,10,0,2,1,1,8,0,0,0,0
train,1,5489,2,0.0,549.4494494494495,9,10,0,1,1,0,9,0,0,0,0
train,1,5489,2,5.0,549.4494494494495,9,10,0,1,1,0,9,0,0,0,0
train,1,5489,2,10.0,549.4494494494495,9,10,0,1,1,0,9,0,0,0,0
train,1,5489,2,15.0,549.4494494494495,9,10,0,1,1,0,9,0,0,0,0
train,1,5490,0,-10.0,549.5495495495496,4,7,0,3,0,3,4,0,0,0,0
train,1,5490,0,-5.0,549.5495495495496,6,7,0,1,0,1,6,0,0,0,0
train,1,5490,1,-10.0,549.5495495495496,3,6,0,3,0,3,3,0,0,0,0
train,1,5490,1,-5.0,549.5495495495496,4,6,0,2,0,2,4,0,0,0,0
train,1,5490,1,0.0,549.5495495495496,5,6,0,1,0,1,5,0,0,0,0
train,1,5490,2,-10.0,549.5495495495496,5,10,0,5,2,3,5,0,0,0,0
train,1,5490,2,-5.0,549.5495495495496,7,10,0,3,2,1,7,0,0,0,0
train,1,5490,2,0.0,549.5495495495496,8,10,0,2,2,0,8,0,0,0,0
train,1,5490,2,5.0,549.5495495495496,8,10,0,2,2,0,8,0,0,0,0
train,1,5490,2,10.0,549.5495495495496,8,10,0,2,2,0,8,0,0,0,0
train,1,5490,2,15.0,549.5495495495496,8,10,0,2,2,0,8,0,0,0,0
train,1,5491,0,-10.0,549.6496496496496,4,7,0,3,0,3,4,0,0,0,0
train,1,5491,0,-5.0,549.6496496496496,5,7,0,2,0,2,5,0,0,0,0
train,1,5491,1,-10.0,549.6496496496496,1,7,0,6,0,6,1,0,0,0,0
train,1,5491,1,-5.0,549.6496496496496,2,7,0,5,0,5,2,0,0,0,0
train,1,5491,1,0.0,549.6496496496496,3,7,0,4,0,4,3,0,0,0,0
train,1,5491,1,5.0,549.6496496496496,4,7,0,3,0,3,4,0,0,0,0
train,1,5491,1,10.0,549.6496496496496,4,7,0,3,0,3,4,0,0,0,0
train,1,5491,1,15.0,549.6496496496496,6,7,0,1,0,1,6,0,0,0,0
train,1,5491,2,-10.0,549.6496496496496,5,10,0,5,2,3,5,0,0,0,0
train,1,5491,2,-5.0,549.6496496496496,7,10,0,3,2,1,7,0,0,0,0
train,1,5491,2,0.0,549.6496496496496,8,10,0,2,2,0,8,0,0,0,0
train,1,5491,2,5.0,549.6496496496496,8,10,0,2,2,0,8,0,0,0,0
train,1,5491,2,10.0,549.6496496496496,8,10,0,2,2,0,8,0,0,0,0
train,1,5491,2,15.0,549.6496496496496,8,10,0,2,2,0,8,0,0,0,0
train,1,5492,0,-10.0,549.7497497497498,4,7,0,3,0,3,4,0,0,0,0
train,1,5492,0,-5.0,549.7497497497498,5,7,0,2,0,2,5,0,0,0,0
train,1,5492,1,-10.0,549.7497497497498,1,7,0,6,0,6,1,0,0,0,0
train,1,5492,1,-5.0,549.7497497497498,2,7,0,5,0,5,2,0,0,0,0
train,1,5492,1,0.0,549.7497497497498,2,7,0,5,0,5,2,0,0,0,0
train,1,5492,1,5.0,549.7497497497498,4,7,0,3,0,3,4,0,0,0,0
train,1,5492,1,10.0,549.7497497497498,4,7,0,3,0,3,4,0,0,0,0
train,1,5492,1,15.0,549.7497497497498,6,7,0,1,0,1,6,0,0,0,0
train,1,5492,2,-10.0,549.7497497497498,5,10,0,5,2,3,5,0,0,0,0
train,1,5492,2,-5.0,549.7497497497498,8,10,0,2,2,0,8,0,0,0,0
train,1,5492,2,0.0,549.7497497497498,8,10,0,2,2,0,8,0,0,0,0
train,1,5492,2,5.0,549.7497497497498,8,10,0,2,2,0,8,0,0,0,0
train,1,5492,2,10.0,549.7497497497498,8,10,0,2,2,0,8,0,0,0,0
train,1,5492,2,15.0,549.7497497497498,8,10,0,2,2,0,8,0,0,0,0
train,1,5729,0,-10.0,573.4734734734735,5,8,0,3,0,3,5,0,0,0,0
train,1,5729,0,-5.0,573.4734734734735,6,8,0,2,0,2,6,0,0,0,0
train,1,5729,1,-10.0,573.4734734734735,1,3,0,2,0,2,1,0,0,0,0
train,1,5729,2,-10.0,573.4734734734735,6,8,0,2,0,2,6,0,0,0,0
train,1,5987,1,-10.0,599.2992992992994,1,4,0,3,0,3,1,0,0,0,0
train,1,5987,1,-5.0,599.2992992992994,1,4,0,3,0,3,1,0,0,0,0
train,1,5987,1,0.0,599.2992992992994,3,4,0,1,0,1,3,0,0,0,0
train,1,5987,2,-10.0,599.2992992992994,2,3,0,1,0,1,2,0,0,0,0
train,1,5987,2,-5.0,599.2992992992994,2,3,0,1,0,1,2,0,0,0,0
train,1,5987,2,0.0,599.2992992992994,2,3,0,1,0,1,2,0,0,0,0
train,1,6402,0,-10.0,640.8408408408409,2,4,0,2,0,2,2,0,0,0,0
train,1,6402,0,-5.0,640.8408408408409,2,4,0,2,0,2,2,0,0,0,0
