split,scene_id,frame,station_id,target_snr_db,timestamp,vehicle_id,range_gt_m,radial_velocity_gt_mps,bearing_gt_deg,crowded_gt,nearest_rd_window_dbearing_deg,per_target_share_db,per_target_frame_snr_db,predicted_peak_margin_db
train,0,307,2,-5.0,30.73073073073073,14,73.55421153593923,11.605833276543251,-60.29885538995024,True,0.8833473924334,-11.33566286252714,-16.33566286252714,8.307311262596226
train,0,307,2,0.0,30.73073073073073,13,69.04400227972938,7.770536585457103,-59.41550799751685,True,0.8833473924334,-10.23639941444122,-10.23639941444122,14.40657471068215
train,0,307,2,0.0,30.73073073073073,14,73.55421153593923,11.605833276543251,-60.29885538995024,True,0.8833473924334,-11.33566286252714,-11.33566286252714,13.30731126259623
train,0,307,2,5.0,30.73073073073073,13,69.04400227972938,7.770536585457103,-59.41550799751685,True,0.8833473924334,-10.23639941444122,-5.23639941444122,19.40657471068215
train,0,307,2,5.0,30.73073073073073,14,73.55421153593923,11.605833276543251,-60.29885538995024,True,0.8833473924334,-11.33566286252714,-6.3356628625271405,18.30731126259623
train,0,307,2,10.0,30.73073073073073,13,69.04400227972938,7.770536585457103,-59.41550799751685,True,0.8833473924334,-10.23639941444122,-0.2363994144412196,24.40657471068215
train,0,307,2,10.0,30.73073073073073,14,73.55421153593923,11.605833276543251,-60.29885538995024,True,0.8833473924334,-11.33566286252714,-1.3356628625271405,23.30731126259623
train,0,307,2,15.0,30.73073073073073,13,69.04400227972938,7.770536585457103,-59.41550799751685,True,0.8833473924334,-10.23639941444122,4.76360058555878,29.40657471068215
train,0,307,2,15.0,30.73073073073073,14,73.55421153593923,11.605833276543251,-60.29885538995024,True,0.8833473924334,-11.33566286252714,3.6643371374728595,28.30731126259623
train,0,308,1,-10.0,30.83083083083083,7,66.52013515858911,-12.750922566967692,-18.723921344359383,False,,-43.371345443953864,-53.371345443953864,-28.728371318830497
train,0,308,1,-10.0,30.83083083083083,11,26.305777488721706,-11.38134817505301,-7.691623208687552,False,,-27.255266215288096,-37.255266215288096,-12.612292090164729
train,0,308,1,-10.0,30.83083083083083,13,79.18457467572877,14.166416454602203,43.92682007981209,False,,-46.39884405870166,-56.39884405870166,-31.755869933578296
train,0,308,1,-10.0,30.83083083083083,14,82.07179910308682,22.54634564560808,46.05625925900804,False,,-47.02097867465654,-57.02097867465654,-32.37800454953317
train,0,308,1,-10.0,30.83083083083083,15,125.07148513018232,19.174339380717804,41.55511184271574,False,,-54.33955279718682,-64.33955279718683,-39.69657867206346
train,0,308,1,-5.0,30.83083083083083,7,66.52013515858911,-12.750922566967692,-18.723921344359383,False,,-43.371345443953864,-48.371345443953864,-23.728371318830497
train,0,308,1,-5.0,30.83083083083083,11,26.305777488721706,-11.38134817505301,-7.691623208687552,False,,-27.255266215288096,-32.255266215288096,-7.612292090164729
train,0,308,1,-5.0,30.83083083083083,13,79.18457467572877,14.166416454602203,43.92682007981209,False,,-46.39884405870166,-51.39884405870166,-26.755869933578296
train,0,308,1,-5.0,30.83083083083083,14,82.07179910308682,22.54634564560808,46.05625925900804,False,,-47.02097867465654,-52.02097867465654,-27.378004549533173
train,0,308,1,-5.0,30.83083083083083,15,125.07148513018232,19.174339380717804,41.55511184271574,False,,-54.33955279718682,-59.33955279718682,-34.69657867206345
train,0,308,1,0.0,30.83083083083083,7,66.52013515858911,-12.750922566967692,-18.723921344359383,False,,-43.371345443953864,-43.371345443953864,-18.728371318830497
train,0,308,1,0.0,30.83083083083083,11,26.305777488721706,-11.38134817505301,-7.691623208687552,False,,-27.255266215288096,-27.255266215288096,-2.612292090164729
train,0,308,1,0.0,30.83083083083083,13,79.18457467572877,14.166416454602203,43.92682007981209,False,,-46.39884405870166,-46.39884405870166,-21.755869933578296
train,0,308,1,0.0,30.83083083083083,14,82.07179910308682,22.54634564560808,46.05625925900804,False,,-47.02097867465654,-47.02097867465654,-22.378004549533173
train,0,308,1,0.0,30.83083083083083,15,125.07148513018232,19.174339380717804,41.55511184271574,False,,-54.33955279718682,-54.33955279718682,-29.696578672063453
train,0,308,1,5.0,30.83083083083083,7,66.52013515858911,-12.750922566967692,-18.723921344359383,False,,-43.371345443953864,-38.371345443953864,-13.728371318830497
train,0,308,1,5.0,30.83083083083083,13,79.18457467572877,14.166416454602203,43.92682007981209,False,,-46.39884405870166,-41.39884405870166,-16.755869933578296
train,0,308,1,5.0,30.83083083083083,14,82.07179910308682,22.54634564560808,46.05625925900804,False,,-47.02097867465654,-42.02097867465654,-17.378004549533173
train,0,308,1,5.0,30.83083083083083,15,125.07148513018232,19.174339380717804,41.55511184271574,False,,-54.33955279718682,-49.33955279718682,-24.696578672063453
train,0,308,1,10.0,30.83083083083083,7,66.52013515858911,-12.750922566967692,-18.723921344359383,False,,-43.371345443953864,-33.371345443953864,-8.728371318830497
train,0,308,1,10.0,30.83083083083083,13,79.18457467572877,14.166416454602203,43.92682007981209,False,,-46.39884405870166,-36.39884405870166,-11.755869933578296
train,0,308,1,10.0,30.83083083083083,14,82.07179910308682,22.54634564560808,46.05625925900804,False,,-47.02097867465654,-37.02097867465654,-12.378004549533173
train,0,308,1,10.0,30.83083083083083,15,125.07148513018232,19.174339380717804,41.55511184271574,False,,-54.33955279718682,-44.33955279718682,-19.696578672063453
train,0,308,1,15.0,30.83083083083083,7,66.52013515858911,-12.750922566967692,-18.723921344359383,False,,-43.371345443953864,-28.371345443953864,-3.728371318830497
train,0,308,1,15.0,30.83083083083083,13,79.18457467572877,14.166416454602203,43.92682007981209,False,,-46.39884405870166,-31.398844058701663,-6.755869933578296
train,0,308,1,15.0,30.83083083083083,14,82.07179910308682,22.54634564560808,46.05625925900804,False,,-47.02097867465654,-32.02097867465654,-7.378004549533173
train,0,308,1,15.0,30.83083083083083,15,125.07148513018232,19.174339380717804,41.55511184271574,False,,-54.33955279718682,-39.33955279718682,-14.696578672063453
train,0,308,2,-10.0,30.83083083083083,13,68.27805056849473,7.483689621338628,-58.39879761946804,True,0.3230876949176858,-10.470302246635443,-20.47030224663544,4.172671878487925
train,0,308,2,-10.0,30.83083083083083,14,72.40918699348055,11.121540940511036,-58.72188531438573,True,0.3230876949176858,-11.49080458074759,-21.49080458074759,3.152169544375777
train,0,308,2,-5.0,30.83083083083083,13,68.27805056849473,7.483689621338628,-58.39879761946804,True,0.3230876949176858,-10.470302246635443,-15.470302246635443,9.172671878487925
train,0,308,2,-5.0,30.83083083083083,14,72.40918699348055,11.121540940511036,-58.72188531438573,True,0.3230876949176858,-11.49080458074759,-16.49080458074759,8.152169544375777
train,0,308,2,0.0,30.83083083083083,13,68.27805056849473,7.483689621338628,-58.39879761946804,True,0.3230876949176858,-10.470302246635443,-10.470302246635443,14.172671878487925
train,0,308,2,0.0,30.83083083083083,14,72.40918699348055,11.121540940511036,-58.72188531438573,True,0.3230876949176858,-11.49080458074759,-11.49080458074759,13.15216954437578
train,0,308,2,5.0,30.83083083083083,13,68.27805056849473,7.483689621338628,-58.39879761946804,True,0.3230876949176858,-10.470302246635443,-5.470302246635443,19.172671878487925
train,0,308,2,5.0,30.83083083083083,14,72.40918699348055,11.121540940511036,-58.72188531438573,True,0.3230876949176858,-11.49080458074759,-6.490804580747589,18.15216954437578
train,0,308,2,10.0,30.83083083083083,13,68.27805056849473,7.483689621338628,-58.39879761946804,True,0.3230876949176858,-10.470302246635443,-0.47030224663544296,24.172671878487925
train,0,308,2,10.0,30.83083083083083,14,72.40918699348055,11.121540940511036,-58.72188531438573,True,0.3230876949176858,-11.49080458074759,-1.4908045807475894,23.15216954437578
train,0,308,2,15.0,30.83083083083083,13,68.27805056849473,7.483689621338628,-58.39879761946804,True,0.3230876949176858,-10.470302246635443,4.529697753364557,29.172671878487925
train,0,308,2,15.0,30.83083083083083,14,72.40918699348055,11.121540940511036,-58.72188531438573,True,0.3230876949176858,-11.49080458074759,3.5091954192524106,28.15216954437578
train,0,309,1,-10.0,30.93093093093093,7,67.8035447580207,-12.755114904992732,-18.866035533529008,False,,-41.89751068600491,-51.89751068600491,-27.25453656088154
train,0,309,1,-10.0,30.93093093093093,11,27.448712505261774,-11.463868263713021,-8.401142075657786,False,,-26.188293852952395,-36.1882938529524,-11.545319727829032
train,0,309,1,-10.0,30.93093093093093,13,77.7727792777369,14.007491304766443,44.02679693724607,False,,-44.280519478756204,-54.280519478756204,-29.637545353632838
train,0,309,1,-10.0,30.93093093093093,14,79.80480139766453,22.556099250033256,46.36458733187115,False,,-44.72857555975568,-54.72857555975568,-30.085601434632316
train,0,309,1,-10.0,30.93093093093093,15,123.14901019702572,19.200497676341655,41.684201768222934,False,,-52.26465173676087,-62.26465173676087,-37.6216776116375
train,0,309,1,-5.0,30.93093093093093,7,67.8035447580207,-12.755114904992732,-18.866035533529008,False,,-41.89751068600491,-46.89751068600491,-22.25453656088154
train,0,309,1,-5.0,30.93093093093093,11,27.448712505261774,-11.463868263713021,-8.401142075657786,False,,-26.188293852952395,-31.188293852952395,-6.545319727829028
train,0,309,1,-5.0,30.93093093093093,13,77.7727792777369,14.007491304766443,44.02679693724607,False,,-44.280519478756204,-49.280519478756204,-24.637545353632838
train,0,309,1,-5.0,30.93093093093093,14,79.80480139766453,22.556099250033256,46.36458733187115,False,,-44.72857555975568,-49.72857555975568,-25.085601434632316
train,0,309,1,-5.0,30.93093093093093,15,123.14901019702572,19.200497676341655,41.684201768222934,False,,-52.26465173676087,-57.26465173676087,-32.6216776116375
train,0,309,1,0.0,30.93093093093093,7,67.8035447580207,-12.755114904992732,-18.866035533529008,False,,-41.89751068600491,-41.89751068600491,-17.25453656088154
train,0,309,1,0.0,30.93093093093093,11,27.448712505261774,-11.463868263713021,-8.401142075657786,False,,-26.188293852952395,-26.188293852952395,-1.5453197278290283
train,0,309,1,0.0,30.93093093093093,13,77.7727792777369,14.007491304766443,44.02679693724607,False,,-44.280519478756204,-44.280519478756204,-19.637545353632838
train,0,309,1,0.0,30.93093093093093,14,79.80480139766453,22.556099250033256,46.36458733187115,False,,-44.72857555975568,-44.72857555975568,-20.085601434632316
train,0,309,1,0.0,30.93093093093093,15,123.14901019702572,19.200497676341655,41.684201768222934,False,,-52.26465173676087,-52.26465173676087,-27.6216776116375
train,0,309,1,5.0,30.93093093093093,7,67.8035447580207,-12.755114904992732,-18.866035533529008,False,,-41.89751068600491,-36.89751068600491,-12.25453656088154
train,0,309,1,5.0,30.93093093093093,13,77.7727792777369,14.007491304766443,44.02679693724607,False,,-44.280519478756204,-39.280519478756204,-14.637545353632838
train,0,309,1,5.0,30.93093093093093,14,79.80480139766453,22.556099250033256,46.36458733187115,False,,-44.72857555975568,-39.72857555975568,-15.085601434632316
train,0,309,1,5.0,30.93093093093093,15,123.14901019702572,19.200497676341655,41.684201768222934,False,,-52.26465173676087,-47.26465173676087,-22.6216776116375
train,0,309,1,10.0,30.93093093093093,7,67.8035447580207,-12.755114904992732,-18.866035533529008,False,,-41.89751068600491,-31.897510686004907,-7.25453656088154
train,0,309,1,10.0,30.93093093093093,13,77.7727792777369,14.007491304766443,44.02679693724607,False,,-44.280519478756204,-34.280519478756204,-9.637545353632838
train,0,309,1,10.0,30.93093093093093,14,79.80480139766453,22.556099250033256,46.36458733187115,False,,-44.72857555975568,-34.72857555975568,-10.085601434632316
train,0,309,1,10.0,30.93093093093093,15,123.14901019702572,19.200497676341655,41.684201768222934,False,,-52.26465173676087,-42.26465173676087,-17.6216776116375
train,0,309,1,15.0,30.93093093093093,7,67.8035447580207,-12.755114904992732,-18.866035533529008,False,,-41.89751068600491,-26.897510686004907,-2.25453656088154
train,0,309,1,15.0,30.93093093093093,13,77.7727792777369,14.007491304766443,44.02679693724607,False,,-44.280519478756204,-29.280519478756204,-4.637545353632838
train,0,309,1,15.0,30.93093093093093,14,79.80480139766453,22.556099250033256,46.36458733187115,False,,-44.72857555975568,-29.728575559755683,-5.085601434632316
train,0,309,1,15.0,30.93093093093093,15,123.14901019702572,19.200497676341655,41.684201768222934,False,,-52.26465173676087,-37.26465173676087,-12.621677611637502
train,0,309,2,-10.0,30.93093093093093,13,67.54001634864427,7.194528647532843,-57.37223324178752,True,0.27752340796454295,-10.688609417132785,-20.688609417132785,3.9543647079905817
train,0,309,2,-10.0,30.93093093093093,14,71.31478759459628,10.604058824236974,-57.094709833822975,True,0.27752340796454295,-11.633346681505877,-21.633346681505877,3.0096274436174895
train,0,309,2,-5.0,30.93093093093093,13,67.54001634864427,7.194528647532843,-57.37223324178752,True,0.27752340796454295,-10.688609417132785,-15.688609417132785,8.954364707990582
train,0,309,2,-5.0,30.93093093093093,14,71.31478759459628,10.604058824236974,-57.094709833822975,True,0.27752340796454295,-11.633346681505877,-16.633346681505877,8.00962744361749
train,0,309,2,0.0,30.93093093093093,13,67.54001634864427,7.194528647532843,-57.37223324178752,True,0.27752340796454295,-10.688609417132785,-10.688609417132785,13.954364707990578
train,0,309,2,0.0,30.93093093093093,14,71.31478759459628,10.604058824236974,-57.094709833822975,True,0.27752340796454295,-11.633346681505877,-11.633346681505877,13.00962744361749
train,0,309,2,5.0,30.93093093093093,13,67.54001634864427,7.194528647532843,-57.37223324178752,True,0.27752340796454295,-10.688609417132785,-5.688609417132785,18.954364707990578
train,0,309,2,5.0,30.93093093093093,14,71.31478759459628,10.604058824236974,-57.094709833822975,True,0.27752340796454295,-11.633346681505877,-6.633346681505877,18.00962744361749
train,0,309,2,10.0,30.93093093093093,13,67.54001634864427,7.194528647532843,-57.37223324178752,True,0.27752340796454295,-10.688609417132785,-0.6886094171327848,23.954364707990578
train,0,309,2,10.0,30.93093093093093,14,71.31478759459628,10.604058824236974,-57.094709833822975,True,0.27752340796454295,-11.633346681505877,-1.633346681505877,23.00962744361749
train,0,309,2,15.0,30.93093093093093,13,67.54001634864427,7.194528647532843,-57.37223324178752,True,0.27752340796454295,-10.688609417132785,4.311390582867215,28.954364707990578
train,0,309,2,15.0,30.93093093093093,14,71.31478759459628,10.604058824236974,-57.094709833822975,True,0.27752340796454295,-11.633346681505877,3.366653318494123,28.00962744361749
train,0,310,1,-10.0,31.03103103103103,7,69.08388425582291,-12.753684837209253,-18.999717885943852,False,,-40.141958026664106,-50.141958026664106,-25.49898390154074
train,0,310,1,-10.0,31.03103103103103,11,28.595314647434744,-11.545881050910356,-9.065611957939963,False,,-24.818683297527496,-34.8186832975275,-10.175709172404133
train,0,310,1,-10.0,31.03103103103103,13,76.37860920928976,13.847777662885976,44.12673010848086,False,,-41.88575795024312,-51.88575795024312,-27.24278382511975
train,0,310,1,-10.0,31.03103103103103,14,77.53707971712586,22.55472205119191,46.68816999213552,False,,-42.14726571645418,-52.14726571645418,-27.504291591330812
train,0,310,1,-10.0,31.03103103103103,15,121.2241623937225,19.224596368007333,41.81745222982672,False,,-49.910455791941466,-59.910455791941466,-35.2674816668181
train,0,310,1,-5.0,31.03103103103103,7,69.08388425582291,-12.753684837209253,-18.999717885943852,False,,-40.141958026664106,-45.141958026664106,-20.49898390154074
train,0,310,1,-5.0,31.03103103103103,11,28.595314647434744,-11.545881050910356,-9.065611957939963,False,,-24.818683297527496,-29.818683297527496,-5.1757091724041295
train,0,310,1,-5.0,31.03103103103103,13,76.37860920928976,13.847777662885976,44.12673010848086,False,,-41.88575795024312,-46.88575795024312,-22.24278382511975
train,0,310,1,-5.0,31.03103103103103,14,77.53707971712586,22.55472205119191,46.68816999213552,False,,-42.14726571645418,-47.14726571645418,-22.504291591330812
train,0,310,1,-5.0,31.03103103103103,15,121.2241623937225,19.224596368007333,41.81745222982672,False,,-49.910455791941466,-54.910455791941466,-30.2674816668181
train,0,310,1,0.0,31.03103103103103,7,69.08388425582291,-12.753684837209253,-18.999717885943852,False,,-40.141958026664106,-40.141958026664106,-15.49898390154074
train,0,310,1,0.0,31.03103103103103,11,28.595314647434744,-11.545881050910356,-9.065611957939963,False,,-24.818683297527496,-24.818683297527496,-0.17570917240412953
train,0,310,1,0.0,31.03103103103103,13,76.37860920928976,13.847777662885976,44.12673010848086,False,,-41.88575795024312,-41.88575795024312,-17.24278382511975
train,0,310,1,0.0,31.03103103103103,14,77.53707971712586,22.55472205119191,46.68816999213552,False,,-42.14726571645418,-42.14726571645418,-17.504291591330812
train,0,310,1,0.0,31.03103103103103,15,121.2241623937225,19.224596368007333,41.81745222982672,False,,-49.910455791941466,-49.910455791941466,-25.2674816668181
train,0,310,1,5.0,31.03103103103103,7,69.08388425582291,-12.753684837209253,-18.999717885943852,False,,-40.141958026664106,-35.141958026664106,-10.49898390154074
train,0,310,1,5.0,31.03103103103103,13,76.37860920928976,13.847777662885976,44.12673010848086,False,,-41.88575795024312,-36.88575795024312,-12.242783825119751
train,0,310,1,5.0,31.03103103103103,14,77.53707971712586,22.55472205119191,46.68816999213552,False,,-42.14726571645418,-37.14726571645418,-12.504291591330812
train,0,310,1,5.0,31.03103103103103,15,121.2241623937225,19.224596368007333,41.81745222982672,False,,-49.910455791941466,-44.910455791941466,-20.2674816668181
train,0,310,1,10.0,31.03103103103103,7,69.08388425582291,-12.753684837209253,-18.999717885943852,False,,-40.141958026664106,-30.141958026664106,-5.49898390154074
train,0,310,1,10.0,31.03103103103103,13,76.37860920928976,13.847777662885976,44.12673010848086,False,,-41.88575795024312,-31.885757950243118,-7.242783825119751
train,0,310,1,10.0,31.03103103103103,14,77.53707971712586,22.55472205119191,46.68816999213552,False,,-42.14726571645418,-32.14726571645418,-7.504291591330812
train,0,310,1,10.0,31.03103103103103,15,121.2241623937225,19.224596368007333,41.81745222982672,False,,-49.910455791941466,-39.910455791941466,-15.2674816668181
train,0,310,1,15.0,31.03103103103103,7,69.08388425582291,-12.753684837209253,-18.999717885943852,False,,-40.141958026664106,-25.141958026664106,-0.4989839015407398
train,0,310,1,15.0,31.03103103103103,13,76.37860920928976,13.847777662885976,44.12673010848086,False,,-41.88575795024312,-26.885757950243118,-2.2427838251197514
train,0,310,1,15.0,31.03103103103103,14,77.53707971712586,22.55472205119191,46.68816999213552,False,,-42.14726571645418,-27.14726571645418,-2.504291591330812
train,0,310,1,15.0,31.03103103103103,15,121.2241623937225,19.224596368007333,41.81745222982672,False,,-49.910455791941466,-34.910455791941466,-10.2674816668181
train,0,310,2,-10.0,31.03103103103103,13,66.83002979263628,6.902752635172223,-56.33781767097618,True,0.920192615664183,-10.972575801109297,-20.972575801109297,3.6703983240140694
train,0,310,2,-10.0,31.03103103103103,14,70.2743589370537,10.053932456777963,-55.417625055311994,True,0.920192615664183,-11.845585313397343,-21.845585313397343,2.797388811726023
train,0,310,2,-5.0,31.03103103103103,13,66.83002979263628,6.902752635172223,-56.33781767097618,True,0.920192615664183,-10.972575801109297,-15.972575801109297,8.67039832401407
train,0,310,2,-5.0,31.03103103103103,14,70.2743589370537,10.053932456777963,-55.417625055311994,True,0.920192615664183,-11.845585313397343,-16.845585313397343,7.797388811726023
train,0,310,2,0.0,31.03103103103103,13,66.83002979263628,6.902752635172223,-56.33781767097618,True,0.920192615664183,-10.972575801109297,-10.972575801109297,13.670398324014073
train,0,310,2,0.0,31.03103103103103,14,70.2743589370537,10.053932456777963,-55.417625055311994,True,0.920192615664183,-11.845585313397343,-11.845585313397343,12.797388811726023
train,0,310,2,5.0,31.03103103103103,13,66.83002979263628,6.902752635172223,-56.33781767097618,True,0.920192615664183,-10.972575801109297,-5.972575801109297,18.670398324014073
train,0,310,2,5.0,31.03103103103103,14,70.2743589370537,10.053932456777963,-55.417625055311994,True,0.920192615664183,-11.845585313397343,-6.845585313397343,17.797388811726023
train,0,310,2,10.0,31.03103103103103,13,66.83002979263628,6.902752635172223,-56.33781767097618,True,0.920192615664183,-10.972575801109297,-0.9725758011092971,23.670398324014073
train,0,310,2,10.0,31.03103103103103,14,70.2743589370537,10.053932456777963,-55.417625055311994,True,0.920192615664183,-11.845585313397343,-1.8455853133973434,22.797388811726023
train,0,310,2,15.0,31.03103103103103,13,66.83002979263628,6.902752635172223,-56.33781767097618,True,0.920192615664183,-10.972575801109297,4.027424198890703,28.670398324014073
train,0,310,2,15.0,31.03103103103103,14,70.2743589370537,10.053932456777963,-55.417625055311994,True,0.920192615664183,-11.845585313397343,3.1544146866026566,27.797388811726023
train,0,311,1,-10.0,31.13113113113113,7,70.36199598496208,-12.749172061112457,-19.131140884204846,False,,-38.34572866913728,-48.34572866913728,-23.702754544013914
train,0,311,1,-10.0,31.13113113113113,11,29.7505073341089,-11.630305636775281,-9.688915179624107,False,,-23.391977684299725,-33.391977684299725,-8.749003559176359
train,0,311,1,-10.0,31.13113113113113,13,75.00066673144242,13.688231932251313,44.228767191820204,False,,-39.45480760479486,-49.45480760479486,-24.811833479671492
train,0,311,1,-10.0,31.13113113113113,14,75.27130935711934,22.542320013322612,47.02779177326317,False,,-39.517381468023046,-49.517381468023046,-24.87440734289968
train,0,311,1,-10.0,31.13113113113113,15,119.2968234009561,19.24669590213142,41.955199132469424,False,,-47.5173578215818,-57.5173578215818,-32.87438369645843
train,0,311,1,-5.0,31.13113113113113,7,70.36199598496208,-12.749172061112457,-19.131140884204846,False,,-38.34572866913728,-43.34572866913728,-18.702754544013914
train,0,311,1,-5.0,31.13113113113113,11,29.7505073341089,-11.630305636775281,-9.688915179624107,False,,-23.391977684299725,-28.391977684299725,-3.7490035591763586
train,0,311,1,-5.0,31.13113113113113,13,75.00066673144242,13.688231932251313,44.228767191820204,False,,-39.45480760479486,-44.45480760479486,-19.811833479671492
train,0,311,1,-5.0,31.13113113113113,14,75.27130935711934,22.542320013322612,47.02779177326317,False,,-39.517381468023046,-44.517381468023046,-19.87440734289968
train,0,311,1,-5.0,31.13113113113113,15,119.2968234009561,19.24669590213142,41.955199132469424,False,,-47.5173578215818,-52.5173578215818,-27.87438369645843
train,0,311,1,0.0,31.13113113113113,7,70.36199598496208,-12.749172061112457,-19.131140884204846,False,,-38.34572866913728,-38.34572866913728,-13.702754544013914
train,0,311,1,0.0,31.13113113113113,13,75.00066673144242,13.688231932251313,44.228767191820204,False,,-39.45480760479486,-39.45480760479486,-14.811833479671492
